YEAR,ACTUAL_COVERED,PRED_COVERED,PRED_FULL
2019,87.0,51.427197217941284,51.427197217941284
2020,83.0,81.59484025835991,81.59484025835991
2021,88.0,87.15398958325386,87.15398958325386
2022,100.0,100.12391182780266,100.12391182780266
2023,114.0,113.47602333128452,113.47602333128452
2024,107.0,124.52625221014023,124.52625221014023
2025,18.0,27.187325313687325,110.47105100750923
