SWITCH_ID,YM,YEAR,MONTH,OBSERVED,ACTUAL,PRED_FAULTS,PRED_INT
1103,2019-01,2019,1,True,0.0,0.007412472274154425,0
1103,2019-02,2019,2,True,0.0,0.060348961502313614,0
1103,2019-03,2019,3,True,1.0,0.02149929106235504,0
1103,2019-04,2019,4,True,1.0,0.23533007502555847,0
1103,2019-05,2019,5,True,0.0,0.006923804525285959,0
1103,2019-06,2019,6,True,0.0,0.0090607525780797,0
1103,2019-07,2019,7,True,0.0,0.00316767580807209,0
1103,2019-08,2019,8,True,0.0,0.015504552982747555,0
1103,2019-09,2019,9,True,0.0,0.006991769652813673,0
1103,2019-10,2019,10,True,0.0,0.022843819111585617,0
1103,2019-11,2019,11,True,0.0,0.009898104704916477,0
1103,2019-12,2019,12,True,0.0,0.027642954140901566,0
1129,2019-01,2019,1,True,0.0,0.00913312379270792,0
1129,2019-02,2019,2,True,0.0,0.055016692727804184,0
1129,2019-03,2019,3,True,0.0,0.021766239777207375,0
1129,2019-04,2019,4,True,0.0,0.27967968583106995,0
1129,2019-05,2019,5,True,0.0,0.007229076232761145,0
1129,2019-06,2019,6,True,0.0,0.009515234269201756,0
1129,2019-07,2019,7,True,0.0,0.003145205555483699,0
1129,2019-08,2019,8,True,0.0,0.014191643334925175,0
1129,2019-09,2019,9,True,0.0,0.005761553533375263,0
1129,2019-10,2019,10,True,0.0,0.02630471996963024,0
1129,2019-11,2019,11,True,1.0,0.009714496321976185,0
1129,2019-12,2019,12,True,0.0,0.030301295220851898,0
1133,2019-01,2019,1,True,0.0,0.006798395421355963,0
1133,2019-02,2019,2,True,0.0,0.04827173426747322,0
1133,2019-03,2019,3,True,1.0,0.023978877812623978,0
1133,2019-04,2019,4,True,1.0,0.238138809800148,0
1133,2019-05,2019,5,True,1.0,0.0069699957966804504,0
1133,2019-06,2019,6,True,0.0,0.007281426806002855,0
1133,2019-07,2019,7,True,0.0,0.0030418953392654657,0
1133,2019-08,2019,8,True,0.0,0.013532496057450771,0
1133,2019-09,2019,9,True,0.0,0.0058446344919502735,0
1133,2019-10,2019,10,True,0.0,0.023180829361081123,0
1133,2019-11,2019,11,True,0.0,0.008643802255392075,0
1133,2019-12,2019,12,True,0.0,0.025021564215421677,0
1135,2019-01,2019,1,True,0.0,0.007753420155495405,0
1135,2019-02,2019,2,True,0.0,0.04856494441628456,0
1135,2019-03,2019,3,True,1.0,0.022443478927016258,0
1135,2019-04,2019,4,True,0.0,0.2503669559955597,0
1135,2019-05,2019,5,True,0.0,0.007198343053460121,0
1135,2019-06,2019,6,True,1.0,0.008509605191648006,0
1135,2019-07,2019,7,True,0.0,0.0033199558965861797,0
1135,2019-08,2019,8,True,0.0,0.016748186200857162,0
1135,2019-09,2019,9,True,0.0,0.0061021107248961926,0
1135,2019-10,2019,10,True,0.0,0.023932993412017822,0
1135,2019-11,2019,11,True,0.0,0.009117637760937214,0
1135,2019-12,2019,12,True,0.0,0.027692947536706924,0
1143,2019-01,2019,1,True,0.0,0.008416130207479,0
1143,2019-02,2019,2,True,0.0,0.06449070572853088,0
1143,2019-03,2019,3,True,0.0,0.026789214462041855,0
1143,2019-04,2019,4,True,0.0,0.25497594475746155,0
1143,2019-05,2019,5,True,0.0,0.00853672344237566,0
1143,2019-06,2019,6,True,0.0,0.011030077934265137,0
1143,2019-07,2019,7,True,0.0,0.003811448812484741,0
1143,2019-08,2019,8,True,0.0,0.01693083718419075,0
1143,2019-09,2019,9,True,0.0,0.007964896969497204,0
1143,2019-10,2019,10,True,0.0,0.03126077353954315,0
1143,2019-11,2019,11,True,0.0,0.010802233591675758,0
