Size,Insulation,Voltage,Type,FROM,FROM_SWITCH,TO,TO_SWITCH
240SQ.MM,PILC,11KV,HTCF SECTION,MALVANI HOSPITAL,10370,MALVANI COLONY NO.5,36366
240SQ.MM,PILC,11KV,HTCF SECTION,MILITARY ROAD NO.2,14872,K B M COMPOUND,15406
240SQ.MM,PILC,11KV,HTCF SECTION,MUNJAL NGR,40144,CHEMBUR NORTH 1,2726
240SQ.MM,PILC,11KV,HTCF SECTION,NATWAR PAREKH 1,39911,DEONAR NORTH 1,5703
240SQ.MM,PILC,11KV,HTCF SECTION,NAVGHAR TEMPLE,11566,RAM GANGA APARTMENT,18611
240SQ.MM,PILC,11KV,HTCF SECTION,NAYA NAGAR NO 2,15217,NARENDRA PARK,12590
240SQ.MM,PILC,11KV,HTCF SECTION,NEW MILL RD,11668,KURLA MARKET,11225
240SQ.MM,PILC,11KV,HTCF SECTION,ODHAV NAGAR NORTH,5818,SHREE ADINATH TOWER,18313
240SQ.MM,PILC,11KV,HTCF SECTION,PARKSITE REHAB HSG,30927,VIKHROLI HILL 6,15099
240SQ.MM,PILC,11KV,HTCF SECTION,PARLE EAST SHOPPING,5498,SUKH SAGAR,9669
240SQ.MM,PILC,11KV,HTCF SECTION,ROY APARTMENT,15336,AIRPORT AUTHORITY OF INDIA,40815
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,SAKI EST 5,16859,SAKI EST 2,29672
240SQ.MM,PILC,11KV,HTCF SECTION,SANTOSHI MATA NAGAR,14318,OBERAI FLIGHT KITCHEN,12487
240SQ.MM,PILC,11KV,HTCF SECTION,SHASTRI IND EST,37873,KHARI EAST NO 1,11130
240SQ.MM,PILC,11KV,HTCF SECTION,SWASTIC CHAMBER,12750,CORPORATE PARK NO 2,31304
240SQ.MM,PILC,11KV,HTCF SECTION,SWASTIC CHAMBER,12750,CORPORATE PARK NO 2,31304
240SQ.MM,PILC,11KV,HTCF SECTION,TATA HOUSING,11129,VAIBHAV CHAMBERS,25822
240SQ.MM,PILC,11KV,HTCF SECTION,TATA HOUSING,11129,VAIBHAV CHAMBERS,25822
240SQ.MM,PILC,11KV,HTCF SECTION,TEMPLE VIEW NO.2,12657,HEAVEN KORES NO.1,10050
240SQ.MM,PILC,11KV,HTCF SECTION,VIDYA SAGAR,11108,TEMPLE VIEW NO.1,10349
240SQ.MM,PILC,11KV,HTCF SECTION,VIKHROLI CLY 1,10610,VIKHROLI BUS DEPOT EAST,5671
240SQ.MM,PILC,11KV,HTCF SECTION,,,,
240SQ.MM,PILC,11KV,HTCF SECTION,WADALA RD,13928,VIJAY NGR APT 2,18342
240SQ.MM,PILC,11KV,HTCF SECTION,WADALA RD,13928,VIJAY NGR APT 2,18342
240SQ.MM,PILC,11KV,HTCF SECTION,WADALA RD,13928,VIJAY NGR APT 2,18342
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ACKRUTI CITY,39323,KHERWADI CENTRAL NO.3,36395
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ACKRUTI CITY,39323,KHERWADI CENTRAL NO.3,36395
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ANDHERI WEST RAILWAY QTRS,18507,SUVIDHA SQUARE,37111
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ARC INDUSTRIES NO. 2,30177,EVERSHINE EMBASSY,35761
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ASCOT CENTRE,35892,AIR INDIA,6534
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ASPHALT  PLANT,13845,DINDOSHI CENTRAL,6828
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BANDONGRI RD.NO.2,13705,BONANZA IND.ESTATE NO.1,36122
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BANDRA TALKIES,18896,BANDRA NORTH,2890
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHARAT NGR 2,12372,MAHATMA PHULE NGR,12151
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BHAYANDAR UDYOG NAGAR,16716,AMBA MATA INDUSTRIES,19489
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,BKC METRO,39431,I C I C I OFFICE,15037
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CANARA BANK (TEMP),25804,NAMAN REALTORS,29619
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CELESTIA HEIGHT,25990,MIND SPACE,19927
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHEMBUR MAYUR PANKH,38260,CHEMBUR GANGAVIHAR,37482
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHEMBUR OLD,6467,AKSHAY APARTMENT,29111
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CHEMBUR YASH SIGNATURE,41336,UDAYGIRI,32294
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CRYSTAL,26049,GULDEV SAGAR,25199
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CRYSTAL SHOPPING MALL,26555,LINK CORNER MALL,29004
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,CUTCH DYEING,12836,SURANA HOSPITAL,30206
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DAYALDAS ROAD NO. 2,30428,BUSINESS SQUARE NO.2,36051
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DHARIVLI VILLAGE,19343,AKSA NO.2,12615
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DUNHILL APARTMENT,11193,SAGAR ELIGANCE,28800
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,DUNHILL APARTMENT,11193,SAGAR ELIGANCE,28800
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EASTERN SMELTING,26664,NEW MILL RD,11667
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EIGHTH ROAD,16118,PRIME PRESIDENCY,34888
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,ERANGLE SOUTH,32386,BHATI VILLAGE NO.2,40797
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,EVEREST GARDEN,18709,LAXMI NGR 4,28855
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GALA COMP,36271,KANAKIA ATRIUM,4193
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GAURAV SANKALP NO 1,17003,EVERSHINE WOODS NO 1,31963
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHP CORPN.1,11872,POWAI HSG 4,13644
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHP CORPN.1,11872,POWAI HSG 4,13644
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GLUCOSE FOOD,26159,KURLA IND 1,748
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GOLIBAR NO.1,2403,ANAND MANGAL,28165
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GORE ROAD,13455,POLYCHEM NO.1,25291
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GREEN OCEAN,34764,MARVE,12168
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GULDEV SAGAR,25201,PEOPLES COSMOPOLITAN,25068
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,HAMERA PARK,17541,SANJAY NAGAR NO.2,10166
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,HANUMAN TEKDI NO.2,9404,GAJRAJ,35172
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,HARIYALI CENTRAL 2,10872,HCC IT PARK NO 1,31705
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,HRISHIKESH,6353,DARVESH GRAND,38538
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,IMPERIAL HEIGHT,32085,SAI POOJA,12668
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,IRLA NORTH,32899,IRLA TELEPHONE EXCHANGE,38015
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JUHU HOTEL,9691,KABIR,32694
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JUHU HOTEL,9691,KABIR,32694
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,JUHU HOTEL,9691,KABIR,32694
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KAMALA SPACES,35137,STATE TRANSPORT ROAD NO.2,6646
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KANE ROAD NO.2,28733,ROCK DALE,36377
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KHANDUBHAI DESAI ROAD,34014,VILE PARLE WEST,2011
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KOTAK MAHINDRA,39815,BANK OF BARODA NO. 2,31639
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,KURLA MARKET,11226,JAINAM HEIGHT,34107
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LATHIA RUBBER,10280,HARENDRA KUMAR,15003
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LAXMAN KRISHNA APARTMENT,13443,SURESHWARI IT PARK NO 1,38898
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAHATMA PHULE NGR,12152,PANVEL RD 1,10955
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAROL POLICE TRAINING CAMP,28175,WOODLAND ESTATE,32892
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MAYFAIR HILLCREST,37281,VIKHROLI HILL 6,15098
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,MOHINI HEIGHTS,34975,KHAR SOUTH,720
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,N K INDUSTRIES,7542,DINDOSHI NO.5,5489
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NATWAR PAREKH 2,25679,MAHAVIR PLATINUM,30698
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,NEW GAGANGIRI CHS,36809,TRIMURTI KRUPA,31125
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,OM TOWER,13447,LAKSHACHANDI COLOUMBIA,37538
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANCHARATNA,9044,RAILWAY BORIVALI WEST,37596
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PANT NGR SCHOOL,9325,GHATKOPAR HSG CLY 3,11035
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PARLE SQUARE,36389,KAMDAR SHOPPING,9045
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,POOJA NAGAR NO 2,12183,SANGHVI EMPIRE,25120
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,POOJA NAGAR NO 2,12183,SANGHVI EMPIRE,25120
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,PUSHPA VIHAR,15740,DAULAT NAGAR CEMETERY,12682
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RADHA GRAM,7992,BHAVYA HEIGHTS,28556
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RAJU INDUSTRIAL ESTATE,9980,PENKARPADA NO 2,17786
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RASHTRIYA METAL,30614,NANDA DEEP,5329
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,RASHTRIYA METAL,30614,NANDA DEEP,5329
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,READY MIX CONCRETE PLANT,19747,AMARTARA 2,38580
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,S.B.& T,26149,SARIPUT NAGAR NO 2,29430
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAGAR TECH PLAZA 2,29241,MILENIUM PARK,38392
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SARASWATI ROAD,7505,SAVOY RESIDENCY,31579
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SARIPUT NAGAR NO 2,29432,SARIPUT NAGAR,14212
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SATHYE COLLEGE,26853,SUJEEVAN,36810
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SAVEEJAY,30142,RUBY CHS,40693
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHITLA DEVI,25431,SHRAMSAFALYA,34915
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHITLA DEVI,25431,SHRAMSAFALYA,34915
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHITLA DEVI,25431,SHRAMSAFALYA,34915
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHIV ASTHANA,38032,ST. RITTA,37915
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHIV ASTHANA,38032,ST. RITTA,37915
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHREE HARI SOCIETY,28119,SUNIL NIWAS,6361
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SHRENIK SIROYA,28619,OBERAI FLIGHT KITCHEN,12489
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,STATE TRANSPORT ROAD NO.2,6649,GDC HOUSE NO.2,37542
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUKUR WADI NO 2,38691,G H HIGH SCHOOL,19064
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,SUPRABHAT,31337,SHIVAJI SHIKSHAN SANTHA,34932
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TATA HOUSING,11129,VAIBHAV CHAMBERS,25822
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TATA HOUSING,11129,VAIBHAV CHAMBERS,25822
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,TILAK NGR EAGLE,41274,TILAK NGR EKTA CHS,38941
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VARDHAMAN,37713,N.S. ROAD NO. 3,32299
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VASUNDHARA APARTMENT NO 2,12070,VIJAY PARK NO 2,32072
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VERSOVA R S C 6,15383,KDA QUARTERS,32978
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VERSOVA RECEIVING STATION,40876,SHANTI NIKETAN NO.2,16631
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VIKHROLI FIRE BRIGADE,39811,GHATKOPAR NORTH 2,14975
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VILE PARLE EAST NO.4,13979,MAHANT ROAD,6097
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,WOODLAND ESTATE,32891,MAROL MAROSHI BUS DEPOT,14333
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,YASHOMANGAL,39055,DEV PLAZA,28101
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,YASHWANT ARCADE,37375,OM SIDDHIVINAYAK CHS,40715
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,YASHWANTRAO CHAVAN NGR,15730,CHIKKUWADI 4,16857
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,YASHWANTRAO CHAVAN NGR,15730,CHIKKUWADI 4,16857
240+300SQ.MM,PILC+XLPE,11KV,HTCF SECTION,YOGNITI,37728,JAYANAND KHIRA NO.2,14164
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,GHATKOPAR NORTH 2,14976,GHATKOPAR POLICE CLY,16501
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,LOKMANYA PAN BAZAR,18350,THAKKARBAPA CLY.3,9750
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,,,,
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,THAKKARBAPA CLY.3,9750,LOKMANYA PAN BAZAR,18350
240+300+400SQ.MM,PILC+XLPE,11KV,HTCF SECTION,VIRVANI IND.NO.1,32257,PATHANWADI WEST,31634
300SQ.MM,PILC,11KV,HTCF SECTION,,,,
300SQ.MM,PILC,22KV,HTCF SECTION,,,,
300SQ.MM,PILC,22KV,HTCF SECTION,,,,
300SQ.MM,PILC,22KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,64 GREEN,39306,YOGNITI,37727
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,AIR FORCE COLONY NO. 2,35752,ASHIRWAD,36828
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,ARYAMAN TRANSIT,37990,ARYAMAN TRANSIT CAMP NO. 2,37995
300SQ.MM,XLPE,11KV,HTCF SECTION,ARYAMAN TRANSIT,37990,ARYAMAN TRANSIT CAMP NO. 2,37995
300SQ.MM,XLPE,11KV,HTCF SECTION,ARYAMAN TRANSIT,37990,ARYAMAN TRANSIT CAMP NO. 2,37995
300SQ.MM,XLPE,11KV,HTCF SECTION,ASHA 1,5863,ASHA 2,6063
300SQ.MM,XLPE,11KV,HTCF SECTION,BANDRA RECLAM CENTRAL NO.1,13896,BANDRA RECLAM CENTRAL NO.2,14892
300SQ.MM,XLPE,11KV,HTCF SECTION,BHAKTIDHAM,14970,RAJ SARITA,31051
300SQ.MM,XLPE,11KV,HTCF SECTION,BHARAT GLASS,16729,MOHAN SADAN,38270
300SQ.MM,XLPE,11KV,HTCF SECTION,BHARAT GLASS,16729,MOHAN SADAN,38270
300SQ.MM,XLPE,11KV,HTCF SECTION,BHAYANDAR WEST NO 3,26239,SIDDESHWAR APPARTMENT,31899
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,BHIM NAGAR NO.1,10519,APPAPADA NO.1,10522
300SQ.MM,XLPE,11KV,HTCF SECTION,CHAITANYA HOSPITAL,18147,ISCON MIRA,38340
300SQ.MM,XLPE,11KV,HTCF SECTION,CHANDAVARKAR LANE NO 3,37486,BORIVALI SHOPPING CENTRE,5238
300SQ.MM,XLPE,11KV,HTCF SECTION,CHANDIVALI REHAB HSG NO.2,28752,CHANDIVALI QUARIES 2,26082
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,CHEMBUR HSG.(E)1,2507,JEEVAN BAHAR,2723
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,COATS,4594,CHANDIVALI QUARIES 1,26079
300SQ.MM,XLPE,11KV,HTCF SECTION,CORPORATE PARK NO 2,31305,CORPORATE PARK,12924
300SQ.MM,XLPE,11KV,HTCF SECTION,CORPORATE PARK NO 2,31305,CORPORATE PARK,12924
300SQ.MM,XLPE,11KV,HTCF SECTION,CRYSTAL PLAZA,15844,SURESH SMRUTI,13961
300SQ.MM,XLPE,11KV,HTCF SECTION,DACHKULPADA,37457,MISQUETTA WADI,31415
300SQ.MM,XLPE,11KV,HTCF SECTION,DACHKULPADA,37457,MISQUETTA WADI,31415
300SQ.MM,XLPE,11KV,HTCF SECTION,DAFTARI ROAD NO.2,12345,CENTER PLAZA,35658
300SQ.MM,XLPE,11KV,HTCF SECTION,DAHISAR COVID HOSPITAL NO 3,40546,DAHISAR CHECKPOST,15464
300SQ.MM,XLPE,11KV,HTCF SECTION,DAMU NAGAR NO.4,26646,DAMU NAGAR NO.3,19956
300SQ.MM,XLPE,11KV,HTCF SECTION,DEEP CHS,36522,PRATIK,36373
300SQ.MM,XLPE,11KV,HTCF SECTION,DEONAR NORTH 1,5702,RAMAN MAMA NGR,13269
300SQ.MM,XLPE,11KV,HTCF SECTION,DEONAR PUMPING,30820,SHIVAJI NGR SOUTH 2,9744
300SQ.MM,XLPE,11KV,HTCF SECTION,DEONAR PUMPING,30820,SHIVAJI NGR SOUTH 2,9744
300SQ.MM,XLPE,11KV,HTCF SECTION,DHANANJAY,31321,TILAK NAGAR RATNADEEP,40636
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,DINDOSHI VASAHAT,32607,RYAN SCHOOL,26867
300SQ.MM,XLPE,11KV,HTCF SECTION,EASTERN SMELTING,26666,PENINSULA TECHNOPARK 2,29938
300SQ.MM,XLPE,11KV,HTCF SECTION,EIGHTH ROAD,39465,LALIT KUNJ,37060
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,GAODEVI SOCIETY,26752,JMS BUSINESS CENTRE,40388
300SQ.MM,XLPE,11KV,HTCF SECTION,GLOBAL CHAMBERS,19680,BEHRAM BAUG NO.1,9290
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,GORASWADI ROAD NO.2,37911,ADARSH VIHAR,11856
300SQ.MM,XLPE,11KV,HTCF SECTION,GUJRAT ESTATE,36183,ANANT BUILDING,32418
300SQ.MM,XLPE,11KV,HTCF SECTION,GUJRAT ESTATE,36183,ANANT BUILDING,32418
300SQ.MM,XLPE,11KV,HTCF SECTION,HARICHAND TEXTILE,30276,SILK PRINTING,17092
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,HORSE SHOE VALLEY,5466,ASALPHA EAST,5350
300SQ.MM,XLPE,11KV,HTCF SECTION,IBIS HOTEL,34424,TAJ FLIGHT KITCHEN,5504
300SQ.MM,XLPE,11KV,HTCF SECTION,INDIAN OIL BKC,39521,SIGNIYA PEARL,38394
300SQ.MM,XLPE,11KV,HTCF SECTION,INDIAN OIL CORPORATION NO.3,29642,NEW MAHIM CAUSEWAY,16769
300SQ.MM,XLPE,11KV,HTCF SECTION,INVO CLEAN,31385,SHIVSHAHI NO.3,34526
300SQ.MM,XLPE,11KV,HTCF SECTION,IRIS NO 2,39906,POOJA PARK,28938
300SQ.MM,XLPE,11KV,HTCF SECTION,JAGADAMBA,10456,INTERFACE BUILDING NO.11,26926
300SQ.MM,XLPE,11KV,HTCF SECTION,JAI NAGAR,17524,SWETA SHELTER,12497
300SQ.MM,XLPE,11KV,HTCF SECTION,JANGID RAVI,18186,PATEL ESTATE,28408
300SQ.MM,XLPE,11KV,HTCF SECTION,JOGESHWARI WEST BRIDGE,39913,AMBOLI NO.4,13208
300SQ.MM,XLPE,11KV,HTCF SECTION,K P SANGHVI,28285,KATIYANA RESIDENCY,31119
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,KALPANA,9264,GAFOOR KHAN ESTATE,29966
300SQ.MM,XLPE,11KV,HTCF SECTION,KALPANA,9266,AGRA RD 2,40342
300SQ.MM,XLPE,11KV,HTCF SECTION,KAPASWADI,26684,D N NAGAR NO.2,6933
300SQ.MM,XLPE,11KV,HTCF SECTION,KASTURI ESTATE NO 2,18465,KASTURI VANDANA COMPLEX,37262
300SQ.MM,XLPE,11KV,HTCF SECTION,KHADI 3,27037,ASHA KRISHNA,28133
300SQ.MM,XLPE,11KV,HTCF SECTION,,,,
300SQ.MM,XLPE,11KV,HTCF SECTION,KHETAN IND,460,MAZGAON DOCK,16417
300SQ.MM,XLPE,11KV,HTCF SECTION,KUMKUM,36445,SONY MONY,26046
300SQ.MM,XLPE,11KV,HTCF SECTION,KURAR MAULI OMKAR,38830,PATHANWADI PARADISE,39598
300SQ.MM,XLPE,11KV,HTCF SECTION,KURLA CREEK 2,2384,KUNJ KANYA CHS,37384
300SQ.MM,XLPE,11KV,HTCF SECTION,KURLA CREEK 2,2384,KUNJ KANYA CHS,37384
300SQ.MM,XLPE,11KV,HTCF SECTION,KURLA MERIDIA,38507,ANAND NIWAS,36727
300SQ.MM,XLPE,11KV,HTCF SECTION,L&T INFOTECH PARK,26593,LARSEN & TOUBRO,31232
