SWITCH_NO,STATION_NAME,STD_CABLE_SIZE,CABLE_TYPE,TIME_OUTAGE,SOURCE_SS,FROM_SWITCH,DESTINATION_SS,TO_SWITCH,VOLTAGE,TIME_DIFFERENCE_HOURS,RELAY_FUSE_B,DIVISION,RELAY_FUSE,FAULT_MONTH,PREV_FAULT_TIME,DAYS_SINCE_PREV,REPEAT_FAULT_1M,SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS_cable,DESTINATION_SS_cable,DATECREATED,NO_OF_SEGMENT,SWNO_x,I_Month_01,PEAK_Month_01,CYCLE_Month_01,OVR_Month_01,Num_Faults,SWITCH_NO_cable,FAULT_FROM_SWITCH,FAULT_TO_SWITCH,FAULT_TIME_DIFFERENCE_HOURS_AVG,FAULT_LATEST_OUTAGE_TIME,IR_Measurement_MOhm,Tan_Delta,Partial_Discharge_Frequency,MONTH,PEAK_LOAD,MEAN_LOAD,STD_LOAD,CYCLE_COUNT,MONTH_NUM
T33DHAOG9H24,TATA S DHARAVI REC-STN,400,XLPE,2023-07-14 11:02:00+00:00,TATA S DHARAVI REC-STN,T33DHAOG9H24,PALI REC-STN,33236,33KV,1.3855555555555557,,VANDRE,2.0,2023-07,2023-06-01 12:10:00+00:00,42.0,False,T33DHAOG9H24,33236,7241.5,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.3 -> JT.NO.20 → JT.NO.21B -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.21B → JT.NO.21A -> JT.NO.22 → JT.NO.22A -> JT.NO.22A → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.25A -> JT.NO.25A → JT.NO.25B -> JT.NO.25B → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29C -> JT.NO.29A → JT.NO.30 -> JT.NO.29B → JT.NO.29A -> JT.NO.29C → JT.NO.29B -> JT.NO.3 → JT.NO.4 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.4 → JT.NO.5 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → JT.NO.42 -> JT.NO.42 → JT.NO.43 -> JT.NO.43 → JT.NO.44 -> JT.NO.44 → SWNO_33236 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10A -> SWNO_T33DHAOG09H24 → JT.NO.1,XLPE,3.0,Y,AL,HT33KV6908561Q39,AL,1000.0,1013.0,NAN,TATA'S DHARAVI REC-STN,PALI REC-STN,2018-03-13 00:00:00+00:00,55.0,33236.0,125.093,222.0,3.0,0.0,14.0,T33DHAOG9H24,T33DHAOG9H24,33236,1.516,2024-10-29 22:12:00+00:00,,,,,,,,,7
T33DHAOG9H24,TATA S DHARAVI REC-STN,400,XLPE,2024-02-27 23:47:00+00:00,TATA S DHARAVI REC-STN,T33DHAOG9H24,PALI REC-STN,33236,33KV,0.4191666666666667,7.67,VANDRE,2.0,2024-02,2023-07-14 11:02:00+00:00,228.0,False,T33DHAOG9H24,33236,7241.5,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.3 -> JT.NO.20 → JT.NO.21B -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.21B → JT.NO.21A -> JT.NO.22 → JT.NO.22A -> JT.NO.22A → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.25A -> JT.NO.25A → JT.NO.25B -> JT.NO.25B → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29C -> JT.NO.29A → JT.NO.30 -> JT.NO.29B → JT.NO.29A -> JT.NO.29C → JT.NO.29B -> JT.NO.3 → JT.NO.4 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.4 → JT.NO.5 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → JT.NO.42 -> JT.NO.42 → JT.NO.43 -> JT.NO.43 → JT.NO.44 -> JT.NO.44 → SWNO_33236 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10A -> SWNO_T33DHAOG09H24 → JT.NO.1,XLPE,3.0,Y,AL,HT33KV6908561Q39,AL,1000.0,1013.0,NAN,TATA'S DHARAVI REC-STN,PALI REC-STN,2018-03-13 00:00:00+00:00,55.0,33236.0,125.093,222.0,3.0,0.0,14.0,T33DHAOG9H24,T33DHAOG9H24,33236,1.516,2024-10-29 22:12:00+00:00,,,,2024-02,203.9999847,141.86454793421282,34.32428597458383,2274.0,2
T33DHAOG9H24,TATA S DHARAVI REC-STN,400,XLPE,2024-05-08 05:28:00+00:00,TATA S DHARAVI REC-STN,T33DHAOG9H24,PALI REC-STN,33236,33KV,0.2833333333333333,,VANDRE,2.0,2024-05,2024-02-27 23:47:00+00:00,70.0,False,T33DHAOG9H24,33236,7241.5,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.3 -> JT.NO.20 → JT.NO.21B -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.21B → JT.NO.21A -> JT.NO.22 → JT.NO.22A -> JT.NO.22A → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.25A -> JT.NO.25A → JT.NO.25B -> JT.NO.25B → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29C -> JT.NO.29A → JT.NO.30 -> JT.NO.29B → JT.NO.29A -> JT.NO.29C → JT.NO.29B -> JT.NO.3 → JT.NO.4 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.4 → JT.NO.5 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → JT.NO.42 -> JT.NO.42 → JT.NO.43 -> JT.NO.43 → JT.NO.44 -> JT.NO.44 → SWNO_33236 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10A -> SWNO_T33DHAOG09H24 → JT.NO.1,XLPE,3.0,Y,AL,HT33KV6908561Q39,AL,1000.0,1013.0,NAN,TATA'S DHARAVI REC-STN,PALI REC-STN,2018-03-13 00:00:00+00:00,55.0,33236.0,125.093,222.0,3.0,0.0,14.0,T33DHAOG9H24,T33DHAOG9H24,33236,1.516,2024-10-29 22:12:00+00:00,,,,2024-05,268.0,173.94287133278144,43.63691544484247,2416.0,5
T33DHAOG9H24,TATA S DHARAVI REC-STN,400,XLPE,2024-05-15 16:58:00+00:00,TATA S DHARAVI REC-STN,T33DHAOG9H24,PALI REC-STN,33236,33KV,0.5,,VANDRE,2.0,2024-05,2024-05-08 05:28:00+00:00,7.0,True,T33DHAOG9H24,33236,7241.5,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.3 -> JT.NO.20 → JT.NO.21B -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.21B → JT.NO.21A -> JT.NO.22 → JT.NO.22A -> JT.NO.22A → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.25A -> JT.NO.25A → JT.NO.25B -> JT.NO.25B → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29C -> JT.NO.29A → JT.NO.30 -> JT.NO.29B → JT.NO.29A -> JT.NO.29C → JT.NO.29B -> JT.NO.3 → JT.NO.4 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.4 → JT.NO.5 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → JT.NO.42 -> JT.NO.42 → JT.NO.43 -> JT.NO.43 → JT.NO.44 -> JT.NO.44 → SWNO_33236 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10A -> SWNO_T33DHAOG09H24 → JT.NO.1,XLPE,3.0,Y,AL,HT33KV6908561Q39,AL,1000.0,1013.0,NAN,TATA'S DHARAVI REC-STN,PALI REC-STN,2018-03-13 00:00:00+00:00,55.0,33236.0,125.093,222.0,3.0,0.0,14.0,T33DHAOG9H24,T33DHAOG9H24,33236,1.516,2024-10-29 22:12:00+00:00,,,,2024-05,268.0,173.94287133278144,43.63691544484247,2416.0,5
T33DHAOG9H24,TATA S DHARAVI REC-STN,400,XLPE,2024-05-29 05:51:00+00:00,TATA S DHARAVI REC-STN,T33DHAOG9H24,PALI REC-STN,33236,33KV,3.914444444444445,,VANDRE,2.0,2024-05,2024-05-15 16:58:00+00:00,13.0,True,T33DHAOG9H24,33236,7241.5,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.3 -> JT.NO.20 → JT.NO.21B -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.21B → JT.NO.21A -> JT.NO.22 → JT.NO.22A -> JT.NO.22A → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.25A -> JT.NO.25A → JT.NO.25B -> JT.NO.25B → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29C -> JT.NO.29A → JT.NO.30 -> JT.NO.29B → JT.NO.29A -> JT.NO.29C → JT.NO.29B -> JT.NO.3 → JT.NO.4 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.4 → JT.NO.5 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → JT.NO.42 -> JT.NO.42 → JT.NO.43 -> JT.NO.43 → JT.NO.44 -> JT.NO.44 → SWNO_33236 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10A -> SWNO_T33DHAOG09H24 → JT.NO.1,XLPE,3.0,Y,AL,HT33KV6908561Q39,AL,1000.0,1013.0,NAN,TATA'S DHARAVI REC-STN,PALI REC-STN,2018-03-13 00:00:00+00:00,55.0,33236.0,125.093,222.0,3.0,0.0,14.0,T33DHAOG9H24,T33DHAOG9H24,33236,1.516,2024-10-29 22:12:00+00:00,,,,2024-05,268.0,173.94287133278144,43.63691544484247,2416.0,5
T33DHAOG9H24,TATA S DHARAVI REC-STN,400,XLPE,2024-10-22 23:04:00+00:00,TATA S DHARAVI REC-STN,T33DHAOG9H24,PALI REC-STN,33236,33KV,1.211666666666667,4.78,VANDRE,4.0,2024-10,2024-05-29 05:51:00+00:00,146.0,False,T33DHAOG9H24,33236,7241.5,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.3 -> JT.NO.20 → JT.NO.21B -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.21B → JT.NO.21A -> JT.NO.22 → JT.NO.22A -> JT.NO.22A → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.25A -> JT.NO.25A → JT.NO.25B -> JT.NO.25B → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29C -> JT.NO.29A → JT.NO.30 -> JT.NO.29B → JT.NO.29A -> JT.NO.29C → JT.NO.29B -> JT.NO.3 → JT.NO.4 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.4 → JT.NO.5 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → JT.NO.42 -> JT.NO.42 → JT.NO.43 -> JT.NO.43 → JT.NO.44 -> JT.NO.44 → SWNO_33236 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10A -> SWNO_T33DHAOG09H24 → JT.NO.1,XLPE,3.0,Y,AL,HT33KV6908561Q39,AL,1000.0,1013.0,NAN,TATA'S DHARAVI REC-STN,PALI REC-STN,2018-03-13 00:00:00+00:00,55.0,33236.0,125.093,222.0,3.0,0.0,14.0,T33DHAOG9H24,T33DHAOG9H24,33236,1.516,2024-10-29 22:12:00+00:00,,,,,,,,,10
T33DHAOG9H24,TATA S DHARAVI REC-STN,400,XLPE,2024-10-29 22:12:00+00:00,TATA S DHARAVI REC-STN,T33DHAOG9H24,PALI REC-STN,33236,33KV,0.7322222222222222,,VANDRE,2.0,2024-10,2024-10-22 23:04:00+00:00,6.0,True,T33DHAOG9H24,33236,7241.5,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.10A → JT.NO.10 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.3 -> JT.NO.20 → JT.NO.21B -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.21B → JT.NO.21A -> JT.NO.22 → JT.NO.22A -> JT.NO.22A → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.25A -> JT.NO.25A → JT.NO.25B -> JT.NO.25B → JT.NO.26A -> JT.NO.26A → JT.NO.26B -> JT.NO.26B → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → JT.NO.29C -> JT.NO.29A → JT.NO.30 -> JT.NO.29B → JT.NO.29A -> JT.NO.29C → JT.NO.29B -> JT.NO.3 → JT.NO.4 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.4 → JT.NO.5 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → JT.NO.42 -> JT.NO.42 → JT.NO.43 -> JT.NO.43 → JT.NO.44 -> JT.NO.44 → SWNO_33236 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10A -> SWNO_T33DHAOG09H24 → JT.NO.1,XLPE,3.0,Y,AL,HT33KV6908561Q39,AL,1000.0,1013.0,NAN,TATA'S DHARAVI REC-STN,PALI REC-STN,2018-03-13 00:00:00+00:00,55.0,33236.0,125.093,222.0,3.0,0.0,14.0,T33DHAOG9H24,T33DHAOG9H24,33236,1.516,2024-10-29 22:12:00+00:00,,,,,,,,,10
T33MAN05,TATA S MANKHURD REC-STN,400,XLPE,2019-01-14 14:57:00+00:00,TATA S MANKHURD REC-STN,T33MAN05,MHADA MANKHURD REC- STATION,33237,22KV,0.0166666666666666,,CHEMBUR,2.0,2019-01,,,False,T33MAN05,33237,1244.1,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.05B -> JT.NO.05B → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → SWNO_33237 -> SWNO_T33MAN05 → JT.NO.01,XLPE,3.0,Y,AL,,AL,7000.0,7072.0,NAN,TATA'S MANKHURD REC-STN,MHADA MANKHURD RECEIVING STATION,2018-08-24 00:00:00+00:00,10.0,33237.0,101.347,185.0,2.0,0.0,2.0,T33MAN05,T33MAN05,33237,0.326,2022-06-12 23:49:00+00:00,,,,,,,,,1
T33MAN05,TATA S MANKHURD REC-STN,400,XLPE,2022-06-12 23:49:00+00:00,TATA S MANKHURD REC-STN,T33MAN05,MHADA MANKHURD REC- STATION,33237,22KV,0.6352777777777778,,CHEMBUR,2.0,2022-06,2019-01-14 14:57:00+00:00,1245.0,False,T33MAN05,33237,1244.1,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.05B -> JT.NO.05B → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → SWNO_33237 -> SWNO_T33MAN05 → JT.NO.01,XLPE,3.0,Y,AL,,AL,7000.0,7072.0,NAN,TATA'S MANKHURD REC-STN,MHADA MANKHURD RECEIVING STATION,2018-08-24 00:00:00+00:00,10.0,33237.0,101.347,185.0,2.0,0.0,2.0,T33MAN05,T33MAN05,33237,0.326,2022-06-12 23:49:00+00:00,,,,,,,,,6
T22MAN05,TATA S MANKHURD REC-STN,400,XLPE,2023-07-19 20:05:00+00:00,TATA S MANKHURD REC-STN,T33MAN05,MHADA MANKHURD RECEIVING STATION,33237,22KV,1.554722222222222,6.0,CHEMBUR,2.0,2023-07,2022-06-12 23:49:00+00:00,401.0,False,T33MAN05,33237,1244.1,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.05B -> JT.NO.05B → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → SWNO_33237 -> SWNO_T33MAN05 → JT.NO.01,XLPE,3.0,Y,AL,,AL,7000.0,7072.0,NAN,TATA'S MANKHURD REC-STN,MHADA MANKHURD RECEIVING STATION,2018-08-24 00:00:00+00:00,10.0,33237.0,101.347,185.0,2.0,0.0,2.0,T33MAN05,T33MAN05,33237,0.326,2022-06-12 23:49:00+00:00,,,,,,,,,7
T22MAN05,TATA S MANKHURD REC-STN,400,XLPE,2024-05-31 11:58:00+00:00,TATA S MANKHURD REC-STN,T22MAN05,MHADA MANKHURD RECEIVING STATION,33237,22KV,0.7866666666666666,4.0,CHEMBUR,2.0,2024-05,2023-07-19 20:05:00+00:00,316.0,False,T33MAN05,33237,1244.1,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.05B -> JT.NO.05B → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → SWNO_33237 -> SWNO_T33MAN05 → JT.NO.01,XLPE,3.0,Y,AL,,AL,7000.0,7072.0,NAN,TATA'S MANKHURD REC-STN,MHADA MANKHURD RECEIVING STATION,2018-08-24 00:00:00+00:00,10.0,33237.0,101.347,185.0,2.0,0.0,2.0,T33MAN05,T33MAN05,33237,0.326,2022-06-12 23:49:00+00:00,,,,2024-05,183.0,132.00190355329948,27.759751546042217,1576.0,5
220CHE32,220KV CHEMBUR REC-STN,400,XLPE,2018-06-27 13:04:00+00:00,220KV CHEMBUR REC-STN,220CHE32,MHADA MANKHURD REC- STATION,33238,33KV,1.4483333333333333,,CHEMBUR,2.0,2018-06,,,False,220CHE32,33238,3161.533,SWNO_33238,XLPE,1.0,Y,AL,,AL,7000.0,7072.0,NAN,220KV CHEMBUR REC-STN,MHADA MANKHURD RECEIVING STATION,2018-08-25 00:00:00+00:00,1.0,33238.0,60.628,148.0,0.0,66.0,13.0,220CHE32,220CHE32,33238,63.547,2024-08-06 11:21:00+00:00,,,,,,,,,6
220CHE32,220kV CHEMBUR REC-STN,400,XLPE,2020-01-28 07:39:00+00:00,220KV CHEMBUR REC-STN,220CHE32,MHADA MANKHURD REC- STATION,33238,33KV,0.7708333333333334,,CHEMBUR,2.0,2020-01,2018-06-27 13:04:00+00:00,579.0,False,220CHE32,33238,3161.533,SWNO_33238,XLPE,1.0,Y,AL,,AL,7000.0,7072.0,NAN,220KV CHEMBUR REC-STN,MHADA MANKHURD RECEIVING STATION,2018-08-25 00:00:00+00:00,1.0,33238.0,60.628,148.0,0.0,66.0,13.0,220CHE32,220CHE32,33238,63.547,2024-08-06 11:21:00+00:00,,,,,,,,,1
220CHE32,220kV CHEMBUR REC-STN,400,XLPE,2020-05-18 14:49:00+00:00,220KV CHEMBUR REC-STN,220CHE32,MHADA MANKHURD REC- STATION,33238,33KV,1.2644444444444445,,CHEMBUR,2.0,2020-05,2020-01-28 07:39:00+00:00,111.0,False,220CHE32,33238,3161.533,SWNO_33238,XLPE,1.0,Y,AL,,AL,7000.0,7072.0,NAN,220KV CHEMBUR REC-STN,MHADA MANKHURD RECEIVING STATION,2018-08-25 00:00:00+00:00,1.0,33238.0,60.628,148.0,0.0,66.0,13.0,220CHE32,220CHE32,33238,63.547,2024-08-06 11:21:00+00:00,,,,,,,,,5
220CHE32,220kV CHEMBUR REC-STN,400,XLPE,2020-06-05 15:38:00+00:00,220KV CHEMBUR REC-STN,220CHE32,MHADA MANKHURD REC- STATION,33238,33KV,2.587222222222222,,CHEMBUR,2.0,2020-06,2020-05-18 14:49:00+00:00,18.0,True,220CHE32,33238,3161.533,SWNO_33238,XLPE,1.0,Y,AL,,AL,7000.0,7072.0,NAN,220KV CHEMBUR REC-STN,MHADA MANKHURD RECEIVING STATION,2018-08-25 00:00:00+00:00,1.0,33238.0,60.628,148.0,0.0,66.0,13.0,220CHE32,220CHE32,33238,63.547,2024-08-06 11:21:00+00:00,,,,,,,,,6
