SWITCH_NO,STATION_NAME,STD_CABLE_SIZE,CABLE_TYPE,TIME_OUTAGE,SOURCE_SS,FROM_SWITCH,DESTINATION_SS,TO_SWITCH,VOLTAGE,TIME_DIFFERENCE_HOURS,RELAY_FUSE_B,DIVISION,RELAY_FUSE,FAULT_MONTH,PREV_FAULT_TIME,DAYS_SINCE_PREV,REPEAT_FAULT_1M,SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS_cable,DESTINATION_SS_cable,DATECREATED,NO_OF_SEGMENT,SWNO_x,I_Month_01,PEAK_Month_01,CYCLE_Month_01,OVR_Month_01,Num_Faults,SWITCH_NO_cable,FAULT_FROM_SWITCH,FAULT_TO_SWITCH,FAULT_TIME_DIFFERENCE_HOURS_AVG,FAULT_LATEST_OUTAGE_TIME,IR_Measurement_MOhm,Tan_Delta,Partial_Discharge_Frequency,MONTH,PEAK_LOAD,MEAN_LOAD,STD_LOAD,CYCLE_COUNT,MONTH_NUM
220GHO60,220kV GHODBUNDER REC-STN,400,XLPE,2023-08-23 01:14:00+00:00,220KV GHODBUNDER REC-STN,220GHO60,BHAYANDAR REC-STN,33027,33KV,0.2052777777777777,,MIRABHAINDER,2.0,2023-08,2023-08-21 17:35:00+00:00,1.0,True,220GHO60,33027,4584.8,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.01B -> JT.NO.01B → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.3A -> JT.NO.04 → JT.NO.4A -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06A -> JT.NO.06A → JT.NO.06B -> JT.NO.06B → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09A -> JT.NO.09 → JT.NO.10 -> JT.NO.09A → JT.NO.09 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.11 -> JT.NO.11 → JT.NO.11A -> JT.NO.11A → JT.NO.11B -> JT.NO.11B → JT.NO.12 -> JT.NO.12 → JT.NO.12D -> JT.NO.12A → JT.NO.13 -> JT.NO.12C → JT.NO.12A -> JT.NO.12D → JT.NO.12C -> JT.NO.13 → JT.NO.13A -> JT.NO.13A → JT.NO.13B -> JT.NO.13B → JT.NO.14 -> JT.NO.14 → JT.NO.14A -> JT.NO.14A → JT.NO.14B -> JT.NO.14B → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.16B -> JT.NO.16B → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20B -> JT.NO.20 → JT.NO.20A -> JT.NO.20A → JT.NO.21 -> JT.NO.20B → JT.NO.20C -> JT.NO.20C → JT.NO.20 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → SWNO_33027 -> JT.NO.3A → JT.NO.3B -> JT.NO.3B → JT.NO.04 -> JT.NO.4A → JT.NO.05 -> SWNO_220GHO60 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV0000027686,AL,5000.0,5053.0,NAN,220kV GHODBUNDER REC-STN,BHAYANDAR REC-STN,2006-06-16 00:00:00+00:00,48.0,33027.0,129.905,237.0,6.0,0.0,2.0,220GHO60,220GHO60,33027,0.136,2023-08-23 01:14:00+00:00,,,,,,,,,8
220VER08,220kV VERSOVA REC-STN,400,XLPE,2017-06-26 03:03:00+00:00,R INFRA VERSOVA,220VER08,ANDHERI R/S,33030,33KV,2.9091666666666667,,ANDHERI,2.0,2017-06,,,False,220VER08,33030,1667.0,JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15A -> JT.NO.15 → JT.NO.16 -> JT.NO.15A → JT.NO.15 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.16B -> JT.NO.16B → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.18A -> JT.NO.18A → JT.NO.19,XLPE,3.0,Y,AL,HT33KV6908546678,AL,2000.0,2022.0,CABLEFAULT,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,15.0,33030.0,129.093,248.6,4.0,0.0,2.0,220VER08,220VER08,33030,1.581,2017-10-28 12:34:00+00:00,,,,,,,,,6
220VER08,220kV VERSOVA REC-STN,400,XLPE,2017-06-26 03:03:00+00:00,R INFRA VERSOVA,220VER08,ANDHERI R/S,33030,33KV,2.9091666666666667,,ANDHERI,2.0,2017-06,,,False,220VER76,33030,6790.0,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.05 -> JT.NO.05 → JT.NO.04 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06C -> JT.NO.06A → JT.NO.06B -> JT.NO.06B → JT.NO.08 -> JT.NO.06C → JT.NO.06A -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16C -> JT.NO.16C → JT.NO.16D -> JT.NO.16D → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21A -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → SWNO_33030 -> JT.NO.36 → JT.NO.01 -> SWNO_220VER76 → JT.NO.36,XLPE,3.0,Y,AL,HT33KV6908546693,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,48.0,33030.0,129.093,248.6,4.0,0.0,6.0,220VER76,220VER76,33030,0.541,2024-02-19 12:59:00+00:00,,,,,,,,,6
220VER08,220kV VERSOVA REC-STN,400,XLPE,2017-10-28 12:34:00+00:00,220KV VERSOVA REC-STN,220VER08,ANDHERI REC-STN,33030,33KV,0.2533333333333333,5.69,ANDHERI,2.0,2017-10,2017-06-26 03:03:00+00:00,124.0,False,220VER08,33030,1667.0,JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15A -> JT.NO.15 → JT.NO.16 -> JT.NO.15A → JT.NO.15 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.16B -> JT.NO.16B → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.18A -> JT.NO.18A → JT.NO.19,XLPE,3.0,Y,AL,HT33KV6908546678,AL,2000.0,2022.0,CABLEFAULT,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,15.0,33030.0,129.093,248.6,4.0,0.0,2.0,220VER08,220VER08,33030,1.581,2017-10-28 12:34:00+00:00,,,,,,,,,10
220VER08,220kV VERSOVA REC-STN,400,XLPE,2017-10-28 12:34:00+00:00,220KV VERSOVA REC-STN,220VER08,ANDHERI REC-STN,33030,33KV,0.2533333333333333,5.69,ANDHERI,2.0,2017-10,2017-06-26 03:03:00+00:00,124.0,False,220VER76,33030,6790.0,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.05 -> JT.NO.05 → JT.NO.04 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06C -> JT.NO.06A → JT.NO.06B -> JT.NO.06B → JT.NO.08 -> JT.NO.06C → JT.NO.06A -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16C -> JT.NO.16C → JT.NO.16D -> JT.NO.16D → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21A -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → SWNO_33030 -> JT.NO.36 → JT.NO.01 -> SWNO_220VER76 → JT.NO.36,XLPE,3.0,Y,AL,HT33KV6908546693,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,48.0,33030.0,129.093,248.6,4.0,0.0,6.0,220VER76,220VER76,33030,0.541,2024-02-19 12:59:00+00:00,,,,,,,,,10
220VER76,220kV VERSOVA REC-STN,400,XLPE,2022-03-14 00:48:00+00:00,220KV VERSOVA REC-STN,220VER76,ANDHERI REC-STN,33030,33KV,0.0916666666666666,,ANDHERI,2.0,2022-03,2017-10-28 12:34:00+00:00,1597.0,False,220VER08,33030,1667.0,JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15A -> JT.NO.15 → JT.NO.16 -> JT.NO.15A → JT.NO.15 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.16B -> JT.NO.16B → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.18A -> JT.NO.18A → JT.NO.19,XLPE,3.0,Y,AL,HT33KV6908546678,AL,2000.0,2022.0,CABLEFAULT,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,15.0,33030.0,129.093,248.6,4.0,0.0,2.0,220VER08,220VER08,33030,1.581,2017-10-28 12:34:00+00:00,,,,,,,,,3
220VER76,220kV VERSOVA REC-STN,400,XLPE,2022-03-14 00:48:00+00:00,220KV VERSOVA REC-STN,220VER76,ANDHERI REC-STN,33030,33KV,0.0916666666666666,,ANDHERI,2.0,2022-03,2017-10-28 12:34:00+00:00,1597.0,False,220VER76,33030,6790.0,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.05 -> JT.NO.05 → JT.NO.04 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06C -> JT.NO.06A → JT.NO.06B -> JT.NO.06B → JT.NO.08 -> JT.NO.06C → JT.NO.06A -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16C -> JT.NO.16C → JT.NO.16D -> JT.NO.16D → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21A -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → SWNO_33030 -> JT.NO.36 → JT.NO.01 -> SWNO_220VER76 → JT.NO.36,XLPE,3.0,Y,AL,HT33KV6908546693,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,48.0,33030.0,129.093,248.6,4.0,0.0,6.0,220VER76,220VER76,33030,0.541,2024-02-19 12:59:00+00:00,,,,,,,,,3
220VER76,220kV VERSOVA REC-STN,400,XLPE,2022-04-09 19:48:00+00:00,220KV VERSOVA REC-STN,220VER76,ANDHERI REC-STN,33030,33KV,0.05,,ANDHERI,2.0,2022-04,2022-03-14 00:48:00+00:00,26.0,True,220VER08,33030,1667.0,JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15A -> JT.NO.15 → JT.NO.16 -> JT.NO.15A → JT.NO.15 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.16B -> JT.NO.16B → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.18A -> JT.NO.18A → JT.NO.19,XLPE,3.0,Y,AL,HT33KV6908546678,AL,2000.0,2022.0,CABLEFAULT,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,15.0,33030.0,129.093,248.6,4.0,0.0,2.0,220VER08,220VER08,33030,1.581,2017-10-28 12:34:00+00:00,,,,,,,,,4
220VER76,220kV VERSOVA REC-STN,400,XLPE,2022-04-09 19:48:00+00:00,220KV VERSOVA REC-STN,220VER76,ANDHERI REC-STN,33030,33KV,0.05,,ANDHERI,2.0,2022-04,2022-03-14 00:48:00+00:00,26.0,True,220VER76,33030,6790.0,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.05 -> JT.NO.05 → JT.NO.04 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06C -> JT.NO.06A → JT.NO.06B -> JT.NO.06B → JT.NO.08 -> JT.NO.06C → JT.NO.06A -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16C -> JT.NO.16C → JT.NO.16D -> JT.NO.16D → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21A -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → SWNO_33030 -> JT.NO.36 → JT.NO.01 -> SWNO_220VER76 → JT.NO.36,XLPE,3.0,Y,AL,HT33KV6908546693,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,48.0,33030.0,129.093,248.6,4.0,0.0,6.0,220VER76,220VER76,33030,0.541,2024-02-19 12:59:00+00:00,,,,,,,,,4
220VER76,220kV VERSOVA REC-STN,400,XLPE,2023-02-07 13:21:00+00:00,220KV VERSOVA REC-STN,220VER76,ANDHERI REC-STN,33030,33KV,0.1166666666666666,5.8,ANDHERI,2.0,2023-02,2022-04-09 19:48:00+00:00,303.0,False,220VER08,33030,1667.0,JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15A -> JT.NO.15 → JT.NO.16 -> JT.NO.15A → JT.NO.15 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.16B -> JT.NO.16B → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.18A -> JT.NO.18A → JT.NO.19,XLPE,3.0,Y,AL,HT33KV6908546678,AL,2000.0,2022.0,CABLEFAULT,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,15.0,33030.0,129.093,248.6,4.0,0.0,2.0,220VER08,220VER08,33030,1.581,2017-10-28 12:34:00+00:00,,,,,,,,,2
220VER76,220kV VERSOVA REC-STN,400,XLPE,2023-02-07 13:21:00+00:00,220KV VERSOVA REC-STN,220VER76,ANDHERI REC-STN,33030,33KV,0.1166666666666666,5.8,ANDHERI,2.0,2023-02,2022-04-09 19:48:00+00:00,303.0,False,220VER76,33030,6790.0,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.05 -> JT.NO.05 → JT.NO.04 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06C -> JT.NO.06A → JT.NO.06B -> JT.NO.06B → JT.NO.08 -> JT.NO.06C → JT.NO.06A -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16C -> JT.NO.16C → JT.NO.16D -> JT.NO.16D → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21A -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → SWNO_33030 -> JT.NO.36 → JT.NO.01 -> SWNO_220VER76 → JT.NO.36,XLPE,3.0,Y,AL,HT33KV6908546693,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,48.0,33030.0,129.093,248.6,4.0,0.0,6.0,220VER76,220VER76,33030,0.541,2024-02-19 12:59:00+00:00,,,,,,,,,2
220VER76,220kV VERSOVA REC-STN,400,XLPE,2023-06-19 02:53:00+00:00,220KV VERSOVA REC-STN,220VER76,ANDHERI REC-STN,33030,33KV,1.6466666666666667,,ANDHERI,3.0,2023-06,2023-02-07 13:21:00+00:00,131.0,False,220VER08,33030,1667.0,JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15A -> JT.NO.15 → JT.NO.16 -> JT.NO.15A → JT.NO.15 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.16B -> JT.NO.16B → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.18A -> JT.NO.18A → JT.NO.19,XLPE,3.0,Y,AL,HT33KV6908546678,AL,2000.0,2022.0,CABLEFAULT,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,15.0,33030.0,129.093,248.6,4.0,0.0,2.0,220VER08,220VER08,33030,1.581,2017-10-28 12:34:00+00:00,,,,,,,,,6
220VER76,220kV VERSOVA REC-STN,400,XLPE,2023-06-19 02:53:00+00:00,220KV VERSOVA REC-STN,220VER76,ANDHERI REC-STN,33030,33KV,1.6466666666666667,,ANDHERI,3.0,2023-06,2023-02-07 13:21:00+00:00,131.0,False,220VER76,33030,6790.0,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.05 -> JT.NO.05 → JT.NO.04 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.06C -> JT.NO.06A → JT.NO.06B -> JT.NO.06B → JT.NO.08 -> JT.NO.06C → JT.NO.06A -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16C -> JT.NO.16C → JT.NO.16D -> JT.NO.16D → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21A -> JT.NO.21 → JT.NO.22 -> JT.NO.21A → JT.NO.21 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.24A -> JT.NO.24A → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.27A -> JT.NO.27A → JT.NO.28 -> JT.NO.28 → JT.NO.29 -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29B → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → SWNO_33030 -> JT.NO.36 → JT.NO.01 -> SWNO_220VER76 → JT.NO.36,XLPE,3.0,Y,AL,HT33KV6908546693,AL,2000.0,2022.0,NAN,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,48.0,33030.0,129.093,248.6,4.0,0.0,6.0,220VER76,220VER76,33030,0.541,2024-02-19 12:59:00+00:00,,,,,,,,,6
220VER76,220kV VERSOVA REC-STN,400,XLPE,2024-02-17 10:32:00+00:00,220KV VERSOVA REC-STN,220VER76,ANDHERI REC-STN,33030,33KV,0.0833333333333333,,ANDHERI,4.0,2024-02,2023-06-19 02:53:00+00:00,243.0,False,220VER08,33030,1667.0,JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.10A -> JT.NO.10A → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15A -> JT.NO.15 → JT.NO.16 -> JT.NO.15A → JT.NO.15 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.16B -> JT.NO.16B → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.18A -> JT.NO.18A → JT.NO.19,XLPE,3.0,Y,AL,HT33KV6908546678,AL,2000.0,2022.0,CABLEFAULT,220kV VERSOVA REC-STN,ANDHERI REC-STN,2019-02-08 00:00:00+00:00,15.0,33030.0,129.093,248.6,4.0,0.0,2.0,220VER08,220VER08,33030,1.581,2017-10-28 12:34:00+00:00,,,,2024-02,269.5806885,116.05200963402821,35.89895937655715,3262.0,2
