FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,FROM_SWITCH,TO_SWITCH
40149,11113-14125,1S-MH-MU-ZNT-CL03-6500,1S-MH-MU-ZNT-CL03-6785,7.1,11113,14125
40149,17557-32344,1S-MH-MU-ZNT-CL03-6785,1S-MH-MU-ZNT-CL03-7194,7.2,17557,32344
40149,14127-17837,1S-MH-MU-ZNT-CL03-6785,1S-MH-MU-ZNT-CL02-6682,7.1.1,14127,17837
40150,40150-36555,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-CL03-6060,1,40150,36555
40150,13123-5088,1S-MH-MU-ZNT-CL03-6060,1S-MH-MU-ZNT-CL03-6059,2,13123,5088
40150,13123-5088,1S-MH-MU-ZNT-CL03-6059,1S-MH-MU-ZNT-CL03-6466,3,13123,5088
40150,13124-25704,1S-MH-MU-ZNT-CL03-6060,1S-MH-MU-ZNT-CL03-6560,1.1,13124,25704
40151,40151-13805,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-CL03-6019,1,40151,13805
40151,13803-40705,1S-MH-MU-ZNT-CL03-6019,1S-MH-MU-ZNT-CL03-7941,2,13803,40705
40151,40704-10483,1S-MH-MU-ZNT-CL03-7941,1S-MH-MU-ZNT-CL03-6572,3,40704,10483
40151,4134-40955,1S-MH-MU-ZNT-CL03-6572,1S-MH-MU-ZNT-CL03-7399,4,4134,40955
40151,40956-35461,1S-MH-MU-ZNT-CL03-7399,1S-MH-MU-ZNT-CL03-7445,5,40956,35461
40151,35459-26590,1S-MH-MU-ZNT-CL03-7445,1S-MH-MU-ZNT-CL03-6458,6,35459,26590
40151,26592-37665,1S-MH-MU-ZNT-CL03-6458,NAN,7,26592,37665
40151,37664-26574,NAN,1S-MH-MU-ZNT-CL03-6943,8,37664,26574
40151,26572-12549,1S-MH-MU-ZNT-CL03-6943,1S-MH-MU-ZNT-CL03-6759,9,26572,12549
40151,5924-14406,1S-MH-MU-ZNT-CL03-6759,1S-MH-MU-ZNT-CL03-6359,10,5924,14406
40151,14581-41254,1S-MH-MU-ZNT-CL03-6359,1S-MH-MU-ZNT-CL03-7945,11,14581,41254
40151,41255-11576,1S-MH-MU-ZNT-CL03-7945,1S-MH-MU-ZNT-CL03-6016,12,41255,11576
40151,11575-26169,1S-MH-MU-ZNT-CL03-6016,1S-MH-MU-ZNT-CL03-6334,13,11575,26169
40151,26167-15290,1S-MH-MU-ZNT-CL03-6334,1S-MH-MU-ZNT-CL03-6513,14,26167,15290
40151,15289-18657,1S-MH-MU-ZNT-CL03-6513,1S-MH-MU-ZNT-CL03-6514,15,15289,18657
40151,14580-16868,1S-MH-MU-ZNT-CL03-6359,1S-MH-MU-ZNT-CL03-6557,10.1,14580,16868
40151,16866-29851,1S-MH-MU-ZNT-CL03-6557,1S-MH-MU-ZNT-CL03-7047,10.2,16866,29851
40151,29849-16538,1S-MH-MU-ZNT-CL03-7047,1S-MH-MU-ZNT-CL03-6555,10.3,29849,16538
40151,16539-16547,1S-MH-MU-ZNT-CL03-6555,1S-MH-MU-ZNT-CL03-6556,10.4,16539,16547
40151,14579-14901,1S-MH-MU-ZNT-CL03-6359,1S-MH-MU-ZNT-CL03-6512,10.2,14579,14901
40151,14579-DT,1S-MH-MU-ZNT-CL03-6359,DT,10.3,14579,DT
40151,10483-40955,1S-MH-MU-ZNT-CL03-6572,1S-MH-MU-ZNT-CL03-7399,3.1,10483,40955
40151,40956-35461,1S-MH-MU-ZNT-CL03-7399,1S-MH-MU-ZNT-CL03-7445,3.2,40956,35461
40151,35459-26590,1S-MH-MU-ZNT-CL03-7445,1S-MH-MU-ZNT-CL03-6458,3.3,35459,26590
40151,26592-37665,1S-MH-MU-ZNT-CL03-6458,NAN,3.4,26592,37665
40151,37664-26574,NAN,1S-MH-MU-ZNT-CL03-6943,3.5,37664,26574
40151,26572-12549,1S-MH-MU-ZNT-CL03-6943,1S-MH-MU-ZNT-CL03-6759,3.6,26572,12549
40151,5924-14406,1S-MH-MU-ZNT-CL03-6759,1S-MH-MU-ZNT-CL03-6359,3.7,5924,14406
40151,14581-41254,1S-MH-MU-ZNT-CL03-6359,1S-MH-MU-ZNT-CL03-7945,3.8,14581,41254
40151,41255-11576,1S-MH-MU-ZNT-CL03-7945,1S-MH-MU-ZNT-CL03-6016,3.9,41255,11576
40151,11575-26169,1S-MH-MU-ZNT-CL03-6016,1S-MH-MU-ZNT-CL03-6334,3.10,11575,26169
40151,26167-15290,1S-MH-MU-ZNT-CL03-6334,1S-MH-MU-ZNT-CL03-6513,3.11,26167,15290
40151,15289-18657,1S-MH-MU-ZNT-CL03-6513,1S-MH-MU-ZNT-CL03-6514,3.12,15289,18657
40151,14580-16868,1S-MH-MU-ZNT-CL03-6359,1S-MH-MU-ZNT-CL03-6557,3.7.1,14580,16868
40151,16866-29851,1S-MH-MU-ZNT-CL03-6557,1S-MH-MU-ZNT-CL03-7047,3.7.2,16866,29851
40151,29849-16538,1S-MH-MU-ZNT-CL03-7047,1S-MH-MU-ZNT-CL03-6555,3.7.3,29849,16538
40151,16539-16547,1S-MH-MU-ZNT-CL03-6555,1S-MH-MU-ZNT-CL03-6556,3.7.4,16539,16547
40151,14579-14901,1S-MH-MU-ZNT-CL03-6359,1S-MH-MU-ZNT-CL03-6512,3.7.2,14579,14901
40151,14579-DT,1S-MH-MU-ZNT-CL03-6359,DT,3.7.3,14579,DT
40151,6830-14280,1S-MH-MU-ZNT-CL03-6572,1S-MH-MU-ZNT-CL03-6568,3.2,6830,14280
25321,25321-28235,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-CL03-6967,1,25321,28235
25321,28237-41333,1S-MH-MU-ZNT-CL03-6967,1S-MH-MU-ZNT-CL12-7421,2,28237,41333
25321,41332-31409,1S-MH-MU-ZNT-CL12-7421,1S-MH-MU-ZNT-CL03-7233,3,41332,31409
25321,31407-36623,1S-MH-MU-ZNT-CL03-7233,1S-MH-MU-ZNT-CL03-7045,4,31407,36623
25321,36621-17866,1S-MH-MU-ZNT-CL03-7045,1S-MH-MU-ZNT-CL03-6407,5,36621,17866
25321,30058-29973,1S-MH-MU-ZNT-CL03-6407,1S-MH-MU-ZNT-CL03-7048,6,30058,29973
25321,29975-26021,1S-MH-MU-ZNT-CL03-7048,1S-MH-MU-ZNT-CL03-6927,7,29975,26021
25321,26019-29683,1S-MH-MU-ZNT-CL03-6927,1S-MH-MU-ZNT-CL03-7022,8,26019,29683
25321,29685-36006,1S-MH-MU-ZNT-CL03-7022,1S-MH-MU-ZNT-CL03-7259,9,29685,36006
25321,17868-32380,1S-MH-MU-ZNT-CL03-6407,1S-MH-MU-ZNT-CL03-7167,5.1,17868,32380
25321,32378-2576,1S-MH-MU-ZNT-CL03-7167,1S-MH-MU-ZNT-CL03-6057,5.2,32378,2576
25323,25323-18165,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-CL03-6430,1,25323,18165
25323,18163-18755,1S-MH-MU-ZNT-CL03-6430,1S-MH-MU-ZNT-CL03-6219,2,18163,18755
25323,18756-2581,1S-MH-MU-ZNT-CL03-6219,1S-MH-MU-ZNT-CL03-6051,3,18756,2581
25323,2579-28527,1S-MH-MU-ZNT-CL03-6051,1S-MH-MU-ZNT-CL03-6973,4,2579,28527
25323,28529-5302,1S-MH-MU-ZNT-CL03-6973,1S-MH-MU-ZNT-CL03-6052,5,28529,5302
25323,5418-19193,1S-MH-MU-ZNT-CL03-6219,1S-MH-MU-ZNT-CL03-6871,2.1,5418,19193
25323,19192-18776,1S-MH-MU-ZNT-CL03-6219,1S-MH-MU-ZNT-CL03-6754,2.2,19192,18776
25323,19192-DT,1S-MH-MU-ZNT-CL03-6219,DT,2.3,19192,DT
25323,5418-DT,1S-MH-MU-ZNT-CL03-6219,DT,2.4,5418,DT
25323,18164-5303,1S-MH-MU-ZNT-CL03-6430,1S-MH-MU-ZNT-CL03-6052,1.1,18164,5303
25324,25324-31920,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-CL11-7156,1,25324,31920
25324,31922-30322,1S-MH-MU-ZNT-CL11-7156,1S-MH-MU-ZNT-CL02-7465,2,31922,30322
25324,30320-12225,1S-MH-MU-ZNT-CL02-7465,1S-MH-MU-ZNT-RSTN-BHAY,3,30320,12225
25324,12225-9609,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL12-6659,4,12225,9609
25324,9608-10523,1S-MH-MU-ZNT-CL12-6659,1S-MH-MU-ZNT-CL02-6222,5,9608,10523
25324,10524-10836,1S-MH-MU-ZNT-CL02-6222,1S-MH-MU-ZNT-CL02-6438,6,10524,10836
25324,10834-14060,1S-MH-MU-ZNT-CL02-6438,1S-MH-MU-ZNT-CL02-6173,7,10834,14060
25324,14062-10151,1S-MH-MU-ZNT-CL02-6173,1S-MH-MU-ZNT-CL02-6524,8,14062,10151
25324,10153-5978,1S-MH-MU-ZNT-CL02-6524,1S-MH-MU-ZNT-CL02-6526,9,10153,5978
25325,25325-13787,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-CL03-6464,1,25325,13787
25325,13789-14282,1S-MH-MU-ZNT-CL03-6464,1S-MH-MU-ZNT-CL03-6568,2,13789,14282
25325,14281-13780,1S-MH-MU-ZNT-CL03-6568,NAN,3,14281,13780
25325,13779-13752,NAN,1S-MH-MU-ZNT-CL03-6172,4,13779,13752
25325,43628-6871,1S-MH-MU-ZNT-CL03-6172,1S-MH-MU-ZNT-CL03-6762,5,43628,6871
25325,6870-17973,1S-MH-MU-ZNT-CL03-6762,1S-MH-MU-ZNT-CL03-6157,6,6870,17973
25325,17972-12042,1S-MH-MU-ZNT-CL03-6157,1S-MH-MU-ZNT-CL03-6104,7,17972,12042
25325,12043-14887,1S-MH-MU-ZNT-CL03-6104,1S-MH-MU-ZNT-CL03-6105,8,12043,14887
25325,14888-34780,1S-MH-MU-ZNT-CL03-6105,1S-MH-MU-ZNT-CL04-7337,9,14888,34780
25325,34778-18659,1S-MH-MU-ZNT-CL04-7337,1S-MH-MU-ZNT-CL03-6514,10,34778,18659
25325,13750-16491,1S-MH-MU-ZNT-CL03-6172,1S-MH-MU-ZNT-CL03-6023,4.1,13750,16491
25325,16492-11874,1S-MH-MU-ZNT-CL03-6023,1S-MH-MU-ZNT-CL03-6218,4.2,16492,11874
25325,11875-38585,1S-MH-MU-ZNT-CL03-6218,1S-MH-MU-ZNT-CL03-6103,4.3,11875,38585
25325,38586-13211,1S-MH-MU-ZNT-CL03-6103,1S-MH-MU-ZNT-CL03-6769,4.4,38586,13211
25325,37138-30148,1S-MH-MU-ZNT-CL03-6218,1S-MH-MU-ZNT-CL03-7070,4.2.1,37138,30148
25325,30149-30509,1S-MH-MU-ZNT-CL03-7070,1S-MH-MU-ZNT-CL03-7288,4.2.2,30149,30509
25325,30149-DT,1S-MH-MU-ZNT-CL03-7070,DT,4.2.1.1,30149,DT
25325,13781-6871,NAN,1S-MH-MU-ZNT-CL03-6762,3.1,13781,6871
25325,6870-17973,1S-MH-MU-ZNT-CL03-6762,1S-MH-MU-ZNT-CL03-6157,3.2,6870,17973
25325,17972-12042,1S-MH-MU-ZNT-CL03-6157,1S-MH-MU-ZNT-CL03-6104,3.3,17972,12042
25325,12043-14887,1S-MH-MU-ZNT-CL03-6104,1S-MH-MU-ZNT-CL03-6105,3.4,12043,14887
25325,14888-34780,1S-MH-MU-ZNT-CL03-6105,1S-MH-MU-ZNT-CL04-7337,3.5,14888,34780
25325,34778-18659,1S-MH-MU-ZNT-CL04-7337,1S-MH-MU-ZNT-CL03-6514,3.6,34778,18659
25325,HTCONSUMER-30150,NAN,1S-MH-MU-ZNT-CL03-7070,3.2,HTCONSUMER,30150
25325,30149-30509,1S-MH-MU-ZNT-CL03-7070,1S-MH-MU-ZNT-CL03-7288,3.3,30149,30509
25325,30149-DT,1S-MH-MU-ZNT-CL03-7070,DT,3.2.1,30149,DT
25325,32314-26271,NAN,1S-MH-MU-ZNT-CL03-6930,3.3,32314,26271
25326,25326-STN XMER,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-RSTN-BHWE,1,25326,STN XMER
25327,25327-CAP BANK,1S-MH-MU-ZNT-RSTN-BHWE,1S-MH-MU-ZNT-RSTN-BHWE,1,25327,CAP BANK
12215,12215-32850,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6353,1,12215,32850
12215,12215-36158,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6792,2,12215,36158
12215,7571-11952,1S-MH-MU-ZNT-CL02-6792,1S-MH-MU-ZNT-CL02-6774,3,7571,11952
12215,11950-9074,1S-MH-MU-ZNT-CL02-6774,1S-MH-MU-ZNT-CL02-6036,4,11950,9074
12215,10122-17966,1S-MH-MU-ZNT-CL02-6036,1S-MH-MU-ZNT-CL02-6618,5,10122,17966
12215,17965-10594,1S-MH-MU-ZNT-CL02-6618,1S-MH-MU-ZNT-CL02-6722,6,17965,10594
12215,9075-11413,1S-MH-MU-ZNT-CL02-6036,1S-MH-MU-ZNT-CL02-6622,4.1,9075,11413
12215,11950-6233,1S-MH-MU-ZNT-CL02-6774,1S-MH-MU-ZNT-CL02-6036,3.1,11950,6233
12215,10122-17966,1S-MH-MU-ZNT-CL02-6036,1S-MH-MU-ZNT-CL02-6618,3.2,10122,17966
12215,17965-10594,1S-MH-MU-ZNT-CL02-6618,1S-MH-MU-ZNT-CL02-6722,3.3,17965,10594
12215,9075-11413,1S-MH-MU-ZNT-CL02-6036,1S-MH-MU-ZNT-CL02-6622,3.1.1,9075,11413
12215,11950-32193,1S-MH-MU-ZNT-CL02-6774,1S-MH-MU-ZNT-CL12-6221,3.2,11950,32193
12215,36159-10841,1S-MH-MU-ZNT-CL02-6792,1S-MH-MU-ZNT-CL02-6422,2.1,36159,10841
12215,10842-6232,1S-MH-MU-ZNT-CL02-6422,1S-MH-MU-ZNT-CL02-6399,2.2,10842,6232
12215,16141-6955,1S-MH-MU-ZNT-CL02-6399,1S-MH-MU-ZNT-CL02-6039,2.3,16141,6955
12216,12216-40993,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-7832,1,12216,40993
12216,40994-29778,1S-MH-MU-ZNT-CL02-7832,1S-MH-MU-ZNT-CL02-7040,2,40994,29778
12216,29779-38998,1S-MH-MU-ZNT-CL02-7040,1S-MH-MU-ZNT-CL02-7753,3,29779,38998
12216,38997-17339,1S-MH-MU-ZNT-CL02-7753,1S-MH-MU-ZNT-CL02-6308,4,38997,17339
12216,17340-17342,1S-MH-MU-ZNT-CL02-6308,1S-MH-MU-ZNT-CL02-6625,5,17340,17342
12216,17344-42102,1S-MH-MU-ZNT-CL02-6625,1S-MH-MU-ZNT-CL12-7681,6,17344,42102
12216,42103-11628,1S-MH-MU-ZNT-CL12-7681,1S-MH-MU-ZNT-CL02-6422,7,42103,11628
12216,29777-12386,1S-MH-MU-ZNT-CL02-7040,1S-MH-MU-ZNT-CL02-6793,2.1,29777,12386
12218,12218-11337,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6595,1,12218,11337
12218,11338-39897,1S-MH-MU-ZNT-CL02-6595,1S-MH-MU-ZNT-CL02-6365,2,11338,39897
12218,35728-11829,1S-MH-MU-ZNT-CL02-6365,1S-MH-MU-ZNT-CL12-6116,3,35728,11829
12218,11831-17785,1S-MH-MU-ZNT-CL12-6116,1S-MH-MU-ZNT-CL12-6169,4,11831,17785
12218,37162-7096,1S-MH-MU-ZNT-CL02-6365,1S-MH-MU-ZNT-CL02-6363,2.1,37162,7096
12218,12218-35940,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL03-7606,2,12218,35940
12218,35939-12319,1S-MH-MU-ZNT-CL03-7606,1S-MH-MU-ZNT-CL03-6329,3,35939,12319
12218,12317-10487,1S-MH-MU-ZNT-CL03-6329,1S-MH-MU-ZNT-CL03-6058,4,12317,10487
12219,12219-6116,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6660,1,12219,6116
12219,7901-11124,1S-MH-MU-ZNT-CL02-6660,1S-MH-MU-ZNT-CL02-6162,2,7901,11124
12219,6116-6237,1S-MH-MU-ZNT-CL02-6660,1S-MH-MU-ZNT-CL02-6364,1.1,6116,6237
12220,12220-19056,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL12-6839,1,12220,19056
12220,19057-34088,1S-MH-MU-ZNT-CL12-6839,1S-MH-MU-ZNT-CL12-6481,2,19057,34088
12220,34082-16235,1S-MH-MU-ZNT-CL12-6481,1S-MH-MU-ZNT-CL12-6356,3,34082,16235
12220,16234-9888,1S-MH-MU-ZNT-CL12-6356,1S-MH-MU-ZNT-CL12-6026,4,16234,9888
12220,9887-18576,1S-MH-MU-ZNT-CL12-6026,1S-MH-MU-ZNT-CL12-6494,5,9887,18576
12220,18578-25446,1S-MH-MU-ZNT-CL12-6494,1S-MH-MU-ZNT-CL11-6908,6,18578,25446
12220,25448-17725,1S-MH-MU-ZNT-CL11-6908,1S-MH-MU-ZNT-CL12-6101,7,25448,17725
12220,9889-17713,1S-MH-MU-ZNT-CL12-6026,1S-MH-MU-ZNT-CL12-6017,4.1,9889,17713
12220,34084-9722,1S-MH-MU-ZNT-CL12-6481,1S-MH-MU-ZNT-CL12-6746,2.1,34084,9722
12220,9720-15248,1S-MH-MU-ZNT-CL12-6746,1S-MH-MU-ZNT-CL12-6094,2.2,9720,15248
12220,15250-12493,1S-MH-MU-ZNT-CL12-6094,1S-MH-MU-ZNT-CL12-6093,2.3,15250,12493
12220,12220-6762,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6053,2,12220,6762
12221,12221-18316,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6775,1,12221,18316
12221,18318-32034,1S-MH-MU-ZNT-CL02-6775,1S-MH-MU-ZNT-CL02-7039,2,18318,32034
12221,32036-18314,1S-MH-MU-ZNT-CL02-7039,1S-MH-MU-ZNT-CL02-6702,3,32036,18314
12221,18315-34430,1S-MH-MU-ZNT-CL02-6702,1S-MH-MU-ZNT-CL02-7295,4,18315,34430
12221,34428-18329,1S-MH-MU-ZNT-CL02-7295,1S-MH-MU-ZNT-CL02-6619,5,34428,18329
12221,18327-30939,1S-MH-MU-ZNT-CL02-6619,1S-MH-MU-ZNT-CL02-6536,6,18327,30939
12221,30940-30911,1S-MH-MU-ZNT-CL02-6536,1S-MH-MU-ZNT-CL02-6622,7,30940,30911
12221,11412-10971,1S-MH-MU-ZNT-CL02-6622,1S-MH-MU-ZNT-CL02-6367,8,11412,10971
12221,18318-32034,1S-MH-MU-ZNT-CL02-6775,NAN,1.1,18318,32034
12221,18318-29674,1S-MH-MU-ZNT-CL02-6775,1S-MH-MU-ZNT-CL02-6040,1.2,18318,29674
12222,12222-CAP BANK,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-RSTN-BHAY,1,12222,CAP BANK
12224,12224-9836,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6701,1,12224,9836
12224,9838-16173,1S-MH-MU-ZNT-CL02-6701,1S-MH-MU-ZNT-CL12-6681,2,9838,16173
12224,37873-11130,1S-MH-MU-ZNT-CL12-6681,1S-MH-MU-ZNT-CL02-6363,3,37873,11130
12224,6235-13418,1S-MH-MU-ZNT-CL02-6363,1S-MH-MU-ZNT-CL02-6522,4,6235,13418
12224,13416-10593,1S-MH-MU-ZNT-CL02-6522,1S-MH-MU-ZNT-CL02-6722,5,13416,10593
12224,10592-6234,1S-MH-MU-ZNT-CL02-6722,1S-MH-MU-ZNT-CL02-6399,6,10592,6234
12224,16174-19092,1S-MH-MU-ZNT-CL12-6681,1S-MH-MU-ZNT-CL12-6836,2.1,16174,19092
12228,12228-6763,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6053,1,12228,6763
12228,6761-15480,1S-MH-MU-ZNT-CL02-6053,1S-MH-MU-ZNT-CL03-6056,2,6761,15480
12228,15482-31816,1S-MH-MU-ZNT-CL03-6056,1S-MH-MU-ZNT-CL03-7262,3,15482,31816
12228,31814-2578,1S-MH-MU-ZNT-CL03-7262,1S-MH-MU-ZNT-CL03-6057,4,31814,2578
12228,15481-HTCONSUMER,1S-MH-MU-ZNT-CL03-6056,NAN,2.1,15481,HTCONSUMER
12228,12228-17856,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6559,2,12228,17856
12228,17857-37390,1S-MH-MU-ZNT-CL02-6559,1S-MH-MU-ZNT-CL02-7260,3,17857,37390
12228,37392-12991,1S-MH-MU-ZNT-CL02-7260,1S-MH-MU-ZNT-CL02-6737,4,37392,12991
12228,12993-13438,1S-MH-MU-ZNT-CL02-6737,1S-MH-MU-ZNT-CL02-6428,5,12993,13438
12228,13436-19047,1S-MH-MU-ZNT-CL02-6428,1S-MH-MU-ZNT-CL02-6833,6,13436,19047
12228,19045-18479,1S-MH-MU-ZNT-CL02-6833,1S-MH-MU-ZNT-CL02-6743,7,19045,18479
12228,18477-18455,1S-MH-MU-ZNT-CL02-6743,1S-MH-MU-ZNT-CL02-6109,8,18477,18455
12228,26297-26306,1S-MH-MU-ZNT-CL02-6833,1S-MH-MU-ZNT-CL02-6355,6.1,26297,26306
12229,12229-17835,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6682,1,12229,17835
12229,17836-9675,1S-MH-MU-ZNT-CL02-6682,1S-MH-MU-ZNT-CL02-6707,2,17836,9675
12229,9676-35180,1S-MH-MU-ZNT-CL02-6707,1S-MH-MU-ZNT-CL02-7441,3,9676,35180
12229,35178-37261,1S-MH-MU-ZNT-CL02-7441,1S-MH-MU-ZNT-CL02-7663,4,35178,37261
12229,37262-18465,1S-MH-MU-ZNT-CL02-7663,1S-MH-MU-ZNT-CL02-6354,5,37262,18465
12229,18466-35827,1S-MH-MU-ZNT-CL02-6354,1S-MH-MU-ZNT-CL05-7564,6,18466,35827
12229,35825-17942,1S-MH-MU-ZNT-CL05-7564,1S-MH-MU-ZNT-CL02-6279,7,35825,17942
12229,35179-18468,1S-MH-MU-ZNT-CL02-7441,1S-MH-MU-ZNT-CL02-6355,3.1,35179,18468
12229,9674-12120,1S-MH-MU-ZNT-CL02-6707,1S-MH-MU-ZNT-CL02-6002,2.1,9674,12120
12229,12229-27065,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6220,2,12229,27065
12229,27066-26938,1S-MH-MU-ZNT-CL02-6220,1S-MH-MU-ZNT-CL02-6703,3,27066,26938
12230,12230-11212,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6784,1,12230,11212
12230,11214-11257,1S-MH-MU-ZNT-CL02-6784,1S-MH-MU-ZNT-CL02-6086,2,11214,11257
12230,11254-17106,1S-MH-MU-ZNT-CL02-6086,1S-MH-MU-ZNT-CL12-6323,3,11254,17106
12230,17105-17686,1S-MH-MU-ZNT-CL12-6323,1S-MH-MU-ZNT-CL12-6558,4,17105,17686
12230,17684-35431,1S-MH-MU-ZNT-CL12-6558,1S-MH-MU-ZNT-CL12-7440,5,17684,35431
12230,35429-12179,1S-MH-MU-ZNT-CL12-7440,1S-MH-MU-ZNT-CL12-6493,6,35429,12179
12230,17104-12824,1S-MH-MU-ZNT-CL12-6323,1S-MH-MU-ZNT-CL12-6766,3.1,17104,12824
12230,12825-42679,1S-MH-MU-ZNT-CL12-6766,1S-MH-MU-ZNT-CL12-7843,3.2,12825,42679
12230,42680-17783,1S-MH-MU-ZNT-CL12-7843,1S-MH-MU-ZNT-CL12-6169,3.3,42680,17783
12230,17107-38182,1S-MH-MU-ZNT-CL12-6323,1S-MH-MU-ZNT-CL12-6322,3.2,17107,38182
12230,38181-7921,1S-MH-MU-ZNT-CL12-6322,1S-MH-MU-ZNT-CL12-6320,3.3,38181,7921
12230,11255-16182,1S-MH-MU-ZNT-CL02-6086,1S-MH-MU-ZNT-CL12-6366,2.1,11255,16182
12230,10235-12495,1S-MH-MU-ZNT-CL12-6366,1S-MH-MU-ZNT-CL12-6093,2.2,10235,12495
12230,10234-35726,1S-MH-MU-ZNT-CL12-6366,1S-MH-MU-ZNT-CL02-6365,2.1.1,10234,35726
12231,12231-CAP BANK,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-RSTN-BHAY,1,12231,CAP BANK
15780,15780-15389,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6353,1,15780,15389
15780,15390-14383,1S-MH-MU-ZNT-CL02-6353,1S-MH-MU-ZNT-CL03-6055,2,15390,14383
15780,15780-7569,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6792,2,15780,7569
15780,7568-7783,1S-MH-MU-ZNT-CL02-6792,1S-MH-MU-ZNT-CL12-6405,3,7568,7783
15780,7784-28403,1S-MH-MU-ZNT-CL12-6405,1S-MH-MU-ZNT-CL12-6942,4,7784,28403
15780,28401-40630,1S-MH-MU-ZNT-CL12-6942,1S-MH-MU-ZNT-CL11-7689,5,28401,40630
15780,40629-30588,1S-MH-MU-ZNT-CL11-7689,1S-MH-MU-ZNT-CL12-6704,6,40629,30588
15780,30587-32836,1S-MH-MU-ZNT-CL12-6704,1S-MH-MU-ZNT-CL12-7312,7,30587,32836
15780,32834-10282,1S-MH-MU-ZNT-CL12-7312,1S-MH-MU-ZNT-CL12-6497,8,32834,10282
15780,10284-34087,1S-MH-MU-ZNT-CL12-6497,1S-MH-MU-ZNT-CL12-6481,9,10284,34087
15780,7782-9449,1S-MH-MU-ZNT-CL12-6405,1S-MH-MU-ZNT-CL12-6482,3.1,7782,9449
15781,15781-5546,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL02-6788,1,15781,5546
15781,5545-11183,1S-MH-MU-ZNT-CL02-6788,1S-MH-MU-ZNT-CL02-6789,2,5545,11183
15781,10125-10970,1S-MH-MU-ZNT-CL02-6789,1S-MH-MU-ZNT-CL02-6367,3,10125,10970
15781,16248-12528,1S-MH-MU-ZNT-CL02-6367,1S-MH-MU-ZNT-CL12-6480,4,16248,12528
15781,14756-29948,1S-MH-MU-ZNT-CL12-6480,1S-MH-MU-ZNT-CL03-6318,5,14756,29948
15781,29949-28872,1S-MH-MU-ZNT-CL03-6318,1S-MH-MU-ZNT-CL03-6981,6,29949,28872
15781,14757-5420,1S-MH-MU-ZNT-CL12-6480,1S-MH-MU-ZNT-CL12-6017,4.1,14757,5420
15781,11184-43107,1S-MH-MU-ZNT-CL02-6789,1S-MH-MU-ZNT-CL02-7797,2.1,11184,43107
15781,43108-17940,1S-MH-MU-ZNT-CL02-7797,1S-MH-MU-ZNT-CL02-6279,2.2,43108,17940
15781,5547-12122,1S-MH-MU-ZNT-CL02-6788,1S-MH-MU-ZNT-CL02-6002,1.1,5547,12122
15783,15783-43151,1S-MH-MU-ZNT-RSTN-BHAY,1S-MH-MU-ZNT-CL12-7020,1,15783,43151
15783,29856-37658,1S-MH-MU-ZNT-CL12-7020,1S-MH-MU-ZNT-CL12-7032,2,29856,37658
15783,37656-25686,1S-MH-MU-ZNT-CL12-7032,1S-MH-MU-ZNT-CL12-6915,3,37656,25686
15783,25685-39171,1S-MH-MU-ZNT-CL12-6915,1S-MH-MU-ZNT-CL12-7019,4,25685,39171
15783,39173-30252,1S-MH-MU-ZNT-CL12-7019,1S-MH-MU-ZNT-CL11-7138,5,39173,30252
