SWNO,min_date,max_date,years,months
33055,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33056,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33059,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33060,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33061,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33062,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33063,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33064,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33065,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33066,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33067,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33069,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33070,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33073,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33074,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(11), np.int32(12)]"
33075,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33080,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33081,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33082,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33084,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33085,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33086,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33087,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33088,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33090,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33093,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33094,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33095,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33096,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33097,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33098,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33099,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33100,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33101,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33102,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33104,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33105,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33106,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33107,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33109,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33111,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33112,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33115,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33116,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33118,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33119,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33120,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33121,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33122,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33123,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33124,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33125,2024-01-01 00:00:00+00:00,2024-08-18 23:00:00+00:00,[np.int32(2024)],"[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8)]"
33126,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33127,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33128,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33129,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33130,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33131,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33132,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33133,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33134,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33135,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33136,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33137,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33138,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33139,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33140,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33148,2024-01-01 00:00:00+00:00,2024-08-18 23:00:00+00:00,[np.int32(2024)],"[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8)]"
33149,2024-01-01 00:00:00+00:00,2024-08-18 23:00:00+00:00,[np.int32(2024)],"[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8)]"
33150,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33151,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33152,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33154,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33155,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33156,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33157,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33158,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33159,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33162,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33163,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33166,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33167,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33168,2024-01-01 00:00:00+00:00,2024-08-18 23:00:00+00:00,[np.int32(2024)],"[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8)]"
33169,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33170,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33171,2024-01-01 00:00:00+00:00,2024-08-18 23:00:00+00:00,[np.int32(2024)],"[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8)]"
33172,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33173,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33174,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33175,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33176,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33177,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33178,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33179,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33180,2024-01-01 00:00:00+00:00,2025-04-02 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33181,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33184,2024-09-16 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
33185,2024-01-01 00:00:00+00:00,2025-04-18 23:45:00+00:00,"[np.int32(2024), np.int32(2025)]","[np.int32(1), np.int32(2), np.int32(3), np.int32(4), np.int32(5), np.int32(6), np.int32(7), np.int32(8), np.int32(9), np.int32(10), np.int32(11), np.int32(12)]"
