SWNO,VOLTAGE,I_Month_01,I_Month_02,I_Month_03,I_Month_04,I_Month_05,I_Month_06,I_Month_07,I_Month_08,I_Month_09,I_Month_10,I_Month_11,I_Month_12,PEAK_Month_01,PEAK_Month_02,PEAK_Month_03,PEAK_Month_04,PEAK_Month_05,PEAK_Month_06,PEAK_Month_07,PEAK_Month_08,PEAK_Month_09,PEAK_Month_10,PEAK_Month_11,PEAK_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12,OVR_Month_01,OVR_Month_02,OVR_Month_03,OVR_Month_04,OVR_Month_05,OVR_Month_06,OVR_Month_07,OVR_Month_08,OVR_Month_09,OVR_Month_10,OVR_Month_11,OVR_Month_12
33080,33KV,129.259,138.885,133.983,167.771,174.634,157.254,158.955,151.691,144.609,154.846,138.749,126.295,407.915,828.318,698.840,277.991,698.840,376.718,243.900,247.916,237.950,248.150,246.520,828.318,2.000,2.000,3.000,2.000,1.000,0.000,3.000,2.000,0.000,1.000,0.000,0.000,2.000,2.000,15.000,0.000,12.000,4.000,0.000,0.000,0.000,0.000,0.000,2.000
33081,33KV,72.020,73.051,78.738,79.416,84.056,89.583,92.364,81.554,74.774,81.232,69.430,62.393,147.072,181.640,208.990,135.354,288.091,166.020,147.072,132.229,162.500,146.490,120.119,144.920,5.000,6.000,6.000,6.000,3.000,5.000,4.000,3.000,5.000,4.000,6.000,2.000,14.000,5.000,4.000,0.000,6.000,0.000,0.000,0.000,2.000,0.000,0.000,4.000
33082,33KV,121.311,133.641,149.204,175.391,171.680,158.693,154.566,150.093,149.021,150.953,131.658,121.453,224.290,274.348,255.269,451.184,254.804,240.769,231.552,227.750,261.725,215.980,227.119,207.527,2.000,3.000,2.000,2.000,1.000,1.000,3.000,3.000,4.000,3.000,0.000,0.000,0.000,14.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33084,33KV,124.557,132.607,143.615,161.425,170.995,153.077,143.466,141.673,132.909,143.070,131.368,113.992,242.644,238.810,238.930,252.696,307.087,307.087,237.170,241.154,232.811,241.884,231.090,383.570,3.000,4.000,2.000,1.000,1.000,1.000,2.000,1.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,8.000
33085,22KV,92.245,97.487,104.016,114.134,113.000,108.915,99.001,101.274,91.216,94.327,86.397,73.211,209.870,193.240,197.660,167.663,204.422,220.011,185.570,181.990,195.290,157.352,147.920,144.237,3.000,4.000,2.000,1.000,1.000,3.000,1.000,2.000,2.000,4.000,1.000,0.000,38.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,24.000,0.000,0.000,0.000
33086,33KV,76.873,87.702,90.483,105.756,109.751,104.416,88.592,94.438,95.210,107.772,98.397,83.791,222.000,260.000,258.000,236.000,230.000,232.000,256.000,242.000,230.000,240.000,226.000,236.000,9.000,6.000,7.000,7.000,5.000,3.000,4.000,2.000,4.000,4.000,4.000,5.000,1350.000,953.000,1261.000,537.000,239.000,411.000,385.000,256.000,560.000,413.000,333.000,717.000
33087,33KV,121.487,126.129,134.839,157.408,166.113,159.611,148.138,141.553,137.570,146.786,128.604,118.081,239.745,256.830,235.515,357.469,357.469,247.434,244.293,245.414,247.434,254.280,220.280,221.249,4.000,4.000,2.000,1.000,1.000,1.000,2.000,2.000,2.000,1.000,1.000,3.000,0.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33088,33KV,109.805,119.890,141.137,166.290,175.571,156.931,152.339,146.862,151.139,148.081,126.166,114.495,253.211,262.070,337.730,266.115,260.754,467.900,249.530,250.077,467.900,236.384,241.520,250.710,2.000,2.000,2.000,1.000,1.000,1.000,2.000,3.000,3.000,3.000,1.000,0.000,28.000,12.000,2.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,29.000
33090,33KV,131.583,133.236,143.515,156.977,166.053,162.010,153.666,150.043,144.347,156.118,140.926,127.027,257.976,298.860,276.819,276.417,290.371,298.860,257.510,255.060,265.430,278.810,257.120,247.000,5.000,2.000,4.000,5.000,3.000,1.000,1.000,2.000,0.000,3.000,1.000,1.000,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33093,33KV,72.119,72.489,84.526,94.288,98.351,100.533,92.054,84.265,89.989,83.009,73.954,81.614,230.260,140.518,234.237,186.643,236.000,176.477,144.376,176.477,174.013,124.064,131.509,134.922,4.000,5.000,3.000,4.000,2.000,1.000,3.000,2.000,3.000,2.000,2.000,3.000,142.000,0.000,36.000,0.000,34.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000
33094,22KV,69.951,78.499,98.465,109.716,116.378,109.091,105.106,99.672,111.469,114.718,101.903,81.856,180.000,187.000,183.000,220.605,217.204,185.652,172.775,201.142,195.369,193.960,170.000,183.000,4.000,4.000,1.000,0.000,0.000,1.000,2.000,1.000,2.000,3.000,1.000,1.000,60.000,18.000,0.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,11.000
33095,33KV,93.430,105.728,108.758,127.928,137.217,124.681,115.071,105.939,96.769,106.827,95.559,86.403,235.850,232.884,249.212,249.709,276.062,258.194,237.665,238.300,228.132,223.341,278.680,228.508,5.000,6.000,7.000,8.000,5.000,3.000,3.000,2.000,2.000,5.000,3.000,6.000,56.000,49.000,70.000,0.000,4.000,7.000,7.000,29.000,62.000,29.000,55.000,191.000
33096,22KV,86.468,90.590,95.875,94.763,104.511,111.808,91.314,96.615,94.770,96.009,76.245,104.638,170.961,172.642,195.136,179.068,202.312,232.901,153.975,174.273,145.951,177.311,150.391,233.293,4.000,2.000,4.000,5.000,5.000,2.000,2.000,1.000,2.000,2.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,0.000,8.000
33096,33KV,81.433,85.072,86.045,93.005,87.626,85.616,97.114,85.708,86.380,91.787,89.937,81.426,189.890,223.490,167.520,258.940,156.590,243.430,255.190,165.650,187.350,167.300,242.800,253.240,2.000,5.000,4.000,1.000,1.000,0.000,1.000,0.000,4.000,2.000,1.000,5.000,2.000,54.000,0.000,12.000,0.000,44.000,42.000,0.000,2.000,0.000,92.000,120.000
33097,33KV,110.658,118.509,126.181,143.680,149.617,138.502,128.946,124.447,122.927,131.771,113.950,106.881,231.940,238.050,214.665,369.148,318.173,236.524,318.173,198.400,211.770,202.670,191.530,201.752,1.000,3.000,3.000,3.000,1.000,1.000,2.000,1.000,2.000,2.000,0.000,2.000,22.000,2.000,0.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
33098,33KV,121.564,130.993,143.449,160.358,167.004,157.095,150.665,141.935,139.375,152.234,131.198,129.232,218.099,273.950,242.860,538.707,257.276,250.135,227.331,264.377,251.861,218.540,210.070,275.150,2.000,3.000,2.000,2.000,1.000,1.000,1.000,3.000,1.000,3.000,1.000,4.000,0.000,14.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000
33099,33KV,109.810,115.641,122.795,137.129,139.889,130.870,126.797,123.163,120.818,128.844,121.782,111.601,193.733,233.730,265.970,417.644,296.997,236.111,296.997,220.736,236.111,211.500,207.590,189.100,4.000,3.000,3.000,4.000,1.000,1.000,2.000,1.000,2.000,3.000,2.000,4.000,0.000,4.000,9.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
33100,22KV,124.971,138.415,149.042,166.776,159.095,160.095,155.678,148.064,145.443,153.235,132.706,120.717,227.055,223.780,246.480,244.438,259.672,247.953,196.585,197.070,207.132,215.430,215.610,222.690,0.000,5.000,2.000,0.000,1.000,1.000,2.000,3.000,1.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33101,33KV,53.165,57.855,70.235,74.246,90.653,70.811,65.112,64.934,67.518,76.171,63.167,54.746,111.184,115.497,264.990,274.476,271.311,274.476,252.208,243.516,237.231,221.560,108.240,261.620,1.000,0.000,3.000,1.000,1.000,4.000,2.000,3.000,3.000,4.000,2.000,0.000,11.000,0.000,261.000,39.000,337.000,301.000,21.000,20.000,23.000,46.000,0.000,11.000
33102,33KV,103.871,110.249,118.955,134.311,139.124,119.799,125.328,121.644,117.748,125.646,111.055,107.581,237.490,214.526,212.320,277.058,243.372,214.526,176.385,173.270,186.220,183.680,183.250,182.104,0.000,0.000,2.000,1.000,2.000,0.000,3.000,1.000,1.000,2.000,0.000,0.000,84.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33104,33KV,118.855,116.417,122.738,156.439,169.161,163.550,153.807,136.154,127.752,141.875,125.011,111.990,233.325,244.944,278.639,248.216,275.690,278.639,246.513,275.690,223.374,230.552,210.162,232.253,0.000,3.000,4.000,3.000,1.000,0.000,1.000,1.000,3.000,3.000,0.000,0.000,0.000,6.000,5.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,3.000
33105,33KV,133.752,133.249,140.764,171.895,172.331,169.240,149.991,147.769,139.527,146.082,139.669,130.053,232.618,402.174,267.310,279.975,292.933,256.522,227.559,231.647,230.944,255.220,218.782,230.082,2.000,2.000,1.000,5.000,2.000,1.000,1.000,2.000,1.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33106,33KV,148.632,159.389,172.050,183.019,188.349,177.419,177.645,174.945,178.012,193.643,171.836,158.641,239.320,249.060,276.730,278.350,271.175,800.005,242.980,246.980,286.980,273.690,287.990,270.420,5.000,3.000,4.000,3.000,1.000,1.000,2.000,2.000,3.000,4.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
33107,33KV,113.255,117.868,125.116,130.398,135.759,139.605,130.671,128.246,117.944,129.989,120.001,106.330,215.690,205.070,220.220,200.031,243.354,247.159,227.789,212.747,194.510,245.510,207.853,222.700,3.000,3.000,3.000,0.000,2.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000
33109,33KV,124.481,135.733,142.237,164.948,171.556,167.449,157.599,154.297,155.128,163.441,137.543,128.892,222.214,223.733,250.111,497.737,892.446,255.359,225.667,497.737,224.009,207.850,242.520,202.465,2.000,5.000,2.000,1.000,2.000,1.000,2.000,2.000,3.000,3.000,1.000,3.000,0.000,0.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
33111,22KV,80.014,82.906,93.238,104.430,114.287,110.852,103.511,93.740,86.406,94.963,81.480,74.769,168.000,142.000,132.000,181.000,172.000,166.000,132.000,132.000,132.000,133.000,132.000,132.000,1.000,1.000,2.000,1.000,0.000,0.000,1.000,3.000,3.000,3.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33112,33KV,86.867,106.130,103.232,137.287,126.802,121.654,118.791,113.332,104.781,114.779,102.660,97.126,249.620,224.273,289.470,262.707,243.163,259.936,259.936,220.623,225.682,215.493,190.710,174.200,4.000,5.000,4.000,5.000,3.000,3.000,3.000,2.000,4.000,5.000,4.000,4.000,68.000,23.000,88.000,0.000,0.000,3.000,1.000,0.000,28.000,0.000,0.000,0.000
33115,33KV,70.554,80.135,81.099,98.378,105.355,99.928,96.132,91.319,88.814,92.499,77.944,69.892,153.242,156.823,155.484,160.459,162.280,160.459,152.760,153.371,152.380,498.570,136.633,136.779,4.000,4.000,2.000,1.000,1.000,1.000,3.000,3.000,2.000,4.000,1.000,1.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000
33116,33KV,33.267,37.257,38.656,40.519,41.139,38.517,36.975,37.612,38.301,42.571,36.547,34.098,65.050,603.941,100.540,114.210,140.870,98.750,74.580,438.350,140.180,164.070,68.500,68.920,3.000,2.000,2.000,4.000,1.000,0.000,2.000,2.000,2.000,4.000,1.000,0.000,0.000,8.000,4.000,1.000,5.000,6.000,2.000,2.000,46.000,248.000,0.000,2.000
33118,33KV,138.794,143.940,159.700,171.425,171.625,155.688,152.949,154.299,146.044,156.608,133.903,125.255,241.980,243.180,247.017,265.123,275.149,283.816,250.986,250.320,250.500,234.441,300.520,247.017,4.000,5.000,3.000,2.000,2.000,1.000,3.000,3.000,3.000,3.000,1.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
33119,33KV,142.916,149.322,173.009,194.054,199.491,190.786,185.624,175.449,175.568,186.761,162.221,143.201,276.103,272.464,274.393,283.050,1269.978,278.254,260.227,272.603,276.505,256.025,300.520,256.422,1.000,3.000,3.000,1.000,1.000,1.000,1.000,2.000,3.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33120,22KV,152.695,166.924,171.125,196.745,190.210,185.563,165.080,162.722,164.448,160.880,138.275,137.339,270.000,278.000,274.000,288.000,272.000,282.000,260.000,262.000,248.000,276.000,256.000,276.000,0.000,4.000,0.000,3.000,2.000,1.000,2.000,1.000,2.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
33121,33KV,125.932,130.032,145.953,163.889,172.585,177.107,159.366,150.486,142.417,155.432,136.241,123.560,268.000,244.000,278.000,280.000,292.000,280.000,246.000,240.000,266.000,268.000,236.000,230.000,3.000,2.000,2.000,1.000,2.000,1.000,2.000,3.000,1.000,3.000,1.000,1.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33122,33KV,83.205,86.435,94.685,101.457,103.060,101.979,100.414,94.771,94.406,100.869,87.862,80.227,166.462,133.460,171.649,154.986,142.383,141.502,166.800,136.870,141.330,138.260,133.350,159.986,2.000,1.000,2.000,2.000,1.000,1.000,0.000,2.000,0.000,1.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33123,22KV,78.949,84.246,89.630,93.629,113.495,124.018,117.775,104.328,103.063,114.330,93.413,81.107,205.051,150.950,201.959,146.256,194.270,210.335,174.029,166.180,152.060,161.440,204.740,146.256,7.000,7.000,7.000,3.000,3.000,0.000,2.000,3.000,3.000,3.000,2.000,1.000,90.000,0.000,21.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000
33124,22KV,129.208,143.162,147.544,170.264,171.903,161.196,154.996,145.837,142.017,146.532,133.631,111.777,232.000,252.000,450.000,278.000,276.000,266.000,232.000,234.000,222.000,252.000,226.000,226.000,2.000,2.000,1.000,1.000,1.000,1.000,0.000,3.000,2.000,2.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
33126,33KV,114.001,119.932,118.055,123.830,125.111,125.609,124.615,122.627,120.845,127.295,119.142,111.950,236.117,150.110,276.540,717.387,148.538,245.247,225.480,142.947,143.911,144.470,152.526,143.744,1.000,3.000,3.000,2.000,1.000,1.000,2.000,2.000,1.000,2.000,1.000,2.000,34.000,0.000,2.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33127,33KV,154.418,158.703,154.886,154.416,155.277,156.875,153.679,153.645,153.852,153.666,167.076,155.626,238.620,232.450,263.460,221.980,230.370,250.690,174.343,169.320,170.760,172.400,255.850,219.950,2.000,9.000,1.000,0.000,1.000,0.000,2.000,2.000,2.000,1.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33128,33KV,143.492,150.708,153.635,181.465,192.491,185.623,180.998,168.985,160.881,174.851,150.150,137.857,261.340,243.872,244.012,253.419,284.821,268.458,268.458,263.623,259.204,232.780,235.180,244.480,6.000,4.000,4.000,1.000,0.000,0.000,4.000,2.000,3.000,3.000,3.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33129,33KV,106.532,114.219,112.881,117.451,134.490,124.258,118.404,113.215,114.128,122.875,111.678,100.212,242.220,256.050,316.180,237.057,268.073,242.135,176.472,173.713,174.220,257.250,262.750,253.010,4.000,4.000,2.000,1.000,1.000,1.000,3.000,3.000,3.000,4.000,3.000,3.000,54.000,40.000,126.000,2.000,0.000,0.000,0.000,0.000,0.000,8.000,20.000,68.000
33130,22KV,130.003,142.709,162.684,174.413,184.875,178.231,164.728,153.880,147.207,160.689,135.355,118.811,205.065,257.620,260.420,253.731,271.967,277.392,210.580,231.870,200.590,267.040,210.540,206.240,2.000,2.000,4.000,2.000,1.000,0.000,4.000,3.000,2.000,3.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33131,33KV,99.698,104.240,112.114,122.511,132.821,129.633,128.613,120.957,112.737,119.392,109.026,104.247,246.818,222.325,264.763,230.000,216.665,222.700,201.277,204.198,229.950,226.920,218.410,215.700,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,121.000,5.000,31.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,1.000,13.000
33132,33KV,104.848,111.310,123.385,134.450,139.368,130.315,133.749,127.179,119.271,128.144,112.528,102.863,269.890,234.332,240.940,1118.188,221.962,204.475,203.130,201.903,209.460,201.860,201.720,205.750,4.000,1.000,2.000,0.000,1.000,1.000,1.000,1.000,0.000,1.000,1.000,1.000,302.000,26.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
33133,33KV,122.951,123.832,133.630,153.963,158.485,164.535,153.217,146.377,137.986,154.142,133.514,135.923,246.738,241.543,259.577,260.703,260.955,262.580,253.852,244.347,251.250,246.040,237.370,216.189,0.000,0.000,0.000,0.000,1.000,1.000,2.000,1.000,1.000,3.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33134,33KV,99.339,99.951,110.372,115.250,123.948,123.495,113.210,109.684,108.695,115.713,100.571,93.631,291.710,237.560,278.528,220.340,287.685,287.685,209.160,196.266,183.862,204.200,173.590,184.380,3.000,3.000,1.000,0.000,1.000,0.000,0.000,1.000,2.000,2.000,2.000,4.000,462.000,2.000,14.000,0.000,14.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000
33135,22KV,219.274,201.345,219.070,200.369,198.986,195.221,198.737,196.434,192.171,206.547,227.554,209.372,247.900,261.570,338.500,252.600,252.460,245.550,247.760,253.010,238.920,250.390,257.850,263.920,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33135,33KV,170.243,177.664,196.300,229.375,251.787,262.890,237.180,229.344,212.437,232.258,199.149,182.555,407.415,415.287,421.088,419.707,462.105,902.942,405.205,409.210,404.100,336.014,316.817,359.216,0.000,0.000,0.000,1.000,0.000,0.000,2.000,3.000,2.000,2.000,1.000,0.000,37.000,22.000,5.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000
33136,22KV,128.010,138.485,148.322,159.118,166.138,161.843,155.889,152.243,149.628,156.753,138.311,125.577,204.170,237.930,229.804,221.450,227.847,231.417,189.960,220.271,222.800,210.440,204.180,212.860,0.000,0.000,2.000,0.000,1.000,1.000,3.000,1.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33137,22KV,117.836,131.285,148.890,155.919,160.734,156.333,157.088,149.526,142.253,158.814,136.572,125.967,203.650,226.940,231.770,209.535,231.812,219.665,200.650,220.370,220.950,224.170,216.020,217.700,3.000,5.000,1.000,0.000,1.000,0.000,1.000,1.000,0.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33138,33KV,110.144,121.235,129.831,157.406,160.024,149.171,145.930,138.061,135.074,148.404,128.426,109.820,196.490,238.410,223.380,261.700,252.588,223.447,204.740,211.870,242.780,272.400,224.670,219.410,2.000,2.000,0.000,2.000,1.000,1.000,2.000,2.000,2.000,3.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33139,33KV,57.362,61.304,66.635,72.779,73.158,69.956,68.902,66.529,65.658,70.400,62.228,57.603,101.782,182.037,117.250,115.228,126.293,157.642,111.127,110.608,200.630,115.330,108.820,103.190,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,2.000,0.000,0.000,0.000,57.000,0.000,0.000,0.000,12.000,0.000,0.000,66.000,0.000,0.000,0.000
33140,33KV,116.549,124.174,133.592,143.868,148.868,139.015,136.595,130.384,132.355,141.158,125.166,115.603,179.600,281.490,202.459,201.118,218.619,263.870,191.540,193.590,243.880,189.070,210.300,193.820,4.000,4.000,4.000,4.000,1.000,0.000,2.000,2.000,3.000,5.000,4.000,5.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33150,33KV,76.568,81.439,88.281,91.093,95.113,96.982,87.069,80.823,75.340,88.721,85.506,77.801,426.026,263.810,216.090,1302.726,264.497,264.497,185.946,138.773,163.768,230.923,216.130,210.530,5.000,4.000,5.000,5.000,4.000,1.000,2.000,1.000,3.000,5.000,2.000,5.000,97.000,275.000,196.000,3.000,47.000,49.000,4.000,0.000,4.000,11.000,88.000,126.000
33151,33KV,90.760,94.267,103.091,112.294,113.443,108.750,105.203,103.391,102.436,106.885,95.646,90.987,224.517,259.100,212.170,210.460,185.457,194.545,188.731,176.890,194.545,188.180,185.850,171.450,6.000,6.000,7.000,6.000,3.000,2.000,3.000,2.000,3.000,7.000,3.000,4.000,40.000,64.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33152,33KV,94.140,102.950,112.260,128.739,137.709,117.383,111.883,109.573,102.963,114.736,105.126,94.324,281.795,232.353,397.748,397.748,367.381,481.049,232.950,331.204,176.754,481.049,239.794,249.520,1.000,2.000,2.000,4.000,1.000,2.000,1.000,1.000,0.000,3.000,2.000,0.000,77.000,52.000,26.000,13.000,1.000,123.000,2.000,1.000,0.000,1.000,10.000,94.000
33154,22KV,70.513,74.152,89.785,95.315,97.438,95.589,86.306,83.220,91.516,89.826,77.175,70.145,135.956,135.560,154.800,300.997,169.651,171.890,221.018,129.120,131.620,121.810,129.240,135.420,4.000,3.000,3.000,1.000,0.000,0.000,2.000,2.000,3.000,3.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
33155,33KV,58.731,60.567,71.886,77.250,78.693,66.116,69.006,67.575,64.948,70.996,63.640,56.934,103.025,196.712,125.330,182.905,174.342,111.972,107.772,154.200,127.820,213.030,246.500,136.160,0.000,2.000,3.000,1.000,1.000,2.000,3.000,3.000,2.000,4.000,2.000,2.000,0.000,97.000,0.000,8.000,16.000,0.000,0.000,16.000,0.000,64.000,103.000,86.000
33156,33KV,119.805,127.701,141.211,154.012,163.209,159.759,150.481,141.099,134.120,144.124,125.059,118.825,211.651,209.650,219.741,232.853,240.245,225.894,225.679,215.192,233.350,206.060,198.126,202.059,6.000,4.000,3.000,3.000,2.000,1.000,2.000,2.000,2.000,2.000,2.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33159,33KV,88.604,89.088,93.142,103.142,110.624,102.968,87.592,89.316,94.781,100.082,91.013,85.953,198.190,222.250,238.315,181.309,238.315,192.827,214.869,178.126,178.558,176.980,213.420,181.241,8.000,6.000,7.000,6.000,4.000,3.000,3.000,2.000,3.000,6.000,4.000,4.000,46.000,2.000,34.000,0.000,15.000,0.000,50.000,0.000,0.000,0.000,61.000,7.000
33162,22KV,153.827,156.192,167.837,198.304,233.982,229.992,197.865,175.954,177.643,174.064,144.899,133.822,406.350,392.644,405.900,519.128,451.983,393.010,260.461,415.570,423.660,304.360,260.461,260.461,2.000,1.000,3.000,0.000,0.000,0.000,1.000,3.000,3.000,3.000,1.000,0.000,197.000,71.000,160.000,1.000,0.000,0.000,0.000,1.000,71.000,0.000,0.000,0.000
33163,22KV,113.363,118.009,135.374,154.692,170.718,152.439,143.646,138.098,134.725,154.884,132.235,114.362,356.575,202.800,549.890,263.974,279.914,253.556,209.680,216.880,206.690,252.660,314.310,189.574,1.000,1.000,0.000,1.000,0.000,2.000,1.000,1.000,1.000,4.000,1.000,0.000,6.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
33163,33KV,161.001,135.111,163.046,166.091,140.612,150.300,140.854,138.283,139.858,152.638,178.411,156.851,212.770,263.550,240.310,265.720,223.970,257.330,199.760,193.460,255.310,236.690,229.740,240.180,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33166,33KV,119.618,129.719,139.674,139.910,141.368,137.691,123.696,121.465,123.211,130.783,121.101,98.449,218.782,219.720,228.820,238.160,253.930,202.651,184.849,180.719,240.660,234.120,209.780,211.668,5.000,4.000,4.000,3.000,2.000,1.000,2.000,2.000,3.000,4.000,2.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
33167,33KV,115.219,124.834,136.834,139.128,141.357,136.646,135.794,132.870,108.381,146.815,129.880,121.955,244.580,259.740,239.340,235.320,236.760,225.650,208.070,200.670,241.260,233.450,259.360,263.470,3.000,3.000,3.000,2.000,1.000,1.000,1.000,1.000,2.000,4.000,3.000,4.000,40.000,50.000,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,64.000
33168,33KV,2.826,2.828,2.826,2.825,2.824,2.823,2.820,2.821,2.824,2.824,2.823,2.823,2.867,2.867,2.861,2.867,2.873,2.855,2.855,2.843,2.855,2.849,2.849,2.873,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33169,33KV,104.259,129.412,140.809,157.103,159.626,159.557,160.680,145.824,136.946,137.506,134.829,120.053,243.293,255.903,274.295,277.397,269.114,274.295,269.183,280.540,256.230,249.260,243.540,237.354,1.000,1.000,3.000,1.000,1.000,1.000,2.000,2.000,1.000,4.000,2.000,0.000,39.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33170,33KV,104.608,130.200,142.413,163.349,160.000,159.813,161.599,154.556,141.482,160.644,137.619,122.834,243.690,257.836,274.031,278.282,275.389,274.031,267.906,273.780,261.840,250.940,245.570,237.224,1.000,2.000,3.000,1.000,1.000,1.000,2.000,2.000,1.000,3.000,1.000,1.000,41.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33171,33KV,2.601,2.629,7.602,12.156,2.627,2.628,4.547,9.082,14.470,2.634,2.632,2.634,2.663,2.669,149.243,104.470,2.669,2.669,149.243,86.582,84.541,2.657,2.657,2.657,3.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,134.000,310.000,0.000,0.000,32.000,61.000,51.000,0.000,0.000,0.000
