SWNO,VOLTAGE,I_Month_01,I_Month_02,I_Month_03,I_Month_04,I_Month_05,I_Month_06,I_Month_07,I_Month_08,I_Month_09,I_Month_10,I_Month_11,I_Month_12,PEAK_Month_01,PEAK_Month_02,PEAK_Month_03,PEAK_Month_04,PEAK_Month_05,PEAK_Month_06,PEAK_Month_07,PEAK_Month_08,PEAK_Month_09,PEAK_Month_10,PEAK_Month_11,PEAK_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12,OVR_Month_01,OVR_Month_02,OVR_Month_03,OVR_Month_04,OVR_Month_05,OVR_Month_06,OVR_Month_07,OVR_Month_08,OVR_Month_09,OVR_Month_10,OVR_Month_11,OVR_Month_12
33172,33KV,122.782,131.459,144.249,169.409,166.353,139.169,145.013,148.646,119.633,128.177,108.492,99.746,254.053,255.126,239.833,273.131,262.629,255.806,257.486,319.870,319.870,249.318,249.994,247.265,1.000,4.000,4.000,1.000,1.000,1.000,2.000,1.000,2.000,3.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,158.000,108.000,0.000,25.000,50.000
33173,33KV,123.892,133.229,143.751,165.395,165.725,139.159,143.537,127.049,112.344,107.197,122.846,98.038,256.499,255.361,461.710,274.696,263.422,258.767,257.413,254.579,254.768,249.592,251.167,247.249,3.000,4.000,4.000,1.000,1.000,1.000,2.000,3.000,3.000,4.000,2.000,1.000,2.000,0.000,8.000,0.000,0.000,0.000,0.000,2.000,20.000,38.000,3.000,58.000
33175,33KV,103.428,122.552,134.525,157.671,177.489,169.281,157.975,149.481,143.126,139.342,138.616,119.269,254.930,263.300,259.091,258.637,262.320,272.562,268.136,260.382,260.277,238.280,239.110,237.410,1.000,2.000,3.000,2.000,1.000,2.000,3.000,3.000,2.000,1.000,1.000,1.000,117.000,45.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33176,33KV,129.172,129.150,138.348,166.194,151.558,148.449,144.673,138.282,130.910,154.340,120.573,112.140,245.369,253.753,255.823,284.652,252.726,255.823,244.831,244.270,244.247,242.550,202.506,199.213,3.000,3.000,1.000,1.000,1.000,1.000,3.000,2.000,2.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33177,33KV,70.757,74.526,80.864,93.795,97.811,87.397,84.335,80.683,81.014,83.831,72.283,64.938,204.470,233.200,139.114,142.540,333.664,143.244,138.801,133.327,123.213,174.850,333.664,116.920,3.000,3.000,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,1.000,1.000,259.000,85.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000
33178,33KV,79.836,92.235,99.985,112.363,112.796,111.256,104.770,98.005,83.345,92.437,83.693,79.681,191.320,342.644,219.720,186.530,1207.696,219.858,163.304,219.858,219.720,156.108,153.167,180.490,1.000,3.000,1.000,3.000,1.000,1.000,2.000,1.000,1.000,3.000,1.000,1.000,94.000,2.000,13.000,0.000,2.000,0.000,0.000,1.000,43.000,0.000,0.000,36.000
33179,22KV,100.806,100.481,108.388,125.434,130.707,123.933,103.336,108.116,108.625,117.473,106.553,86.030,263.922,221.247,201.360,222.490,218.071,263.232,201.360,226.909,180.370,209.510,186.860,179.953,2.000,1.000,2.000,1.000,0.000,1.000,2.000,2.000,3.000,4.000,3.000,0.000,97.000,12.000,0.000,0.000,0.000,19.000,0.000,7.000,0.000,0.000,0.000,3.000
33179,33KV,119.009,101.862,120.097,128.754,117.765,113.486,117.450,114.226,98.364,116.655,135.347,118.724,184.370,183.410,224.700,212.960,200.810,180.370,206.750,196.800,203.430,223.180,232.570,204.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000
33180,22KV,127.646,133.805,135.849,153.657,174.269,155.266,151.235,136.255,133.286,146.487,126.339,111.162,232.019,262.400,823.117,232.986,284.224,270.827,228.570,234.920,212.410,241.410,237.410,244.035,5.000,3.000,2.000,0.000,1.000,2.000,2.000,2.000,3.000,3.000,0.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.000
33181,33KV,114.344,126.904,140.095,160.407,173.551,161.916,157.024,148.757,139.965,149.265,137.741,129.013,243.372,231.599,240.171,272.801,11092.193,273.488,257.767,262.734,252.620,233.100,229.140,253.970,0.000,0.000,0.000,1.000,1.000,1.000,1.000,2.000,0.000,1.000,1.000,0.000,13.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33184,33KV,77.549,78.882,97.806,94.588,87.679,89.162,91.871,84.910,88.909,94.906,73.749,73.526,165.440,157.570,169.190,162.030,166.880,164.940,182.480,182.710,279.090,188.560,153.020,213.440,2.000,5.000,1.000,0.000,1.000,1.000,0.000,0.000,4.000,3.000,3.000,4.000,46.000,0.000,0.000,0.000,0.000,0.000,0.000,46.000,80.000,0.000,40.000,56.000
33185,33KV,74.332,78.763,92.030,105.198,103.373,95.863,85.380,84.172,85.442,94.931,76.794,75.487,183.820,463.650,260.570,224.336,220.828,226.537,219.221,182.990,269.920,186.950,368.360,212.980,7.000,6.000,7.000,5.000,5.000,3.000,4.000,2.000,5.000,5.000,5.000,6.000,151.000,105.000,75.000,50.000,8.000,81.000,70.000,83.000,64.000,0.000,143.000,186.000
33186,33KV,3.223,3.208,3.213,3.196,3.202,3.219,3.219,3.213,3.211,3.218,3.220,3.223,3.370,3.390,3.370,3.380,3.320,3.390,3.370,3.340,3.390,3.390,3.420,3.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33188,33KV,2.933,2.930,2.934,2.933,2.931,2.930,2.931,2.930,2.930,2.930,2.930,2.935,3.000,2.990,2.980,2.990,2.980,2.980,2.980,2.970,2.990,2.960,2.980,2.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33189,33KV,75.549,84.433,86.870,91.768,93.453,89.018,87.906,86.274,87.749,96.934,86.493,77.419,230.020,256.560,226.910,156.440,149.000,148.220,135.540,133.530,168.590,164.350,221.890,148.330,4.000,5.000,4.000,5.000,1.000,1.000,2.000,2.000,4.000,5.000,3.000,4.000,29.000,88.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.000,0.000
33190,33KV,82.936,96.902,96.493,104.624,93.389,93.586,93.603,88.780,87.060,99.379,88.092,77.774,231.350,258.100,151.880,156.040,149.520,147.380,135.400,133.880,169.070,165.650,223.390,147.990,2.000,4.000,2.000,1.000,1.000,0.000,0.000,0.000,3.000,2.000,1.000,4.000,28.000,74.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.000,0.000
33192,22KV,84.120,86.385,88.092,104.020,109.017,104.543,99.322,93.075,91.453,98.846,84.896,65.402,174.180,179.010,153.990,160.894,173.663,169.412,164.271,161.821,155.421,138.120,131.890,162.570,2.000,3.000,2.000,2.000,0.000,1.000,3.000,3.000,2.000,4.000,0.000,1.000,11.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.000
33193,22KV,63.513,60.741,70.758,83.784,85.801,82.508,79.880,75.440,72.995,80.255,63.682,62.283,111.080,118.670,115.360,169.990,133.637,143.106,105.960,111.960,153.870,112.807,110.370,118.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,2.000,0.000,2.000,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
33194,22KV,62.177,59.607,70.016,83.729,85.679,81.869,78.958,73.859,70.608,77.975,61.721,60.423,109.560,112.850,157.950,168.100,133.115,143.661,104.650,110.560,118.460,188.870,110.028,133.310,0.000,1.000,2.000,0.000,0.000,1.000,2.000,3.000,0.000,2.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000
33196,22KV,39.882,30.180,47.318,76.097,50.569,36.086,21.818,30.812,39.245,42.682,36.556,31.630,84.868,82.607,91.089,174.135,130.860,82.156,83.286,93.342,87.640,83.384,79.148,129.670,3.000,1.000,2.000,0.000,0.000,0.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,206.000,0.000,1.000,9.000,61.000,203.000,52.000,8.000,0.000,4.000,24.000
33197,22KV,39.299,42.378,48.882,75.804,50.839,38.028,21.848,30.412,39.454,42.977,36.575,32.229,80.002,210.160,211.030,133.116,130.667,82.524,83.297,93.996,88.116,83.725,85.481,81.370,2.000,2.000,2.000,0.000,0.000,0.000,2.000,2.000,2.000,2.000,1.000,1.000,2.000,20.000,1.000,0.000,9.000,15.000,202.000,46.000,8.000,0.000,6.000,27.000
33198,22KV,0.036,0.046,0.035,0.016,0.034,0.026,0.055,0.093,0.185,0.202,0.173,0.141,0.210,0.590,0.622,0.549,0.584,0.579,0.210,0.210,0.210,0.210,0.210,0.210,1.000,1.000,2.000,2.000,2.000,2.000,1.000,1.000,1.000,1.000,1.000,1.000,189.000,189.000,192.000,94.000,191.000,191.000,192.000,185.000,0.000,0.000,0.000,0.000
33199,33KV,105.420,107.960,117.306,129.301,118.599,120.951,114.737,99.122,106.657,121.412,119.576,103.247,184.140,211.340,209.690,209.360,204.960,198.430,170.500,166.210,217.070,199.640,225.940,185.920,2.000,4.000,3.000,1.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000
33200,33KV,100.949,105.568,116.052,144.088,142.580,127.436,117.832,116.408,117.932,131.164,121.816,107.057,236.730,216.536,248.980,277.458,256.163,239.121,230.440,229.695,231.820,239.471,247.940,228.410,5.000,5.000,6.000,7.000,5.000,3.000,3.000,2.000,5.000,6.000,3.000,5.000,70.000,10.000,57.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,95.000
33201,33KV,2.876,3.012,4.807,4.413,3.228,3.226,2.854,2.854,3.219,3.219,3.224,2.928,6.350,6.400,6.430,6.420,6.340,6.340,2.880,2.870,6.330,6.290,6.310,6.310,1.000,1.000,2.000,1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,30.000,192.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,96.000
33204,33KV,98.099,94.151,98.954,117.737,121.931,101.928,88.346,92.571,95.589,104.845,96.551,88.114,276.090,227.159,254.510,251.050,254.717,251.890,236.100,234.990,244.180,233.200,253.469,219.032,9.000,6.000,7.000,6.000,4.000,3.000,4.000,2.000,5.000,5.000,5.000,6.000,331.000,331.000,309.000,80.000,51.000,231.000,245.000,219.000,406.000,539.000,276.000,369.000
33205,33KV,95.475,86.954,94.761,108.065,93.257,97.912,97.077,78.617,81.784,101.398,91.944,85.181,274.930,225.980,237.010,250.800,219.470,205.760,187.900,185.330,244.640,225.020,222.560,207.950,3.000,4.000,4.000,1.000,1.000,0.000,1.000,0.000,2.000,0.000,2.000,4.000,276.000,314.000,198.000,112.000,64.000,36.000,0.000,66.000,129.000,26.000,105.000,380.000
33206,33KV,124.464,138.396,151.952,153.775,164.848,149.395,146.674,148.075,143.691,152.002,133.179,128.897,261.260,261.340,273.031,254.930,259.943,241.500,247.420,245.371,277.730,261.950,265.540,287.970,1.000,2.000,3.000,0.000,3.000,0.000,2.000,2.000,0.000,2.000,2.000,1.000,40.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.000
33207,22KV,104.406,103.923,103.737,116.327,115.886,119.043,110.516,106.454,113.681,110.833,107.577,100.068,223.940,220.710,154.830,240.683,172.215,252.291,145.540,136.120,167.368,160.440,320.480,185.980,5.000,2.000,6.000,1.000,1.000,2.000,2.000,2.000,2.000,3.000,2.000,1.000,8.000,16.000,0.000,2.000,0.000,19.000,0.000,0.000,0.000,0.000,21.000,0.000
33208,33KV,77.537,77.945,82.347,93.394,101.349,98.589,88.476,85.014,82.724,89.119,71.698,72.038,178.000,206.000,258.000,214.000,210.000,232.000,194.000,182.000,182.000,196.000,194.000,184.000,6.000,6.000,7.000,6.000,4.000,3.000,4.000,2.000,5.000,5.000,3.000,6.000,143.000,126.000,162.000,24.000,12.000,4.000,39.000,66.000,57.000,2.000,297.000,213.000
33209,22KV,65.963,70.302,67.362,70.218,64.839,70.576,72.303,76.325,73.075,73.471,80.280,75.762,110.320,116.530,125.436,110.900,109.780,106.590,108.360,133.870,103.540,114.320,119.200,112.620,4.000,4.000,2.000,0.000,0.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33210,22KV,60.191,52.387,55.875,57.338,60.857,61.857,58.699,55.787,54.889,52.903,41.215,58.361,122.040,115.152,132.785,116.302,136.781,135.404,116.450,114.480,112.758,108.910,124.960,117.150,6.000,2.000,2.000,0.000,1.000,1.000,2.000,3.000,3.000,2.000,1.000,3.000,1.000,13.000,142.000,1.000,25.000,71.000,0.000,1.000,5.000,6.000,90.000,1.000
33211,33KV,56.018,55.416,64.286,71.035,74.637,73.848,72.483,66.058,63.375,66.003,56.950,52.130,125.046,115.547,156.460,125.000,139.802,144.830,143.636,141.136,133.265,120.080,135.580,162.140,0.000,1.000,2.000,1.000,1.000,1.000,1.000,3.000,2.000,3.000,0.000,0.000,39.000,19.000,52.000,0.000,0.000,0.000,0.000,7.000,4.000,0.000,1.000,77.000
33212,33KV,70.474,76.757,80.011,98.226,103.802,99.061,93.168,87.558,76.094,83.243,76.522,67.194,171.887,157.796,159.535,181.145,196.735,184.681,159.820,162.427,156.146,130.731,145.190,144.100,0.000,0.000,1.000,2.000,0.000,1.000,2.000,4.000,0.000,1.000,1.000,0.000,100.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,12.000
33213,33KV,109.256,117.412,139.971,147.377,154.469,137.407,126.016,124.954,142.945,141.849,117.861,110.004,244.971,264.779,264.079,271.160,270.037,271.160,265.683,245.767,260.350,237.948,200.750,252.940,1.000,0.000,3.000,1.000,1.000,1.000,2.000,2.000,4.000,4.000,1.000,1.000,39.000,47.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,14.000
33214,22KV,109.924,115.226,130.483,147.150,156.696,149.276,127.448,121.014,122.239,130.614,112.779,105.233,173.738,178.089,184.580,203.638,217.518,217.311,163.730,182.853,168.836,187.342,163.035,176.155,1.000,2.000,1.000,1.000,1.000,0.000,3.000,2.000,4.000,3.000,2.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33215,33KV,109.257,120.680,147.623,137.030,140.898,130.759,129.685,128.937,125.550,134.641,117.067,110.318,213.790,205.780,255.640,581.153,262.955,213.510,176.224,203.430,224.840,233.540,225.390,218.760,2.000,3.000,6.000,2.000,2.000,1.000,2.000,3.000,4.000,3.000,3.000,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33218,33KV,40.885,44.435,48.848,47.719,55.495,53.657,43.696,42.235,45.278,51.888,42.922,33.834,107.080,121.144,137.220,132.710,223.810,185.350,110.476,106.790,114.200,207.960,160.870,206.940,7.000,7.000,8.000,7.000,4.000,3.000,3.000,2.000,6.000,6.000,5.000,5.000,262.000,296.000,498.000,488.000,128.000,162.000,191.000,162.000,270.000,203.000,457.000,422.000
33219,33KV,52.013,56.886,52.355,57.696,65.095,59.830,53.820,50.483,52.695,57.554,52.179,48.659,126.606,138.986,203.730,119.420,152.663,211.082,177.790,115.559,118.241,200.510,124.090,143.830,5.000,6.000,8.000,7.000,5.000,3.000,4.000,2.000,6.000,7.000,5.000,6.000,186.000,245.000,154.000,45.000,90.000,53.000,121.000,73.000,88.000,60.000,105.000,189.000
33220,22KV,131.038,138.443,144.896,145.860,155.534,153.089,151.017,146.941,149.757,156.321,144.497,136.681,183.000,200.000,216.000,177.000,226.000,247.000,211.000,184.000,185.000,183.000,193.000,189.000,1.000,2.000,3.000,1.000,1.000,2.000,3.000,2.000,3.000,4.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33221,22KV,109.704,121.566,127.099,137.490,147.874,125.521,116.623,116.860,120.120,126.199,112.043,108.398,691.000,227.000,198.000,198.000,304.000,513.000,195.000,190.000,177.000,194.000,205.000,221.000,1.000,3.000,3.000,2.000,2.000,2.000,2.000,2.000,3.000,3.000,2.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,2.000
33222,33KV,89.701,102.918,111.891,116.493,114.490,109.882,107.055,103.648,101.399,106.533,98.241,89.207,1173.079,285.743,204.120,1576.489,654.626,181.749,165.176,163.518,216.280,210.610,281.460,269.720,5.000,4.000,3.000,3.000,1.000,1.000,2.000,1.000,1.000,3.000,3.000,3.000,137.000,50.000,0.000,32.000,28.000,0.000,0.000,0.000,57.000,0.000,90.000,100.000
33223,33KV,88.955,96.322,101.269,113.605,112.433,108.568,104.063,100.016,97.879,105.158,94.296,85.719,1175.013,227.050,188.520,1580.494,755.582,497.599,164.900,161.999,195.700,216.551,239.620,227.190,5.000,4.000,3.000,3.000,1.000,1.000,2.000,1.000,0.000,2.000,2.000,2.000,112.000,4.000,0.000,31.000,4.000,1.000,0.000,0.000,0.000,1.000,2.000,4.000
33224,33KV,25.278,33.697,24.058,22.155,27.323,27.173,31.909,31.980,27.852,28.186,28.662,28.489,163.520,177.467,36.740,33.420,35.080,34.660,34.110,34.110,33.700,36.460,37.430,36.740,0.000,2.000,1.000,2.000,1.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,6.000,71.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33226,33KV,117.383,127.198,138.433,152.953,163.025,148.916,142.913,137.180,131.693,142.976,128.765,116.689,305.350,307.150,246.797,340.570,389.737,312.950,246.244,232.296,230.090,231.050,296.100,248.040,6.000,6.000,4.000,5.000,3.000,2.000,2.000,2.000,3.000,5.000,3.000,4.000,52.000,88.000,0.000,22.000,80.000,3.000,0.000,0.000,0.000,0.000,62.000,12.000
33227,33KV,117.060,126.151,138.286,151.006,158.990,149.249,142.957,137.219,131.414,142.946,127.534,116.449,306.040,304.250,246.659,402.310,909.848,312.398,244.173,232.710,228.700,230.360,236.160,251.350,6.000,6.000,4.000,5.000,2.000,2.000,2.000,2.000,3.000,6.000,3.000,5.000,52.000,8.000,0.000,4.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,14.000
33229,33KV,99.845,95.073,108.468,118.775,129.208,124.638,126.037,127.140,142.568,171.219,142.654,133.907,246.750,240.180,231.690,225.840,231.000,233.020,268.950,267.550,262.120,272.840,222.930,236.900,2.000,6.000,5.000,1.000,1.000,1.000,2.000,4.000,4.000,2.000,2.000,3.000,101.000,128.000,29.000,0.000,0.000,0.000,8.000,12.000,0.000,0.000,0.000,0.000
33230,33KV,46.007,52.187,57.963,67.808,68.941,64.740,48.498,42.972,19.544,15.580,17.998,17.842,136.322,118.763,125.070,140.148,128.253,129.621,125.963,120.960,119.141,98.180,94.521,123.300,2.000,1.000,1.000,1.000,1.000,1.000,2.000,2.000,1.000,2.000,3.000,3.000,119.000,21.000,24.000,18.000,0.000,2.000,39.000,110.000,1206.000,1307.000,1180.000,1279.000
33231,33KV,103.244,112.788,125.097,135.285,156.408,141.019,133.101,129.763,126.989,140.968,117.726,108.413,254.000,272.000,256.000,270.000,268.000,272.000,262.000,256.000,258.000,980.000,232.000,220.000,1.000,1.000,2.000,0.000,1.000,1.000,1.000,2.000,2.000,2.000,1.000,1.000,33.000,20.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000
33232,33KV,126.623,132.455,141.128,151.127,166.735,161.695,156.220,147.619,149.384,152.788,127.955,118.076,274.000,274.000,276.000,272.000,284.000,284.000,248.000,250.000,242.000,226.000,224.000,218.000,1.000,2.000,2.000,1.000,1.000,1.000,3.000,2.000,3.000,1.000,2.000,1.000,9.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33233,33KV,117.127,125.514,134.954,138.719,137.477,141.803,133.091,131.309,133.674,140.112,123.312,119.661,448.000,240.000,266.000,254.000,236.000,318.000,222.000,202.000,230.000,242.000,192.000,270.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,2.000,0.000,0.000,80.000,0.000,0.000,0.000,0.000,41.000,0.000,0.000,0.000,0.000,0.000,82.000
33234,33KV,96.065,102.982,114.314,124.431,125.597,123.554,119.227,113.596,105.956,116.057,103.211,90.322,234.000,176.000,254.000,228.000,224.000,224.000,188.000,180.000,180.000,224.000,188.000,154.000,0.000,0.000,1.000,2.000,1.000,1.000,2.000,1.000,0.000,2.000,0.000,0.000,8.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33235,33KV,62.877,44.384,38.643,31.219,53.518,20.351,19.646,26.568,19.510,57.643,19.903,17.001,130.000,106.000,120.000,198.000,168.000,28.000,28.000,168.000,82.000,116.000,58.000,26.000,2.000,3.000,2.000,2.000,1.000,0.000,0.000,1.000,0.000,2.000,0.000,0.000,2.000,55.000,182.000,130.000,176.000,0.000,0.000,44.000,9.000,2.000,48.000,0.000
33236,33KV,134.240,137.271,146.931,165.954,166.813,160.252,151.210,143.638,144.180,156.855,113.730,102.231,240.000,230.000,234.000,240.000,268.000,240.000,248.000,226.000,224.000,432.000,208.000,222.000,5.000,2.000,3.000,1.000,1.000,1.000,1.000,3.000,3.000,2.000,1.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,18.000
33237,22KV,103.171,109.429,118.924,122.411,130.190,134.742,126.992,118.911,119.641,123.434,103.757,103.083,168.000,175.000,170.000,179.000,189.000,223.000,166.000,185.000,160.000,171.000,159.000,157.000,2.000,3.000,1.000,0.000,6.000,2.000,1.000,3.000,3.000,3.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33238,33KV,64.944,65.885,84.798,77.715,86.839,87.527,83.217,77.086,76.011,78.981,62.251,59.176,184.000,162.000,194.000,202.000,184.000,212.000,126.000,122.000,344.000,1780.000,178.000,114.000,0.000,1.000,4.000,2.000,5.000,1.000,4.000,2.000,1.000,4.000,1.000,0.000,96.000,35.000,16.000,3.000,16.000,22.000,0.000,0.000,83.000,94.000,28.000,0.000
33239,33KV,108.678,117.435,124.757,133.665,120.189,117.065,121.541,113.174,103.563,114.299,100.609,90.574,338.000,252.000,284.000,226.000,194.000,230.000,244.000,196.000,184.000,178.000,188.000,234.000,5.000,3.000,4.000,1.000,2.000,1.000,2.000,2.000,2.000,1.000,0.000,1.000,279.000,33.000,56.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,2.000
33240,33KV,125.941,151.427,145.424,158.538,169.563,162.024,160.791,151.212,152.927,166.389,142.500,127.132,288.000,258.000,282.000,268.000,288.000,288.000,238.000,248.000,268.000,260.000,256.000,236.000,2.000,2.000,3.000,3.000,2.000,1.000,3.000,3.000,3.000,3.000,3.000,1.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33243,22KV,57.520,54.277,55.246,70.022,64.482,64.538,52.521,51.827,52.540,60.689,51.319,46.583,117.000,143.000,170.000,155.000,1123.000,1121.000,125.000,166.000,89.000,146.000,131.000,102.000,4.000,7.000,6.000,6.000,2.000,3.000,3.000,2.000,3.000,5.000,3.000,4.000,1.000,86.000,8.000,39.000,1.000,282.000,30.000,14.000,0.000,56.000,2.000,5.000
33244,22KV,96.243,103.095,91.632,114.322,116.316,122.119,114.227,109.626,110.882,111.773,98.262,90.933,243.000,158.000,532.000,168.000,774.000,231.000,163.000,158.000,176.000,252.000,209.000,144.000,4.000,3.000,3.000,2.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,1.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000
33245,33KV,120.906,124.983,124.120,148.039,150.486,133.187,132.070,124.311,120.241,127.890,115.220,109.014,246.000,252.000,218.000,262.000,232.000,250.000,216.000,196.000,200.000,206.000,198.000,250.000,5.000,5.000,5.000,6.000,2.000,3.000,2.000,3.000,4.000,5.000,2.000,5.000,36.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000
33246,33KV,122.065,122.994,145.948,160.642,159.936,153.662,148.931,140.721,135.147,145.492,133.952,125.260,220.000,380.000,272.000,1382.000,258.000,272.000,204.000,260.000,226.000,214.000,212.000,230.000,2.000,6.000,5.000,4.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,0.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33247,33KV,42.992,45.164,48.053,50.880,55.718,52.376,51.343,48.232,47.089,54.555,46.481,43.238,122.000,122.000,102.000,100.000,172.000,102.000,90.000,92.000,104.000,160.000,100.000,122.000,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,122.000,128.000,18.000,0.000,28.000,0.000,0.000,0.000,29.000,204.000,22.000,45.000
33248,33KV,47.451,49.325,53.895,58.156,59.083,57.325,56.290,54.445,54.951,57.079,50.054,48.423,122.000,78.000,82.000,346.000,340.000,78.000,340.000,76.000,104.000,76.000,70.000,84.000,0.000,0.000,0.000,2.000,1.000,1.000,2.000,1.000,2.000,5.000,0.000,0.000,60.000,0.000,0.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
33249,33KV,97.903,92.709,116.876,112.850,142.887,136.806,133.210,126.463,128.615,142.479,121.422,112.062,189.600,205.000,209.000,227.300,227.300,220.500,251.600,220.500,194.100,230.700,269.900,173.400,5.000,3.000,5.000,3.000,1.000,0.000,1.000,2.000,3.000,3.000,1.000,1.000,0.000,58.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
33250,33KV,95.649,91.014,115.136,111.490,141.590,135.686,129.936,120.336,110.155,115.387,120.346,109.925,189.600,204.900,209.400,225.600,225.500,221.600,251.200,221.600,193.800,168.800,414.500,172.900,5.000,4.000,5.000,3.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,77.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
33251,33KV,90.814,96.840,105.910,125.621,114.098,115.357,113.056,109.738,103.164,113.593,99.500,91.162,160.100,426.900,254.200,222.500,603.700,217.500,163.600,160.200,222.800,221.600,208.500,194.400,1.000,2.000,2.000,1.000,1.000,1.000,3.000,3.000,2.000,3.000,0.000,1.000,0.000,2.000,2.000,0.000,4.000,0.000,0.000,0.000,13.000,0.000,3.000,4.000
