SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS_x,DESTINATION_SS_x,COMMISSIONEDDATE,NO_OF_SEGMENT,SWNO,VOLTAGE,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12,Num_Faults,SWITCH_NO,SOURCE_SS_y,FAULT_FROM_SWITCH,DESTINATION_SS_y,FAULT_TO_SWITCH,FAULT_VOLTAGE,FAULT_DIVISION,FAULT_TIME_DIFFERENCE_HOURS_AVG,FAULT_LATEST_OUTAGE_TIME,IR_Measurement_MOhm,Tan_Delta,Partial_Discharge_Frequency,Partial_Discharge_Intensity
220BOR05,33350,5269.800,SWNO_220BOR05 → SWNO_33350,XLPE,3.0,Y,AL,,AL,3000.0,3034,AS PER HT SLD,220kV BORIVALI REC-STN,KADAMWADI REC-STN,2023-03-24 00:00:00+00:00,1,33350,33KV,33.060,31.762,27.233,23.241,16.725,14.451,0.000,0.000,16.159,19.657,19.601,25.648,15.000,4.000,3.000,16.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,2.000,0,,,,,,,,,,,,,
220BOR09,33018,3057.800,JT.NO.12 → JT.NO.12A -> JT.NO.12A → SWNO_33018 -> SWNO_220BOR09 → JT.NO.12 -> SWNO_220BOR09 → SWNO_33018,XLPE,3.0,Y,AL,HT33KV6908556117,AL,4000.0,3034,,220kV BORIVALI REC-STN,POISAR REC-STN,2024-01-11 00:00:00+00:00,8,33018,33KV,75.659,37.879,31.945,40.372,53.710,43.012,0.000,0.000,42.221,76.493,80.262,92.693,24.000,4.000,3.000,1.000,1.000,0.000,0.000,0.000,1.000,9.000,0.000,0.000,1,220BOR09,220KV BORIVALI REC-STN,220BOR09,POISAR REC-STN,33018,33KV,MALAD,0.260,2018-12-13 19:37:00+00:00,,,,
220BOR13,33287,3133.700,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.19A -> JT.NO.19A → SWNO_33287 -> JT.NO.2 → JT.NO.3 -> JT.NO.3 → JT.NO.3D -> JT.NO.3A → JT.NO.4 -> JT.NO.3B → JT.NO.3C -> JT.NO.3C → JT.NO.3A -> JT.NO.3D → JT.NO.3B -> JT.NO.4 → JT.NO.5 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10 -> SWNO_220BOR13 → JT.NO.1,XLPE,3.0,Y,AL,,AL,4000.0,4043,,220kV BORIVALI REC-STN,HIRANANDANI HERITAGE R/S,2014-06-02 00:00:00+00:00,25,33287,33KV,70.513,67.146,62.871,69.746,93.992,93.959,,,90.043,86.696,69.400,85.678,1.000,0.000,1.000,0.000,1.000,0.000,,,0.000,0.000,0.000,0.000,2,220BOR13,220KV BORIVALI REC-STN,220BOR13,HIRANANDANI HERITAGE RECEIVING STATION,33287,33KV,BORIWALI,0.591,2024-06-18 21:17:00+00:00,,,,
220BOR15,33351,5279.300,SWNO_220BOR15 → SWNO_33351,XLPE,3.0,Y,AL,,AL,3000.0,3034,AS PER HT SLD,220kV BORIVALI REC-STN,KADAMWADI REC-STN,2023-02-23 00:00:00+00:00,1,33351,33KV,18.545,16.634,15.889,28.385,33.509,25.831,0.000,0.000,20.898,22.957,18.536,23.638,1.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1,33351,220KV BORIVALI REC-STN,220BOR15,KADAMWADI REC-STN,33351,33KV,MALAD,0.199,2023-03-27 21:08:03+00:00,,,,
220BOR17,33134,4315.300,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.09A -> JT.NO.09A → JT.NO.09B -> JT.NO.09B → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.19 → JT.NO.19A -> JT.NO.19 → JT.NO.20 -> JT.NO.19A → JT.NO.20 -> JT.NO.19B → JT.NO.19A -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 -> TATA'S BORIVALI REC-STN TO TIMES OF INDIA REC-STN,XLPE,3.0,Y,AL,<Null>,AL,4000.0,4043,,TATA'S BORIVALI REC-STN,TIMES OF INDIA REC-STN,2024-01-15 00:00:00+00:00,31,33134,33KV,87.763,75.827,71.995,70.275,61.944,81.372,0.000,0.000,73.003,79.663,61.750,68.567,7.000,2.000,1.000,0.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1,220BOR17,220KV BORIVALI REC-STN,220BOR17,TIMES OF INDIA REC-STN,33134,33KV,MALAD,3.184,2018-05-24 15:25:00+00:00,,,,
220BOR23,33010,2660.200,SWNO_220BOR23 → SWNO_33010,XLPE,3.0,Y,AL,HT33KV6908556121,AL,4000.0,3034,,220kV BORIVALI REC-STN,POISAR REC-STN,2018-02-22 00:00:00+00:00,8,33010,33KV,73.762,74.425,69.737,69.575,74.533,63.310,0.000,0.000,75.535,67.412,,,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,1,220BOR23,220KV BORIVALI REC-STN,220BOR23,POISAR REC-STN,33010,33KV,MALAD,0.498,2018-02-18 14:27:00+00:00,,,,
220BOR24,33213,3153.200,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.05A -> JT.NO.05A → JT.NO.05B -> JT.NO.05B → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.11A -> JT.NO.11A → JT.NO.11B -> JT.NO.11B → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.17A -> JT.NO.17A → JT.NO.17B -> JT.NO.17B → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → SWNO_33213 -> SWNO_220BOR24 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561POQ,AL,4000.0,4043,,220kV BORIVALI REC-STN,DAHISAR REC-STN,2015-04-15 00:00:00+00:00,25,33213,33KV,70.345,69.160,73.202,74.070,91.313,88.717,0.000,0.000,77.452,64.105,53.480,70.371,1.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2,220BOR24,220KV BORIVALI REC-STN,220BOR24,DAHISAR REC-STN,33213,33KV,BORIWALI,38.443,2023-07-25 12:53:00+00:00,,,,
220BOR27,33288,3178.300,JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → SWNO_33288 -> JT.NO.2 → JT.NO.3 -> JT.NO.4 → JT.NO.5 -> JT.NO.5 → JT.NO.6 -> JT.NO.6 → JT.NO.6A -> JT.NO.6A → JT.NO.6B -> JT.NO.6B → JT.NO.7 -> JT.NO.7 → JT.NO.8 -> JT.NO.8 → JT.NO.9 -> JT.NO.9 → JT.NO.10 -> SWNO_220BOR27 → JT.NO.1,XLPE,3.0,Y,AL,,AL,4000.0,4043,,220kV BORIVALI REC-STN,HIRANANDANI HERITAGE R/S,2014-05-30 00:00:00+00:00,23,33288,33KV,80.099,82.351,75.597,83.755,125.305,93.068,0.000,0.000,86.755,85.673,69.550,81.381,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,220BOR27,220KV BORIVALI REC-STN,220BOR27,HIRANANDANI HERITAGE RECEIVING STATION,33288,33KV,BORIWALI,0.221,2024-05-17 16:04:00+00:00,,,,
220CHE02,33215,2724.000,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17,XLPE,3.0,Y,AL,,AL,7000.0,7072,,220kV CHEMBUR REC-STN,NATWAR PAREKH REC-STN,,18,33215,33KV,31.887,35.937,40.623,48.850,42.307,36.782,0.000,0.000,24.401,32.216,34.425,34.157,0.000,0.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,220CHE02,220KV CHEMBUR REC-STN,220CHE02,NATWAR PAREKH REC-STN,33215,33KV,CHEMBUR,0.408,2019-03-02 17:25:00+00:00,,,,
220CHE04,33082,4482.757,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.64 -> JT.NO.64 → JT.NO.65 -> JT.NO.65 → JT.NO.66 -> JT.NO.66 → JT.NO.67 -> JT.NO.67 → JT.NO.68 -> JT.NO.68 → JT.NO.69 -> JT.NO.69 → JT.NO.70 -> JT.NO.70,XLPE,3.0,Y,AL,HT33KV6908561NTK,AL,7000.0,7072,,220kV CHEMBUR REC-STN,TILAK NAGAR REC-STN,2023-01-06 00:00:00+00:00,27,33082,33KV,61.039,63.507,56.780,81.143,76.315,54.594,0.000,0.000,71.897,56.955,53.443,57.623,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7,220CHE04,220KV CHEMBUR REC-STN,220CHE04,TILAK NAGAR REC-STN,33082,33KV,CHEMBUR,0.828,2024-05-23 01:51:00+00:00,,,,
220CHE11,33249,4227.005,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.28 -> JT.NO.28 → SWNO_33250 -> SWNO_220CHE11 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561MFH,AL,7000.0,7072,,220kV CHEMBUR REC-STN,MHADA SAHAKAR NGR REC-STN,2018-12-12 00:00:00+00:00,29,33249,33KV,47.239,49.705,46.924,43.804,62.277,53.480,0.000,0.000,58.592,61.843,55.459,58.113,15.000,6.000,13.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0,,,,,,,,,,,,,
220CHE14,1175,3960.800,JT.NO.01 → JT.NO.01A -> JT.NO.01A → JT.NO.01B -> JT.NO.01B → JT.NO.01C -> JT.NO.01C → JT.NO.01D -> JT.NO.01D → JT.NO.01E -> JT.NO.01E → JT.NO.01F -> JT.NO.01F → JT.NO.01G -> JT.NO.01G → JT.NO.01H -> JT.NO.01H → JT.NO.01J -> JT.NO.01J → JT.NO.01K -> JT.NO.01K → JT.NO.01M -> JT.NO.01M → JT.NO.01N -> JT.NO.01N → JT.NO.01P -> JT.NO.01P → JT.NO.02 -> JT.NO.02 → JT.NO.02A -> JT.NO.02A → JT.NO.02B -> JT.NO.02B → JT.NO.02C -> JT.NO.02C → JT.NO.02D -> JT.NO.02D → JT.NO.02E -> JT.NO.02E → JT.NO.02F -> JT.NO.02F → SWNO_01175 -> SWNO_220CHE14 → JT.NO.01,XLPE,1.0,Y,AL,,AL,7000.0,7072,,220kV CHEMBUR REC-STN,ANIK R/S,,22,1175,33KV,39.644,42.867,43.969,50.031,46.947,105.951,0.000,0.000,30.416,30.312,24.030,31.274,5.000,1.000,3.000,6.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,1.000,0,,,,,,,,,,,,,
220CHE16,33109,3972.777,JT.NO.31 → JT.NO.34 -> JT.NO.33 → JT.NO.85 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.35A -> JT.NO.35A → JT.NO.35B -> JT.NO.35B → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.40 → JT.NO.40A -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → JT.NO.42 -> JT.NO.42 → JT.NO.43 -> JT.NO.43 → SWNO_33109 -> JT.NO.76 → JT.NO.32 -> JT.NO.77 → JT.NO.76 -> JT.NO.78 → JT.NO.77 -> JT.NO.79 → JT.NO.78 -> JT.NO.80 → JT.NO.79 -> JT.NO.81 → JT.NO.80 -> JT.NO.82 → JT.NO.81 -> JT.NO.83 → JT.NO.82 -> JT.NO.84 → JT.NO.83 -> JT.NO.85 → JT.NO.84 -> SWNO_220CHE16 → JT.NO.33,XLPE,3.0,Y,AL,HT33KV6908561PGY,AL,7000.0,7074,,220kV CHEMBUR REC-STN,SHIVAJI NAGAR REC-STN,2022-11-09 00:00:00+00:00,26,33109,33KV,35.417,44.699,43.829,59.094,72.211,59.911,0.000,0.000,34.802,42.486,39.318,38.657,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11,220CHE16,220KV CHEMBUR REC-STN,220CHE16,SHIVAJI NAGAR REC-STN,33109,33KV,CHEMBUR,1.385,2023-05-24 21:52:00+00:00,,,,
220CHE27,33115,1158.300,JT.NO.00 → JT.NO.00,XLPE,3.0,Y,AL,HT33KV6908561O13,AL,7000.0,7072,,220kV CHEMBUR REC-STN,ACROPOLIS REC-STN,,7,33115,33KV,25.009,35.790,25.747,41.790,51.224,39.995,0.000,0.000,33.117,46.623,26.854,32.955,0.000,3.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0,,,,,,,,,,,,,
220CHE28,33070,3472.100,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19,XLPE,3.0,Y,AL,,AL,7000.0,7072,,220kV CHEMBUR REC-STN,CHHEDA NAGAR REC-STN,2021-02-05 00:00:00+00:00,20,33070,33KV,77.711,75.780,100.575,101.756,75.899,57.646,0.000,0.000,77.214,78.914,64.515,77.056,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9,220AAR90 | 220CHE28,220KV AAREY REC-STN | 220KV CHEMBUR REC-STN,220AAR90 | 220CHE28,CHHEDA NAGAR REC-STN,33070,33KV,CHEMBUR,0.842,2022-11-21 12:10:00+00:00,,,,
220CHE30,33052,3391.142,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → SWNO_33052 -> SWNO_220CHE30 → JT.NO.01,XLPE,3.0,Y,AL,,AL,7000.0,7072,,220kV CHEMBUR REC-STN,TILAK NAGAR REC-STN,2024-04-26 00:00:00+00:00,21,33052,33KV,70.484,68.747,67.832,75.626,95.385,60.089,0.000,0.000,74.211,73.888,66.373,69.365,0.000,1.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5,T22CHE04,TATA S CHEMBUR REC-STN | TATA`S CHEMBUR REC-STN,T22CHE04,TILAK NAGAR REC-STN,33052,22KV,CHEMBUR,1.232,2021-06-07 18:40:00+00:00,,,,
220CHE32,33116,1148.950,JT.NO.1 -> JT.NO.1 → JT.NO.1A -> JT.NO.1A → JT.NO.1B -> JT.NO.1B → JT.NO.1C -> JT.NO.1C → JT.NO.1D -> JT.NO.1D → JT.NO.1E -> JT.NO.1E → SWNO_33116,XLPE,1.0,Y,AL,,AL,7000.0,7072,,220kV CHEMBUR REC-STN,ACROPOLIS REC-STN,2023-05-10 00:00:00+00:00,7,33116,33KV,23.523,36.023,25.770,28.281,29.638,22.097,0.000,0.000,26.472,37.093,40.613,27.795,0.000,2.000,2.000,2.000,1.000,0.000,0.000,0.000,0.000,5.000,5.000,3.000,0,,,,,,,,,,,,,
220CHE32,33238,3161.533,SWNO_33238,XLPE,1.0,Y,AL,,AL,7000.0,7072,,220KV CHEMBUR REC-STN,MHADA MANKHURD RECEIVING STATION,2022-12-01 00:00:00+00:00,1,33238,33KV,32.787,29.821,37.161,75.200,23.400,45.533,0.000,0.000,74.000,38.867,35.931,27.226,3.000,1.000,1.000,6.000,1.000,1.000,0.000,0.000,4.000,1.000,2.000,0.000,13,220CHE32,220KV CHEMBUR REC-STN,220CHE32,MHADA MANKHURD REC- STATION | MHADA MANKHURD RECEIVING STATION,33238,33KV,CHEMBUR,63.547,2024-08-06 11:21:00+00:00,,,,
220CHE38,33055,3757.800,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → JT.NO.37 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.39 → JT.NO.40 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → SWNO_33055,XLPE,3.0,Y,AL,HT33KV6908545735,AL,7000.0,7072,,220kV CHEMBUR REC-STN,SHIVAJI NAGAR REC-STN,2022-12-23 00:00:00+00:00,28,33055,33KV,47.167,50.251,47.348,45.204,48.236,45.741,0.000,0.000,46.138,45.616,51.152,48.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10,220CHE38 | 33055,220KV CHEMBUR REC-STN,220CHE38,SHIVAJI NAGAR REC-STN,33055,33KV,CHEMBUR,0.628,2021-05-21 02:23:00+00:00,,,,
220CHE40,33251,4144.900,JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.11 -> JT.NO.1 → JT.NO.2 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.2 → JT.NO.1 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → SWNO_33252 -> SWNO_220CHE40 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908561MFH,AL,7000.0,7071,,220kV CHEMBUR REC-STN,MHADA SAHAKAR NGR REC-STN,2018-12-12 00:00:00+00:00,27,33251,33KV,48.125,52.602,42.985,47.980,60.880,45.397,0.000,0.000,42.175,47.993,40.331,46.235,0.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,,,,,
220GHO22,33045,4548.125,JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.4A -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 → JT.NO.12 -> JT.NO.12 → JT.NO.13 -> JT.NO.13 → JT.NO.14 -> JT.NO.14 → JT.NO.15 -> JT.NO.15 → JT.NO.16 -> JT.NO.16 → JT.NO.17 -> JT.NO.17 → JT.NO.18 -> JT.NO.18 → JT.NO.19 -> JT.NO.19 → JT.NO.20 -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → SWNO_33045 -> JT.NO.4A → JT.NO.4B -> JT.NO.4B → JT.NO.05 -> SWNO_220GHO22 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV0000027723,AL,5000.0,5052,,220kV GHODBUNDER REC-STN,BHAYANDAR REC-STN,2019-08-14 00:00:00+00:00,26,33045,33KV,166.846,174.190,170.107,151.969,120.760,115.302,0.000,0.000,187.088,170.201,120.586,153.014,9.000,8.000,8.000,4.000,3.000,5.000,0.000,0.000,2.000,4.000,3.000,5.000,4,220GHO22,220KV GHODBUNDER REC-STN,220GHO22,BHAYANDAR REC-STN,33045,33KV,BORIWALI | MIRABHAINDER,1.659,2024-08-24 17:01:00+00:00,,,,
