SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS_x,DESTINATION_SS_x,COMMISSIONEDDATE,NO_OF_SEGMENT,SWNO,VOLTAGE,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12,Num_Faults,SWITCH_NO,SOURCE_SS_y,FAULT_FROM_SWITCH,DESTINATION_SS_y,FAULT_TO_SWITCH,FAULT_VOLTAGE,FAULT_DIVISION,FAULT_TIME_DIFFERENCE_HOURS_AVG,FAULT_LATEST_OUTAGE_TIME,IR_Measurement_MOhm,Tan_Delta,Partial_Discharge_Frequency,Partial_Discharge_Intensity
33114,33095,1308.100,JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 -> SWNO_33114 → JT.NO.02,XLPE,3.0,Y,AL,HT33KV6908561M0J,AL,3000.0,3033,,MAHANANDA REC-STN,NIRLON REC-STN,,7,33095,33KV,93.098,105.728,112.899,119.030,128.072,113.769,0.000,0.000,104.369,112.010,100.994,95.020,8.000,8.000,11.000,7.000,6.000,7.000,0.000,0.000,2.000,5.000,7.000,5.000,0,,,,,,,,,,,,,
33148,33149,14.953,INTERLINK CABLE,XLPE,3.0,Y,AL,HT22KV6908561Q1Z,AL,1000.0,1011,DISCONNECTED,BOMBILWADI REC-STN,BOMBILWADI REC-STN,2021-09-28 00:00:00+00:00,1,33149,,,,,,,,,,,,,,,,,,,,,,,,,,21,T22DHA42 | T22DHAH05 | T22DHA42(10 MVA) | 33149,TATA S DHARAVI REC-STN | TATA`S DHARAVI REC-STN | TATAS DHARAVI REC-STN | TATA DHARAVI REC,T22DHA42 | T22DHAH05,BOMBILWADI REC-STN,33149,22KV,VANDRE,0.467,2022-06-08 23:06:48+00:00,,,,
33161,33159,1853.600,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10,XLPE,3.0,Y,AL,,AL,3000.0,3033,,MAHANANDA,NIRLON REC-STN,,11,33159,33KV,72.327,77.421,89.732,88.042,98.987,85.110,0.000,0.000,88.115,89.012,82.753,65.996,9.000,8.000,10.000,6.000,4.000,8.000,0.000,0.000,2.000,4.000,6.000,4.000,3,220GOR28 | 220GORE28,220KV GOREGAON REC-STN | CAMA REC-STN | AAREY REC-STN,220GOR28 | 33049 | 33161,NIRLON REC-STN,33159,33KV,MALAD,1.367,2020-07-03 19:09:00+00:00,,,,
33164,33279,1287.500,JT.NO.01 -> JT.NO.01 → JT.NO.02 -> JT.NO.02 → JT.NO.03 -> JT.NO.03 → JT.NO.04 -> JT.NO.04 → JT.NO.05 -> JT.NO.05 → JT.NO.06 -> JT.NO.06 → JT.NO.07 -> JT.NO.07 → SWNO_33279,XLPE,3.0,Y,AL,,AL,3000.0,3033,DISCONNECTED,MAHANANDA REC-STN,NESCO RECEIVING STATION,2019-08-08 00:00:00+00:00,8,33279,33KV,63.548,66.688,69.110,76.376,73.736,65.330,0.000,0.000,,,84.242,72.877,10.000,9.000,11.000,6.000,4.000,6.000,0.000,0.000,,,0.000,5.000,0,,,,,,,,,,,,,
33165,33035,50.000,SWNO_33165 → SWNO_33035,XLPE,3.0,Y,AL,,AL,3000.0,3033,DISCONNECTED,MAHANANDA REC-STN,MAHANANDA REC-STN,,1,33035,33KV,47.066,52.060,53.262,56.636,47.067,41.642,0.000,0.000,91.737,57.643,42.797,43.413,1.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,3.000,5.000,1.000,3.000,0,,,,,,,,,,,,,
33188,33201,3943.000,JT.NO.19B → SWNO_33201 -> JT.NO.20 → JT.NO.19B -> JT.NO.21 → JT.NO.20 -> JT.NO.22 → JT.NO.21 -> JT.NO.22A → JT.NO.22 -> JT.NO.23 → JT.NO.22A -> JT.NO.24 → JT.NO.23 -> JT.NO.25 → JT.NO.24 -> JT.NO.26 → JT.NO.26A -> JT.NO.26A → JT.NO.25 -> JT.NO.27 → JT.NO.26 -> JT.NO.28 → JT.NO.27 -> JT.NO.29 → JT.NO.28 -> JT.NO.30 → JT.NO.29 -> JT.NO.31 → JT.NO.30 -> JT.NO.32 → JT.NO.31 -> JT.NO.33 → JT.NO.32 -> JT.NO.34 → JT.NO.33 -> JT.NO.35 → JT.NO.34 -> JT.NO.36 → JT.NO.35 -> JT.NO.37 → JT.NO.36 -> JT.NO.38 → JT.NO.37 -> JT.NO.39 → JT.NO.38 -> JT.NO.40 → JT.NO.39 -> JT.NO.41 → JT.NO.40 -> JT.NO.42 → JT.NO.41 -> JT.NO.43 → JT.NO.42 -> SWNO_33188 → JT.NO.42,XLPE,3.0,Y,AL,,AL,2000.0,2023,AS PER HT SLD,HINDUSTAN UNILEVER REC-STN,SAHAR PLAZA REC-STN,2025-04-01 00:00:00+00:00,30,33201,33KV,0.015,0.014,0.374,0.539,,,,,,,0.020,0.021,0.000,0.000,14.000,0.000,,,,,,,0.000,0.000,0,,,,,,,,,,,,,
33192,33198,95.000,SWNO_33192 → SWNO_33198,XLPE,3.0,Y,AL,,AL,4000.0,4043,,KANAKIA CCI REC-STN,KANAKIA CCI REC-STN,,1,33198,22KV,0.000,0.000,0.020,0.036,0.019,0.019,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,5.000,30.000,7.000,1.000,0.000,0.000,0.000,0.000,0.000,,0,,,,,,,,,,,,,
33203,33186,6177.900,JT.NO.19B → JT.NO.20 -> JT.NO.19B → SWNO_33186 -> JT.NO.20 → JT.NO.19B -> JT.NO.20 → JT.NO.21 -> JT.NO.21 → JT.NO.20 -> JT.NO.21 → JT.NO.22 -> JT.NO.22 → JT.NO.21 -> JT.NO.22 → JT.NO.23 -> JT.NO.23 → JT.NO.22 -> JT.NO.23 → JT.NO.24 -> JT.NO.24 → JT.NO.23 -> JT.NO.24 → JT.NO.25 -> JT.NO.25 → JT.NO.24 -> JT.NO.25 → JT.NO.26 -> JT.NO.26 → JT.NO.25 -> JT.NO.26 → JT.NO.27 -> JT.NO.27 → JT.NO.26 -> JT.NO.27 → JT.NO.37 -> JT.NO.28 → JT.NO.27 -> JT.NO.29 → JT.NO.28 -> JT.NO.30 → JT.NO.29 -> JT.NO.31 → JT.NO.30 -> JT.NO.33 → JT.NO.44 -> JT.NO.34 → JT.NO.33 -> JT.NO.35 → JT.NO.34 -> JT.NO.36 → JT.NO.35 -> JT.NO.37 → JT.NO.38 -> JT.NO.38 → JT.NO.39 -> JT.NO.38 → JT.NO.45 -> JT.NO.39 → JT.NO.38 -> JT.NO.39 → JT.NO.40 -> JT.NO.40 → JT.NO.39 -> JT.NO.40 → JT.NO.41 -> JT.NO.41 → JT.NO.40 -> JT.NO.41 → JT.NO.42 -> JT.NO.42 → JT.NO.41 -> JT.NO.42 → SWNO_33186 -> JT.NO.43 → JT.NO.42 -> JT.NO.44 → JT.NO.31 -> JT.NO.45 → JT.NO.46 -> JT.NO.46 → JT.NO.36 -> SWNO_33203 → JT.NO.19B -> SWNO_33203 → JT.NO.43,XLPE,3.0,Y,AL,,AL,2000.0,2023,CABLEFAULT,SAHAR PLAZA REC-STN,HINDUSTAN UNILEVER REC-STN,2016-11-21 00:00:00+00:00,43,33186,33KV,0.259,0.264,0.247,0.228,,,,,,,0.340,0.281,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,2,33203 | 220SAK27,SAHAR PLAZA REC-STN,33203,HINDUSTAN UNILEVER REC-STN,33186,33KV,ANDHERI,1.187,2021-05-17 06:40:00+00:00,,,,
33211,33139,2862.700,JT.NO.28 → JT.NO.29 -> JT.NO.28A → JT.NO.28 -> JT.NO.28B → JT.NO.28A -> JT.NO.28C → JT.NO.28B -> JT.NO.28D → JT.NO.28C -> JT.NO.28E → JT.NO.28C -> JT.NO.28G → JT.NO.28F -> JT.NO.28H → JT.NO.28G -> JT.NO.28J → JT.NO.28H -> JT.NO.29 → JT.NO.29A -> JT.NO.29A → JT.NO.29B -> JT.NO.29C → JT.NO.30 -> JT.NO.30 → JT.NO.31 -> JT.NO.31 → JT.NO.32 -> JT.NO.32 → JT.NO.33 -> JT.NO.33 → JT.NO.34 -> JT.NO.34 → JT.NO.35 -> JT.NO.35 → JT.NO.36 -> JT.NO.36 → SWNO_33139 -> SWNO_33211 → JT.NO.28J,XLPE,3.0,Y,AL,HT11KV6908561QGK,AL,3000.0,3033,,GOKULDHAM REC-STN,RAHEJA I.T. PARK REC-STN,2016-02-17 00:00:00+00:00,21,33139,33KV,36.943,39.133,31.380,38.658,40.906,36.624,0.000,0.000,45.216,33.859,27.392,33.457,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,2.000,0.000,0.000,0.000,7,220AAR88,220KV AAREY REC-STN | 220 KV AAREY EHV STATION,220AAR88,RAHEJA I.T. PARK REC-STN,33139,33KV,MALAD,1.141,2022-10-06 15:31:00+00:00,,,,
33224,33362,572.008,JT.NO.07 -> JT.NO.07 → SWNO_33224 -> JT.NO.09 → JT.NO.08 -> JT.NO.10 → JT.NO.09 -> JT.NO.11A → JT.NO.16 -> JT.NO.16 → JT.NO.16A -> JT.NO.16A → JT.NO.10,XLPE,3.0,Y,AL,HT33KV6908544749,AL,2000.0,2023,,MAROL REC-STN,NETMAGIC DC-9 NO 1 BUS 1 DSS,2024-03-15 00:00:00+00:00,8,33362,,,,,,,,,,,,,,,,,,,,,,,,,,1,220AAR52,MAROL REC-STN,33224,NETMAGIC DC-9 NO 1 RECEIVING STATION,33362,33KV,POWAI,0.033,2024-05-29 11:06:00+00:00,,,,
33235,33273,2202.800,JT.NO.33 → JT.NO.66 -> JT.NO.64 → SWNO_33273 -> JT.NO.65 → JT.NO.64 -> JT.NO.66 → JT.NO.65 -> JT.NO.67 → JT.NO.33 -> JT.NO.68 → JT.NO.67 -> JT.NO.69 → JT.NO.68 -> JT.NO.70 → JT.NO.69 -> JT.NO.71 → JT.NO.70 -> JT.NO.71A → JT.NO.71 -> JT.NO.71B → JT.NO.71A -> JT.NO.71C → JT.NO.71B -> JT.NO.71D → JT.NO.71C -> JT.NO.71E → JT.NO.71D -> JT.NO.71F → JT.NO.71E -> JT.NO.71G → JT.NO.71F -> SWNO_33235 → JT.NO.71G,XLPE,3.0,Y,AL,HT33KV6908561OP2,AL,1000.0,1011,,PALI REC-STN,KHAR REC-STN,2018-01-08 00:00:00+00:00,17,33273,33KV,53.784,57.937,62.281,62.812,,,,,,,52.533,55.823,2.000,2.000,0.000,0.000,,,,,,,0.000,0.000,9,T33DHAOG7H09,TATA S DHARAVI REC-STN,T33DHAOG7H09,KHAR REC-STN,33273,33KV,VANDRE,4.454,2024-04-16 17:42:00+00:00,,,,
33258,33218,667.100,JT.NO.53 → JT.NO.54 -> JT.NO.54 → JT.NO.54A -> JT.NO.54A → JT.NO.55 -> JT.NO.55 → JT.NO.56 -> JT.NO.56 → SWNO_33218 -> SWNO_33258 → JT.NO.53,XLPE,3.0,Y,AL,HT33KV6908561L2V,AL,1000.0,1013,,RIL REC-STN,GODREJ BKC REC-STN,2018-12-17 00:00:00+00:00,6,33218,33KV,41.229,49.474,52.742,64.873,57.461,54.825,0.000,0.000,55.364,67.373,51.286,45.807,16.000,14.000,20.000,10.000,8.000,11.000,0.000,0.000,3.000,10.000,9.000,8.000,1,33258,RIL REC-STN,33258,GODREJ BKC REC-STN,33218,33KV,VANDRE,0.577,2022-08-12 21:03:00+00:00,,,,
33266,33219,664.300,JT.NO.31 → SWNO_33219 -> JT.NO.31A → JT.NO.31 -> JT.NO.31B → JT.NO.31A -> JT.NO.32 → JT.NO.31B -> JT.NO.34 → JT.NO.34A -> JT.NO.34A → JT.NO.34B -> JT.NO.34B → JT.NO.32 -> JT.NO.35 → JT.NO.34 -> SWNO_33266 → JT.NO.35,XLPE,3.0,Y,AL,HT33KV6908561L2V,AL,1000.0,1013,,RIL REC-STN,GODREJ BKC REC-STN,2018-12-12 00:00:00+00:00,9,33219,33KV,52.461,57.751,53.210,61.525,70.310,64.226,0.000,0.000,63.617,67.724,52.615,54.533,10.000,12.000,18.000,8.000,7.000,10.000,0.000,0.000,3.000,10.000,8.000,8.000,0,,,,,,,,,,,,,
33268,33254,20.000,SWNO_33268 → SWNO_33254,XLPE,3.0,Y,AL,,AL,1000.0,1013,INTERLINK,RIL REC-STN,RIL REC-STN,2018-12-19 00:00:00+00:00,1,33254,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
33279,33096,811.609,JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 -> SWNO_33279 → JT.NO.07,XLPE,3.0,Y,AL,,AL,3000.0,3033,DISCONNECTED,NESCO RECEIVING STATION,NIRLON REC-STN,2019-08-08 00:00:00+00:00,7,33096,22KV,88.347,97.519,99.461,98.942,97.589,99.567,0.000,0.000,,,,,5.000,4.000,7.000,4.000,5.000,6.000,0.000,0.000,,,,,3,220GOR14 | 220GORE14,220KV GOREGAON REC-STN,220GOR14 | 220GORE14,NIRLON REC-STN,33096,33KV,MALAD,1.062,2021-12-06 06:09:00+00:00,,,,
33279,33096,811.609,JT.NO.06 → JT.NO.07 -> JT.NO.07 → JT.NO.08 -> JT.NO.08 → JT.NO.09 -> JT.NO.09 → JT.NO.10 -> JT.NO.10 → JT.NO.11 -> JT.NO.11 -> SWNO_33279 → JT.NO.07,XLPE,3.0,Y,AL,,AL,3000.0,3033,DISCONNECTED,NESCO RECEIVING STATION,NIRLON REC-STN,2019-08-08 00:00:00+00:00,7,33096,33KV,91.215,97.007,102.398,101.704,,,,,98.059,96.061,85.708,95.092,4.000,4.000,7.000,3.000,,,,,2.000,5.000,6.000,7.000,3,220GOR14 | 220GORE14,220KV GOREGAON REC-STN,220GOR14 | 220GORE14,NIRLON REC-STN,33096,33KV,MALAD,1.062,2021-12-06 06:09:00+00:00,,,,
33348,33349,100.000,SWNO_33348,XLPE,3.0,Y,AL,,AL,2000.0,2023,,MIAL T-2 DSS REC-STN,MIAL T-2 DSS REC-STN,,1,33349,33KV,27.947,24.728,26.946,30.205,29.408,32.639,0.000,0.000,,,24.674,29.915,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,,,0.000,1.000,0,,,,,,,,,,,,,
33352,33298,18.000,,XLPE,1.0,Y,AL,,AL,6000.0,6062,,NAHAR SHAKTI REC-STN,NAHAR SHAKTI REC-STN,2024-08-17 00:00:00+00:00,0,33298,33KV,28.343,35.640,31.988,35.509,37.192,29.804,0.000,0.000,24.385,28.836,42.965,25.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0,,,,,,,,,,,,,
33361,33371,31.628,SWNO_33361 → SWNO_33371,XLPE,3.0,Y,AL,,AL,6000.0,6062,,NETMAGIC DC-9 NO 1 RECEIVING STATIO,NETMAGIC DC-9 NO 2 BUS 1 DSS,2023-09-29 00:00:00+00:00,1,33371,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
33368,33375,80.000,SWNO_33368 → SWNO_33375,XLPE,3.0,Y,AL,,AL,6000.0,6062,,NETMAGIC DC-9 NO 1 BUS 2 DSS,1S-MH-MU-ZET-RSTN-NET2,,1,33375,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
PT,1143,100.000,DAHISAR REC-STN 01143 TO P.T.(10 MVA NO.1),XLPE,3.0,Y,AL,HT22KV6908561L2C,AL,4000.0,4043,,DAHISAR REC-STN,DAHISAR REC-STN,,1,1143,22KV,56.921,59.056,52.357,61.740,69.032,52.153,0.000,0.000,65.613,62.795,54.719,69.298,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4,T22BOROG19 | 11 | T22BOR11,TATA S BORIVALI REC-STN | TATAS BORIVALI REC-STN,T22BOROG19 | T22BOR11,DAHISAR REC-STN,01143,22KV,BORIWALI,0.029,2025-01-22 12:35:00+00:00,,,,
PT,33043,100.000,MIRA REC-STN 33043 TO P.T.(20 MVA NO.1),XLPE,3.0,Y,AL,HT33KV0000025670,AL,5000.0,5052,,MIRA REC-STN,MIRA REC-STN,,1,33043,33KV,61.504,57.666,61.773,74.812,77.863,67.335,0.000,0.000,72.838,64.201,54.778,59.052,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,2,220GHO46,220KV GHODBUNDER REC-STN,220GHO46,MIRA REC-STN,33043,33KV,MIRABHAINDER,0.624,2023-07-03 12:01:00+00:00,,,,
PT,33047,100.000,220kv BORIVALI REC-STN 33047 TO P.T.(10 MVA NO.1),PILC,3.0,Y,AL,,AL,4000.0,4043,,BORIVALI REC-STN,BORIVALI REC-STN,,1,33047,22KV,67.509,74.493,66.128,77.130,73.171,63.639,0.000,0.000,76.603,70.848,61.887,67.177,4.000,15.000,10.000,4.000,2.000,6.000,0.000,0.000,2.000,5.000,6.000,3.000,0,,,,,,,,,,,,,
PT,33059,100.000,DAHISAR REC-STN 33059 TO P.T.(20 MVA NO.1),XLPE,3.0,Y,AL,HT33KV0000025679,AL,4000.0,4043,,DAHISAR REC-STN,DAHISAR REC-STN,,1,33059,33KV,75.484,72.661,59.467,59.168,67.412,77.051,0.000,0.000,63.842,57.978,51.796,68.237,1.000,2.000,7.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,9,220GHO61 | 220GHO04 | 220GHO04A,220KV GHODBUNDER REC-STN,220GHO61 | 220GHO04,DAHISAR REC-STN,33059,33KV,BORIWALI,0.660,2024-09-16 22:06:00+00:00,,,,
PT,33087,100.000,BHAYANDAR(W) REC STN 33087 TO PT (20MVA NO.1),XLPE,3.0,Y,AL,HT33KV0000025419,AL,5000.0,5051,,BHAYANDAR WEST REC-STN,BHAYANDAR WEST REC-STN,,1,33087,33KV,79.598,82.267,70.644,79.475,93.515,72.006,0.000,0.000,81.851,78.237,65.271,73.679,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9,220GHO17 | 220GHO56 | 33087,220KV GHODBUNDER REC-STN,220GHO17 | 220GHO56,BHAYANDAR WEST REC-STN,33087,33KV,BORIWALI | MIRABHAINDER,0.356,2023-04-11 21:01:00+00:00,,,,
PT,33093,100.000,MIRA REC-STN 33093 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908561ODA,AL,5000.0,5052,,MIRA REC-STN,MIRA REC-STN,,1,33093,33KV,49.377,45.857,59.081,54.084,56.735,43.212,0.000,0.000,52.925,43.117,42.798,47.208,5.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,2,220GHO27 | 220GHO42,220KV GHODBUNDER REC-STN,220GHO27 | 220GHO42,MIRA REC-STN,33093,33KV,BORIWALI | MIRABHAINDER,0.059,2022-01-05 13:36:20+00:00,,,,
PT,33101,100.000,DEVIDAS LANE REC STN 33101 TO PT ( 20MVA NO.1),XLPE,3.0,Y,AL,HT33KV6908549489,AL,4000.0,4042,,DEVIDAS LANE REC-STN,DEVIDAS LANE REC-STN,,1,33101,33KV,35.986,35.165,41.511,40.787,62.574,95.389,0.000,0.000,45.232,47.634,36.918,42.739,0.000,0.000,3.000,0.000,3.000,12.000,0.000,0.000,0.000,1.000,0.000,1.000,10,220GHO12 | 220GHO71,220KV GHODBUNDER REC-STN,220GHO12 | 220GHO71,DEVIDAS LANE REC-STN,33101,33KV,BORIWALI,15.083,2023-07-11 16:48:00+00:00,,,,
PT,33102,100.000,DEVIDAS LANE REC-STN 33102 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908549711,AL,4000.0,4042,,DEVIDAS LANE REC-STN,DEVIDAS LANE REC-STN,,1,33102,33KV,75.666,78.432,71.315,80.936,91.650,99.155,0.000,0.000,76.620,74.205,67.834,80.266,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5,220GOI08 | 220GOI12,220KV GORAI REC-STN,220GOI08 | 220GOI12,DEVIDAS LANE REC-STN,33102,33KV,BORIWALI,2.854,2025-03-27 01:12:00+00:00,,,,
PT,33176,100.000,SHANTI STAR MIRA REC-STN 33176 TO PT ( 20MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908549489,AL,5000.0,5052,,SHANTI STAR MIRA REC-STN,SHANTI STAR MIRA REC-STN,,1,33176,33KV,73.930,73.222,62.071,90.047,90.324,82.887,0.000,0.000,60.500,83.497,62.902,60.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3,220GHO47,220KV GHODBUNDER REC-STN,220GHO47,SHANTI STAR MIRA REC-STN,33176,33KV,MIRABHAINDER,0.968,2024-12-01 04:40:00+00:00,,,,
PT,33181,100.000,DEVIDAS LANE REC-STN 33181 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908549711,AL,4000.0,4042,,DEVIDAS LANE REC-STN,DEVIDAS LANE REC-STN,,1,33181,33KV,97.039,104.851,103.247,107.720,482.527,94.878,0.000,0.000,106.163,108.833,99.859,113.616,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10,220GHO27 | 220GHO35,220KV GHODBUNDER REC-STN,220GHO27 | 220GHO35,DEVIDAS LANE REC-STN,33181,33KV,BORIWALI,0.734,2023-05-18 17:25:00+00:00,,,,
PT,33196,100.000,KANAKIA CCI REC-STN TO PT (10 MVA NO.3),PILC,1.0,Y,AL,,AL,4000.0,4043,,KANAKIA CCI REC-STN,KANAKIA CCI REC-STN,,1,33196,22KV,34.892,29.447,28.850,52.175,36.506,21.083,0.000,0.000,31.290,28.088,25.063,30.678,0.000,11.000,8.000,2.000,1.000,13.000,0.000,0.000,0.000,0.000,0.000,1.000,0,,,,,,,,,,,,,
PT,33213,100.000,DAHISAR REC-STN 33213 TO PT(20.MVA.2),XLPE,3.0,Y,AL,HT33KV6908561POM,AL,4000.0,4043,,DAHISAR REC-STN,DAHISAR REC-STN,,1,33213,33KV,70.345,69.160,73.202,74.070,91.313,88.717,0.000,0.000,77.452,64.105,53.480,70.371,1.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2,220BOR24,220KV BORIVALI REC-STN,220BOR24,DAHISAR REC-STN,33213,33KV,BORIWALI,38.443,2023-07-25 12:53:00+00:00,,,,
PT,33229,4.211,RAVI MHADA REC-STN TO P.T.(20MVA NO.1),XLPE,3.0,Y,AL,,AL,5000.0,5052,,RAVI MHADA REC-STN,RAVI MHADA REC-STN,,1,33229,33KV,41.191,32.026,44.545,72.389,87.876,72.866,0.000,0.000,65.506,90.928,62.995,62.861,18.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,49,220KV GHODBUNDER REC-STN,220GHO49,RAVI MHADA REC-STN,33229,33KV,BORIWALI,0.017,2017-07-17 17:00:00+00:00,,,,
PT,33230,7.680,RAVI MHADA REC-STN TO P.T.(16MVA NO.1),XLPE,3.0,Y,AL,,AL,5000.0,5052,,RAVI MHADA REC-STN,RAVI MHADA REC-STN,,1,33230,33KV,19.256,26.575,29.427,40.405,47.546,41.890,0.000,0.000,0.666,0.643,1.360,1.558,21.000,1.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,1.000,11,220GHO25 | 220GHO66 | 220GHO07,220KV GHODBUNDER REC-STN,220GHO25 | 220GHO66 | 220GHO07,RAVI MHADA REC-STN,33230,33KV,BORIWALI | MIRABHAINDER,0.887,2024-11-12 02:22:00+00:00,,,,
PT,33231,100.000,SADGURU REC-STN TO P.T.(20MVA NO.1),XLPE,3.0,Y,AL,,AL,5000.0,5053,,SADGURU REC-STN,SADGURU REC-STN,,1,33231,33KV,73.475,70.250,65.452,89.422,111.067,116.467,0.000,0.000,71.000,81.600,66.069,71.548,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,,,,,
PT,33289,100.000,BHAYANDAR(W) REC STN 33087 TO PT (20MVA NO.3),XLPE,3.0,Y,AL,HT33KV0000025419,AL,5000.0,5051,,BHAYANDAR WEST REC-STN,BHAYANDAR WEST REC-STN,,1,33289,33KV,47.806,48.404,50.668,85.459,109.396,82.906,0.000,0.000,56.347,71.813,54.237,44.441,2.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6,220GHO44 | 33087,220KV GHODBUNDER REC-STN,220GHO44 | 220GHO56,BHAYANDAR WEST REC-STN,33289,33KV,BORIWALI | MIRABHAINDER,0.474,2025-02-24 19:26:00+00:00,,,,
PT,33290,100.000,VINAMRA REC-STN 33290 TO P.T.(20 MVA NO.1),XLPE,3.0,Y,AL,HT33KV6908561ODA,AL,5000.0,5053,,VINAMRA REC-STN,VINAMRA REC-STN,,1,33290,33KV,44.679,26.066,27.063,78.724,87.645,72.562,0.000,0.000,45.287,58.987,47.684,43.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,220GHO45,220KV GHODBUNDER REC-STN,220GHO45,VINAMRA REC-STN,33290,33KV,BORIWALI,0.429,2021-04-01 16:00:00+00:00,,,,
PT,33291,100.000,VINAMRA REC-STN 33291 TO P.T.(20 MVA NO.2),XLPE,3.0,Y,AL,HT33KV6908561ODA,AL,5000.0,5053,,VINAMRA REC-STN,VINAMRA REC-STN,,1,33291,33KV,46.063,42.987,50.698,79.550,92.437,85.398,0.000,0.000,53.954,73.245,50.396,47.432,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,,,,,
PT,33299,100.000,DAHISAR WEST REC-STN 33299 TO PT ( 20MVA NO.1),XLPE,3.0,Y,AL,HT33KV6908549489,AL,4000.0,4042,,DAHISAR WEST REC-STN,DAHISAR WEST REC-STN,,1,33299,33KV,39.009,35.905,37.251,46.345,71.268,175.101,0.000,0.000,45.592,51.153,43.216,39.038,1.000,0.000,0.000,0.000,2.000,6.000,0.000,0.000,0.000,0.000,2.000,0.000,2,220GHO24,220KV GHODBUNDER REC-STN,220GHO24,DAHISAR WEST REC-STN,33299,33KV,BORIWALI,0.187,2023-02-02 01:13:24+00:00,,,,
