FEEDER_ID,FROM_SWITCH,TO_SWITCH,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK
T33DHAOG7H09,PT,39606,KHAR REC-STN,CAP BANK,1S-MH-MU-ZST-RSTN-KHAR,1S-MH-MU-ZST-RSTN-KHAR,2
T33DHAOG8H04,T33DHAOG8H04,33327,TATA'S DHARAVI REC-STN,BANDRA REC-STN,2T-MH-MU-DHV,1S-MH-MU-ZST-RSTN-BAND,0
T33DHAOG8H04,33326,PT,BANDRA REC-STN,BANDRA REC-STN,1S-MH-MU-ZST-RSTN-BAND,1S-MH-MU-ZST-RSTN-BAND,1
T33DHAOG8H04,41857,2233,BANDRA REC-STN,BANDRA REC-STN,1S-MH-MU-ZST-RSTN-BAND,1S-MH-MU-ZST-RSTN-BAND,1
T33DHAOG8H04,PT,41901,BANDRA REC-STN,BANDRA REC-STN,1S-MH-MU-ZST-RSTN-BAND,1S-MH-MU-ZST-RSTN-BAND,1
T33DHAOG9H24,T33DHAOG9H24,PT,PALI REC-STN,PT,1S-MH-MU-ZST-RSTN-PALI,1S-MH-MU-ZST-RSTN-PALI,0
T33DHAOG9H24,T33DHAOG9H24,PT,PALI REC-STN,PALI REC-STN,1S-MH-MU-ZST-RSTN-PALI,1S-MH-MU-ZST-RSTN-PALI,0
T33DHAOG9H24,T33DHAOG9H24,PT,PALI REC-STN,CAP BANK,1S-MH-MU-ZST-RSTN-PALI,1S-MH-MU-ZST-RSTN-PALI,0
T33DHAOG9H24,T33DHAOG9H24,33236,TATA'S DHARAVI REC-STN,PALI REC-STN,2T-MH-MU-DHV,1S-MH-MU-ZST-RSTN-PALI,0
T33DHAOG9H24,T33DHAOG09H24,TIE BPT,PALI REC-STN,PT,1S-MH-MU-ZST-RSTN-PALI,1S-MH-MU-ZST-RSTN-PALI,1
T33DHAOG9H24,T33DHAOG09H24,TIE BPT,PALI REC-STN,PALI REC-STN,1S-MH-MU-ZST-RSTN-PALI,1S-MH-MU-ZST-RSTN-PALI,1
T33DHAOG9H24,T33DHAOG09H24,TIE BPT,PALI REC-STN,CAP BANK,1S-MH-MU-ZST-RSTN-PALI,1S-MH-MU-ZST-RSTN-PALI,1
T33DHAOG9H24,PT,38718,PALI REC-STN,PT,1S-MH-MU-ZST-RSTN-PALI,1S-MH-MU-ZST-RSTN-PALI,1
T33DHAOG9H24,PT,38718,PALI REC-STN,PALI REC-STN,1S-MH-MU-ZST-RSTN-PALI,1S-MH-MU-ZST-RSTN-PALI,1
T33DHAOG9H24,PT,38718,PALI REC-STN,CAP BANK,1S-MH-MU-ZST-RSTN-PALI,1S-MH-MU-ZST-RSTN-PALI,1
25790,25790,19978,DINDOSHI REC-STN,DINDOSHI OFFICE,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL08-4911,0
25790,19980,18189,DINDOSHI OFFICE,BIDDLE SAWYER,1S-MH-MU-ZCT-CL08-4911,1S-MH-MU-ZCT-CL08-4116,1
25790,37746,DT,DINDOSHI OFFICE,DINDOSHI OFFICE,1S-MH-MU-ZCT-CL08-4911,1S-MH-MU-ZCT-CL08-4911,1
25790,18188,29122,BIDDLE SAWYER,N K INDUSTRIES,1S-MH-MU-ZCT-CL08-4116,1S-MH-MU-ZCT-CL08-4505,2
25790,37747,DT,BIDDLE SAWYER,BIDDLE SAWYER,1S-MH-MU-ZCT-CL08-4116,1S-MH-MU-ZCT-CL08-4116,2
25790,6800,DT,N K INDUSTRIES,N K INDUSTRIES,1S-MH-MU-ZCT-CL08-4505,1S-MH-MU-ZCT-CL08-4505,3
25790,6801,DT,N K INDUSTRIES,N K INDUSTRIES,1S-MH-MU-ZCT-CL08-4505,1S-MH-MU-ZCT-CL08-4505,3
25790,37791,6802,N K INDUSTRIES,N K INDUSTRIES,1S-MH-MU-ZCT-CL08-4505,1S-MH-MU-ZCT-CL08-4505,3
25791,25791,13508,DINDOSHI REC-STN,MALAD HIGHWAY KIOSK,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL09-4445,0
25791,25791,43956,DINDOSHI REC-STN,SHAH ARCADE NO.2,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL09-5276,0
25791,5215,43058,MALAD HIGHWAY KIOSK,KHOT KUWA SUKOON,1S-MH-MU-ZCT-CL09-4445,1S-MH-MU-ZCT-CL09-5730,1
25791,30629,25719,MALAD HIGHWAY KIOSK,KHOTKUWA ROAD NORTH,1S-MH-MU-ZCT-CL09-4445,1S-MH-MU-ZCT-CL09-4393,1
25791,32894,DT,MALAD HIGHWAY KIOSK,MALAD HIGHWAY KIOSK,1S-MH-MU-ZCT-CL09-4445,1S-MH-MU-ZCT-CL09-4445,1
25791,44003,13508,SHAH ARCADE NO.2,MALAD HIGHWAY KIOSK,1S-MH-MU-ZCT-CL09-5276,1S-MH-MU-ZCT-CL09-4445,1
25791,44004,DT,SHAH ARCADE NO.2,SHAH ARCADE NO.2,1S-MH-MU-ZCT-CL09-5276,1S-MH-MU-ZCT-CL09-5276,1
25791,38757,DT,SHAH ARCADE NO.2,SHAH ARCADE NO.2,1S-MH-MU-ZCT-CL09-5276,1S-MH-MU-ZCT-CL09-5276,1
25791,38756,44002,SHAH ARCADE NO.2,SHAH ARCADE NO.2,1S-MH-MU-ZCT-CL09-5276,1S-MH-MU-ZCT-CL09-5276,1
25791,43057,4077,KHOT KUWA SUKOON,BACHANI NAGAR,1S-MH-MU-ZCT-CL09-5730,1S-MH-MU-ZCT-CL09-4088,2
25791,43059,DT,KHOT KUWA SUKOON,DT,1S-MH-MU-ZCT-CL09-5730,1S-MH-MU-ZCT-CL09-5730,2
25791,25721,40155,KHOTKUWA ROAD NORTH,KHOTKUWA ROAD NORTH NO.2,1S-MH-MU-ZCT-CL09-4393,1S-MH-MU-ZCT-CL09-5387,2
25791,25720,DT,KHOTKUWA ROAD NORTH,KHOTKUWA ROAD NORTH,1S-MH-MU-ZCT-CL09-4393,1S-MH-MU-ZCT-CL09-4393,2
25791,16515,35656,BACHANI NAGAR,CENTER PLAZA,1S-MH-MU-ZCT-CL09-4088,1S-MH-MU-ZCT-CL09-5313,3
25791,4076,DT,BACHANI NAGAR,BACHANI NAGAR,1S-MH-MU-ZCT-CL09-4088,1S-MH-MU-ZCT-CL09-4088,3
25791,14286,DT,BACHANI NAGAR,BACHANI NAGAR,1S-MH-MU-ZCT-CL09-4088,1S-MH-MU-ZCT-CL09-4088,3
25791,40450,7145,KHOTKUWA ROAD NORTH NO.2,DAFTARI ROAD NO.3,1S-MH-MU-ZCT-CL09-5387,1S-MH-MU-ZCT-CL09-4163,3
25791,40154,35193,KHOTKUWA ROAD NORTH NO.2,KHOTKUWA ROAD NO.3,1S-MH-MU-ZCT-CL09-5387,1S-MH-MU-ZCT-CL09-5275,3
25791,40156,DT,KHOTKUWA ROAD NORTH NO.2,KHOTKUWA ROAD NORTH NO.2,1S-MH-MU-ZCT-CL09-5387,1S-MH-MU-ZCT-CL09-5387,3
25791,35658,12345,CENTER PLAZA,DAFTARI ROAD NO.2,1S-MH-MU-ZCT-CL09-5313,1S-MH-MU-ZCT-CL10-4164,4
25791,35657,DT,CENTER PLAZA,CENTER PLAZA,1S-MH-MU-ZCT-CL09-5313,1S-MH-MU-ZCT-CL09-5313,4
25791,7146,DT,DAFTARI ROAD NO.3,DAFTARI ROAD NO.3,1S-MH-MU-ZCT-CL09-4163,1S-MH-MU-ZCT-CL09-4163,4
25791,35191,42504,KHOTKUWA ROAD NO.3,KHOTKUWA ROAD NO.4,1S-MH-MU-ZCT-CL09-5275,1S-MH-MU-ZCT-CL09-5636,4
25791,35192,DT,KHOTKUWA ROAD NO.3,KHOTKUWA ROAD NO.3,1S-MH-MU-ZCT-CL09-5275,1S-MH-MU-ZCT-CL09-5275,4
25791,35194,DT,KHOTKUWA ROAD NO.3,KHOTKUWA ROAD NO.3,1S-MH-MU-ZCT-CL09-5275,1S-MH-MU-ZCT-CL09-5275,4
25791,42503,9261,KHOTKUWA ROAD NO.4,KHOTKUWA ROAD,1S-MH-MU-ZCT-CL09-5636,1S-MH-MU-ZCT-CL09-4394,5
25791,42505,DT,KHOTKUWA ROAD NO.4,DT,1S-MH-MU-ZCT-CL09-5636,1S-MH-MU-ZCT-CL09-5636,5
25791,9262,10258,KHOTKUWA ROAD,KHOTKUWA ROAD NO.2,1S-MH-MU-ZCT-CL09-4394,1S-MH-MU-ZCT-CL09-4392,6
25791,10260,38755,KHOTKUWA ROAD NO.2,SHAH ARCADE NO.2,1S-MH-MU-ZCT-CL09-4392,1S-MH-MU-ZCT-CL09-5276,7
25791,31612,DT,KHOTKUWA ROAD NO.2,KHOTKUWA ROAD NO.2,1S-MH-MU-ZCT-CL09-4392,1S-MH-MU-ZCT-CL09-4392,7
25791,10259,DT,KHOTKUWA ROAD NO.2,KHOTKUWA ROAD NO.2,1S-MH-MU-ZCT-CL09-4392,1S-MH-MU-ZCT-CL09-4392,7
25793,25793,32232,DINDOSHI REC-STN,WESTIN HOTEL,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL07-5162,0
25793,32236,31548,WESTIN HOTEL,OBEROI COMMERZ,1S-MH-MU-ZCT-CL07-5162,1S-MH-MU-ZCT-CL08-5108,1
25793,32233,HTConsumer,WESTIN HOTEL,,1S-MH-MU-ZCT-CL07-5162,nan,1
25793,32235,HTConsumer,WESTIN HOTEL,,1S-MH-MU-ZCT-CL07-5162,nan,1
25793,32236,32657,WESTIN HOTEL,NAV BHARAT SOCIETY,1S-MH-MU-ZCT-CL07-5162,1S-MH-MU-ZCT-CL08-4888,1
25793,30362,31550,OBEROI COMMERZ,OBEROI COMMERZ,1S-MH-MU-ZCT-CL08-5108,1S-MH-MU-ZCT-CL08-5108,2
25793,30361,28771,OBEROI COMMERZ,OBEROI MALL,1S-MH-MU-ZCT-CL08-5108,1S-MH-MU-ZCT-CL08-5039,2
25793,31549,DT,OBEROI COMMERZ,OBEROI COMMERZ,1S-MH-MU-ZCT-CL08-5108,1S-MH-MU-ZCT-CL08-5108,2
25793,30364,DT,OBEROI COMMERZ,OBEROI COMMERZ,1S-MH-MU-ZCT-CL08-5108,1S-MH-MU-ZCT-CL08-5108,2
25793,30363,HTConsumer,OBEROI COMMERZ,,1S-MH-MU-ZCT-CL08-5108,nan,2
25793,41834,41830,NAV BHARAT SOCIETY,HILL VIEW,1S-MH-MU-ZCT-CL08-4888,1S-MH-MU-ZCT-CL08-4305,2
25793,32655,30970,NAV BHARAT SOCIETY,OBEROI INTERNATIONAL SCHOOL,1S-MH-MU-ZCT-CL08-4888,1S-MH-MU-ZCT-CL08-5125,2
25793,32656,DT,NAV BHARAT SOCIETY,NAV BHARAT SOCIETY,1S-MH-MU-ZCT-CL08-4888,1S-MH-MU-ZCT-CL08-4888,2
25793,30968,30453,OBEROI INTERNATIONAL SCHOOL,OBEROI WOODS,1S-MH-MU-ZCT-CL08-5125,1S-MH-MU-ZCT-CL08-4925,3
25793,30969,DT,OBEROI INTERNATIONAL SCHOOL,OBEROI INTERNATIONAL SCHOOL,1S-MH-MU-ZCT-CL08-5125,1S-MH-MU-ZCT-CL08-5125,3
25793,30969,HTConsumer,OBEROI INTERNATIONAL SCHOOL,,1S-MH-MU-ZCT-CL08-5125,nan,3
25795,25795,35135,DINDOSHI REC-STN,VIBGYOR HIGH,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL08-5267,0
25795,35134,HTConsumer,VIBGYOR HIGH,,1S-MH-MU-ZCT-CL08-5267,nan,1
25795,35133,32951,VIBGYOR HIGH,SETH CORPORATE,1S-MH-MU-ZCT-CL08-5267,1S-MH-MU-ZCT-CL08-5187,1
25795,32949,32092,SETH CORPORATE,PRAKRUTI TOWER,1S-MH-MU-ZCT-CL08-5187,1S-MH-MU-ZCT-CL08-5158,2
25795,HTConsumer,DT,SETH CORPORATE,SETH CORPORATE,1S-MH-MU-ZCT-CL08-5187,1S-MH-MU-ZCT-CL08-5187,2
25795,32950,HTConsumer,SETH CORPORATE,,1S-MH-MU-ZCT-CL08-5187,nan,2
25795,32093,6878,PRAKRUTI TOWER,GOKULDHAM NO.1,1S-MH-MU-ZCT-CL08-5158,1S-MH-MU-ZCT-CL08-4259,3
25795,32094,DT,PRAKRUTI TOWER,PRAKRUTI TOWER,1S-MH-MU-ZCT-CL08-5158,1S-MH-MU-ZCT-CL08-5158,3
25795,6892,12694,GOKULDHAM NO.1,SUCHIDHAM,1S-MH-MU-ZCT-CL08-4259,1S-MH-MU-ZCT-CL08-4732,4
25795,6879,DT,GOKULDHAM NO.1,GOKULDHAM NO.1,1S-MH-MU-ZCT-CL08-4259,1S-MH-MU-ZCT-CL08-4259,4
25795,12696,18157,SUCHIDHAM,YASHODHAM NO.1,1S-MH-MU-ZCT-CL08-4732,1S-MH-MU-ZCT-CL08-4817,5
25795,12695,DT,SUCHIDHAM,SUCHIDHAM,1S-MH-MU-ZCT-CL08-4732,1S-MH-MU-ZCT-CL08-4732,5
25795,11963,DT,YASHODHAM NO.1,YASHODHAM NO.1,1S-MH-MU-ZCT-CL08-4817,1S-MH-MU-ZCT-CL08-4817,6
25795,18158,11551,YASHODHAM NO.1,DINDOSHI BUS DEPOT,1S-MH-MU-ZCT-CL08-4817,1S-MH-MU-ZCT-CL08-4186,6
25796,25796,5489,DINDOSHI REC-STN,DINDOSHI NO.5,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL08-4196,0
25796,25796,38919,DINDOSHI REC-STN,PATHANWADI FATIMA TOWER,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL08-5577,0
25796,6799,12138,DINDOSHI NO.5,DINDOSHI NO.4,1S-MH-MU-ZCT-CL08-4196,1S-MH-MU-ZCT-CL08-4195,1
25796,5488,28707,DINDOSHI NO.5,LUCKY APARTMENT,1S-MH-MU-ZCT-CL08-4196,1S-MH-MU-ZCT-CL08-5025,1
25796,5490,DT,DINDOSHI NO.5,DINDOSHI NO.5,1S-MH-MU-ZCT-CL08-4196,1S-MH-MU-ZCT-CL08-4196,1
25796,38918,40122,PATHANWADI FATIMA TOWER,SONUPADA NO-2,1S-MH-MU-ZCT-CL08-5577,1S-MH-MU-ZCT-CL09-5697,1
25796,38920,DT,PATHANWADI FATIMA TOWER,PATHANWADI FATIMA TOWER,1S-MH-MU-ZCT-CL08-5577,1S-MH-MU-ZCT-CL08-5577,1
25796,12137,26133,DINDOSHI NO.4,DINDOSHI NO.1,1S-MH-MU-ZCT-CL08-4195,1S-MH-MU-ZCT-CL08-4192,2
25796,12140,13654,DINDOSHI NO.4,DINDOSHI WEST,1S-MH-MU-ZCT-CL08-4195,1S-MH-MU-ZCT-CL08-4208,2
25796,12139,DT,DINDOSHI NO.4,DINDOSHI NO.4,1S-MH-MU-ZCT-CL08-4195,1S-MH-MU-ZCT-CL08-4195,2
25796,28708,35615,LUCKY APARTMENT,BLUE MOUNTAIN,1S-MH-MU-ZCT-CL08-5025,1S-MH-MU-ZCT-CL08-5237,2
25796,28706,DT,LUCKY APARTMENT,LUCKY APARTMENT,1S-MH-MU-ZCT-CL08-5025,1S-MH-MU-ZCT-CL08-5025,2
25796,40121,40638,SONUPADA NO-2,PATHANWADI EAST,1S-MH-MU-ZCT-CL09-5697,1S-MH-MU-ZCT-CL09-4578,2
25796,40123,DT,SONUPADA NO-2,SONUPADA NO-2,1S-MH-MU-ZCT-CL09-5697,1S-MH-MU-ZCT-CL09-5697,2
25796,13656,7169,DINDOSHI WEST,BHARAT UDYOG,1S-MH-MU-ZCT-CL08-4208,1S-MH-MU-ZCT-CL08-4112,3
25796,13655,DT,DINDOSHI WEST,DINDOSHI WEST,1S-MH-MU-ZCT-CL08-4208,1S-MH-MU-ZCT-CL08-4208,3
25796,40640,19768,PATHANWADI EAST,SANKALP,1S-MH-MU-ZCT-CL09-4578,1S-MH-MU-ZCT-CL08-4895,3
25796,40641,DT,PATHANWADI EAST,PATHANWADI EAST,1S-MH-MU-ZCT-CL09-4578,1S-MH-MU-ZCT-CL09-4578,3
25796,7170,14396,BHARAT UDYOG,SHIV SAGAR,1S-MH-MU-ZCT-CL08-4112,1S-MH-MU-ZCT-CL08-4693,4
25796,7171,DT,BHARAT UDYOG,BHARAT UDYOG,1S-MH-MU-ZCT-CL08-4112,1S-MH-MU-ZCT-CL08-4112,4
25796,19770,11177,SANKALP,LACHHIRAM PLAZA,1S-MH-MU-ZCT-CL08-4895,1S-MH-MU-ZCT-CL08-4408,4
25796,19769,DT,SANKALP,SANKALP,1S-MH-MU-ZCT-CL08-4895,1S-MH-MU-ZCT-CL08-4895,4
25796,14394,26214,SHIV SAGAR,ACME AMEY,1S-MH-MU-ZCT-CL08-4693,1S-MH-MU-ZCT-CL07-4956,5
25796,14395,DT,SHIV SAGAR,SHIV SAGAR,1S-MH-MU-ZCT-CL08-4693,1S-MH-MU-ZCT-CL08-4693,5
25796,26175,34189,ACME AMEY,ECO HOUSE,1S-MH-MU-ZCT-CL07-4956,1S-MH-MU-ZCT-CL08-5198,6
25796,26174,DT,ACME AMEY,ACME AMEY,1S-MH-MU-ZCT-CL07-4956,1S-MH-MU-ZCT-CL07-4956,6
25796,26213,DT,ACME AMEY,ACME AMEY,1S-MH-MU-ZCT-CL07-4956,1S-MH-MU-ZCT-CL07-4956,6
25796,34190,36453,ECO HOUSE,ECO STAR,1S-MH-MU-ZCT-CL08-5198,1S-MH-MU-ZCT-CL08-5451,7
25796,34190,43782,ECO HOUSE,DINDOSHI NO.7,1S-MH-MU-ZCT-CL08-5198,1S-MH-MU-ZCT-CL08-4198,7
25796,34191,DT,ECO HOUSE,ECO HOUSE,1S-MH-MU-ZCT-CL08-5198,1S-MH-MU-ZCT-CL08-5198,7
25796,43783,DT,DINDOSHI NO.7,DINDOSHI NO.7,1S-MH-MU-ZCT-CL08-4198,1S-MH-MU-ZCT-CL08-4198,8
25797,25797,CAP BANK,DINDOSHI REC-STN,DINDOSHI REC-STN,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-RSTN-DIND,0
25797,25797,CAP BANK,DINDOSHI REC-STN,PT,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-RSTN-DIND,0
25797,25797,CAP BANK,DINDOSHI REC-STN,CAP BANK,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-RSTN-DIND,0
40917,40917,28770,DINDOSHI REC-STN,OBEROI MALL,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL08-5039,0
40917,28773,HTConsumer,OBEROI MALL,,1S-MH-MU-ZCT-CL08-5039,nan,1
40917,28768,28772,OBEROI MALL,OBEROI MALL,1S-MH-MU-ZCT-CL08-5039,1S-MH-MU-ZCT-CL08-5039,1
40918,40918,10329,DINDOSHI REC-STN,DINDOSHI HOUSING NO.2,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL08-4191,0
40918,10327,12628,DINDOSHI HOUSING NO.2,YASHODHAM NO.2,1S-MH-MU-ZCT-CL08-4191,1S-MH-MU-ZCT-CL08-4818,1
40918,10328,DT,DINDOSHI HOUSING NO.2,DINDOSHI HOUSING NO.2,1S-MH-MU-ZCT-CL08-4191,1S-MH-MU-ZCT-CL08-4191,1
40918,34506,DT,DINDOSHI HOUSING NO.2,DINDOSHI HOUSING NO.2,1S-MH-MU-ZCT-CL08-4191,1S-MH-MU-ZCT-CL08-4191,1
40918,12627,DT,YASHODHAM NO.2,YASHODHAM NO.2,1S-MH-MU-ZCT-CL08-4818,1S-MH-MU-ZCT-CL08-4818,2
40918,12626,12979,YASHODHAM NO.2,MEGH MALHAR,1S-MH-MU-ZCT-CL08-4818,1S-MH-MU-ZCT-CL08-4489,2
40918,12977,17042,MEGH MALHAR,YASHODHAM SOUTH,1S-MH-MU-ZCT-CL08-4489,1S-MH-MU-ZCT-CL08-4819,3
40918,41641,DT,MEGH MALHAR,MEGH MALHAR,1S-MH-MU-ZCT-CL08-4489,nan,3
40918,12978,DT,MEGH MALHAR,MEGH MALHAR,1S-MH-MU-ZCT-CL08-4489,1S-MH-MU-ZCT-CL08-4489,3
40918,17043,DT,YASHODHAM SOUTH,YASHODHAM SOUTH,1S-MH-MU-ZCT-CL08-4819,1S-MH-MU-ZCT-CL08-4819,4
40918,17044,13581,YASHODHAM SOUTH,HILL VIEW,1S-MH-MU-ZCT-CL08-4819,1S-MH-MU-ZCT-CL08-4305,4
40918,13583,DT,HILL VIEW,HILL VIEW,1S-MH-MU-ZCT-CL08-4305,1S-MH-MU-ZCT-CL08-4305,5
40920,40920,38093,DINDOSHI REC-STN,GOVIND NAGAR WOODLAND,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL08-5539,0
40920,38092,34622,GOVIND NAGAR WOODLAND,ABROL WINDSOR,1S-MH-MU-ZCT-CL08-5539,1S-MH-MU-ZCT-CL08-5224,1
40920,41301,DT,GOVIND NAGAR WOODLAND,GOVIND NAGAR WOODLAND,1S-MH-MU-ZCT-CL08-5539,nan,1
40920,34620,35616,ABROL WINDSOR,BLUE MOUNTAIN,1S-MH-MU-ZCT-CL08-5224,1S-MH-MU-ZCT-CL08-5237,2
40920,34621,DT,ABROL WINDSOR,ABROL WINDSOR,1S-MH-MU-ZCT-CL08-5224,1S-MH-MU-ZCT-CL08-5224,2
40920,35617,37714,BLUE MOUNTAIN,BOULEVARD 15,1S-MH-MU-ZCT-CL08-5237,1S-MH-MU-ZCT-CL08-5328,3
40920,37716,17633,BOULEVARD 15,CHINCHAVLI EAST NO.3,1S-MH-MU-ZCT-CL08-5328,1S-MH-MU-ZCT-CL08-4142,4
40920,37715,DT,BOULEVARD 15,BOULEVARD 15,1S-MH-MU-ZCT-CL08-5328,1S-MH-MU-ZCT-CL08-5328,4
40920,17634,34242,CHINCHAVLI EAST NO.3,CHINCHAVLI EAST NO.2,1S-MH-MU-ZCT-CL08-4142,1S-MH-MU-ZCT-CL08-4141,5
40920,34697,40233,CHINCHAVLI EAST NO.3,GOVIND NAGAR SATSANG BHARATI,1S-MH-MU-ZCT-CL08-4142,1S-MH-MU-ZCT-CL08-5708,5
40920,17521,DT,CHINCHAVLI EAST NO.3,CHINCHAVLI EAST NO.3,1S-MH-MU-ZCT-CL08-4142,1S-MH-MU-ZCT-CL08-4142,5
40920,2428,42029,CHINCHAVLI EAST NO.2,TOWER 28,1S-MH-MU-ZCT-CL08-4141,1S-MH-MU-ZCT-CL09-5734,6
40920,2430,DT,CHINCHAVLI EAST NO.2,CHINCHAVLI EAST NO.2,1S-MH-MU-ZCT-CL08-4141,1S-MH-MU-ZCT-CL08-4141,6
40920,2429,11252,CHINCHAVLI EAST NO.2,UPAVAN,1S-MH-MU-ZCT-CL08-4141,1S-MH-MU-ZCT-CL08-4772,6
40920,42030,DT,TOWER 28,DT,1S-MH-MU-ZCT-CL09-5734,1S-MH-MU-ZCT-CL09-5734,7
40920,42027,DT,TOWER 28,DT,1S-MH-MU-ZCT-CL09-5734,1S-MH-MU-ZCT-CL09-5734,7
40920,42028,37547,TOWER 28,GOVIND NAGAR RASHMI HEIGHTS,1S-MH-MU-ZCT-CL09-5734,1S-MH-MU-ZCT-CL08-5371,7
40920,37545,5101,GOVIND NAGAR RASHMI HEIGHTS,KAILASH CHANDRA,1S-MH-MU-ZCT-CL08-5371,1S-MH-MU-ZCT-CL08-4345,8
40920,37546,DT,GOVIND NAGAR RASHMI HEIGHTS,GOVIND NAGAR RASHMI HEIGHTS,1S-MH-MU-ZCT-CL08-5371,1S-MH-MU-ZCT-CL08-5371,8
40920,5103,DT,KAILASH CHANDRA,KAILASH CHANDRA,1S-MH-MU-ZCT-CL08-4345,1S-MH-MU-ZCT-CL08-4345,9
40920,34606,DT,KAILASH CHANDRA,KAILASH CHANDRA,1S-MH-MU-ZCT-CL08-4345,1S-MH-MU-ZCT-CL08-4345,9
40921,40921,4864,DINDOSHI REC-STN,PATEL ALUMINIUM,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL08-4574,0
40921,4863,7877,PATEL ALUMINIUM,KAILASH APARTMENT,1S-MH-MU-ZCT-CL08-4574,1S-MH-MU-ZCT-CL08-4346,1
40921,4579,HTConsumer,PATEL ALUMINIUM,,1S-MH-MU-ZCT-CL08-4574,nan,1
40921,30435,39159,KAILASH APARTMENT,KANAKIA LEVELS,1S-MH-MU-ZCT-CL08-4346,1S-MH-MU-ZCT-CL08-5663,2
40921,7878,DT,KAILASH APARTMENT,KAILASH APARTMENT,1S-MH-MU-ZCT-CL08-4346,1S-MH-MU-ZCT-CL08-4346,2
40921,39157,DT,KANAKIA LEVELS,KANAKIA LEVELS,1S-MH-MU-ZCT-CL08-5663,1S-MH-MU-ZCT-CL08-5663,3
40921,39160,DT,KANAKIA LEVELS,KANAKIA LEVELS,1S-MH-MU-ZCT-CL08-5663,1S-MH-MU-ZCT-CL08-5663,3
40922,40922,29353,DINDOSHI REC-STN,AMORE JEWELS,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL08-5062,0
40922,29352,40179,AMORE JEWELS,EXPRESS MALL NO.2,1S-MH-MU-ZCT-CL08-5062,1S-MH-MU-ZCT-CL08-5231,1
40922,29351,13823,AMORE JEWELS,SONI BROTHERS,1S-MH-MU-ZCT-CL08-5062,1S-MH-MU-ZCT-CL08-4718,1
40922,41351,HTConsumer,AMORE JEWELS,,1S-MH-MU-ZCT-CL08-5062,nan,1
40922,13825,11189,SONI BROTHERS,TRIUMPH PRODUCT NO.2,1S-MH-MU-ZCT-CL08-4718,1S-MH-MU-ZCT-CL09-4758,2
40922,13824,DT,SONI BROTHERS,SONI BROTHERS,1S-MH-MU-ZCT-CL08-4718,1S-MH-MU-ZCT-CL08-4718,2
40922,41311,DT,TRIUMPH PRODUCT NO.2,TRIUMPH PRODUCT NO.2,1S-MH-MU-ZCT-CL09-4758,1S-MH-MU-ZCT-CL09-4758,3
40922,11188,16252,TRIUMPH PRODUCT NO.2,PANCHAVATI NO.2,1S-MH-MU-ZCT-CL09-4758,1S-MH-MU-ZCT-CL08-4562,3
40922,16254,DT,PANCHAVATI NO.2,PANCHAVATI NO.2,1S-MH-MU-ZCT-CL08-4562,1S-MH-MU-ZCT-CL08-4562,4
40922,29552,DT,PANCHAVATI NO.2,PANCHAVATI NO.2,1S-MH-MU-ZCT-CL08-4562,1S-MH-MU-ZCT-CL08-4562,4
40923,40923,9251,DINDOSHI REC-STN,HEAVEN KORES NO.2,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-CL08-4302,0
40923,9249,12397,HEAVEN KORES NO.2,QUARRY ROAD SOUTH,1S-MH-MU-ZCT-CL08-4302,1S-MH-MU-ZCT-CL08-4603,1
40923,9250,DT,HEAVEN KORES NO.2,HEAVEN KORES NO.2,1S-MH-MU-ZCT-CL08-4302,1S-MH-MU-ZCT-CL08-4302,1
40923,12398,6743,QUARRY ROAD SOUTH,HARSHAWARDHAN,1S-MH-MU-ZCT-CL08-4603,1S-MH-MU-ZCT-CL08-4299,2
40923,12399,DT,QUARRY ROAD SOUTH,QUARRY ROAD SOUTH,1S-MH-MU-ZCT-CL08-4603,1S-MH-MU-ZCT-CL08-4603,2
40923,6744,12403,HARSHAWARDHAN,GAUTAM APARTMENT NO.2,1S-MH-MU-ZCT-CL08-4299,1S-MH-MU-ZCT-CL08-4245,3
40923,6745,43821,HARSHAWARDHAN,INDRAPRASTHA,1S-MH-MU-ZCT-CL08-4299,1S-MH-MU-ZCT-CL08-4315,3
