FEEDER_ID,FROM_SWITCH,TO_SWITCH,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK
34732,37100,31750,RSC 53 NORTH,CHARKOP JAINIL CHS,1S-MH-MU-ZNT-CL06-7725,1S-MH-MU-ZNT-CL06-7130,2
34732,37099,DT,RSC 53 NORTH,RSC 53 NORTH,1S-MH-MU-ZNT-CL06-7725,1S-MH-MU-ZNT-CL06-7725,2
34732,31752,37429,CHARKOP JAINIL CHS,CHARKOP JINAY CHS,1S-MH-MU-ZNT-CL06-7130,1S-MH-MU-ZNT-CL06-7325,3
34732,31751,DT,CHARKOP JAINIL CHS,CHARKOP JAINIL CHS,1S-MH-MU-ZNT-CL06-7130,1S-MH-MU-ZNT-CL06-7130,3
34732,37431,28206,CHARKOP JINAY CHS,SAI PREM,1S-MH-MU-ZNT-CL06-7325,1S-MH-MU-ZNT-CL06-6961,4
34732,37430,DT,CHARKOP JINAY CHS,CHARKOP JINAY CHS,1S-MH-MU-ZNT-CL06-7325,1S-MH-MU-ZNT-CL06-7325,4
34732,28208,28022,SAI PREM,SECTOR 8 NO 4,1S-MH-MU-ZNT-CL06-6961,1S-MH-MU-ZNT-CL06-6948,5
34732,28207,DT,SAI PREM,SAI PREM,1S-MH-MU-ZNT-CL06-6961,1S-MH-MU-ZNT-CL06-6961,5
34732,28021,28018,SECTOR 8 NO 4,SECTOR 8 NO 5,1S-MH-MU-ZNT-CL06-6948,1S-MH-MU-ZNT-CL06-6949,6
34732,28023,DT,SECTOR 8 NO 4,SECTOR 8 NO 4,1S-MH-MU-ZNT-CL06-6948,1S-MH-MU-ZNT-CL06-6948,6
34732,28017,28422,SECTOR 8 NO 5,SECTOR 8 NO 2,1S-MH-MU-ZNT-CL06-6949,1S-MH-MU-ZNT-CL06-6946,7
34732,28019,DT,SECTOR 8 NO 5,SECTOR 8 NO 5,1S-MH-MU-ZNT-CL06-6949,1S-MH-MU-ZNT-CL06-6949,7
34732,28421,30323,SECTOR 8 NO 2,AKSHARA SCHOOL,1S-MH-MU-ZNT-CL06-6946,1S-MH-MU-ZNT-CL06-7102,8
34732,146416,DT,SECTOR 8 NO 2,SECTOR 8 NO 2,1S-MH-MU-ZNT-CL06-6946,1S-MH-MU-ZNT-CL06-6946,8
34732,30324,38657,AKSHARA SCHOOL,CHARKOP RAVI CHS,1S-MH-MU-ZNT-CL06-7102,1S-MH-MU-ZNT-CL06-7593,9
34732,30325,DT,AKSHARA SCHOOL,AKSHARA SCHOOL,1S-MH-MU-ZNT-CL06-7102,1S-MH-MU-ZNT-CL06-7102,9
34732,38660,DT,CHARKOP RAVI CHS,CHARKOP RAVI CHS,1S-MH-MU-ZNT-CL06-7593,1S-MH-MU-ZNT-CL06-7593,10
34733,34733,28374,RNA ROYAL PARK REC-STN,PARAS APARTMENT,1S-MH-MU-ZCT-RSTN-RNAR,1S-MH-MU-ZCT-CL05-5014,0
34733,28373,10414,PARAS APARTMENT,DAHANUKAR WADI NO.2,1S-MH-MU-ZCT-CL05-5014,1S-MH-MU-ZCT-CL04-4167,1
34733,28372,DT,PARAS APARTMENT,PARAS APARTMENT,1S-MH-MU-ZCT-CL05-5014,1S-MH-MU-ZCT-CL05-5014,1
34733,28649,42709,DAHANUKAR WADI NO.2,KANDIVALI BHAVYA HEIGHT,1S-MH-MU-ZCT-CL04-4167,1S-MH-MU-ZNT-CL04-7986,2
34733,7512,DT,DAHANUKAR WADI NO.2,DAHANUKAR WADI NO.2,1S-MH-MU-ZCT-CL04-4167,1S-MH-MU-ZCT-CL04-4167,2
34733,42708,14898,KANDIVALI BHAVYA HEIGHT,NAV KANDIVLI,1S-MH-MU-ZNT-CL04-7986,1S-MH-MU-ZCT-CL04-4523,3
34733,42710,DT,KANDIVALI BHAVYA HEIGHT,KANDIVALI BHAVYA HEIGHT,1S-MH-MU-ZNT-CL04-7986,1S-MH-MU-ZNT-CL04-7986,3
34733,14900,26492,NAV KANDIVLI,NAVNATH,1S-MH-MU-ZCT-CL04-4523,1S-MH-MU-ZCT-CL04-4970,4
34733,14899,DT,NAV KANDIVLI,NAV KANDIVLI,1S-MH-MU-ZCT-CL04-4523,1S-MH-MU-ZCT-CL04-4523,4
34733,26493,42850,NAVNATH,MADHU KUNJ,1S-MH-MU-ZCT-CL04-4970,1S-MH-MU-ZCT-CL04-4432,5
34733,26494,DT,NAVNATH,NAVNATH,1S-MH-MU-ZCT-CL04-4970,1S-MH-MU-ZCT-CL04-4970,5
34733,42848,28613,MADHU KUNJ,VASANT VAIBHAV,1S-MH-MU-ZCT-CL04-4432,1S-MH-MU-ZCT-CL04-4786,6
34733,42848,28613,0,0,1S-MH-MU-ZCT-CL04-4432,1S-MH-MU-ZCT-CL04-4786,6
34733,42849,DT,MADHU KUNJ,MADHU KUNJ,1S-MH-MU-ZCT-CL04-4432,1S-MH-MU-ZCT-CL04-4432,6
34733,12989,DT,VASANT VAIBHAV,VASANT VAIBHAV,1S-MH-MU-ZCT-CL04-4786,1S-MH-MU-ZCT-CL04-4786,7
34733,12988,DT,VASANT VAIBHAV,VASANT VAIBHAV,1S-MH-MU-ZCT-CL04-4786,1S-MH-MU-ZCT-CL04-4786,7
34734,34734,19109,RNA ROYAL PARK REC-STN,EAST-WEST APT.S/S,1S-MH-MU-ZCT-RSTN-RNAR,1S-MH-MU-ZCT-CL05-4882,0
34734,19107,34068,EAST-WEST APT.S/S,KANDIVALI SAIKRIPA,1S-MH-MU-ZCT-CL05-4882,1S-MH-MU-ZCT-CL04-5190,1
34734,19108,DT,EAST-WEST APT.S/S,EAST-WEST APT.S/S,1S-MH-MU-ZCT-CL05-4882,1S-MH-MU-ZCT-CL05-4882,1
34734,34066,29944,KANDIVALI SAIKRIPA,PUSHPMEET,1S-MH-MU-ZCT-CL04-5190,1S-MH-MU-ZCT-CL04-5082,2
34734,34067,DT,KANDIVALI SAIKRIPA,KANDIVALI SAIKRIPA,1S-MH-MU-ZCT-CL04-5190,1S-MH-MU-ZCT-CL04-5190,2
34734,29942,19406,PUSHPMEET,PRANIK GARDEN,1S-MH-MU-ZCT-CL04-5082,1S-MH-MU-ZCT-CL04-4865,3
34734,29943,DT,PUSHPMEET,PUSHPMEET,1S-MH-MU-ZCT-CL04-5082,1S-MH-MU-ZCT-CL04-5082,3
34734,19408,29830,PRANIK GARDEN,BHOOMI DARSHAN,1S-MH-MU-ZCT-CL04-4865,1S-MH-MU-ZCT-CL04-5080,4
34734,19407,DT,PRANIK GARDEN,PRANIK GARDEN,1S-MH-MU-ZCT-CL04-4865,1S-MH-MU-ZCT-CL04-4865,4
34734,29832,19497,BHOOMI DARSHAN,KAMALA ASHISH,1S-MH-MU-ZCT-CL04-5080,1S-MH-MU-ZCT-CL04-4848,5
34734,29831,DT,BHOOMI DARSHAN,BHOOMI DARSHAN,1S-MH-MU-ZCT-CL04-5080,1S-MH-MU-ZCT-CL04-5080,5
34734,29833,DT,BHOOMI DARSHAN,BHOOMI DARSHAN,1S-MH-MU-ZCT-CL04-5080,1S-MH-MU-ZCT-CL04-5080,5
34737,34737,40697,RNA ROYAL PARK REC-STN,EKTA NAGAR DURGA,1S-MH-MU-ZCT-RSTN-RNAR,1S-MH-MU-ZCT-CL05-5711,0
34737,40699,40701,EKTA NAGAR DURGA,RUPAREL SKY GREEN,1S-MH-MU-ZCT-CL05-5711,1S-MH-MU-ZCT-CL05-5715,1
34737,40698,DT,EKTA NAGAR DURGA,EKTA NAGAR DURGA,1S-MH-MU-ZCT-CL05-5711,1S-MH-MU-ZCT-CL05-5711,1
34737,40700,30815,RUPAREL SKY GREEN,SYMPHONY,1S-MH-MU-ZCT-CL05-5715,1S-MH-MU-ZCT-CL05-5110,2
34737,40702,DT,RUPAREL SKY GREEN,RUPAREL SKY GREEN,1S-MH-MU-ZCT-CL05-5715,1S-MH-MU-ZCT-CL05-5715,2
34737,35003,DT,SYMPHONY,SYMPHONY,1S-MH-MU-ZCT-CL05-5110,1S-MH-MU-ZCT-CL05-5110,3
34738,34738,37194,RNA ROYAL PARK REC-STN,ORCHID SUBARBIA,1S-MH-MU-ZCT-RSTN-RNAR,1S-MH-MU-ZCT-CL04-5346,0
34738,35733,41308,ORCHID SUBARBIA,KANDIVALI KANYAKUMARI,1S-MH-MU-ZCT-CL04-5346,1S-MH-MU-ZCT-CL04-5602,1
34738,37192,19466,ORCHID SUBARBIA,VASANT ARADHANA,1S-MH-MU-ZCT-CL04-5346,1S-MH-MU-ZCT-CL04-4871,1
34738,37718,DT,ORCHID SUBARBIA,ORCHID SUBARBIA,1S-MH-MU-ZCT-CL04-5346,1S-MH-MU-ZCT-CL04-5346,1
34738,35734,DT,ORCHID SUBARBIA,ORCHID SUBARBIA,1S-MH-MU-ZCT-CL04-5346,1S-MH-MU-ZCT-CL04-5346,1
34738,35736,37193,ORCHID SUBARBIA,ORCHID SUBARBIA,1S-MH-MU-ZCT-CL04-5346,1S-MH-MU-ZCT-CL04-5346,1
34738,41309,13695,KANDIVALI KANYAKUMARI,BUNDER PAKHADI,1S-MH-MU-ZCT-CL04-5602,1S-MH-MU-ZCT-CL04-4091,2
34738,41310,DT,KANDIVALI KANYAKUMARI,DT,1S-MH-MU-ZCT-CL04-5602,1S-MH-MU-ZCT-CL04-5602,2
34738,19468,DT,VASANT ARADHANA,VASANT ARADHANA,1S-MH-MU-ZCT-CL04-4871,1S-MH-MU-ZCT-CL04-4871,2
34738,19467,19498,VASANT ARADHANA,KAMALA ASHISH,1S-MH-MU-ZCT-CL04-4871,1S-MH-MU-ZCT-CL04-4848,2
34738,13696,39064,BUNDER PAKHADI,BUNDER PAKHADI GANESHKRIPA,1S-MH-MU-ZCT-CL04-4091,1S-MH-MU-ZCT-CL05-5640,3
34738,15176,DT,BUNDER PAKHADI,BUNDER PAKHADI,1S-MH-MU-ZCT-CL04-4091,1S-MH-MU-ZCT-CL04-4091,3
34738,37765,DT,KAMALA ASHISH,KAMALA ASHISH,1S-MH-MU-ZCT-CL04-4848,1S-MH-MU-ZCT-CL04-4848,3
34738,39066,DT,BUNDER PAKHADI GANESHKRIPA,BUNDER PAKHADI GANESHKRIPA,1S-MH-MU-ZCT-CL05-5640,1S-MH-MU-ZCT-CL05-5640,4
34739,34739,CAP BANK,RNA ROYAL PARK REC-STN,RNA ROYAL PARK REC-STN,1S-MH-MU-ZCT-RSTN-RNAR,1S-MH-MU-ZCT-RSTN-RNAR,0
34739,34739,CAP BANK,RNA ROYAL PARK REC-STN,PT,1S-MH-MU-ZCT-RSTN-RNAR,1S-MH-MU-ZCT-RSTN-RNAR,0
34739,34739,CAP BANK,RNA ROYAL PARK REC-STN,CAP BANK,1S-MH-MU-ZCT-RSTN-RNAR,1S-MH-MU-ZCT-RSTN-RNAR,0
40320,40320,Stn Xmer,ROYAL PALMS REC-STN,ROYAL PALMS REC-STN,1S-MH-MU-ZCT-RSTN-ROYA,1S-MH-MU-ZCT-RSTN-ROYA,0
30667,30667,DT,RUNWAL REC-STN,RUNWAL REC-STN,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-RSTN-RUNW,0
30667,30667,DT,RUNWAL REC-STN,CAP BANK,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-RSTN-RUNW,0
30667,30667,HTConsumer,RUNWAL REC-STN,RUNWAL REC-STN,1S-MH-MU-ZET-RSTN-RUNW,nan,0
30667,30667,HTConsumer,RUNWAL REC-STN,,1S-MH-MU-ZET-RSTN-RUNW,nan,0
30668,30668,42317,RUNWAL REC-STN,RUNWAL RECEIVING NO.2,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL04-9811,0
30668,42318,HTConsumer,RUNWAL RECEIVING NO.2,,1S-MH-MU-ZET-CL04-9811,nan,1
30670,30670,31047,RUNWAL REC-STN,MAYFAIR SYMPHONY,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL05-9215,0
30670,31049,29489,MAYFAIR SYMPHONY,SAGAR NAGAR,1S-MH-MU-ZET-CL05-9215,1S-MH-MU-ZET-CL05-9142,1
30670,31048,DT,MAYFAIR SYMPHONY,MAYFAIR SYMPHONY,1S-MH-MU-ZET-CL05-9215,1S-MH-MU-ZET-CL05-9215,1
30670,29487,29492,SAGAR NAGAR,MAYFAIR SONATA,1S-MH-MU-ZET-CL05-9142,1S-MH-MU-ZET-CL05-9141,2
30670,29488,DT,SAGAR NAGAR,SAGAR NAGAR,1S-MH-MU-ZET-CL05-9142,1S-MH-MU-ZET-CL05-9142,2
30670,29490,37283,MAYFAIR SONATA,MAYFAIR HILLCREST,1S-MH-MU-ZET-CL05-9141,1S-MH-MU-ZET-CL05-9633,3
30670,29491,DT,MAYFAIR SONATA,MAYFAIR SONATA,1S-MH-MU-ZET-CL05-9141,1S-MH-MU-ZET-CL05-9141,3
30670,37281,15098,MAYFAIR HILLCREST,VIKHROLI HILL 6,1S-MH-MU-ZET-CL05-9633,1S-MH-MU-ZET-CL05-8934,4
30670,37282,DT,MAYFAIR HILLCREST,MAYFAIR HILLCREST,1S-MH-MU-ZET-CL05-9633,1S-MH-MU-ZET-CL05-9633,4
30670,31016,DT,VIKHROLI HILL 6,VIKHROLI HILL 6,1S-MH-MU-ZET-CL05-8934,1S-MH-MU-ZET-CL05-8934,5
30670,15177,39810,VIKHROLI HILL 6,VIKHROLI FIRE BRIGADE,1S-MH-MU-ZET-CL05-8934,1S-MH-MU-ZET-CL04-9382,5
30670,15100,16607,VIKHROLI HILL 6,VIKHROLI HILL 5,1S-MH-MU-ZET-CL05-8934,1S-MH-MU-ZET-CL05-8933,5
30670,39812,HTConsumer,VIKHROLI FIRE BRIGADE,,1S-MH-MU-ZET-CL04-9382,nan,6
30670,15178,DT,VIKHROLI HILL 5,VIKHROLI HILL 5,1S-MH-MU-ZET-CL05-8933,1S-MH-MU-ZET-CL05-8933,6
30670,16608,16848,VIKHROLI HILL 5,VIKHROLI HILL 4,1S-MH-MU-ZET-CL05-8933,1S-MH-MU-ZET-CL05-8932,6
30670,16849,DT,VIKHROLI HILL 4,VIKHROLI HILL 4,1S-MH-MU-ZET-CL05-8932,1S-MH-MU-ZET-CL05-8932,7
30670,16850,16625,VIKHROLI HILL 4,VIKHROLI HILL 2,1S-MH-MU-ZET-CL05-8932,1S-MH-MU-ZET-CL05-8931,7
30670,14501,DT,VIKHROLI HILL 2,VIKHROLI HILL 2,1S-MH-MU-ZET-CL05-8931,1S-MH-MU-ZET-CL05-8931,8
30670,16624,12090,VIKHROLI HILL 2,VIKHROLI HILL 1,1S-MH-MU-ZET-CL05-8931,1S-MH-MU-ZET-CL05-8930,8
30670,12088,5911,VIKHROLI HILL 1,MAHAJAN SILK MILLS,1S-MH-MU-ZET-CL05-8930,1S-MH-MU-ZET-CL05-8521,9
30670,34387,DT,VIKHROLI HILL 1,VIKHROLI HILL 1,1S-MH-MU-ZET-CL05-8930,1S-MH-MU-ZET-CL05-8930,9
30670,4049,17050,MAHAJAN SILK MILLS,ALELI,1S-MH-MU-ZET-CL05-8521,1S-MH-MU-ZET-CL05-8014,10
30670,17048,29706,ALELI,VIKHROLI,1S-MH-MU-ZET-CL05-8014,1S-MH-MU-ZET-CL05-8918,11
30671,30671,39539,RUNWAL REC-STN,R-CITY MALL,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL04-9730,0
30671,39538,38359,R-CITY MALL,GEOFEERY MANNERS,1S-MH-MU-ZET-CL04-9730,1S-MH-MU-ZET-CL04-8316,1
30671,39540,DT,R-CITY MALL,R-CITY MALL,1S-MH-MU-ZET-CL04-9730,1S-MH-MU-ZET-CL04-9730,1
30671,39537,DT,R-CITY MALL,R-CITY MALL,1S-MH-MU-ZET-CL04-9730,1S-MH-MU-ZET-CL04-9730,1
30671,38362,HTConsumer,GEOFEERY MANNERS,,1S-MH-MU-ZET-CL04-8316,nan,2
30672,30672,14980,RUNWAL REC-STN,GHATKOPAR NORTH 3,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL04-8282,0
30672,30672,34161,RUNWAL REC-STN,KALPATARU LBS REC-STN,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-RSTN-KALP,0
30672,14978,31805,GHATKOPAR NORTH 3,SWASTIC DISHA CORPORATE PARK,1S-MH-MU-ZET-CL04-8282,1S-MH-MU-ZET-CL04-9248,1
30672,14979,6568,GHATKOPAR NORTH 3,VIKHROLI REC-STN,1S-MH-MU-ZET-CL04-8282,1S-MH-MU-ZET-RSTN-VIKH,1
30672,39667,DT,GHATKOPAR NORTH 3,GHATKOPAR NORTH 3,1S-MH-MU-ZET-CL04-8282,1S-MH-MU-ZET-CL04-8282,1
30672,34161,31846,KALPATARU LBS REC-STN,KALPATARU AURA NO 1,1S-MH-MU-ZET-RSTN-KALP,1S-MH-MU-ZET-CL04-9260,1
30672,31807,31801,SWASTIC DISHA CORPORATE PARK,SWASTIC DISHA BUSINESS PARK,1S-MH-MU-ZET-CL04-9248,1S-MH-MU-ZET-CL04-9249,2
30672,31804,DT,SWASTIC DISHA CORPORATE PARK,SWASTIC DISHA CORPORATE PARK,1S-MH-MU-ZET-CL04-9248,1S-MH-MU-ZET-CL04-9248,2
30672,31806,DT,SWASTIC DISHA CORPORATE PARK,SWASTIC DISHA CORPORATE PARK,1S-MH-MU-ZET-CL04-9248,1S-MH-MU-ZET-CL04-9248,2
30672,31850,31844,KALPATARU AURA NO 1,KALPATARU AURA NO 1,1S-MH-MU-ZET-CL04-9260,1S-MH-MU-ZET-CL04-9260,2
30672,31848,31856,KALPATARU AURA NO 1,KALPATARU AURA NO 2,1S-MH-MU-ZET-CL04-9260,1S-MH-MU-ZET-CL04-9261,2
30672,31845,DT,KALPATARU AURA NO 1,KALPATARU AURA NO 1,1S-MH-MU-ZET-CL04-9260,1S-MH-MU-ZET-CL04-9260,2
30672,31847,DT,KALPATARU AURA NO 1,KALPATARU AURA NO 1,1S-MH-MU-ZET-CL04-9260,1S-MH-MU-ZET-CL04-9260,2
30672,31802,4684,SWASTIC DISHA BUSINESS PARK,INTERNATIONAL ENGG,1S-MH-MU-ZET-CL04-9249,1S-MH-MU-ZET-CL04-8377,3
30672,31803,DT,SWASTIC DISHA BUSINESS PARK,SWASTIC DISHA BUSINESS PARK,1S-MH-MU-ZET-CL04-9249,1S-MH-MU-ZET-CL04-9249,3
30673,30673,34475,RUNWAL REC-STN,RUNWAL RECEIVING,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL04-9481,0
30673,34473,34471,RUNWAL RECEIVING,ORCHARD RESIDENCY NO.2,1S-MH-MU-ZET-CL04-9481,1S-MH-MU-ZET-CL04-9361,1
30673,42329,43202,RUNWAL RECEIVING,VIKHROLI BUS DEPOT NO.2,1S-MH-MU-ZET-CL04-9481,1S-MH-MU-ZET-CL05-9864,1
30673,34474,DT,RUNWAL RECEIVING,RUNWAL RECEIVING,1S-MH-MU-ZET-CL04-9481,1S-MH-MU-ZET-CL04-9481,1
30673,34469,34686,ORCHARD RESIDENCY NO.2,ORCHARD RESIDENCY NO.1,1S-MH-MU-ZET-CL04-9361,1S-MH-MU-ZET-CL04-9387,2
30673,34470,DT,ORCHARD RESIDENCY NO.2,ORCHARD RESIDENCY NO.2,1S-MH-MU-ZET-CL04-9361,1S-MH-MU-ZET-CL04-9361,2
30673,43204,DT,VIKHROLI BUS DEPOT NO.2,DT,1S-MH-MU-ZET-CL05-9864,1S-MH-MU-ZET-CL05-9864,2
30673,43201,13956,VIKHROLI BUS DEPOT NO.2,VIKHROLI BUS DEPOT,1S-MH-MU-ZET-CL05-9864,1S-MH-MU-ZET-CL05-8926,2
30673,34684,34687,ORCHARD RESIDENCY NO.1,ORCHARD RESIDENCY NO.3,1S-MH-MU-ZET-CL04-9387,1S-MH-MU-ZET-CL04-9362,3
30673,34685,DT,ORCHARD RESIDENCY NO.1,ORCHARD RESIDENCY NO.1,1S-MH-MU-ZET-CL04-9387,1S-MH-MU-ZET-CL04-9387,3
30673,13957,DT,VIKHROLI BUS DEPOT,VIKHROLI BUS DEPOT,1S-MH-MU-ZET-CL05-8926,1S-MH-MU-ZET-CL05-8926,3
30673,13955,12089,VIKHROLI BUS DEPOT,VIKHROLI HIL,1S-MH-MU-ZET-CL05-8926,1S-MH-MU-ZET-CL05-8930,3
30673,34689,DT,ORCHARD RESIDENCY NO.3,ORCHARD RESIDENCY NO.3,1S-MH-MU-ZET-CL04-9362,1S-MH-MU-ZET-CL04-9362,4
30674,30674,CAP BANK,RUNWAL REC-STN,RUNWAL REC-STN,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-RSTN-RUNW,0
30674,30674,CAP BANK,RUNWAL REC-STN,CAP BANK,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-RSTN-RUNW,0
30676,30676,43203,RUNWAL REC-STN,VIKHROLI BUS DEPOT NO.2,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL05-9864,0
30676,30676,34171,RUNWAL REC-STN,KALPATARU LBS REC-STN,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-RSTN-KALP,0
30676,34171,31852,KALPATARU LBS REC-STN,KALPATARU AURA NO 2,1S-MH-MU-ZET-RSTN-KALP,1S-MH-MU-ZET-CL04-9261,1
30676,31858,31854,KALPATARU AURA NO 2,KALPATARU AURA NO 2,1S-MH-MU-ZET-CL04-9261,1S-MH-MU-ZET-CL04-9261,2
30676,31853,DT,KALPATARU AURA NO 2,KALPATARU AURA NO 2,1S-MH-MU-ZET-CL04-9261,1S-MH-MU-ZET-CL04-9261,2
30676,31851,DT,KALPATARU AURA NO 2,KALPATARU AURA NO 2,1S-MH-MU-ZET-CL04-9261,1S-MH-MU-ZET-CL04-9261,2
30676,31857,DT,KALPATARU AURA NO 2,KALPATARU AURA NO 2,1S-MH-MU-ZET-CL04-9261,1S-MH-MU-ZET-CL04-9261,2
30677,30677,42943,RUNWAL REC-STN,PANKHESHAH BABA DARGAH,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL04-9769,0
30677,30677,39811,RUNWAL REC-STN,VIKHROLI FIRE BRIGADE,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL04-9382,0
30679,30679,13876,RUNWAL REC-STN,PARK SITE PUMPING,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL05-8623,0
30679,13878,4902,PARK SITE PUMPING,VIKHROLI SOUTH 2,1S-MH-MU-ZET-CL05-8623,1S-MH-MU-ZET-CL05-8921,1
30679,16691,DT,PARK SITE PUMPING,PARK SITE PUMPING,1S-MH-MU-ZET-CL05-8623,1S-MH-MU-ZET-CL05-8623,1
30679,4901,DT,VIKHROLI SOUTH 2,VIKHROLI SOUTH 2,1S-MH-MU-ZET-CL05-8921,1S-MH-MU-ZET-CL05-8921,2
30679,4900,9456,VIKHROLI SOUTH 2,VIKHROLI SOUTH 5,1S-MH-MU-ZET-CL05-8921,1S-MH-MU-ZET-CL04-8924,2
30679,9457,DT,VIKHROLI SOUTH 5,VIKHROLI SOUTH 5,1S-MH-MU-ZET-CL04-8924,1S-MH-MU-ZET-CL04-8924,3
30679,9455,4756,VIKHROLI SOUTH 5,VIKHROLI SOUTH 4,1S-MH-MU-ZET-CL04-8924,1S-MH-MU-ZET-CL04-8923,3
30679,9454,5352,VIKHROLI SOUTH 5,PARK SITE 1,1S-MH-MU-ZET-CL04-8924,1S-MH-MU-ZET-CL05-8624,3
30679,4343,DT,VIKHROLI SOUTH 4,VIKHROLI SOUTH 4,1S-MH-MU-ZET-CL04-8923,1S-MH-MU-ZET-CL04-8923,4
30679,10859,5348,VIKHROLI SOUTH 4,VIKHROLI SOUTH 3,1S-MH-MU-ZET-CL04-8923,1S-MH-MU-ZET-CL04-8922,4
30679,4661,DT,VIKHROLI SOUTH 3,VIKHROLI SOUTH 3,1S-MH-MU-ZET-CL04-8922,1S-MH-MU-ZET-CL04-8922,5
30679,4039,DT,VIKHROLI SOUTH 3,VIKHROLI SOUTH 3,1S-MH-MU-ZET-CL04-8922,1S-MH-MU-ZET-CL04-8922,5
30679,5405,6507,VIKHROLI SOUTH 3,SIDHAPURA IND EST 3,1S-MH-MU-ZET-CL04-8922,1S-MH-MU-ZET-CL04-8799,5
30679,6508,5627,SIDHAPURA IND EST 3,SIDHAPURA IND EST 2,1S-MH-MU-ZET-CL04-8799,1S-MH-MU-ZET-CL04-8798,6
30679,6509,DT,SIDHAPURA IND EST 3,SIDHAPURA IND EST 3,1S-MH-MU-ZET-CL04-8799,1S-MH-MU-ZET-CL04-8799,6
30679,5625,11224,SIDHAPURA IND EST 2,DAMODAR PARK 1,1S-MH-MU-ZET-CL04-8798,1S-MH-MU-ZET-CL04-8209,7
30679,5626,DT,SIDHAPURA IND EST 2,SIDHAPURA IND EST 2,1S-MH-MU-ZET-CL04-8798,1S-MH-MU-ZET-CL04-8798,7
30680,30680,34690,RUNWAL REC-STN,ORCHARD RESIDENCY NO.3,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL04-9362,0
30680,30680,10695,RUNWAL REC-STN,PARKSITE SCHOOL,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL05-8627,0
30680,10694,5354,PARKSITE SCHOOL,PARK SITE 1,1S-MH-MU-ZET-CL05-8627,1S-MH-MU-ZET-CL05-8624,1
30680,10693,6591,PARKSITE SCHOOL,PARK SITE 2,1S-MH-MU-ZET-CL05-8627,1S-MH-MU-ZET-CL05-8625,1
30680,34391,DT,PARKSITE SCHOOL,PARKSITE SCHOOL,1S-MH-MU-ZET-CL05-8627,1S-MH-MU-ZET-CL05-8627,1
30680,5353,DT,PARK SITE 1,PARK SITE 1,1S-MH-MU-ZET-CL05-8624,1S-MH-MU-ZET-CL05-8624,2
30680,6593,13458,PARK SITE 2,ANANDGADH,1S-MH-MU-ZET-CL05-8625,1S-MH-MU-ZET-CL05-8026,2
30680,6592,DT,PARK SITE 2,PARK SITE 2,1S-MH-MU-ZET-CL05-8625,1S-MH-MU-ZET-CL05-8625,2
30680,13456,6596,ANANDGADH,PARK SITE 3,1S-MH-MU-ZET-CL05-8026,1S-MH-MU-ZET-CL05-8626,3
30680,13457,DT,ANANDGADH,ANANDGADH,1S-MH-MU-ZET-CL05-8026,1S-MH-MU-ZET-CL05-8026,3
30680,6598,12263,PARK SITE 3,PARK SITE 4,1S-MH-MU-ZET-CL05-8626,1S-MH-MU-ZET-CL05-8622,4
30680,6597,DT,PARK SITE 3,PARK SITE 3,1S-MH-MU-ZET-CL05-8626,1S-MH-MU-ZET-CL05-8626,4
30680,6621,DT,PARK SITE 4,PARK SITE 4,1S-MH-MU-ZET-CL05-8622,1S-MH-MU-ZET-CL05-8622,5
30681,30681,42313,RUNWAL REC-STN,RUNWAL RECEIVING NO.2,1S-MH-MU-ZET-RSTN-RUNW,1S-MH-MU-ZET-CL04-9811,0
30681,42316,42315,RUNWAL RECEIVING NO.2,RUNWAL RECEIVING NO.2,1S-MH-MU-ZET-CL04-9811,1S-MH-MU-ZET-CL04-9811,1
30681,42314,7761,RUNWAL RECEIVING NO.2,TEXTILE RESEARCH,1S-MH-MU-ZET-CL04-9811,1S-MH-MU-ZET-CL04-8859,1
30681,7763,HTConsumer,TEXTILE RESEARCH,,1S-MH-MU-ZET-CL04-8859,nan,2
30681,7762,9593,TEXTILE RESEARCH,VIKHROLI SOUTH 6,1S-MH-MU-ZET-CL04-8859,1S-MH-MU-ZET-CL04-8925,2
