FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,LATEST_DT_DATE,DT_LOAD,LOCATION
10205,10632-573,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,0,2025-01-03,207.0808743169399,1S-MH-MU-ZSC-CL09-2074
10205,39131-28802,1S-MH-MU-ZSC-CL09-3373,1S-MH-MU-ZSC-CL09-3058,0,2025-03-06,126.29810945273631,1S-MH-MU-ZSC-CL09-3058
10205,39964-39632,1S-MH-MU-ZSC-CL06-3404,1S-MH-MU-ZSC-CL06-3489,0,2025-04-04,203.07042253521126,1S-MH-MU-ZSC-CL06-3489
10205,32965-4857,1S-MH-MU-ZSC-CL08-3241,1S-MH-MU-ZSC-CL09-2185,0,2025-03-06,225.7628717948718,1S-MH-MU-ZSC-CL09-2185
10205,16951-4853,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2366,0,2025-03-06,148.85536723163844,1S-MH-MU-ZSC-CL09-2366
10205,28803-32963,1S-MH-MU-ZSC-CL09-3058,1S-MH-MU-ZSC-CL08-3241,0,2025-04-04,103.74257668711657,1S-MH-MU-ZSC-CL08-3241
10205,574-39130,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL09-3373,0,2025-04-04,50.303999999999995,1S-MH-MU-ZSC-CL09-3373
10205,10205-18556,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2382,0,2025-04-04,616.32,1S-MH-MU-ZSC-CL09-2382
10205,10205-10634,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,0,2025-03-06,473.4425742574257,1S-MH-MU-ZSC-CL09-2723
10205,572-39962,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,0,,,1S-MH-MU-ZSC-CL06-3404
10205,4855-6089,1S-MH-MU-ZSC-CL09-2366,1S-MH-MU-ZSC-CL09-2348,0,2025-03-06,400.69850746268656,1S-MH-MU-ZSC-CL09-2348
10205,18558-18559,1S-MH-MU-ZSC-CL09-2382,1S-MH-MU-ZSC-CL09-2383,0,2025-04-04,674.0804878048781,1S-MH-MU-ZSC-CL09-2383
10205,6088-25212,1S-MH-MU-ZSC-CL09-2348,1S-MH-MU-ZSC-CL09-2019,0,2025-03-06,212.9743842364532,1S-MH-MU-ZSC-CL09-2019
10205,39633-5821,1S-MH-MU-ZSC-CL06-3489,1S-MH-MU-ZSC-CL06-2088,0,2025-04-04,508.62787286063565,1S-MH-MU-ZSC-CL06-2088
10206,35535-18363,1S-MH-MU-ZSC-CL09-3205,1S-MH-MU-ZSC-CL09-2047,0,2025-03-06,272.49154228855724,1S-MH-MU-ZSC-CL09-2047
10206,4858-40848,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL08-3291,0,2025-04-04,105.8,1S-MH-MU-ZSC-CL08-3291
10206,38305-34044,1S-MH-MU-ZSC-CL07-3458,1S-MH-MU-ZSC-CL08-3243,0,2025-04-04,130.52477987421383,1S-MH-MU-ZSC-CL08-3243
10206,16854-18162,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL09-2027,0,2025-04-04,450.488730964467,1S-MH-MU-ZSC-CL09-2027
10206,1047-35450,1S-MH-MU-ZSC-CL07-2297,1S-MH-MU-ZSC-CL09-3297,0,2025-03-06,245.2669387755102,1S-MH-MU-ZSC-CL09-3297
10206,34834-36333,1S-MH-MU-ZSC-CL09-3256,1S-MH-MU-ZSC-CL09-3384,0,2025-04-04,57.3984,1S-MH-MU-ZSC-CL09-3384
10206,36332-35548,1S-MH-MU-ZSC-CL09-3384,1S-MH-MU-ZSC-CL09-3339,0,2025-03-06,170.51833333333332,1S-MH-MU-ZSC-CL09-3339
10206,29954-29957,1S-MH-MU-ZSC-CL09-3112,1S-MH-MU-ZSC-CL09-3113,0,2025-04-04,86.8979411764706,1S-MH-MU-ZSC-CL09-3113
10206,10206-4804,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,0,2025-04-04,335.92400000000004,1S-MH-MU-ZSC-CL09-2298
10206,35550-30370,1S-MH-MU-ZSC-CL09-3339,1S-MH-MU-ZSC-CL09-3136,0,2025-03-06,89.09010989010989,1S-MH-MU-ZSC-CL09-3136
10206,10131-35474,1S-MH-MU-ZSC-CL07-2739,1S-MH-MU-ZSC-CL07-3317,0,2025-04-04,139.49333333333334,1S-MH-MU-ZSC-CL07-3317
10206,4806-4856,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2185,0,2025-03-06,225.7628717948718,1S-MH-MU-ZSC-CL09-2185
10206,29959-9025,1S-MH-MU-ZSC-CL09-3113,1S-MH-MU-ZSC-CL09-2075,0,2025-03-06,69.71960199004975,1S-MH-MU-ZSC-CL09-2075
10206,34046-38418,1S-MH-MU-ZSC-CL08-3243,1S-MH-MU-ZSC-CL09-2139,0,2025-04-04,254.78530612244896,1S-MH-MU-ZSC-CL09-2139
10206,31677-32720,1S-MH-MU-ZSC-CL09-3199,1S-MH-MU-ZSC-CL09-3238,0,2025-04-04,211.36117647058825,1S-MH-MU-ZSC-CL09-3238
10206,31677-43713,1S-MH-MU-ZSC-CL09-3199,1S-MH-MU-ZSC-CL09-3335,0,,,1S-MH-MU-ZSC-CL09-3335
10206,30368-35537,1S-MH-MU-ZSC-CL09-3136,1S-MH-MU-ZSC-CL09-3205,0,2025-04-04,113.40328767123289,1S-MH-MU-ZSC-CL09-3205
10206,6268-31679,1S-MH-MU-ZSC-CL09-2186,1S-MH-MU-ZSC-CL09-3199,0,2025-03-06,126.43680981595092,1S-MH-MU-ZSC-CL09-3199
10206,6268-34835,1S-MH-MU-ZSC-CL09-2186,1S-MH-MU-ZSC-CL09-3256,0,2025-04-04,116.58675324675325,1S-MH-MU-ZSC-CL09-3256
10206,40847-29393,1S-MH-MU-ZSC-CL08-3291,1S-MH-MU-ZSC-CL09-3085,0,2025-03-06,115.45306122448979,1S-MH-MU-ZSC-CL09-3085
10206,18362-38419,1S-MH-MU-ZSC-CL09-2047,1S-MH-MU-ZSC-CL09-2139,0,2025-04-04,254.78530612244896,1S-MH-MU-ZSC-CL09-2139
10206,35475-1045,1S-MH-MU-ZSC-CL07-3317,1S-MH-MU-ZSC-CL07-2297,0,2025-04-04,247.09425742574257,1S-MH-MU-ZSC-CL07-2297
10206,29395-29956,1S-MH-MU-ZSC-CL09-3085,1S-MH-MU-ZSC-CL09-3112,0,2025-03-06,92.78115183246074,1S-MH-MU-ZSC-CL09-3112
10206,18160-10129,1S-MH-MU-ZSC-CL09-2027,1S-MH-MU-ZSC-CL07-2739,0,2024-11-04,302.0321243523316,1S-MH-MU-ZSC-CL07-2739
10207,7118-15373,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2222,0,2025-04-04,149.6213725490196,1S-MH-MU-ZSC-CL06-2222
10207,35755-15803,1S-MH-MU-ZSC-CL09-3211,1S-MH-MU-ZSC-CL09-2281,0,2025-03-06,174.99920398009948,1S-MH-MU-ZSC-CL09-2281
10207,34614-7119,1S-MH-MU-ZSC-CL06-3280,1S-MH-MU-ZSC-CL06-2835,0,2025-04-04,369.524,1S-MH-MU-ZSC-CL06-2835
10207,10207-41773,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3321,0,2025-03-06,51.82222222222222,1S-MH-MU-ZSC-CL05-3321
10207,32854-18508,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2221,0,2025-04-04,362.48085106382973,1S-MH-MU-ZSC-CL06-2221
10207,41772-35754,1S-MH-MU-ZSC-CL05-3321,1S-MH-MU-ZSC-CL09-3211,0,,,1S-MH-MU-ZSC-CL09-3211
10207,7117-37387,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-3428,0,2025-04-04,93.34205607476636,1S-MH-MU-ZSC-CL06-3428
10207,15801-34616,1S-MH-MU-ZSC-CL09-2281,1S-MH-MU-ZSC-CL06-3280,0,2025-04-04,221.5306832298137,1S-MH-MU-ZSC-CL06-3280
10209,32274-16164,1S-MH-MU-ZSC-CL09-3168,1S-MH-MU-ZSC-CL09-2806,0,2025-04-04,280.2227722772277,1S-MH-MU-ZSC-CL09-2806
10209,7341-32373,1S-MH-MU-ZSC-CL09-2432,1S-MH-MU-ZSC-CL09-3225,0,2025-04-04,237.83647058823527,1S-MH-MU-ZSC-CL09-3225
10209,10209-14433,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2244,0,2025-03-06,431.8323529411765,1S-MH-MU-ZSC-CL09-2244
10209,14435-7339,1S-MH-MU-ZSC-CL09-2244,1S-MH-MU-ZSC-CL09-2432,0,2025-03-06,297.31549019607843,1S-MH-MU-ZSC-CL09-2432
10209,32374-32272,1S-MH-MU-ZSC-CL09-3225,1S-MH-MU-ZSC-CL09-3168,0,2025-04-04,281.452081871345,1S-MH-MU-ZSC-CL09-3168
10210,15391-9312,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-2080,0,2025-04-04,646.4742574257426,1S-MH-MU-ZSC-CL05-2080
10210,15391-32151,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-3219,0,2025-04-04,289.5607843137255,1S-MH-MU-ZSC-CL05-3219
10210,38516-19899,1S-MH-MU-ZSC-CL08-3475,1S-MH-MU-ZSC-CL09-2926,0,2025-04-04,559.0067750677507,1S-MH-MU-ZSC-CL09-2926
10210,32152-32146,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3217,0,2025-04-04,326.15731707317076,1S-MH-MU-ZSC-CL05-3217
10210,7440-14263,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2815,0,2025-03-06,348.0820512820513,1S-MH-MU-ZSC-CL09-2815
10210,16615-9880,1S-MH-MU-ZSC-CL09-2607,1S-MH-MU-ZSC-CL09-3004,0,2025-04-04,324.4504950495049,1S-MH-MU-ZSC-CL09-3004
10210,41663-41662,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2040,0,2025-04-04,84.74545454545454,1S-MH-MU-ZSC-CL09-2040
10210,32144-32150,1S-MH-MU-ZSC-CL05-3217,1S-MH-MU-ZSC-CL05-3218,0,2025-04-04,229.39386503067482,1S-MH-MU-ZSC-CL05-3218
10210,32154-40189,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3499,0,2025-03-06,148.07999999999998,1S-MH-MU-ZSC-CL05-3499
10210,19902-16613,1S-MH-MU-ZSC-CL09-2926,1S-MH-MU-ZSC-CL09-2607,0,,,1S-MH-MU-ZSC-CL09-2607
