FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,LATEST_DT_DATE,DT_LOAD,LOCATION
10210,32415-7439,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2040,0,2025-04-04,84.74545454545454,1S-MH-MU-ZSC-CL09-2040
10210,37508-15445,1S-MH-MU-ZSC-CL05-3379,1S-MH-MU-ZSC-CL05-2737,0,2025-04-04,240.75902702702703,1S-MH-MU-ZSC-CL05-2737
10210,7442-15923,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2840,0,2025-03-06,132.5070588235294,1S-MH-MU-ZSC-CL09-2840
10210,15444-15393,1S-MH-MU-ZSC-CL05-2737,1S-MH-MU-ZSC-CL05-2288,0,2025-03-06,212.0994871794872,1S-MH-MU-ZSC-CL05-2288
10210,9882-32413,1S-MH-MU-ZSC-CL09-3004,1S-MH-MU-ZSC-CL09-2765,0,2025-04-04,267.0874576271187,1S-MH-MU-ZSC-CL09-2765
10210,38888-19898,1S-MH-MU-ZSC-CL09-2926,1S-MH-MU-ZSC-CL09-2926,0,2025-04-04,559.0067750677507,1S-MH-MU-ZSC-CL09-2926
10210,10210-38517,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL08-3475,0,2025-04-04,216.4774193548387,1S-MH-MU-ZSC-CL08-3475
10210,10210-18335,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-2583,0,2025-02-07,145.45333333333332,1S-MH-MU-ZSC-CL05-2583
10210,18333-37506,1S-MH-MU-ZSC-CL05-2583,1S-MH-MU-ZSC-CL05-3379,0,2025-04-04,122.25283018867924,1S-MH-MU-ZSC-CL05-3379
10211,10211-29463,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3075,0,,,1S-MH-MU-ZSC-CL05-3075
10214,14442-6372,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2827,0,2025-03-06,404.5739393939394,1S-MH-MU-ZSC-CL06-2827
10214,6374-12473,1S-MH-MU-ZSC-CL06-2827,1S-MH-MU-ZSC-CL06-2309,0,2025-03-06,582.7782178217822,1S-MH-MU-ZSC-CL06-2309
10214,34658-9766,1S-MH-MU-ZSC-CL06-3254,1S-MH-MU-ZSC-CL06-2097,0,2025-04-04,285.448128342246,1S-MH-MU-ZSC-CL06-2097
10214,38926-14475,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-2828,0,2025-04-04,141.24,1S-MH-MU-ZSC-CL05-2828
10214,14473-14574,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL05-2833,0,2025-04-04,166.69735064935065,1S-MH-MU-ZSC-CL05-2833
10214,14257-34656,1S-MH-MU-ZSC-CL06-2144,1S-MH-MU-ZSC-CL06-3254,0,2025-03-06,256.5011464968153,1S-MH-MU-ZSC-CL06-3254
10214,6082-10264,1S-MH-MU-ZSC-CL06-2433,1S-MH-MU-ZSC-CL06-2726,0,2025-04-04,168.45643564356433,1S-MH-MU-ZSC-CL06-2726
10214,14573-15349,1S-MH-MU-ZSC-CL05-2833,1S-MH-MU-ZSC-CL05-2832,0,2025-04-04,252.6355043227666,1S-MH-MU-ZSC-CL05-2832
10214,9765-6024,1S-MH-MU-ZSC-CL06-2097,1S-MH-MU-ZSC-CL06-2229,0,2025-03-06,379.20512820512823,1S-MH-MU-ZSC-CL06-2229
10214,6026-6084,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2433,0,2025-03-06,512.243,1S-MH-MU-ZSC-CL06-2433
10214,42676-14258,1S-MH-MU-ZSC-CL06-3484,1S-MH-MU-ZSC-CL06-2144,0,2025-04-04,454.7164179104478,1S-MH-MU-ZSC-CL06-2144
10214,10214-38924,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,0,2012-09-21,581.4,1S-MH-MU-ZSC-RSTN-AMBI
10214,12471-7628,1S-MH-MU-ZSC-CL06-2309,1S-MH-MU-ZSC-CL06-2187,0,2025-04-04,213.15816326530611,1S-MH-MU-ZSC-CL06-2187
10214,38925-28218,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2895,0,2025-04-04,217.05430463576158,1S-MH-MU-ZSC-CL09-2895
10214,14474-42675,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL06-3484,0,2025-04-04,113.52,1S-MH-MU-ZSC-CL06-3484
10217,9169-12456,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2598,0,2025-04-04,203.80554455445545,1S-MH-MU-ZSC-CL06-2598
10217,12454-37388,1S-MH-MU-ZSC-CL06-2598,1S-MH-MU-ZSC-CL06-3428,0,2025-04-04,93.34205607476636,1S-MH-MU-ZSC-CL06-3428
10217,31832-26683,1S-MH-MU-ZSC-CL06-3194,1S-MH-MU-ZSC-CL06-2998,0,2025-04-04,320.7061224489796,1S-MH-MU-ZSC-CL06-2998
10217,11240-35525,1S-MH-MU-ZSC-CL09-2132,1S-MH-MU-ZSC-CL06-3340,0,2025-03-06,196.11666666666667,1S-MH-MU-ZSC-CL06-3340
10217,11681-31830,1S-MH-MU-ZSC-CL06-2029,1S-MH-MU-ZSC-CL06-3194,0,2025-04-04,140.07976878612718,1S-MH-MU-ZSC-CL06-3194
10217,15125-11679,1S-MH-MU-ZSC-CL06-2677,1S-MH-MU-ZSC-CL06-2029,0,2025-04-04,170.2717171717172,1S-MH-MU-ZSC-CL06-2029
10217,39662-9170,1S-MH-MU-ZSC-CL06-3340,1S-MH-MU-ZSC-CL06-2564,0,2025-04-04,159.87,1S-MH-MU-ZSC-CL06-2564
10217,10217-11238,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2132,0,2025-03-06,357.43519999999995,1S-MH-MU-ZSC-CL09-2132
10217,9171-15123,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2677,0,2025-04-04,378.417756097561,1S-MH-MU-ZSC-CL06-2677
10219,10219-12470,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2376,0,2025-04-04,536.0243902439024,1S-MH-MU-ZSC-CL09-2376
10219,12468-7093,1S-MH-MU-ZSC-CL09-2376,1S-MH-MU-ZSC-CL09-2377,0,2025-04-04,801.1753846153847,1S-MH-MU-ZSC-CL09-2377
10219,12467-11778,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2381,0,2025-04-04,335.3206106870229,1S-MH-MU-ZSC-CL09-2381
10219,7095-10340,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2378,0,2025-04-04,118.52081218274111,1S-MH-MU-ZSC-CL09-2378
10219,19605-19780,1S-MH-MU-ZSC-CL09-2381,1S-MH-MU-ZSC-CL09-2537,0,2025-03-06,546.0731707317074,1S-MH-MU-ZSC-CL09-2537
10220,10220-14237,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2358,0,2025-03-06,563.1401960784314,1S-MH-MU-ZSC-CL09-2358
10220,18715-26882,1S-MH-MU-ZSC-CL09-2613,1S-MH-MU-ZSC-CL09-3011,0,2025-04-04,320.8125,1S-MH-MU-ZSC-CL09-3011
10220,26884-29418,1S-MH-MU-ZSC-CL09-3011,1S-MH-MU-ZSC-CL09-3087,0,2025-04-04,382.23745819397993,1S-MH-MU-ZSC-CL09-3087
10220,15118-16367,1S-MH-MU-ZSC-CL09-2358,1S-MH-MU-ZSC-CL09-2372,0,2025-03-06,538.3852216748768,1S-MH-MU-ZSC-CL09-2372
10220,28377-32482,1S-MH-MU-ZSC-CL09-3038,1S-MH-MU-ZSC-CL09-3228,0,2025-04-04,94.45858823529412,1S-MH-MU-ZSC-CL09-3228
10220,14235-28375,1S-MH-MU-ZSC-CL09-2358,,0,2018-04-09,289.11013824884793,
10220,29419-5241,1S-MH-MU-ZSC-CL09-3087,1S-MH-MU-ZSC-CL09-2033,0,2025-04-04,251.05466666666663,1S-MH-MU-ZSC-CL09-2033
10220,32480-5240,1S-MH-MU-ZSC-CL09-3228,1S-MH-MU-ZSC-CL09-2033,0,2025-04-04,251.05466666666663,1S-MH-MU-ZSC-CL09-2033
10222,10222-42332,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-3613,0,2025-04-04,381.2068965517241,1S-MH-MU-ZSC-CL09-3613
10222,10222-4722,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2765,0,2025-04-04,267.0874576271187,1S-MH-MU-ZSC-CL09-2765
10222,7260-13666,1S-MH-MU-ZSC-CL09-2380,1S-MH-MU-ZSC-CL09-2379,0,2025-04-04,142.05989847715736,1S-MH-MU-ZSC-CL09-2379
10222,42331-7258,1S-MH-MU-ZSC-CL09-3613,1S-MH-MU-ZSC-CL09-2380,0,2025-04-04,428.20746113989634,1S-MH-MU-ZSC-CL09-2380
10222,12370-30600,1S-MH-MU-ZSC-CL05-2735,1S-MH-MU-ZSC-CL05-3144,0,2025-04-04,148.05475935828878,1S-MH-MU-ZSC-CL05-3144
10222,12371-9305,1S-MH-MU-ZSC-CL05-2735,1S-MH-MU-ZSC-CL05-2733,0,2025-04-04,382.8926424870466,1S-MH-MU-ZSC-CL05-2733
10222,4723-11990,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2617,0,2025-03-06,325.35583333333335,1S-MH-MU-ZSC-CL09-2617
10222,4721-37314,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-3455,0,,,1S-MH-MU-ZSC-CL09-3455
10222,13665-10338,1S-MH-MU-ZSC-CL09-2379,1S-MH-MU-ZSC-CL09-2378,0,2025-04-04,118.52081218274111,1S-MH-MU-ZSC-CL09-2378
10222,37312-32306,1S-MH-MU-ZSC-CL09-3455,1S-MH-MU-ZSC-CL09-3226,0,2025-04-04,170.62923976608187,1S-MH-MU-ZSC-CL09-3226
10222,32308-25210,1S-MH-MU-ZSC-CL09-3226,1S-MH-MU-ZSC-CL09-2019,0,2025-03-06,212.9743842364532,1S-MH-MU-ZSC-CL09-2019
10222,7258-12368,1S-MH-MU-ZSC-CL09-2380,1S-MH-MU-ZSC-CL05-2735,1,2025-04-04,337.5367346938775,1S-MH-MU-ZSC-CL05-2735
10223,10223-29460,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3075,0,,,1S-MH-MU-ZSC-CL05-3075
104,42997-43004,1S-MH-MU-ZET-CL13-8407,1S-MH-MU-ZET-CL13-8407,0,2025-04-04,449.90092592592595,1S-MH-MU-ZET-CL13-8407
104,43700-15143,1S-MH-MU-ZET-CL03-8411,1S-MH-MU-ZET-CL03-8800,0,2025-04-04,359.70646766169153,1S-MH-MU-ZET-CL03-8800
104,9129-15143,1S-MH-MU-ZET-CL03-8412,1S-MH-MU-ZET-CL03-8800,0,2025-04-04,359.70646766169153,1S-MH-MU-ZET-CL03-8800
104,6463-36176,1S-MH-MU-ZET-CL03-8463,1S-MH-MU-ZET-CL13-8407,0,2025-04-04,449.90092592592595,1S-MH-MU-ZET-CL13-8407
104,104-6824,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-CL03-8462,0,2025-04-04,495.17673267326734,1S-MH-MU-ZET-CL03-8462
104,15968-43701,1S-MH-MU-ZET-CL13-8407,1S-MH-MU-ZET-CL03-8411,0,2025-04-04,117.80754716981133,1S-MH-MU-ZET-CL03-8411
104,15968-9130,1S-MH-MU-ZET-CL13-8407,1S-MH-MU-ZET-CL03-8412,0,2024-04-05,105.17999999999999,1S-MH-MU-ZET-CL03-8412
104,6826-6461,1S-MH-MU-ZET-CL03-8462,1S-MH-MU-ZET-CL03-8463,0,2025-04-04,161.23618090452263,1S-MH-MU-ZET-CL03-8463
105,7382-36618,1S-MH-MU-ZET-CL03-8811,1S-MH-MU-ZET-CL03-9571,0,2025-04-04,231.41400000000002,1S-MH-MU-ZET-CL03-9571
105,38274-5116,1S-MH-MU-ZET-CL03-9399,1S-MH-MU-ZET-CL02-8806,0,,,1S-MH-MU-ZET-CL02-8806
105,37931-7381,1S-MH-MU-ZET-CL03-9457,1S-MH-MU-ZET-CL03-8811,0,2025-04-04,360.13231552162847,1S-MH-MU-ZET-CL03-8811
105,4921-39289,1S-MH-MU-ZET-CL02-8806,1S-MH-MU-ZET-CL02-9597,0,2025-04-04,234.53636363636363,1S-MH-MU-ZET-CL02-9597
105,4919-28146,1S-MH-MU-ZET-CL02-8806,1S-MH-MU-ZET-CL02-8543,0,2025-04-04,32.601592039801,1S-MH-MU-ZET-CL02-8543
105,36619-14802,1S-MH-MU-ZET-CL03-9571,1S-MH-MU-ZET-CL03-8335,0,2025-04-04,379.4666666666667,1S-MH-MU-ZET-CL03-8335
105,9429-37932,1S-MH-MU-ZET-CL03-8692,1S-MH-MU-ZET-CL03-9457,0,2025-04-04,169.94343434343435,1S-MH-MU-ZET-CL03-9457
105,4913-9427,1S-MH-MU-ZET-CL03-8527,1S-MH-MU-ZET-CL03-8692,0,2025-04-04,506.4548717948718,1S-MH-MU-ZET-CL03-8692
105,28145-7299,1S-MH-MU-ZET-CL02-8543,1S-MH-MU-ZET-CL03-8057,0,2025-04-04,511.83417085427135,1S-MH-MU-ZET-CL03-8057
105,4920-6348,1S-MH-MU-ZET-CL02-8806,1S-MH-MU-ZET-CL02-8545,0,2025-04-04,3.4324752475247524,1S-MH-MU-ZET-CL02-8545
105,105-4911,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-CL03-8527,0,2025-04-04,233.60100502512563,1S-MH-MU-ZET-CL03-8527
105,14800-38273,1S-MH-MU-ZET-CL03-8335,1S-MH-MU-ZET-CL03-9399,0,2025-04-04,231.40827586206896,1S-MH-MU-ZET-CL03-9399
10558,10622-31718,1S-MH-MU-ZET-CL07-8342,1S-MH-MU-ZET-CL07-9257,0,2025-04-04,404.6073446327684,1S-MH-MU-ZET-CL07-9257
10558,10558-11438,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-CL07-8343,0,2025-04-04,487.21156249999996,1S-MH-MU-ZET-CL07-8343
10558,11440-10624,1S-MH-MU-ZET-CL07-8343,1S-MH-MU-ZET-CL07-8342,0,2025-04-04,475.43232323232326,1S-MH-MU-ZET-CL07-8342
10560,42799-42547,1S-MH-MU-ZET-CL07-9853,1S-MH-MU-ZET-CL07-9820,0,2025-04-04,8.208,1S-MH-MU-ZET-CL07-9820
10560,42335-12465,1S-MH-MU-ZET-CL07-9801,1S-MH-MU-ZET-CL07-8349,0,2025-04-04,51.20633663366337,1S-MH-MU-ZET-CL07-8349
10560,42339-42334,1S-MH-MU-ZET-CL07-9801,1S-MH-MU-ZET-CL07-9801,0,,,1S-MH-MU-ZET-CL07-9801
10560,42347-42343,1S-MH-MU-ZET-CL07-9801,1S-MH-MU-ZET-CL07-9801,0,,,1S-MH-MU-ZET-CL07-9801
10560,2689-42336,1S-MH-MU-ZET-CL07-8311,1S-MH-MU-ZET-CL07-9801,0,,,1S-MH-MU-ZET-CL07-9801
10560,42344-42338,1S-MH-MU-ZET-CL07-9801,1S-MH-MU-ZET-CL07-9801,0,,,1S-MH-MU-ZET-CL07-9801
10560,13874-1434,1S-MH-MU-ZET-CL07-8339,1S-MH-MU-ZET-CL07-8348,0,2023-06-03,84.51717948717949,1S-MH-MU-ZET-CL07-8348
10560,40225-40829,1S-MH-MU-ZET-CL07-9727,1S-MH-MU-ZET-CL07-9726,0,2025-04-04,181.40645161290323,1S-MH-MU-ZET-CL07-9726
10560,38961-26489,1S-MH-MU-ZET-CL07-9678,1S-MH-MU-ZET-CL07-9043,0,2025-04-04,380.7164179104478,1S-MH-MU-ZET-CL07-9043
10560,13873-26491,1S-MH-MU-ZET-CL07-8339,1S-MH-MU-ZET-CL07-9043,0,2025-04-04,380.7164179104478,1S-MH-MU-ZET-CL07-9043
10560,12464-25206,1S-MH-MU-ZET-CL07-8349,1S-MH-MU-ZET-CL07-8997,0,2025-04-04,163.03336683417086,1S-MH-MU-ZET-CL07-8997
10560,25204-40224,1S-MH-MU-ZET-CL07-8997,1S-MH-MU-ZET-CL07-9727,0,2025-04-04,308.4792452830189,1S-MH-MU-ZET-CL07-9727
10560,34126-5672,1S-MH-MU-ZET-CL07-8349,1S-MH-MU-ZET-CL06-8927,0,2025-04-04,186.25829145728645,1S-MH-MU-ZET-CL06-8927
10560,10560-42798,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-CL07-9853,0,2025-04-04,201.24,1S-MH-MU-ZET-CL07-9853
10560,2691-38960,1S-MH-MU-ZET-CL07-8311,1S-MH-MU-ZET-CL07-9678,0,2025-04-04,228.01,1S-MH-MU-ZET-CL07-9678
