FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,FROM_SWITCH,TO_SWITCH
10205,10205-18556,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2382,1,10205,18556
10205,18558-18559,1S-MH-MU-ZSC-CL09-2382,1S-MH-MU-ZSC-CL09-2383,1,18558,18559
10205,10205-10634,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,2,10205,10634
10205,10632-573,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,2,10632,573
10205,574-39130,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL09-3373,2,574,39130
10205,39131-28802,1S-MH-MU-ZSC-CL09-3373,1S-MH-MU-ZSC-CL09-3058,2,39131,28802
10205,28803-32963,1S-MH-MU-ZSC-CL09-3058,1S-MH-MU-ZSC-CL08-3241,2,28803,32963
10205,32965-4857,1S-MH-MU-ZSC-CL08-3241,1S-MH-MU-ZSC-CL09-2185,2,32965,4857
10205,572-39962,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,2.1,572,39962
10205,39964-39632,1S-MH-MU-ZSC-CL06-3404,1S-MH-MU-ZSC-CL06-3489,2.1,39964,39632
10205,39633-5821,1S-MH-MU-ZSC-CL06-3489,1S-MH-MU-ZSC-CL06-2088,2.1,39633,5821
10205,16951-4853,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2366,2.2,16951,4853
10205,4855-6089,1S-MH-MU-ZSC-CL09-2366,1S-MH-MU-ZSC-CL09-2348,2.2,4855,6089
10205,6088-25212,1S-MH-MU-ZSC-CL09-2348,1S-MH-MU-ZSC-CL09-2019,2.2,6088,25212
10206,10206-4804,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,10206,4804
10206,4806-4856,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2185,1,4806,4856
10206,16854-18162,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL09-2027,1,16854,18162
10206,18160-10129,1S-MH-MU-ZSC-CL09-2027,1S-MH-MU-ZSC-CL07-2739,1,18160,10129
10206,10131-35474,1S-MH-MU-ZSC-CL07-2739,1S-MH-MU-ZSC-CL07-3317,1,10131,35474
10206,35475-1045,1S-MH-MU-ZSC-CL07-3317,1S-MH-MU-ZSC-CL07-2297,1,35475,1045
10206,1047-35450,1S-MH-MU-ZSC-CL07-2297,1S-MH-MU-ZSC-CL09-3297,1,1047,35450
10206,4858-40848,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL08-3291,1.1,4858,40848
10206,40847-29393,1S-MH-MU-ZSC-CL08-3291,1S-MH-MU-ZSC-CL09-3085,1.1,40847,29393
10206,29395-29956,1S-MH-MU-ZSC-CL09-3085,1S-MH-MU-ZSC-CL09-3112,1.1,29395,29956
10206,29954-29957,1S-MH-MU-ZSC-CL09-3112,1S-MH-MU-ZSC-CL09-3113,1.1,29954,29957
10206,29959-9025,1S-MH-MU-ZSC-CL09-3113,1S-MH-MU-ZSC-CL09-2075,1.1,29959,9025
10207,10207-41773,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3321,1,10207,41773
10207,41772-35754,1S-MH-MU-ZSC-CL05-3321,1S-MH-MU-ZSC-CL09-3211,1,41772,35754
10207,35755-15803,1S-MH-MU-ZSC-CL09-3211,1S-MH-MU-ZSC-CL09-2281,1,35755,15803
10207,15801-34616,1S-MH-MU-ZSC-CL09-2281,1S-MH-MU-ZSC-CL06-3280,1,15801,34616
10207,34614-7119,1S-MH-MU-ZSC-CL06-3280,1S-MH-MU-ZSC-CL06-2835,1,34614,7119
10207,32854-18508,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2221,1,32854,18508
10207,7118-15373,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2222,1.1,7118,15373
10207,7117-37387,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-3428,1.2,7117,37387
10207,35756-HTCONSUMER,1S-MH-MU-ZSC-CL09-3211,NAN,1.3,35756,HTCONSUMER
10209,10209-14433,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2244,1,10209,14433
10209,14435-7339,1S-MH-MU-ZSC-CL09-2244,1S-MH-MU-ZSC-CL09-2432,1,14435,7339
10209,7341-32373,1S-MH-MU-ZSC-CL09-2432,1S-MH-MU-ZSC-CL09-3225,1,7341,32373
10209,32374-32272,1S-MH-MU-ZSC-CL09-3225,1S-MH-MU-ZSC-CL09-3168,1,32374,32272
10209,32274-16164,1S-MH-MU-ZSC-CL09-3168,1S-MH-MU-ZSC-CL09-2806,1,32274,16164
10210,10210-38517,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL08-3475,1,10210,38517
10210,38516-19899,1S-MH-MU-ZSC-CL08-3475,1S-MH-MU-ZSC-CL09-2926,1,38516,19899
10210,19902-16613,1S-MH-MU-ZSC-CL09-2926,1S-MH-MU-ZSC-CL09-2607,1,19902,16613
10210,16615-9880,1S-MH-MU-ZSC-CL09-2607,1S-MH-MU-ZSC-CL09-3004,1,16615,9880
10210,9882-32413,1S-MH-MU-ZSC-CL09-3004,1S-MH-MU-ZSC-CL09-2765,1,9882,32413
10210,32415-7439,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2040,1,32415,7439
10210,7440-14263,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2815,1,7440,14263
10210,7442-15923,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2840,1.1,7442,15923
10210,32414-HTCONSUMER,1S-MH-MU-ZSC-CL09-2765,NAN,1.2,32414,HTCONSUMER
10210,10210-18335,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-2583,2,10210,18335
10210,18333-37506,1S-MH-MU-ZSC-CL05-2583,1S-MH-MU-ZSC-CL05-3379,2,18333,37506
10210,37508-15445,1S-MH-MU-ZSC-CL05-3379,1S-MH-MU-ZSC-CL05-2737,2,37508,15445
10210,15444-15393,1S-MH-MU-ZSC-CL05-2737,1S-MH-MU-ZSC-CL05-2288,2,15444,15393
10210,15391-32151,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-3219,2,15391,32151
10210,32152-32146,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3217,2,32152,32146
10210,32144-32150,1S-MH-MU-ZSC-CL05-3217,1S-MH-MU-ZSC-CL05-3218,2,32144,32150
10210,32154-40189,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3499,2.1,32154,40189
10210,15391-9312,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-2080,2.2,15391,9312
10211,10211-29463,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3075,1,10211,29463
10212,10212-CAP BANK,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1,10212,CAP BANK
10214,10214-38924,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1,10214,38924
10214,38926-14475,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-2828,1,38926,14475
10214,14474-42675,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL06-3484,1,14474,42675
10214,42676-14258,1S-MH-MU-ZSC-CL06-3484,1S-MH-MU-ZSC-CL06-2144,1,42676,14258
10214,14257-34656,1S-MH-MU-ZSC-CL06-2144,1S-MH-MU-ZSC-CL06-3254,1,14257,34656
10214,34658-9766,1S-MH-MU-ZSC-CL06-3254,1S-MH-MU-ZSC-CL06-2097,1,34658,9766
10214,9765-6024,1S-MH-MU-ZSC-CL06-2097,1S-MH-MU-ZSC-CL06-2229,1,9765,6024
10214,14442-6372,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2827,1,14442,6372
10214,6374-12473,1S-MH-MU-ZSC-CL06-2827,1S-MH-MU-ZSC-CL06-2309,1,6374,12473
10214,12471-7628,1S-MH-MU-ZSC-CL06-2309,1S-MH-MU-ZSC-CL06-2187,1,12471,7628
10214,6026-6084,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2433,1.1,6026,6084
10214,6082-10264,1S-MH-MU-ZSC-CL06-2433,1S-MH-MU-ZSC-CL06-2726,1.1,6082,10264
10214,14473-14574,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL05-2833,1.2,14473,14574
10214,14573-15349,1S-MH-MU-ZSC-CL05-2833,1S-MH-MU-ZSC-CL05-2832,1.2,14573,15349
10214,38925-28218,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2895,1.3,38925,28218
10217,10217-11238,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2132,1,10217,11238
10217,11240-35525,1S-MH-MU-ZSC-CL09-2132,1S-MH-MU-ZSC-CL06-3340,1,11240,35525
10217,39662-9170,1S-MH-MU-ZSC-CL06-3340,1S-MH-MU-ZSC-CL06-2564,1,39662,9170
10217,9171-15123,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2677,1,9171,15123
10217,15125-11679,1S-MH-MU-ZSC-CL06-2677,1S-MH-MU-ZSC-CL06-2029,1,15125,11679
10217,11681-31830,1S-MH-MU-ZSC-CL06-2029,1S-MH-MU-ZSC-CL06-3194,1,11681,31830
10217,31832-26683,1S-MH-MU-ZSC-CL06-3194,1S-MH-MU-ZSC-CL06-2998,1,31832,26683
10217,9169-12456,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2598,1.1,9169,12456
10217,12454-37388,1S-MH-MU-ZSC-CL06-2598,1S-MH-MU-ZSC-CL06-3428,1.1,12454,37388
10219,10219-12470,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2376,1,10219,12470
10219,12468-7093,1S-MH-MU-ZSC-CL09-2376,1S-MH-MU-ZSC-CL09-2377,1,12468,7093
10219,12467-11778,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2381,1,12467,11778
10219,19605-19780,1S-MH-MU-ZSC-CL09-2381,1S-MH-MU-ZSC-CL09-2537,1,19605,19780
10219,7095-10340,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2378,1.1,7095,10340
10220,10220-14237,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2358,1,10220,14237
10220,15118-16367,1S-MH-MU-ZSC-CL09-2358,1S-MH-MU-ZSC-CL09-2372,1,15118,16367
10220,14235-28375,1S-MH-MU-ZSC-CL09-2358,NAN,1.1,14235,28375
10221,10221-CAP BANK,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1,10221,CAP BANK
10222,10222-42332,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-3613,1,10222,42332
10222,42331-7258,1S-MH-MU-ZSC-CL09-3613,1S-MH-MU-ZSC-CL09-2380,1,42331,7258
10222,7258-12368,1S-MH-MU-ZSC-CL09-2380,1S-MH-MU-ZSC-CL05-2735,1,7258,12368
10222,12371-9305,1S-MH-MU-ZSC-CL05-2735,1S-MH-MU-ZSC-CL05-2733,1,12371,9305
10222,12370-30600,1S-MH-MU-ZSC-CL05-2735,1S-MH-MU-ZSC-CL05-3144,1.1,12370,30600
10222,7260-13666,1S-MH-MU-ZSC-CL09-2380,1S-MH-MU-ZSC-CL09-2379,1.2,7260,13666
10222,13665-10338,1S-MH-MU-ZSC-CL09-2379,1S-MH-MU-ZSC-CL09-2378,1.2,13665,10338
10222,10222-4722,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2765,2,10222,4722
10222,4721-37314,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-3455,2,4721,37314
10222,37312-32306,1S-MH-MU-ZSC-CL09-3455,1S-MH-MU-ZSC-CL09-3226,2,37312,32306
10222,32308-25210,1S-MH-MU-ZSC-CL09-3226,1S-MH-MU-ZSC-CL09-2019,2,32308,25210
10222,35794-HTCONSUMER,1S-MH-MU-ZSC-CL09-2019,NAN,2,35794,HTCONSUMER
10222,37313-HTCONSUMER,1S-MH-MU-ZSC-CL09-3455,NAN,2.1,37313,HTCONSUMER
10222,4723-11990,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2617,2.2,4723,11990
10223,10223-29460,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3075,1,10223,29460
10223,29461-HTCONSUMER,1S-MH-MU-ZSC-CL05-3075,NAN,1,29461,HTCONSUMER
104,104-6824,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-CL03-8462,1,104,6824
104,6826-6461,1S-MH-MU-ZET-CL03-8462,1S-MH-MU-ZET-CL03-8463,1,6826,6461
104,6463-36176,1S-MH-MU-ZET-CL03-8463,1S-MH-MU-ZET-CL13-8407,1,6463,36176
104,15968-9130,1S-MH-MU-ZET-CL13-8407,1S-MH-MU-ZET-CL03-8412,1,15968,9130
104,9129-15143,1S-MH-MU-ZET-CL03-8412,1S-MH-MU-ZET-CL03-8800,1,9129,15143
104,15968-43701,1S-MH-MU-ZET-CL13-8407,1S-MH-MU-ZET-CL03-8411,1.1,15968,43701
105,105-4911,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-CL03-8527,1,105,4911
105,4913-9427,1S-MH-MU-ZET-CL03-8527,1S-MH-MU-ZET-CL03-8692,1,4913,9427
105,9429-37932,1S-MH-MU-ZET-CL03-8692,1S-MH-MU-ZET-CL03-9457,1,9429,37932
105,37931-7381,1S-MH-MU-ZET-CL03-9457,1S-MH-MU-ZET-CL03-8811,1,37931,7381
105,7382-36618,1S-MH-MU-ZET-CL03-8811,1S-MH-MU-ZET-CL03-9571,1,7382,36618
105,36619-14802,1S-MH-MU-ZET-CL03-9571,1S-MH-MU-ZET-CL03-8335,1,36619,14802
105,14800-38273,1S-MH-MU-ZET-CL03-8335,1S-MH-MU-ZET-CL03-9399,1,14800,38273
105,38274-5116,1S-MH-MU-ZET-CL03-9399,1S-MH-MU-ZET-CL02-8806,1,38274,5116
105,4919-28146,1S-MH-MU-ZET-CL02-8806,1S-MH-MU-ZET-CL02-8543,1,4919,28146
105,28145-7299,1S-MH-MU-ZET-CL02-8543,1S-MH-MU-ZET-CL03-8057,1,28145,7299
105,4920-6348,1S-MH-MU-ZET-CL02-8806,1S-MH-MU-ZET-CL02-8545,1.1,4920,6348
105,4921-39289,1S-MH-MU-ZET-CL02-8806,1S-MH-MU-ZET-CL02-9597,1.2,4921,39289
10558,10558-11438,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-CL07-8343,1,10558,11438
10558,11440-10624,1S-MH-MU-ZET-CL07-8343,1S-MH-MU-ZET-CL07-8342,1,11440,10624
10558,10622-31718,1S-MH-MU-ZET-CL07-8342,1S-MH-MU-ZET-CL07-9257,1,10622,31718
10559,10559-STN XMER,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-RSTN-TAGO,1,10559,STN XMER
10560,10560-42798,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-CL07-9853,1,10560,42798
10560,42799-42547,1S-MH-MU-ZET-CL07-9853,1S-MH-MU-ZET-CL07-9820,1,42799,42547
10560,42546-13079,1S-MH-MU-ZET-CL07-9820,1S-MH-MU-ZET-CL07-8840,1,42546,13079
10560,41600-2690,1S-MH-MU-ZET-CL07-8840,1S-MH-MU-ZET-CL07-8311,1,41600,2690
10560,2689-42336,1S-MH-MU-ZET-CL07-8311,1S-MH-MU-ZET-CL07-9801,1,2689,42336
10560,42335-12465,1S-MH-MU-ZET-CL07-9801,1S-MH-MU-ZET-CL07-8349,1,42335,12465
10560,12464-25206,1S-MH-MU-ZET-CL07-8349,1S-MH-MU-ZET-CL07-8997,1,12464,25206
10560,25204-40224,1S-MH-MU-ZET-CL07-8997,1S-MH-MU-ZET-CL07-9727,1,25204,40224
10560,40225-40829,1S-MH-MU-ZET-CL07-9727,1S-MH-MU-ZET-CL07-9726,1,40225,40829
10560,34126-5672,1S-MH-MU-ZET-CL07-8349,1S-MH-MU-ZET-CL06-8927,1.1,34126,5672
10560,42346-HTCONSUMER,1S-MH-MU-ZET-CL07-9801,NAN,1.2,42346,HTCONSUMER
10560,42349-HTCONSUMER,1S-MH-MU-ZET-CL07-9801,NAN,1.3,42349,HTCONSUMER
10560,2691-38960,1S-MH-MU-ZET-CL07-8311,1S-MH-MU-ZET-CL07-9678,1.4,2691,38960
10560,38961-26489,1S-MH-MU-ZET-CL07-9678,1S-MH-MU-ZET-CL07-9043,1.4,38961,26489
10563,10563-41257,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-CL07-8841,1,10563,41257
10563,10556-36225,1S-MH-MU-ZET-CL07-8841,1S-MH-MU-ZET-CL07-9560,1,10556,36225
10563,36224-41360,1S-MH-MU-ZET-CL07-9560,1S-MH-MU-ZET-CL07-9759,1,36224,41360
10563,41359-41363,1S-MH-MU-ZET-CL07-9759,1S-MH-MU-ZET-CL07-9725,1,41359,41363
10563,41362-41475,1S-MH-MU-ZET-CL07-9725,1S-MH-MU-ZET-CL07-9746,1,41362,41475
10563,41476-38046,1S-MH-MU-ZET-CL07-9746,1S-MH-MU-ZET-CL07-9593,1,41476,38046
10563,42585-32300,1S-MH-MU-ZET-CL07-9593,1S-MH-MU-ZET-CL07-9279,1,42585,32300
10563,7841-12443,1S-MH-MU-ZET-CL07-9279,1S-MH-MU-ZET-CL07-8420,1,7841,12443
10563,12441-12082,1S-MH-MU-ZET-CL07-8420,1S-MH-MU-ZET-CL07-8425,1,12441,12082
10563,38047-42584,1S-MH-MU-ZET-CL07-9593,1S-MH-MU-ZET-CL07-9279,1.1,38047,42584
10563,7841-12443,1S-MH-MU-ZET-CL07-9279,1S-MH-MU-ZET-CL07-8420,1.1,7841,12443
10563,12441-12082,1S-MH-MU-ZET-CL07-8420,1S-MH-MU-ZET-CL07-8425,1.1,12441,12082
10563,41477-DT,1S-MH-MU-ZET-CL07-9746,NAN,1.2,41477,DT
10563,41364-DT,1S-MH-MU-ZET-CL07-9725,NAN,1.3,41364,DT
10563,10555-11369,1S-MH-MU-ZET-CL07-8841,1S-MH-MU-ZET-CL07-8843,1.4,10555,11369
10564,10564-CAP BANK,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-RSTN-TAGO,1,10564,CAP BANK
10566,10566-15422,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-CL07-8345,1,10566,15422
10566,15420-32377,1S-MH-MU-ZET-CL07-8345,1S-MH-MU-ZET-CL07-8344,1,15420,32377
10566,4883-39653,1S-MH-MU-ZET-CL07-8344,1S-MH-MU-ZET-CL07-9516,1,4883,39653
10566,39652-42544,1S-MH-MU-ZET-CL07-9516,1S-MH-MU-ZET-CL07-9800,1,39652,42544
10566,42543-13081,1S-MH-MU-ZET-CL07-9800,1S-MH-MU-ZET-CL07-8840,1,42543,13081
10566,4882-40177,1S-MH-MU-ZET-CL07-8344,1S-MH-MU-ZET-CL07-8339,1.1,4882,40177
10570,10570-29028,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-CL07-9114,1,10570,29028
10570,29029-42860,1S-MH-MU-ZET-CL07-9114,1S-MH-MU-ZET-CL07-9854,1,29029,42860
10570,42859-31594,1S-MH-MU-ZET-CL07-9854,1S-MH-MU-ZET-CL07-8419,1,42859,31594
10570,5021-8552,1S-MH-MU-ZET-CL07-8419,1S-MH-MU-ZET-CL07-8423,1,5021,8552
10570,8552-40042,1S-MH-MU-ZET-CL07-8423,1S-MH-MU-ZET-CL07-9742,1,8552,40042
10570,40043-40558,1S-MH-MU-ZET-CL07-9742,1S-MH-MU-ZET-CL07-9647,1,40043,40558
10570,40556-10395,1S-MH-MU-ZET-CL07-9647,1S-MH-MU-ZET-CL07-8422,1,40556,10395
10570,5020-37464,1S-MH-MU-ZET-CL07-8419,1S-MH-MU-ZET-CL07-9564,1.1,5020,37464
10570,37463-6805,1S-MH-MU-ZET-CL07-9564,1S-MH-MU-ZET-CL07-8421,1.1,37463,6805
10570,6807-12083,1S-MH-MU-ZET-CL07-8421,1S-MH-MU-ZET-CL07-8425,1.1,6807,12083
10571,10571-9126,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-CL07-8340,1,10571,9126
10571,823-40185,1S-MH-MU-ZET-CL07-8340,1S-MH-MU-ZET-CL07-9243,1,823,40185
10572,10572-CAP BANK,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-RSTN-TAGO,1,10572,CAP BANK
106,106-29426,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-CL03-9480,1,106,29426
106,29428-6188,1S-MH-MU-ZET-CL03-9480,1S-MH-MU-ZET-CL02-8011,1,29428,6188
109,109-30520,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-CL03-9172,1,109,30520
109,30518-1826,1S-MH-MU-ZET-CL03-9172,1S-MH-MU-ZET-CL03-8510,1,30518,1826
109,1826-2111,1S-MH-MU-ZET-CL03-8510,1S-MH-MU-ZET-CL03-8283,1,1826,2111
109,6586-29230,1S-MH-MU-ZET-CL03-8283,1S-MH-MU-ZET-CL03-9123,1,6586,29230
109,29229-2516,1S-MH-MU-ZET-CL03-9123,1S-MH-MU-ZET-CL03-8178,1,29229,2516
109,2518-37796,1S-MH-MU-ZET-CL03-8178,1S-MH-MU-ZET-CL03-8181,1,2518,37796
109,37797-41800,1S-MH-MU-ZET-CL03-8181,1S-MH-MU-ZET-CL03-9779,1,37797,41800
109,41796-11353,1S-MH-MU-ZET-CL03-9779,1S-MH-MU-ZET-CL03-8182,1,41796,11353
109,11352-16245,1S-MH-MU-ZET-CL03-8182,1S-MH-MU-ZET-CL03-8179,1,11352,16245
109,16244-29132,1S-MH-MU-ZET-CL03-8179,1S-MH-MU-ZET-CL03-9116,1,16244,29132
109,29134-30849,1S-MH-MU-ZET-CL03-9116,1S-MH-MU-ZET-CL03-9204,1,29134,30849
109,30850-13239,1S-MH-MU-ZET-CL03-9204,1S-MH-MU-ZET-CL03-8739,1,30850,13239
109,2110-34283,1S-MH-MU-ZET-CL03-8283,1S-MH-MU-ZET-CL03-9346,1.1,2110,34283
110,110-251,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-CL02-8478,1,110,251
110,112-38066,1S-MH-MU-ZET-CL02-8478,1S-MH-MU-ZET-CL03-8442,1,112,38066
110,38067-14134,1S-MH-MU-ZET-CL03-8442,1S-MH-MU-ZET-CL03-8078,1,38067,14134
110,14132-17628,1S-MH-MU-ZET-CL03-8078,1S-MH-MU-ZET-CL03-8213,1,14132,17628
110,17627-12192,1S-MH-MU-ZET-CL03-8213,1S-MH-MU-ZET-CL03-8536,1,17627,12192
110,12194-10935,1S-MH-MU-ZET-CL03-8536,1S-MH-MU-ZET-CL03-8938,1,12194,10935
110,250-11726,1S-MH-MU-ZET-CL02-8478,1S-MH-MU-ZET-CL02-8544,1.1,250,11726
110,11728-25926,1S-MH-MU-ZET-CL02-8544,1S-MH-MU-ZET-CL02-8473,1.1,11728,25926
110,25925-7805,1S-MH-MU-ZET-CL02-8473,1S-MH-MU-ZET-CL02-8472,1.1,25925,7805
110,7806-15231,1S-MH-MU-ZET-CL02-8472,1S-MH-MU-ZET-CL02-8471,1.1,7806,15231
11215,11215-30306,1S-MH-MU-ZSC-RSTN-SEEP,1S-MH-MU-ZSC-CL01-3132,1,11215,30306
11215,30308-30305,1S-MH-MU-ZSC-CL01-3132,1S-MH-MU-ZSC-CL01-3131,1,30308,30305
11419,11419-HTCONSUMER,1S-MH-MU-ZST-RSTN-VILE,NAN,1,11419,HTCONSUMER
11420,11420-HTCONSUMER,1S-MH-MU-ZST-RSTN-VILE,NAN,1,11420,HTCONSUMER
11423,11423-2730,1S-MH-MU-ZST-RSTN-VILE,1S-MH-MU-ZST-CL08-0122,1,11423,2730
11423,12133-30430,1S-MH-MU-ZST-CL08-0122,1S-MH-MU-ZST-CL08-0781,1,12133,30430
11423,30428-4348,1S-MH-MU-ZST-CL08-0781,1S-MH-MU-ZST-CL08-0190,1,30428,4348
11423,4348-36051,1S-MH-MU-ZST-CL08-0190,1S-MH-MU-ZST-CL08-1018,1,4348,36051
11423,36053-16370,1S-MH-MU-ZST-CL08-1018,1S-MH-MU-ZST-CL08-0404,1,36053,16370
11423,19486-34877,1S-MH-MU-ZST-CL08-0404,1S-MH-MU-ZST-CL08-0922,1,19486,34877
11423,16368-16386,1S-MH-MU-ZST-CL08-0404,1S-MH-MU-ZST-CL08-0499,1.1,16368,16386
11423,2732-39809,1S-MH-MU-ZST-CL08-0122,1S-MH-MU-ZST-CL08-0570,1.2,2732,39809
11423,15226-38492,1S-MH-MU-ZST-CL08-0570,1S-MH-MU-ZST-CL08-1192,1.2,15226,38492
11423,38491-44007,1S-MH-MU-ZST-CL08-1192,1S-MH-MU-ZST-CL08-1055,1.2,38491,44007
11423,44008-14987,1S-MH-MU-ZST-CL08-1055,1S-MH-MU-ZST-CL08-0325,1.2,44008,14987
11423,14988-5944,1S-MH-MU-ZST-CL08-0325,1S-MH-MU-ZST-CL08-0566,1.2,14988,5944
11425,11425-40210,1S-MH-MU-ZST-RSTN-VILE,1S-MH-MU-ZST-CL08-1303,1,11425,40210
11425,40209-35750,1S-MH-MU-ZST-CL08-1303,1S-MH-MU-ZST-CL08-0654,1,40209,35750
11425,25579-4038,1S-MH-MU-ZST-CL08-0654,1S-MH-MU-ZST-CL08-0182,1,25579,4038
11425,4036-26755,1S-MH-MU-ZST-CL08-0182,1S-MH-MU-ZST-CL08-0692,1,4036,26755
11425,26753-40985,1S-MH-MU-ZST-CL08-0692,1S-MH-MU-ZST-CL08-0573,1,26753,40985
11425,40986-40358,1S-MH-MU-ZST-CL08-0573,1S-MH-MU-ZST-CL08-1069,1,40986,40358
11425,40359-43030,1S-MH-MU-ZST-CL08-1069,1S-MH-MU-ZST-CL08-0407,1,40359,43030
11425,2501-43669,1S-MH-MU-ZST-CL08-0407,1S-MH-MU-ZST-CL08-1415,1,2501,43669
11425,43668-37421,1S-MH-MU-ZST-CL08-1415,1S-MH-MU-ZST-CL04-1107,1,43668,37421
11425,37420-11134,1S-MH-MU-ZST-CL04-1107,1S-MH-MU-ZST-CL04-0043,1,37420,11134
11425,2501-37421,1S-MH-MU-ZST-CL08-0407,1S-MH-MU-ZST-CL04-1107,1.1,2501,37421
11425,37420-11134,1S-MH-MU-ZST-CL04-1107,1S-MH-MU-ZST-CL04-0043,1.1,37420,11134
11425,883-HTCONSUMER,1S-MH-MU-ZST-CL08-0407,NAN,1.2,883,HTCONSUMER
11425,25581-5496,1S-MH-MU-ZST-CL08-0654,1S-MH-MU-ZST-CL08-0406,1.3,25581,5496
11425,6838-7989,1S-MH-MU-ZST-CL08-0406,1S-MH-MU-ZST-CL08-0405,1.3,6838,7989
11426,11426-CAP BANK,1S-MH-MU-ZST-RSTN-VILE,1S-MH-MU-ZST-RSTN-VILE,1,11426,CAP BANK
11428,11428-HTCONSUMER,1S-MH-MU-ZST-RSTN-VILE,NAN,1,11428,HTCONSUMER
