FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,FROM_SWITCH,TO_SWITCH
19775,26423-4954,1S-MH-MU-ZET-CL11-9037,1S-MH-MU-ZET-CL11-8327,1.2,26423,4954
19775,4953-41187,1S-MH-MU-ZET-CL11-8327,1S-MH-MU-ZET-CL11-8061,1.2,4953,41187
19775,29348-43774,1S-MH-MU-ZET-CL11-9130,1S-MH-MU-ZET-CL11-8605,1.3,29348,43774
19775,11448-5406,1S-MH-MU-ZET-CL11-8605,1S-MH-MU-ZET-CL11-8321,1.3,11448,5406
19775,4019-26279,1S-MH-MU-ZET-CL11-8321,1S-MH-MU-ZET-CL11-9038,1.3,4019,26279
19775,26281-15528,1S-MH-MU-ZET-CL11-9038,1S-MH-MU-ZET-CL11-8325,1.3,26281,15528
19775,15529-40761,1S-MH-MU-ZET-CL11-8325,1S-MH-MU-ZET-CL11-9290,1.3,15529,40761
19775,32468-44135,1S-MH-MU-ZET-CL11-9290,1S-MH-MU-ZET-CL11-9901,1.3,32468,44135
19775,44134-34928,1S-MH-MU-ZET-CL11-9901,1S-MH-MU-ZET-CL08-9396,1.3,44134,34928
19775,34930-38774,1S-MH-MU-ZET-CL08-9396,1S-MH-MU-ZET-CL08-9022,1.3,34930,38774
19775,32470-40196,1S-MH-MU-ZET-CL11-9290,1S-MH-MU-ZET-CL08-9434,1.3.1,32470,40196
19775,40195-18289,1S-MH-MU-ZET-CL08-9434,1S-MH-MU-ZET-CL11-8320,1.3.1,40195,18289
19775,11447-26422,1S-MH-MU-ZET-CL11-8605,1S-MH-MU-ZET-CL11-9037,1.3.2,11447,26422
19775,26423-4954,1S-MH-MU-ZET-CL11-9037,1S-MH-MU-ZET-CL11-8327,1.3.2,26423,4954
19775,4953-41187,1S-MH-MU-ZET-CL11-8327,1S-MH-MU-ZET-CL11-8061,1.3.2,4953,41187
19776,19776-4972,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-CL11-8749,1,19776,4972
19776,4971-30635,1S-MH-MU-ZET-CL11-8749,1S-MH-MU-ZET-CL11-9174,1,4971,30635
19776,30636-32206,1S-MH-MU-ZET-CL11-9174,1S-MH-MU-ZET-CL11-9276,1,30636,32206
19776,32208-29017,1S-MH-MU-ZET-CL11-9276,1S-MH-MU-ZET-CL11-9110,1,32208,29017
19776,29016-13413,1S-MH-MU-ZET-CL11-9110,1S-MH-MU-ZET-CL11-8747,1,29016,13413
19776,13415-34478,1S-MH-MU-ZET-CL11-8747,1S-MH-MU-ZET-CL11-9327,1,13415,34478
19776,34476-15863,1S-MH-MU-ZET-CL11-9327,1S-MH-MU-ZET-CL11-8559,1,34476,15863
19776,15862-28658,1S-MH-MU-ZET-CL11-8559,1S-MH-MU-ZET-CL11-9095,1,15862,28658
19776,28660-15869,1S-MH-MU-ZET-CL11-9095,1S-MH-MU-ZET-CL11-8328,1,28660,15869
19776,15868-9244,1S-MH-MU-ZET-CL11-8328,1S-MH-MU-ZET-CL11-8607,1,15868,9244
19776,36745-42990,1S-MH-MU-ZET-CL11-8559,1S-MH-MU-ZET-CL11-9865,1.1,36745,42990
19776,42989-36822,1S-MH-MU-ZET-CL11-9865,1S-MH-MU-ZET-CL11-8608,1.1,42989,36822
19776,4974-14007,1S-MH-MU-ZET-CL11-8749,1S-MH-MU-ZET-CL11-8049,1.2,4974,14007
19776,14009-10686,1S-MH-MU-ZET-CL11-8049,1S-MH-MU-ZET-CL11-8081,1.2,14009,10686
19776,10688-5507,1S-MH-MU-ZET-CL11-8081,1S-MH-MU-ZET-CL11-8952,1.2,10688,5507
19776,5509-14390,1S-MH-MU-ZET-CL11-8952,1S-MH-MU-ZET-CL11-8534,1.2,5509,14390
19776,10687-HTCONSUMER,1S-MH-MU-ZET-CL11-8081,NAN,1.2.1,10687,HTCONSUMER
19776,14006-6752,1S-MH-MU-ZET-CL11-8049,1S-MH-MU-ZET-CL11-8878,1.2.2,14006,6752
19778,19778-STN XMER,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-RSTN-CHEM,1,19778,STN XMER
19779,19779-CAP BANK,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-RSTN-CHEM,1,19779,CAP BANK
19820,19820-31982,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-RSTN-TILA,1,19820,31982
19820,31982-30981,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL09-9212,1,31982,30981
19820,30983-35819,1S-MH-MU-ZET-CL09-9212,1S-MH-MU-ZET-CL08-9400,1,30983,35819
19820,35820-28563,1S-MH-MU-ZET-CL08-9400,1S-MH-MU-ZET-CL09-9091,1,35820,28563
19820,28561-15017,1S-MH-MU-ZET-CL09-9091,1S-MH-MU-ZET-CL09-8865,1,28561,15017
19821,19821-32276,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL08-9280,1,19821,32276
19821,32278-37037,1S-MH-MU-ZET-CL08-9280,1S-MH-MU-ZET-CL08-9494,1,32278,37037
19821,37036-11085,1S-MH-MU-ZET-CL08-9494,1S-MH-MU-ZET-CL08-8494,1,37036,11085
19821,42971-11686,1S-MH-MU-ZET-CL08-8494,1S-MH-MU-ZET-CL08-8693,1,42971,11686
19821,11685-36924,1S-MH-MU-ZET-CL08-8693,1S-MH-MU-ZET-CL08-9582,1,11685,36924
19821,36923-4776,1S-MH-MU-ZET-CL08-9582,1S-MH-MU-ZET-CL08-8793,1,36923,4776
19821,7808-29839,1S-MH-MU-ZET-CL08-8793,1S-MH-MU-ZET-CL08-9155,1,7808,29839
19821,29841-42932,1S-MH-MU-ZET-CL08-9155,1S-MH-MU-ZET-CL09-9666,1,29841,42932
19821,4776-4914,1S-MH-MU-ZET-CL08-8793,1S-MH-MU-ZET-CL09-8165,1.1,4776,4914
19822,19822-16193,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL09-8295,1,19822,16193
19822,16195-7063,1S-MH-MU-ZET-CL09-8295,1S-MH-MU-ZET-CL06-8183,1,16195,7063
19822,7064-37139,1S-MH-MU-ZET-CL06-8183,1S-MH-MU-ZET-CL06-9616,1,7064,37139
19822,37140-28835,1S-MH-MU-ZET-CL06-9616,1S-MH-MU-ZET-CL06-9104,1,37140,28835
19822,28836-31402,1S-MH-MU-ZET-CL06-9104,1S-MH-MU-ZET-CL06-8184,1,28836,31402
19822,31403-38265,1S-MH-MU-ZET-CL06-8184,1S-MH-MU-ZET-CL09-9331,1,31403,38265
19822,38264-35279,1S-MH-MU-ZET-CL09-9331,1S-MH-MU-ZET-CL06-9386,1,38264,35279
19822,35278-19659,1S-MH-MU-ZET-CL06-9386,1S-MH-MU-ZET-CL09-8981,1,35278,19659
19822,19657-15403,1S-MH-MU-ZET-CL09-8981,1S-MH-MU-ZET-CL09-8584,1,19657,15403
19822,15401-12331,1S-MH-MU-ZET-CL09-8584,1S-MH-MU-ZET-CL09-8486,1,15401,12331
19822,12333-37123,1S-MH-MU-ZET-CL09-8486,1S-MH-MU-ZET-CL09-9624,1,12333,37123
19822,7065-11290,1S-MH-MU-ZET-CL06-8183,1S-MH-MU-ZET-CL06-8690,1.1,7065,11290
19822,11291-10889,1S-MH-MU-ZET-CL06-8690,1S-MH-MU-ZET-CL06-8185,1.1,11291,10889
19822,10887-5164,1S-MH-MU-ZET-CL06-8185,1S-MH-MU-ZET-CL06-8689,1.1,10887,5164
19822,5167-28914,1S-MH-MU-ZET-CL06-8689,1S-MH-MU-ZET-CL06-9107,1.1,5167,28914
19822,28915-34201,1S-MH-MU-ZET-CL06-9107,1S-MH-MU-ZET-CL06-9342,1.1,28915,34201
19822,34203-892,1S-MH-MU-ZET-CL06-9342,1S-MH-MU-ZET-CL06-8688,1.1,34203,892
19822,16194-HTCONSUMER,1S-MH-MU-ZET-CL09-8295,NAN,1.2,16194,HTCONSUMER
19823,19823-34443,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL09-9359,1,19823,34443
19823,34445-7641,1S-MH-MU-ZET-CL09-9359,1S-MH-MU-ZET-CL09-8017,1,34445,7641
19823,7639-40786,1S-MH-MU-ZET-CL09-8017,1S-MH-MU-ZET-CL06-9761,1,7639,40786
19823,40787-31294,1S-MH-MU-ZET-CL06-9761,1S-MH-MU-ZET-CL06-8297,1,40787,31294
19823,40789-HTCONSUMER,1S-MH-MU-ZET-CL06-9761,NAN,1.1,40789,HTCONSUMER
19825,19825-36873,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-CL09-9595,1,19825,36873
19825,36871-11886,1S-MH-MU-ZET-CL09-9595,1S-MH-MU-ZET-CL09-8365,1,36871,11886
19825,11884-34837,1S-MH-MU-ZET-CL09-8365,1S-MH-MU-ZET-CL09-9389,1,11884,34837
19825,34838-40633,1S-MH-MU-ZET-CL09-9389,1S-MH-MU-ZET-CL09-9728,1,34838,40633
19825,40632-40635,1S-MH-MU-ZET-CL09-9728,1S-MH-MU-ZET-CL09-9747,1,40632,40635
19825,40636-31321,1S-MH-MU-ZET-CL09-9747,1S-MH-MU-ZET-CL09-9230,1,40636,31321
19825,29549-29577,1S-MH-MU-ZET-CL09-8365,1S-MH-MU-ZET-CL09-9140,1.1,29549,29577
19825,29579-39205,1S-MH-MU-ZET-CL09-9140,1S-MH-MU-ZET-CL09-9079,1.1,29579,39205
19825,39206-39214,1S-MH-MU-ZET-CL09-9079,1S-MH-MU-ZET-CL09-9467,1.1,39206,39214
19826,19826-CAP BANK,1S-MH-MU-ZET-RSTN-TILA,1S-MH-MU-ZET-RSTN-TILA,1,19826,CAP BANK
2031,2031-28191,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-RSTN-KURL,1,2031,28191
2031,2031-CAP BANK,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-RSTN-KURL,2,2031,CAP BANK
231,231-17629,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-CL03-8064,1,231,17629
231,7596-14085,1S-MH-MU-ZET-CL03-8064,1S-MH-MU-ZET-CL03-8581,1,7596,14085
231,14087-6903,1S-MH-MU-ZET-CL03-8581,1S-MH-MU-ZET-CL03-8115,1,14087,6903
231,10203-31108,1S-MH-MU-ZET-CL03-8115,1S-MH-MU-ZET-CL03-9220,1,10203,31108
231,31109-43002,1S-MH-MU-ZET-CL03-9220,1S-MH-MU-ZET-CL13-8404,1,31109,43002
231,43003-9189,1S-MH-MU-ZET-CL13-8404,1S-MH-MU-ZET-CL03-8744,1,43003,9189
231,39736-4651,1S-MH-MU-ZET-CL03-8744,1S-MH-MU-ZET-CL03-8359,1,39736,4651
231,37806-29240,1S-MH-MU-ZET-CL03-8359,1S-MH-MU-ZET-CL03-9124,1,37806,29240
231,29238-16719,1S-MH-MU-ZET-CL03-9124,1S-MH-MU-ZET-CL03-8275,1,29238,16719
231,16718-11467,1S-MH-MU-ZET-CL03-8275,1S-MH-MU-ZET-CL03-8287,1,16718,11467
231,11465-10274,1S-MH-MU-ZET-CL03-8287,1S-MH-MU-ZET-CL03-8046,1,11465,10274
231,9190-14877,1S-MH-MU-ZET-CL03-8744,1S-MH-MU-ZET-CL03-8740,1.1,9190,14877
231,10202-12272,1S-MH-MU-ZET-CL03-8115,1S-MH-MU-ZET-CL03-8186,1.2,10202,12272
231,12271-2778,1S-MH-MU-ZET-CL03-8186,1S-MH-MU-ZET-CL03-8894,1.2,12271,2778
231,17630-15145,1S-MH-MU-ZET-CL03-8064,1S-MH-MU-ZET-CL03-8800,1.3,17630,15145
235,235-9011,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-CL03-8672,1,235,9011
235,9012-16919,1S-MH-MU-ZET-CL03-8672,1S-MH-MU-ZET-CL04-8519,1,9012,16919
235,28576-16920,1S-MH-MU-ZET-CL04-8519,1S-MH-MU-ZET-CL04-9083,1,28576,16920
235,28578-28572,1S-MH-MU-ZET-CL04-9083,1S-MH-MU-ZET-CL04-9082,1,28578,28572
235,28574-742,1S-MH-MU-ZET-CL04-9082,1S-MH-MU-ZET-CL04-8451,1,28574,742
25018,25018-34197,1S-MH-MU-ZET-RSTN-SIDH,1S-MH-MU-ZET-CL08-9338,1,25018,34197
25018,34195-11730,1S-MH-MU-ZET-CL08-9338,1S-MH-MU-ZET-CL08-8788,1,34195,11730
25018,37316-39438,1S-MH-MU-ZET-CL08-8788,1S-MH-MU-ZET-CL08-8797,1,37316,39438
25018,39440-1453,1S-MH-MU-ZET-CL08-8797,1S-MH-MU-ZET-CL08-8795,1,39440,1453
25018,1453-16075,1S-MH-MU-ZET-CL08-8795,1S-MH-MU-ZET-CL08-8004,1,1453,16075
25018,39439-42206,1S-MH-MU-ZET-CL08-8797,1S-MH-MU-ZET-CL08-9803,1.1,39439,42206
25019,25019-16551,1S-MH-MU-ZET-RSTN-SIDH,1S-MH-MU-ZET-CL08-8155,1,25019,16551
25019,16550-11072,1S-MH-MU-ZET-CL08-8155,1S-MH-MU-ZET-CL08-8837,1,16550,11072
25019,11070-6788,1S-MH-MU-ZET-CL08-8837,1S-MH-MU-ZET-CL08-8135,1,11070,6788
25019,6786-7201,1S-MH-MU-ZET-CL08-8135,1S-MH-MU-ZET-CL01-8709,1,6786,7201
25019,7199-34050,1S-MH-MU-ZET-CL01-8709,1S-MH-MU-ZET-CL01-9341,1,7199,34050
25019,34052-2382,1S-MH-MU-ZET-CL01-9341,1S-MH-MU-ZET-CL01-8466,1,34052,2382
25019,7200-29321,1S-MH-MU-ZET-CL01-8709,1S-MH-MU-ZET-RSTN-CHUN,1.1,7200,29321
25020,25020-CAP BANK,1S-MH-MU-ZET-RSTN-SIDH,1S-MH-MU-ZET-RSTN-SIDH,1,25020,CAP BANK
25023,25023-42749,1S-MH-MU-ZET-RSTN-SIDH,1S-MH-MU-ZET-CL08-9848,1,25023,42749
25023,42748-42577,1S-MH-MU-ZET-CL08-9848,1S-MH-MU-ZET-CL10-9836,1,42748,42577
25023,42576-31303,1S-MH-MU-ZET-CL10-9836,1S-MH-MU-ZET-CL10-9229,1,42576,31303
25023,31304-12750,1S-MH-MU-ZET-CL10-9229,1S-MH-MU-ZET-CL10-8834,1,31304,12750
25023,9575-4370,1S-MH-MU-ZET-CL10-8834,1S-MH-MU-ZET-CL10-8835,1,9575,4370
25023,4372-37097,1S-MH-MU-ZET-CL10-8835,1S-MH-MU-ZET-CL10-9523,1,4372,37097
25023,37095-14739,1S-MH-MU-ZET-CL10-9523,1S-MH-MU-ZET-CL10-8913,1,37095,14739
25023,14737-41419,1S-MH-MU-ZET-CL10-8913,1S-MH-MU-ZET-CL10-9773,1,14737,41419
25023,41420-DT,1S-MH-MU-ZET-CL10-9773,NAN,1,41420,DT
25023,41418-6835,1S-MH-MU-ZET-CL10-9773,1S-MH-MU-ZET-CL10-8707,1.1,41418,6835
25023,31305-12924,1S-MH-MU-ZET-CL10-9229,1S-MH-MU-ZET-CL10-8203,1.2,31305,12924
25023,12925-30205,1S-MH-MU-ZET-CL10-8203,1S-MH-MU-ZET-CL10-9176,1.2,12925,30205
25024,25024-STN XMER,1S-MH-MU-ZET-RSTN-SIDH,1S-MH-MU-ZET-RSTN-SIDH,1,25024,STN XMER
25025,25025-16063,1S-MH-MU-ZET-RSTN-SIDH,1S-MH-MU-ZET-CL08-8836,1,25025,16063
25025,16062-40953,1S-MH-MU-ZET-CL08-8836,1S-MH-MU-ZET-CL08-9763,1,16062,40953
25154,25154-25455,1S-MH-MU-ZSC-RSTN-SEEP,1S-MH-MU-ZSC-CL01-2956,1,25154,25455
25154,25456-26147,1S-MH-MU-ZSC-CL01-2956,1S-MH-MU-ZSC-CL01-2983,1,25456,26147
25154,26149-29430,1S-MH-MU-ZSC-CL01-2983,1S-MH-MU-ZSC-CL01-3088,1,26149,29430
25154,26149-31168,1S-MH-MU-ZSC-CL01-2983,NAN,1.1,26149,31168
25155,25155-43064,1S-MH-MU-ZSC-RSTN-SEEP,1S-MH-MU-ZSC-CL01-3078,1,25155,43064
25155,29260-28293,1S-MH-MU-ZSC-CL01-3078,1S-MH-MU-ZSC-CL01-3031,1,29260,28293
25155,28291-34255,1S-MH-MU-ZSC-CL01-3031,1S-MH-MU-ZSC-CL01-3258,1,28291,34255
25155,34254-34258,1S-MH-MU-ZSC-CL01-3258,1S-MH-MU-ZSC-CL01-3259,1,34254,34258
25155,34257-30278,1S-MH-MU-ZSC-CL01-3259,1S-MH-MU-ZSC-CL01-3221,1,34257,30278
25155,30280-29165,1S-MH-MU-ZSC-CL01-3221,1S-MH-MU-ZSC-CL01-3072,1,30280,29165
25155,29164-28290,1S-MH-MU-ZSC-CL01-3072,1S-MH-MU-ZSC-CL01-3033,1,29164,28290
25155,43071-42771,1S-MH-MU-ZSC-CL01-3033,1S-MH-MU-ZSC-CL01-3643,1,43071,42771
25155,42772-42769,1S-MH-MU-ZSC-CL01-3643,1S-MH-MU-ZSC-CL01-3578,1,42772,42769
25155,42768-41473,1S-MH-MU-ZSC-CL01-3578,1S-MH-MU-ZSC-CL01-3574,1,42768,41473
25155,28288-28919,1S-MH-MU-ZSC-CL01-3033,1S-MH-MU-ZSC-CL01-3065,1.1,28288,28919
25155,28917-28286,1S-MH-MU-ZSC-CL01-3065,1S-MH-MU-ZSC-CL01-3032,1.1,28917,28286
25155,29259-HTCONSUMER,1S-MH-MU-ZSC-CL01-3078,NAN,1.2,29259,HTCONSUMER
25156,25156-10576,1S-MH-MU-ZSC-RSTN-SEEP,1S-MH-MU-ZSC-CL01-2715,1,25156,10576
25156,10574-14865,1S-MH-MU-ZSC-CL01-2715,1S-MH-MU-ZSC-CL01-2280,1,10574,14865
25156,36179-25556,1S-MH-MU-ZSC-CL01-2715,1S-MH-MU-ZSC-CL01-2675,1.1,36179,25556
25156,10575-HTCONSUMER,1S-MH-MU-ZSC-CL01-2715,NAN,1.2,10575,HTCONSUMER
25157,25157-30309,1S-MH-MU-ZSC-RSTN-SEEP,1S-MH-MU-ZSC-CL01-3130,1,25157,30309
25157,30311-HTCONSUMER,1S-MH-MU-ZSC-CL01-3130,NAN,1,30311,HTCONSUMER
25158,25158-41871,1S-MH-MU-ZSC-RSTN-SEEP,1S-MH-MU-ZSC-CL01-2671,1,25158,41871
25158,41869-25176,1S-MH-MU-ZSC-CL01-2671,1S-MH-MU-ZSC-CL01-2721,1,41869,25176
25158,25174-5120,1S-MH-MU-ZSC-CL01-2721,1S-MH-MU-ZSC-CL01-2719,1,25174,5120
25158,25171-41472,1S-MH-MU-ZSC-CL01-2721,1S-MH-MU-ZSC-CL01-3574,1.1,25171,41472
25158,41870-30299,1S-MH-MU-ZSC-CL01-2671,1S-MH-MU-ZSC-CL01-3131,1.2,41870,30299
25158,41872-HTCONSUMER,1S-MH-MU-ZSC-CL01-2671,NAN,1.3,41872,HTCONSUMER
25159,25159-CAP BANK,1S-MH-MU-ZSC-RSTN-SEEP,1S-MH-MU-ZSC-RSTN-SEEP,1,25159,CAP BANK
25266,25266-12895,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-CL10-8233,1,25266,12895
25266,12897-30000,1S-MH-MU-ZET-CL10-8233,1S-MH-MU-ZET-CL10-9159,1,12897,30000
25266,30002-26758,1S-MH-MU-ZET-CL10-9159,1S-MH-MU-ZET-CL10-9054,1,30002,26758
25266,26757-35122,1S-MH-MU-ZET-CL10-9054,1S-MH-MU-ZET-CL10-9406,1,26757,35122
25266,35121-25786,1S-MH-MU-ZET-CL10-9406,1S-MH-MU-ZET-CL10-9021,1,35121,25786
25266,25788-32011,1S-MH-MU-ZET-CL10-9021,1S-MH-MU-ZET-CL10-9239,1,25788,32011
25266,32013-10863,1S-MH-MU-ZET-CL10-9239,1S-MH-MU-ZET-CL10-8075,1,32013,10863
25266,10862-4285,1S-MH-MU-ZET-CL10-8075,1S-MH-MU-ZET-CL10-8074,1,10862,4285
25266,4283-2168,1S-MH-MU-ZET-CL10-8074,1S-MH-MU-ZET-CL10-8318,1,4283,2168
25266,10862-NAN,1S-MH-MU-ZET-CL10-8075,NAN,1.1,10862,NAN
25268,25268-42050,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-CL10-8893,1,25268,42050
25268,17614-16836,1S-MH-MU-ZET-CL10-8893,1S-MH-MU-ZET-CL11-8056,1,17614,16836
25268,16837-7982,1S-MH-MU-ZET-CL11-8056,1S-MH-MU-ZET-CL10-8094,1,16837,7982
25268,7981-40137,1S-MH-MU-ZET-CL10-8094,1S-MH-MU-ZET-CL10-9708,1,7981,40137
25268,40138-35901,1S-MH-MU-ZET-CL10-9708,1S-MH-MU-ZET-CL08-9439,1,40138,35901
25268,35899-6384,1S-MH-MU-ZET-CL08-9439,1S-MH-MU-ZET-CL10-8791,1,35899,6384
25268,6383-25296,1S-MH-MU-ZET-CL10-8791,1S-MH-MU-ZET-CL10-8999,1,6383,25296
25268,17616-15954,1S-MH-MU-ZET-CL10-8893,1S-MH-MU-ZET-CL10-8794,1.1,17616,15954
25269,25269-30643,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-CL11-9191,1,25269,30643
25269,30641-17200,1S-MH-MU-ZET-CL11-9191,1S-MH-MU-ZET-CL11-8326,1,30641,17200
25269,2028-19024,1S-MH-MU-ZET-CL11-8326,1S-MH-MU-ZET-CL11-8961,1,2028,19024
25269,19023-35466,1S-MH-MU-ZET-CL11-8961,1S-MH-MU-ZET-CL10-9407,1,19023,35466
25269,35465-11162,1S-MH-MU-ZET-CL10-9407,1S-MH-MU-ZET-CL11-8498,1,35465,11162
25269,11163-14291,1S-MH-MU-ZET-CL11-8498,1S-MH-MU-ZET-CL11-8889,1,11163,14291
25269,14290-4952,1S-MH-MU-ZET-CL11-8889,1S-MH-MU-ZET-CL11-8327,1,14290,4952
25269,30642-HTCONSUMER,1S-MH-MU-ZET-CL11-9191,NAN,1.1,30642,HTCONSUMER
25270,25270-18959,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-CL11-8970,1,25270,18959
25270,18961-32099,1S-MH-MU-ZET-CL11-8970,1S-MH-MU-ZET-CL11-9273,1,18961,32099
25270,32097-29961,1S-MH-MU-ZET-CL11-9273,1S-MH-MU-ZET-CL11-9160,1,32097,29961
25270,29960-38343,1S-MH-MU-ZET-CL11-9160,1S-MH-MU-ZET-CL11-9635,1,29960,38343
25270,38342-32539,1S-MH-MU-ZET-CL11-9635,1S-MH-MU-ZET-CL11-9295,1,38342,32539
25270,32541-42905,1S-MH-MU-ZET-CL11-9295,1S-MH-MU-ZET-CL11-9482,1,32541,42905
25270,42904-42810,1S-MH-MU-ZET-CL11-9482,1S-MH-MU-ZET-CL11-9716,1,42904,42810
25270,42808-39666,1S-MH-MU-ZET-CL11-9716,1S-MH-MU-ZET-CL08-9350,1,42808,39666
25270,39664-14358,1S-MH-MU-ZET-CL08-9350,1S-MH-MU-ZET-CL08-8157,1,39664,14358
25270,14360-36153,1S-MH-MU-ZET-CL08-8157,1S-MH-MU-ZET-CL08-9519,1,14360,36153
25270,36154-32937,1S-MH-MU-ZET-CL08-9519,1S-MH-MU-ZET-CL08-9285,1,36154,32937
25270,32935-43332,1S-MH-MU-ZET-CL08-9285,1S-MH-MU-ZET-CL08-9455,1,32935,43332
25270,43330-29023,1S-MH-MU-ZET-CL08-9455,1S-MH-MU-ZET-CL08-9109,1,43330,29023
25270,29022-31087,1S-MH-MU-ZET-CL08-9109,1S-MH-MU-ZET-CL08-9218,1,29022,31087
25270,31085-26878,1S-MH-MU-ZET-CL08-9218,1S-MH-MU-ZET-CL08-8158,1,31085,26878
25270,26876-28849,1S-MH-MU-ZET-CL08-8158,1S-MH-MU-ZET-CL08-9093,1,26876,28849
25270,28851-32088,1S-MH-MU-ZET-CL08-9093,1S-MH-MU-ZET-CL08-9245,1,28851,32088
25270,32086-42732,1S-MH-MU-ZET-CL08-9245,1S-MH-MU-ZET-CL08-9830,1,32086,42732
25270,42731-2508,1S-MH-MU-ZET-CL08-9830,1S-MH-MU-ZET-CL08-8156,1,42731,2508
25270,42809-29090,1S-MH-MU-ZET-CL11-9716,1S-MH-MU-ZET-CL11-9121,1.1,42809,29090
25270,29091-29087,1S-MH-MU-ZET-CL11-9121,1S-MH-MU-ZET-CL11-9120,1.1,29091,29087
25270,29088-2821,1S-MH-MU-ZET-CL11-9120,1S-MH-MU-ZET-CL11-8108,1.1,29088,2821
25270,2820-37361,1S-MH-MU-ZET-CL11-8108,1S-MH-MU-ZET-CL08-9552,1.1,2820,37361
25270,42131-42126,1S-MH-MU-ZET-CL08-9552,1S-MH-MU-ZET-CL08-9214,1.1,42131,42126
25270,30840-17774,1S-MH-MU-ZET-CL08-9214,1S-MH-MU-ZET-CL10-8724,1.1,30840,17774
25270,30838-32775,1S-MH-MU-ZET-CL08-9214,1S-MH-MU-ZET-CL08-9305,1.1.1,30838,32775
25271,25271-37517,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-CL11-9642,1,25271,37517
25271,37518-29096,1S-MH-MU-ZET-CL11-9642,1S-MH-MU-ZET-CL11-9113,1,37518,29096
25271,29097-12351,1S-MH-MU-ZET-CL11-9113,1S-MH-MU-ZET-CL11-8227,1,29097,12351
25271,12350-29402,1S-MH-MU-ZET-CL11-8227,1S-MH-MU-ZET-CL11-9134,1,12350,29402
25271,29400-7514,1S-MH-MU-ZET-CL11-9134,1S-MH-MU-ZET-CL11-8117,1,29400,7514
25271,7515-HTCONSUMER,1S-MH-MU-ZET-CL11-8117,NAN,1,7515,HTCONSUMER
25273,25273-41962,1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-CL11-8628,1,25273,41962
25273,9280-16869,1S-MH-MU-ZET-CL11-8628,1S-MH-MU-ZET-CL11-8888,1,9280,16869
25273,16871-30745,1S-MH-MU-ZET-CL11-8888,1S-MH-MU-ZET-CL11-9196,1,16871,30745
25273,30744-32853,1S-MH-MU-ZET-CL11-9196,1S-MH-MU-ZET-CL08-9316,1,30744,32853
25273,32851-41395,1S-MH-MU-ZET-CL08-9316,1S-MH-MU-ZET-CL08-9712,1,32851,41395
25273,41396-36283,1S-MH-MU-ZET-CL08-9712,1S-MH-MU-ZET-CL08-9570,1,41396,36283
25273,36281-37483,1S-MH-MU-ZET-CL08-9570,1S-MH-MU-ZET-CL08-9614,1,36281,37483
25273,37482-38260,1S-MH-MU-ZET-CL08-9614,1S-MH-MU-ZET-CL08-9489,1,37482,38260
25273,38258-32801,1S-MH-MU-ZET-CL08-9489,1S-MH-MU-ZET-CL08-9312,1,38258,32801
25273,32803-25857,1S-MH-MU-ZET-CL08-9312,1S-MH-MU-ZET-CL08-9026,1,32803,25857
25273,25859-38546,1S-MH-MU-ZET-CL08-9026,1S-MH-MU-ZET-CL08-9617,1,25859,38546
25273,42631-4960,1S-MH-MU-ZET-CL08-9312,1S-MH-MU-ZET-CL08-8822,1.1,42631,4960
25273,30743-HTCONSUMER,1S-MH-MU-ZET-CL11-9196,NAN,1.2,30743,HTCONSUMER
25273,7473-18720,1S-MH-MU-ZET-CL11-8628,1S-MH-MU-ZET-CL11-8304,1.3,7473,18720
25273,18718-42614,1S-MH-MU-ZET-CL11-8304,1S-MH-MU-ZET-CL11-9838,1.3,18718,42614
25273,42615-11286,1S-MH-MU-ZET-CL11-9838,1S-MH-MU-ZET-CL11-8303,1.3,42615,11286
25273,11287-9215,1S-MH-MU-ZET-CL11-8303,1S-MH-MU-ZET-CL11-8436,1.3,11287,9215
25273,9279-17776,1S-MH-MU-ZET-CL11-8436,1S-MH-MU-ZET-CL10-8724,1.3,9279,17776
