SOURCE_SWITCH_ID,DESTINATION_SWITCH_ID,MEASUREDLENGTH,PATH,CABLETYPE,NUMBEROFCORES,ARMOURED,NEUTRALMATERIAL,CABLEID,CABLECONDUCTORMATERIAL,DIVISIONCODE,ZONECODE,REMARKS,SOURCE_SS,DESTINATION_SS,DATECREATED,NO_OF_SEGMENT,SWNO,VOLTAGE,I_Month_01,I_Month_02,I_Month_03,I_Month_04,I_Month_05,I_Month_06,I_Month_07,I_Month_08,I_Month_09,I_Month_10,I_Month_11,I_Month_12,PEAK_Month_01,PEAK_Month_02,PEAK_Month_03,PEAK_Month_04,PEAK_Month_05,PEAK_Month_06,PEAK_Month_07,PEAK_Month_08,PEAK_Month_09,PEAK_Month_10,PEAK_Month_11,PEAK_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12,OVR_Month_01,OVR_Month_02,OVR_Month_03,OVR_Month_04,OVR_Month_05,OVR_Month_06,OVR_Month_07,OVR_Month_08,OVR_Month_09,OVR_Month_10,OVR_Month_11,OVR_Month_12,Num_Faults,SWITCH_NO,FAULT_STATION_NAME,FAULT_STD_CABLE_SIZE,FAULT_CABLE_TYPE,FAULT_TIME_OUTAGE,FAULT_SOURCE_SS,FAULT_FROM_SWITCH,FAULT_DESTINATION_SS,FAULT_TO_SWITCH,FAULT_VOLTAGE,FAULT_TIME_DIFFERENCE_HOURS,FAULT_RELAY_FUSE_B,FAULT_RELAY_FUSE_N,FAULT_RELAY_FUSE_Y,FAULT_DIVISION,FAULT_RELAY_FUSE,FAULT_AFFECTED_STATION,FAULT_AFFECTED_SWITCH,REASON_CATEGORY,REASON_TEXT,IR_Measurement_MOhm,Tan_Delta,Partial_Discharge_Frequency,Partial_Discharge_Intensity
220GHO45,33290,1871.400,JT.NO.1 → JT.NO.2 → JT.NO.2 → JT.NO.3 → JT.NO.3 → JT.NO.4 → JT.NO.4 → JT.NO.5 → JT.NO.5 → JT.NO.6 → JT.NO.6 → JT.NO.7 → JT.NO.7 → JT.NO.8 → JT.NO.8 → JT.NO.9 → JT.NO.9 → SWNO_33290 → SWNO_220GHO45 → JT.NO.1,XLPE,3.0,Y,AL,,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,VINAMRA REC-STN,2020-11-30 00:00:00+00:00,10,33290,33KV,91.034,91.864,95.276,135.043,140.925,138.249,129.840,129.840,105.790,122.713,105.116,87.914,141.227,157.340,160.984,246.832,211.629,237.211,129.840,129.840,146.730,177.980,159.800,136.210,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,
220GHO46,33043,3296.600,JT.NO.01A → JT.NO.2 → JT.NO.1 → JT.NO.01A → JT.NO.10 → JT.NO.11 → JT.NO.11 → JT.NO.12 → JT.NO.12 → JT.NO.12A → JT.NO.12A → JT.NO.13 → JT.NO.13 → JT.NO.13A → JT.NO.13A → JT.NO.13B → JT.NO.13B → JT.NO.14 → JT.NO.14 → JT.NO.15 → JT.NO.15 → JT.NO.16 → JT.NO.16 → JT.NO.17 → JT.NO.17 → SWNO_33043 → JT.NO.2 → JT.NO.3 → JT.NO.3 → JT.NO.4 → JT.NO.4 → JT.NO.5 → JT.NO.5 → JT.NO.6 → JT.NO.6 → JT.NO.7 → JT.NO.7 → JT.NO.7A → JT.NO.7A → JT.NO.8 → JT.NO.8 → JT.NO.9 → JT.NO.9 → JT.NO.10 → SWNO_220GHO46 → JT.NO.1,XLPE,3.0,Y,AL,HT22KV6908561QBI,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,MIRA REC-STN,2014-07-09 00:00:00+00:00,23,33043,33KV,96.681,95.935,108.187,128.875,147.754,144.918,140.350,140.350,125.323,135.289,113.610,90.552,421.150,206.000,230.000,215.668,233.927,232.228,140.350,140.350,250.590,204.210,158.960,150.610,2.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000,70.000,32.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,
220GHO47,33176,5030.783,JT.NO.01 → JT.NO.01 → JT.NO.02 → JT.NO.02 → JT.NO.03A → JT.NO.03 → JT.NO.04 → JT.NO.03A → JT.NO.03 → JT.NO.04 → JT.NO.05 → JT.NO.05 → JT.NO.5A → JT.NO.06 → JT.NO.07 → JT.NO.07 → JT.NO.08 → JT.NO.08 → JT.NO.09 → JT.NO.09 → JT.NO.10 → JT.NO.10 → JT.NO.11A → JT.NO.11 → JT.NO.12 → JT.NO.11A → JT.NO.11 → JT.NO.12 → JT.NO.13 → JT.NO.13 → JT.NO.14 → JT.NO.14 → JT.NO.15 → JT.NO.15 → JT.NO.16 → JT.NO.16 → JT.NO.16C → JT.NO.16A → JT.NO.16B → JT.NO.16B → JT.NO.17 → JT.NO.16C → JT.NO.16A → JT.NO.17 → JT.NO.18 → JT.NO.18 → JT.NO.19 → JT.NO.19 → JT.NO.20 → JT.NO.20 → JT.NO.21B → JT.NO.21 → JT.NO.22 → JT.NO.21A → JT.NO.21 → JT.NO.21B → JT.NO.21A → JT.NO.22 → JT.NO.22A → JT.NO.22A → JT.NO.22B → JT.NO.22B → JT.NO.23 → JT.NO.23 → JT.NO.24 → JT.NO.24 → JT.NO.25 → JT.NO.25 → JT.NO.26 → JT.NO.26 → JT.NO.27 → JT.NO.27 → JT.NO.28 → JT.NO.28 → JT.NO.5A → JT.NO.06,XLPE,3.0,Y,AL,,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,SHANTI STAR MIRA REC-STN,2011-11-18 00:00:00+00:00,39,33176,33KV,122.432,121.710,137.653,168.708,152.201,159.252,166.977,166.977,130.625,161.383,127.530,107.166,207.657,234.840,213.660,284.652,247.766,255.823,166.977,166.977,180.110,242.550,218.900,181.550,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,
220GHO49,33229,4640.600,JT.NO.01 → JT.NO.01A → JT.NO.01A → JT.NO.02 → JT.NO.02 → JT.NO.02A → JT.NO.02A → JT.NO.02B → JT.NO.02B → JT.NO.03 → JT.NO.03 → JT.NO.03C → JT.NO.03A → JT.NO.03B → JT.NO.03B → JT.NO.04 → JT.NO.03C → JT.NO.03A → JT.NO.04 → JT.NO.05 → JT.NO.05 → JT.NO.06 → JT.NO.06 → JT.NO.07 → JT.NO.07 → JT.NO.08 → JT.NO.08 → JT.NO.8A → JT.NO.09 → JT.NO.10 → JT.NO.10 → JT.NO.11 → JT.NO.11 → JT.NO.12 → JT.NO.12 → JT.NO.13 → JT.NO.13 → JT.NO.13A → JT.NO.13A → JT.NO.13B → JT.NO.13B → JT.NO.14 → JT.NO.14 → JT.NO.15 → JT.NO.15 → JT.NO.16 → JT.NO.16 → JT.NO.17 → JT.NO.17 → JT.NO.18 → JT.NO.18 → JT.NO.19 → JT.NO.19 → JT.NO.20 → JT.NO.20 → JT.NO.21 → JT.NO.21 → JT.NO.22 → JT.NO.22 → JT.NO.23 → JT.NO.23 → JT.NO.24 → JT.NO.24 → SWNO_33229 → JT.NO.8A → JT.NO.09 → SWNO_220GHO49 → JT.NO.01A,XLPE,3.0,Y,AL,HT33KV690856147R,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,RAVI MHADA REC-STN,2011-11-18 00:00:00+00:00,34,33229,33KV,105.166,79.400,102.333,116.058,126.564,122.062,120.101,120.101,153.318,188.471,158.302,143.571,179.710,176.370,174.030,201.765,203.475,212.986,120.101,120.101,222.700,272.840,246.750,213.470,2.000,4.000,3.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,60.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,
220GHO54,33291,2003.900,JT.NO.1 → JT.NO.2 → JT.NO.2 → JT.NO.3 → JT.NO.3 → JT.NO.4 → JT.NO.4 → JT.NO.5 → JT.NO.5 → JT.NO.6 → JT.NO.6 → JT.NO.7 → JT.NO.7 → JT.NO.8 → JT.NO.8 → JT.NO.9 → JT.NO.9 → SWNO_33291 → SWNO_220GHO54 → JT.NO.1,XLPE,3.0,Y,AL,,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,VINAMRA REC-STN,2020-12-01 00:00:00+00:00,10,33291,33KV,85.905,90.679,108.840,128.531,139.497,148.208,139.350,139.350,108.584,127.503,102.969,86.864,195.530,161.290,183.340,253.900,216.913,254.079,139.350,139.350,156.310,227.120,177.980,147.650,1.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,
220GHO56,33087,6171.300,JT.NO.01 → JT.NO.01A → JT.NO.01A → JT.NO.02 → JT.NO.02 → JT.NO.02A → JT.NO.02A → JT.NO.02B → JT.NO.02B → JT.NO.03 → JT.NO.03 → JT.NO.04 → JT.NO.04 → JT.NO.05 → JT.NO.05 → JT.NO.06 → JT.NO.06 → JT.NO.07 → JT.NO.07 → JT.NO.7A → JT.NO.08 → JT.NO.08A → JT.NO.08A → JT.NO.09 → JT.NO.09 → JT.NO.10 → JT.NO.10 → JT.NO.11 → JT.NO.11 → JT.NO.12 → JT.NO.12 → JT.NO.12A → JT.NO.12A → JT.NO.13 → JT.NO.13 → JT.NO.14 → JT.NO.14 → JT.NO.15 → JT.NO.15 → JT.NO.16 → JT.NO.16 → JT.NO.17 → JT.NO.17 → JT.NO.17A → JT.NO.17A → JT.NO.18 → JT.NO.18 → JT.NO.19 → JT.NO.19 → JT.NO.20 → JT.NO.20 → JT.NO.20A → JT.NO.20A → JT.NO.20B → JT.NO.20B → JT.NO.21 → JT.NO.21 → JT.NO.22 → JT.NO.22 → JT.NO.23 → JT.NO.23 → JT.NO.24 → JT.NO.24 → JT.NO.25 → JT.NO.25 → JT.NO.26 → JT.NO.26 → JT.NO.26A → JT.NO.26A → JT.NO.27 → JT.NO.27 → JT.NO.27C → JT.NO.27A → JT.NO.27B → JT.NO.27B → JT.NO.28 → JT.NO.27C → JT.NO.27A → JT.NO.28 → JT.NO.28A → JT.NO.28A → JT.NO.28B → JT.NO.28B → JT.NO.29 → JT.NO.29 → JT.NO.29A → JT.NO.29A → JT.NO.30 → JT.NO.30 → JT.NO.30A → JT.NO.30A → JT.NO.30B → JT.NO.30B → JT.NO.30C → JT.NO.30C → JT.NO.30D → JT.NO.30D → JT.NO.31 → JT.NO.31 → JT.NO.32 → JT.NO.32 → JT.NO.32A → JT.NO.32A → SWNO_33087 → JT.NO.7A → JT.NO.08 → SWNO_220GHO56 → JT.NO.01,XLPE,3.0,Y,AL,,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,BHAYANDAR WEST REC-STN,2018-09-11 00:00:00+00:00,54,33087,33KV,116.801,120.200,132.972,161.802,174.846,172.950,166.931,166.931,142.799,154.153,126.744,111.037,196.950,256.830,220.280,243.198,357.469,247.434,166.931,166.931,224.000,254.280,182.260,170.300,6.000,1.000,5.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,6.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5,33087,BHAYANDAR WEST REC-STN,400,XLPE,2022-07-01 23:09:00+00:00 | 2020-10-29 16:06:00+00:00,220KV GHODBUNDER REC-STN,220GHO56,BHAYANDAR WEST REC-STN,33087 | 33289,33KV,0.016666666666666666 | 1.0833333333333333,,,,MIRABHAINDER | BORIWALI,2.0 | 3.0,SITA NAGAR | DMS OFFLINE AT BHAYANDAR VILLAGE NO 2 | DMS OFFLINE AT BALAJI IND EST NO 1 | DMS OFFLINE AT NARAYAN NAGAR,2 | 1,TRIPPING | SCADA FAILURE,SITA NAGAR S/S (DMS) WENT OFFLINE AFTER TRIPPING | DMS OFFLINE AT BHAYANDAR VILLAGE NO 2 S/S | DMS OFFLINE AT BALAJI IND EST NO 1 S/S | DMS OFFLINE AT NARAYAN NAGAR S/S,,,,
220GHO58,33231,2288.400,JT.NO.01 → JT.NO.02 → JT.NO.02 → JT.NO.03 → JT.NO.03 → JT.NO.04 → JT.NO.04 → JT.NO.05 → JT.NO.05 → JT.NO.06 → JT.NO.06 → JT.NO.07 → JT.NO.07 → JT.NO.08 → JT.NO.08 → JT.NO.09 → JT.NO.09 → JT.NO.10 → JT.NO.10 → JT.NO.11 → JT.NO.11 → JT.NO.12 → JT.NO.12 → JT.NO.13 → JT.NO.13 → JT.NO.14 → JT.NO.14 → JT.NO.15 → JT.NO.15 → SWNO_33231 → SWNO_12782 → JT.NO.01,XLPE,1.0,Y,AL,HT11KV6908548056,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,SADGURU REC-STN,2015-05-06 00:00:00+00:00,16,33231,33KV,98.748,105.854,124.621,141.020,163.869,151.793,142.000,142.000,128.911,149.606,120.223,100.835,240.000,230.000,214.000,268.000,258.000,980.000,142.000,142.000,186.000,242.000,198.000,152.000,0.000,2.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,14.000,2.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,
220GHO60,33027,4584.800,JT.NO.01 → JT.NO.01A → JT.NO.01A → JT.NO.01B → JT.NO.01B → JT.NO.02 → JT.NO.02 → JT.NO.03 → JT.NO.03 → JT.NO.3A → JT.NO.04 → JT.NO.4A → JT.NO.05 → JT.NO.06 → JT.NO.06 → JT.NO.06A → JT.NO.06A → JT.NO.06B → JT.NO.06B → JT.NO.07 → JT.NO.07 → JT.NO.08 → JT.NO.08 → JT.NO.09A → JT.NO.09 → JT.NO.10 → JT.NO.09A → JT.NO.09 → JT.NO.10 → JT.NO.10A → JT.NO.10A → JT.NO.11 → JT.NO.11 → JT.NO.11A → JT.NO.11A → JT.NO.11B → JT.NO.11B → JT.NO.12 → JT.NO.12 → JT.NO.12D → JT.NO.12A → JT.NO.13 → JT.NO.12C → JT.NO.12A → JT.NO.12D → JT.NO.12C → JT.NO.13 → JT.NO.13A → JT.NO.13A → JT.NO.13B → JT.NO.13B → JT.NO.14 → JT.NO.14 → JT.NO.14A → JT.NO.14A → JT.NO.14B → JT.NO.14B → JT.NO.15 → JT.NO.15 → JT.NO.16 → JT.NO.16 → JT.NO.16A → JT.NO.16A → JT.NO.16B → JT.NO.16B → JT.NO.17 → JT.NO.17 → JT.NO.17A → JT.NO.17A → JT.NO.17B → JT.NO.17B → JT.NO.18 → JT.NO.18 → JT.NO.19 → JT.NO.19 → JT.NO.20B → JT.NO.20 → JT.NO.20A → JT.NO.20A → JT.NO.21 → JT.NO.20B → JT.NO.20C → JT.NO.20C → JT.NO.20 → JT.NO.21 → JT.NO.22 → JT.NO.22 → SWNO_33027 → JT.NO.3A → JT.NO.3B → JT.NO.3B → JT.NO.04 → JT.NO.4A → JT.NO.05 → SWNO_220GHO60 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV0000027686,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,BHAYANDAR REC-STN,2006-06-16 00:00:00+00:00,48,33027,33KV,129.905,138.495,159.792,171.229,180.393,173.891,150.431,150.431,162.289,171.740,135.188,124.176,237.000,256.000,258.532,258.000,275.375,260.651,150.431,150.431,244.290,304.300,201.220,251.340,6.000,5.000,4.000,3.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0,,,,,,,,,,,,,,,,,,,,,,,,
220GHO61,33059,6205.300,JT.NO.01 → JT.NO.02 → JT.NO.02 → JT.NO.03 → JT.NO.03 → JT.NO.04 → JT.NO.04 → JT.NO.4A → JT.NO.05 → JT.NO.5A → JT.NO.06 → JT.NO.6A → JT.NO.07 → JT.NO.08 → JT.NO.08 → JT.NO.09 → JT.NO.09 → JT.NO.9A → JT.NO.10 → JT.NO.11 → JT.NO.11 → JT.NO.11A → JT.NO.11A → JT.NO.12 → JT.NO.12 → JT.NO.13B → JT.NO.13 → JT.NO.14A → JT.NO.13A → JT.NO.13 → JT.NO.13B → JT.NO.13A → JT.NO.14 → JT.NO.15 → JT.NO.14A → JT.NO.14C → JT.NO.14B → JT.NO.14 → JT.NO.14C → JT.NO.14B → JT.NO.15 → JT.NO.16 → JT.NO.16 → JT.NO.17 → JT.NO.17 → JT.NO.18 → JT.NO.18 → JT.NO.19 → JT.NO.19 → JT.NO.19A → JT.NO.19A → JT.NO.19B → JT.NO.19B → JT.NO.20 → JT.NO.20 → JT.NO.20B → JT.NO.20A → JT.NO.21 → JT.NO.20B → JT.NO.20C → JT.NO.20C → JT.NO.20D → JT.NO.20D → JT.NO.20E → JT.NO.20E → JT.NO.20A → JT.NO.21 → JT.NO.22 → JT.NO.22 → JT.NO.22A → JT.NO.22A → JT.NO.23 → JT.NO.23 → JT.NO.24 → JT.NO.24 → JT.NO.24A → JT.NO.24A → JT.NO.24B → JT.NO.24B → JT.NO.24C → JT.NO.24C → JT.NO.25D → JT.NO.24D → JT.NO.24E → JT.NO.24E → JT.NO.24F → JT.NO.24F → JT.NO.25 → JT.NO.25 → JT.NO.26 → JT.NO.26 → JT.NO.26A → JT.NO.26A → JT.NO.27 → JT.NO.27 → JT.NO.28 → JT.NO.28 → JT.NO.29 → JT.NO.29 → JT.NO.29A → JT.NO.29A → JT.NO.29B → JT.NO.29B → JT.NO.30 → JT.NO.30 → JT.NO.31 → JT.NO.31 → JT.NO.4A → JT.NO.4B → JT.NO.4B → JT.NO.05 → JT.NO.5A → JT.NO.5B → JT.NO.5B → JT.NO.06 → JT.NO.6A → JT.NO.6B → JT.NO.6B → JT.NO.07 → JT.NO.9A → JT.NO.9B → JT.NO.9B → JT.NO.10 → SWNO_220GHO61 → JT.NO.01,XLPE,3.0,Y,AL,HT33KV6908546327,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,DAHISAR REC-STN,2006-06-23 00:00:00+00:00,63,33059,33KV,97.525,100.162,89.424,119.949,139.793,166.428,159.562,159.562,77.705,119.027,100.330,91.733,192.310,228.630,158.670,194.899,228.227,242.913,159.562,159.562,174.180,203.100,155.920,179.600,2.000,0.000,3.000,3.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,26.000,0.000,0.000,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,
220GHO66,33230,4484.200,JT.NO.01 → JT.NO.02 → JT.NO.02 → JT.NO.03 → JT.NO.03 → JT.NO.04 → JT.NO.04 → JT.NO.4A → JT.NO.05 → JT.NO.06 → JT.NO.06 → JT.NO.06A → JT.NO.06A → JT.NO.06B → JT.NO.06B → JT.NO.07 → JT.NO.07 → JT.NO.07C → JT.NO.07C → JT.NO.07D → JT.NO.07D → JT.NO.08 → JT.NO.08 → JT.NO.08A → JT.NO.08A → JT.NO.08B → JT.NO.08B → JT.NO.09 → JT.NO.09 → JT.NO.09A → JT.NO.09A → JT.NO.09B → JT.NO.09B → JT.NO.10 → JT.NO.10 → JT.NO.11 → JT.NO.11 → JT.NO.11A → JT.NO.11A → JT.NO.12 → JT.NO.12 → JT.NO.12C → JT.NO.12A → JT.NO.12B → JT.NO.12B → JT.NO.13 → JT.NO.12C → JT.NO.12A → JT.NO.12D → JT.NO.12A → JT.NO.13 → JT.NO.13A → JT.NO.13A → JT.NO.13B → JT.NO.13B → JT.NO.14 → JT.NO.14 → JT.NO.15 → JT.NO.15 → JT.NO.15A → JT.NO.15A → JT.NO.16 → JT.NO.16 → JT.NO.17 → JT.NO.17 → JT.NO.18 → JT.NO.18 → JT.NO.19 → JT.NO.19 → JT.NO.20 → JT.NO.20 → JT.NO.21 → JT.NO.21 → JT.NO.22 → JT.NO.22 → JT.NO.23 → JT.NO.23 → JT.NO.24 → JT.NO.24 → SWNO_33230 → JT.NO.4A → JT.NO.05 → SWNO_220GHO66 → JT.NO.01,XLPE,3.0,Y,AL,HT22KV6908561QBI,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,RAVI MHADA REC-STN,2006-05-30 00:00:00+00:00,42,33230,33KV,39.279,53.119,60.808,72.288,76.151,75.003,70.201,70.201,1.642,1.606,1.690,1.686,136.322,118.980,125.070,140.148,117.913,129.621,70.201,70.201,2.110,2.130,18.460,28.660,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,64.000,8.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,2.000,0,,,,,,,,,,,,,,,,,,,,,,,,
220GHO71,33101,9394.900,JT.NO.01 → JT.NO.02 → JT.NO.01 → JT.NO.1A → JT.NO.02 → JT.NO.03 → JT.NO.03 → JT.NO.04 → JT.NO.04 → JT.NO.4A → JT.NO.05 → JT.NO.06 → JT.NO.06 → JT.NO.6A → JT.NO.07 → JT.NO.08 → JT.NO.08 → JT.NO.09 → JT.NO.09 → JT.NO.10 → JT.NO.10 → JT.NO.11 → JT.NO.11 → JT.NO.12 → JT.NO.12 → JT.NO.12A → JT.NO.12 → JT.NO.13 → JT.NO.12A → JT.NO.13 → JT.NO.13A → JT.NO.14 → JT.NO.13B → JT.NO.13C → JT.NO.13C → JT.NO.13A → JT.NO.14 → JT.NO.15 → JT.NO.15 → JT.NO.16 → JT.NO.16 → JT.NO.17 → JT.NO.17 → JT.NO.18 → JT.NO.18 → JT.NO.19 → JT.NO.19 → JT.NO.20 → JT.NO.20 → JT.NO.20A → JT.NO.20A → JT.NO.20B → JT.NO.20B → JT.NO.21 → JT.NO.21 → JT.NO.22 → JT.NO.22 → JT.NO.23 → JT.NO.23 → JT.NO.23A → JT.NO.23A → JT.NO.23B → JT.NO.23B → JT.NO.23C → JT.NO.23C → JT.NO.24 → JT.NO.24 → JT.NO.24A → JT.NO.24A → JT.NO.25 → JT.NO.25 → JT.NO.25A → JT.NO.25A → JT.NO.26 → JT.NO.26 → JT.NO.26A → JT.NO.26A → JT.NO.27 → JT.NO.27 → JT.NO.27A → JT.NO.27A → JT.NO.27B → JT.NO.27B → JT.NO.27C → JT.NO.27C → JT.NO.28 → JT.NO.28 → JT.NO.29 → JT.NO.29 → JT.NO.30 → JT.NO.30 → JT.NO.31 → JT.NO.31 → JT.NO.32 → JT.NO.32 → JT.NO.33 → JT.NO.33 → JT.NO.34 → JT.NO.34 → JT.NO.35 → JT.NO.35 → JT.NO.36 → JT.NO.36 → JT.NO.37 → JT.NO.37 → JT.NO.38 → JT.NO.38 → JT.NO.39 → JT.NO.39 → JT.NO.40 → JT.NO.40 → JT.NO.41 → JT.NO.41 → JT.NO.42 → JT.NO.42 → JT.NO.43 → JT.NO.43 → JT.NO.44 → JT.NO.44 → JT.NO.45 → JT.NO.45 → JT.NO.46 → JT.NO.46 → SWNO_33101 → JT.NO.4A → JT.NO.05 → JT.NO.6A → JT.NO.6B → JT.NO.6B → JT.NO.07 → SWNO_220GHO71 → JT.NO.1A,XLPE,3.0,Y,AL,HT33KV6908561QCE,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,DEVIDAS LANE REC-STN,2020-10-20 00:00:00+00:00,66,33101,33KV,51.163,54.222,68.373,76.069,97.739,78.788,59.549,59.549,68.812,80.904,67.250,53.656,97.700,92.910,261.620,113.458,267.999,274.476,59.549,59.549,106.870,221.560,100.980,214.230,0.000,0.000,4.000,0.000,3.000,3.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,270.000,0.000,262.000,409.000,0.000,0.000,0.000,38.000,0.000,4.000,0,,,,,,,,,,,,,,,,,,,,,,,,
220GHO72,33044,4469.400,JT.NO.01 → JT.NO.02 → JT.NO.02 → JT.NO.03 → JT.NO.03 → JT.NO.04 → JT.NO.04 → JT.NO.4A → JT.NO.05 → JT.NO.06 → JT.NO.06 → JT.NO.07 → JT.NO.07 → JT.NO.08 → JT.NO.08 → JT.NO.09 → JT.NO.09 → JT.NO.09A → JT.NO.09A → JT.NO.10 → JT.NO.10 → JT.NO.11 → JT.NO.11 → JT.NO.12 → JT.NO.12 → JT.NO.13 → JT.NO.13 → JT.NO.14 → JT.NO.14 → JT.NO.15 → JT.NO.15 → JT.NO.16 → JT.NO.16 → JT.NO.17 → JT.NO.17 → JT.NO.18 → JT.NO.18 → JT.NO.19 → JT.NO.19 → JT.NO.20 → JT.NO.1A → JT.NO.1A → JT.NO.1C → JT.NO.1C → JT.NO.1D → JT.NO.1D → JT.NO.1 → JT.NO.20 → JT.NO.21 → JT.NO.21 → JT.NO.22 → JT.NO.22 → JT.NO.23 → JT.NO.23 → SWNO_33044 → JT.NO.4A → JT.NO.05 → SWNO_220GHO72 → JT.NO.1B,XLPE,3.0,Y,AL,HT33KV0000027672,AL,5000.0,5053,,220kV GHODBUNDER REC-STN,BHAYANDAR REC-STN,2006-05-31 00:00:00+00:00,30,33044,33KV,116.389,124.073,129.004,145.988,144.594,143.852,127.484,127.484,127.793,144.646,111.916,105.864,278.000,288.000,272.000,275.495,251.894,246.189,127.484,127.484,216.850,276.540,205.520,203.730,5.000,2.000,4.000,4.000,2.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,180.000,6.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,,,,,,,,,,,,,,,,,,,,,,,,
220GHO77,33306,4271.000,JT.NO.01 → JT.NO.02 → JT.NO.02 → JT.NO.03 → JT.NO.03 → JT.NO.04 → JT.NO.04 → JT.NO.05 → JT.NO.05 → JT.NO.06 → JT.NO.06 → JT.NO.07 → JT.NO.07 → JT.NO.08 → JT.NO.08 → JT.NO.09 → JT.NO.09 → JT.NO.10 → JT.NO.10 → JT.NO.11 → JT.NO.11 → JT.NO.12 → JT.NO.12 → JT.NO.13 → JT.NO.13 → JT.NO.14 → JT.NO.14 → JT.NO.15 → JT.NO.15 → JT.NO.16 → JT.NO.16 → JT.NO.17 → JT.NO.17 → JT.NO.18 → JT.NO.18 → JT.NO.19 → JT.NO.19 → JT.NO.20 → JT.NO.20 → JT.NO.21 → JT.NO.21 → SWNO_33306 → SWNO_00077 → JT.NO.01,XLPE,3.0,Y,CU,,AL,5000.0,5052,,220kV GHODBUNDER REC-STN,DAHISAR CHECKNAKA REC-STN,2024-04-26 00:00:00+00:00,22,33306,33KV,102.826,85.127,102.330,115.141,110.765,118.125,107.447,107.447,108.333,95.847,77.030,90.052,626.729,148.050,190.860,206.608,824.497,190.035,107.447,107.447,162.140,143.910,169.040,202.190,5.000,2.000,5.000,3.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,4.000,8.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,18.000,102.000,0,,,,,,,,,,,,,,,,,,,,,,,,
