FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,LOCATION,RANK,LATEST_DT_DATE,DT_LOAD,DT_LOAD_CAL,Month_01_cumulative_diff,Month_02_cumulative_diff,Month_03_cumulative_diff,Month_04_cumulative_diff,Month_05_cumulative_diff,Month_06_cumulative_diff,Month_07_cumulative_diff,Month_08_cumulative_diff,Month_09_cumulative_diff,Month_10_cumulative_diff,Month_11_cumulative_diff,Month_12_cumulative_diff
15454,15454-38196,1S-MH-MU-ZST-RSTN-24TH,1S-MH-MU-ZST-CL02-1238,1S-MH-MU-ZST-CL02-1238,0,2025-04-04,127.4258823529412,7.0401308591575305,60.74174414084247,68.21122330750914,78.03444911396076,87.2494524741758,68.88898323210422,74.6495260472278,82.67229434084246,82.67229434084247,72.79809830750914,83.73157400195359,70.91557459538792,61.234139974175804
15454,38195-34116,1S-MH-MU-ZST-CL02-1238,1S-MH-MU-ZST-CL02-0894,1S-MH-MU-ZST-CL02-0894,1,2025-04-04,233.6289265536723,12.907724749880003,47.83401939096247,55.30349855762914,65.12672436408076,74.3417277242958,55.98125848222422,61.74180129734779,69.76456959096245,69.76456959096247,59.89037355762913,70.82384925207359,58.00784984550792,48.3264152242958
15454,34114-32764,1S-MH-MU-ZST-CL02-0894,1S-MH-MU-ZST-CL01-0860,1S-MH-MU-ZST-CL01-0860,2,2025-04-04,134.06212290502793,7.406775382521586,40.42724400844088,47.89672317510755,57.71994898155917,66.9349523417742,48.57448309970263,54.335025914826204,62.357794208440865,62.35779420844088,52.483598175107545,63.417073869552,50.60107446298633,40.91963984177421
15454,32766-31556,1S-MH-MU-ZST-CL01-0860,1S-MH-MU-ZST-CL02-0815,1S-MH-MU-ZST-CL02-0815,3,2025-04-04,245.58708994709,13.568399281382703,26.858844727058177,34.32832389372485,44.15154970017647,53.3665530603915,35.00608381831993,40.7666266334435,48.78939492705816,48.789394927058176,38.91519889372484,49.848674588169295,37.03267518160363,27.35124056039151
15454,31555-4467,1S-MH-MU-ZST-CL02-0815,1S-MH-MU-ZST-CL02-0054,1S-MH-MU-ZST-CL02-0054,4,2025-04-04,364.4859903381643,20.13742436723316,6.721420359825018,14.190899526491691,24.01412533294331,33.229128693158344,14.86865945108677,20.629202266210342,28.651970559825003,28.651970559825017,18.777774526491683,29.711250220936137,16.89525081437047,7.213816193158351
15454,4465-17733,1S-MH-MU-ZST-CL02-0054,1S-MH-MU-ZST-CL02-0003,1S-MH-MU-ZST-CL02-0003,5,2025-04-04,199.4650485436893,11.020210475657494,-19.79579035799859,-12.326311191331918,-2.5030853848803005,6.711917975334735,-11.648551266736838,-5.888008451613267,2.134759842001394,2.134759842001408,-7.739436191331926,3.1940395031125277,-9.621959903453138,-19.303394524665258
15454,4466-35381,1S-MH-MU-ZST-CL02-0054,1S-MH-MU-ZST-CL02-0645,1S-MH-MU-ZST-CL02-0645,5,,,,,,,,,,,,,,,
15454,40767-9016,1S-MH-MU-ZST-CL02-0054,1S-MH-MU-ZST-CL02-0526,1S-MH-MU-ZST-CL02-0526,5,2025-04-04,280.49463414634147,15.497000242166113,,,,,,,,,,,,
15454,17731-38557,1S-MH-MU-ZST-CL02-0003,1S-MH-MU-ZST-CL02-1240,1S-MH-MU-ZST-CL02-1240,6,2025-04-04,118.43076923076924,6.543161387150152,-26.338951745148744,-18.86947257848207,-9.046246772030454,0.16875658818458295,-18.19171265388699,-12.43116983876342,-4.408401545148759,-4.408401545148744,-14.28259757848208,-3.3491218840376247,-16.16512129060329,-25.84655591181541
15454,38558-10421,1S-MH-MU-ZST-CL02-1240,1S-MH-MU-ZST-CL03-0344,1S-MH-MU-ZST-CL03-0344,7,2025-04-04,295.2936585365853,16.314629018764304,-42.65358076391305,-35.184101597246375,-25.360875790794758,-16.145872430579722,-34.506341672651295,-28.745798857527724,-20.723030563913063,-20.72303056391305,-30.597226597246383,-19.66375090280193,-32.479750309367596,-42.161184930579715
