SWNO,Month_01,Month_02,Month_03,Month_04,Month_05,Month_06,Month_07,Month_08,Month_09,Month_10,Month_11,Month_12
18828,6.920,6.859,9.502,10.287,9.139,10.792,13.949,13.949,10.173,11.373,9.350,5.993
18829,64.992,68.185,58.560,69.584,73.847,71.301,70.711,70.711,58.620,63.679,55.879,50.681
18832,83.097,90.117,105.275,119.273,136.647,114.456,127.887,127.887,117.427,105.226,94.541,84.415
18833,97.268,106.657,125.021,128.815,0.000,0.000,0.000,0.000,119.440,125.692,117.781,102.908
18834,90.072,99.366,107.622,136.513,131.269,113.835,120.982,120.982,98.414,109.849,96.519,89.471
18835,17.243,16.768,17.665,11.147,11.427,14.552,18.506,18.506,24.158,24.967,24.085,21.714
18836,420.717,450.301,510.476,572.352,477.746,433.321,473.983,473.983,520.191,558.186,477.777,426.067
18837,41.185,42.968,47.101,45.134,48.466,46.193,50.202,50.202,47.541,49.859,43.495,42.171
18838,97.714,102.112,117.653,133.346,150.324,142.539,157.235,157.235,128.672,139.994,116.299,100.553
19087,84.530,87.694,101.103,106.219,113.447,103.631,103.505,103.505,108.469,114.788,105.652,89.126
19088,57.211,58.155,60.804,70.977,78.906,62.298,63.277,63.277,60.105,68.187,64.949,61.426
19089,466.217,473.745,494.353,502.786,638.302,617.663,600.850,600.850,572.010,630.740,612.988,549.648
19090,112.936,117.967,122.474,151.023,181.141,178.668,184.979,184.979,141.978,159.131,147.969,120.950
19552,49.526,50.718,52.586,46.821,48.432,47.796,38.650,38.650,49.596,51.946,54.987,59.528
19553,154.780,164.073,184.575,171.491,180.195,167.381,167.515,167.515,185.605,200.739,193.196,187.910
19554,371.133,409.929,388.453,491.759,524.234,478.984,570.010,570.010,447.164,483.733,422.019,376.003
19555,72.850,97.026,72.967,84.934,87.508,85.604,117.497,117.497,72.651,77.025,71.085,66.067
19556,80.801,88.848,65.379,102.196,107.236,78.935,99.816,99.816,92.591,103.050,86.795,77.085
19557,75.789,81.165,91.781,104.386,110.339,109.524,108.003,108.003,93.882,104.329,90.179,77.991
19558,0.046,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19578,14.903,12.723,15.494,16.498,11.671,7.735,6.000,6.000,14.141,20.570,19.833,19.491
19579,44.180,44.730,49.366,51.085,54.442,52.711,56.000,56.000,54.667,57.939,50.517,44.545
19580,264.967,273.004,323.405,299.120,325.982,287.668,288.000,288.000,245.128,298.917,356.370,327.904
19581,65.045,64.819,79.256,91.912,103.447,100.648,92.000,92.000,65.835,94.319,77.849,66.058
19582,13.511,14.751,16.794,17.023,18.658,17.078,20.000,20.000,17.019,20.345,16.458,14.947
19583,76.492,84.927,101.116,109.222,133.702,106.145,110.000,110.000,98.435,112.088,91.953,82.056
19584,0.000,0.000,0.000,0.000,0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000
19772,0.000,0.000,0.000,0.000,25.756,0.000,0.000,0.000,,,,
19773,42.429,44.011,45.730,51.954,54.705,53.675,46.000,46.000,,,,
19774,262.776,238.408,278.616,301.915,362.142,341.488,364.000,364.000,287.309,314.199,287.866,241.672
19775,70.863,63.828,86.031,119.709,136.110,130.858,130.000,130.000,117.311,128.549,114.177,95.402
19776,90.387,96.720,108.277,118.083,122.512,115.987,101.000,101.000,111.301,118.992,104.613,90.738
19777,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
19778,9.837,10.259,10.503,11.870,12.757,12.371,9.000,9.000,,,,
19819,356.320,381.128,443.413,543.318,512.934,483.017,485.542,485.542,469.957,478.926,416.638,360.114
19820,32.581,33.489,35.979,33.838,41.787,27.393,29.889,29.889,,,,
19821,111.141,114.431,150.858,154.810,157.698,160.260,162.715,162.715,157.942,172.440,148.892,134.074
19822,93.167,93.366,98.219,122.982,128.301,126.711,134.889,134.889,,,,
19823,72.534,84.458,87.094,98.153,103.247,97.553,94.841,94.841,118.162,96.060,78.344,65.477
19824,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
19825,51.439,53.687,64.567,58.928,66.294,63.955,63.250,63.250,53.761,62.990,55.105,47.969
231,148.520,152.268,178.027,196.496,207.131,207.169,209.598,209.598,187.954,200.739,171.597,143.814
233,352.647,377.138,449.114,482.969,483.990,468.696,455.657,455.657,526.029,484.055,407.768,362.310
234,438.045,464.026,526.147,594.241,564.209,564.534,549.556,549.556,525.637,576.299,492.246,413.515
235,55.182,53.930,57.689,72.123,76.004,70.909,69.986,69.986,65.354,73.066,63.080,53.922
25018,34.238,35.070,40.626,33.920,33.943,32.945,33.441,33.441,52.672,55.445,48.537,43.907
25019,46.163,47.895,54.680,61.944,43.378,40.054,43.782,43.782,36.836,37.738,32.882,30.606
25021,4.638,0.906,9.387,0.003,1.038,13.446,0.000,0.000,0.000,0.000,0.000,0.003
25022,169.297,186.680,219.311,235.621,234.424,228.755,211.809,211.809,185.767,204.685,176.749,143.668
25023,52.558,67.909,76.393,82.147,95.772,91.022,71.347,71.347,65.673,77.220,65.532,44.446
25024,12.314,12.274,13.587,17.909,18.262,18.356,17.479,17.479,,,,
25025,24.391,26.199,28.940,40.328,44.924,43.662,47.526,47.526,20.181,22.319,20.043,17.490
25153,229.613,261.767,275.920,312.272,323.411,307.752,176.000,176.000,317.842,335.343,279.140,257.023
25154,21.250,27.589,35.270,56.352,57.425,48.500,26.000,26.000,50.415,50.698,40.607,37.524
25155,54.571,60.565,65.129,73.883,78.913,78.345,34.000,34.000,77.410,78.873,61.553,51.649
25156,63.389,66.753,69.092,65.858,64.982,61.151,42.000,42.000,72.194,73.453,68.438,66.603
25157,23.456,23.491,25.233,23.055,23.660,24.312,9.000,9.000,29.712,33.227,30.067,27.708
25158,79.353,89.759,92.832,104.936,107.726,102.955,60.000,60.000,102.775,112.101,93.274,85.814
25266,44.479,49.640,56.980,62.635,64.381,59.568,67.000,67.000,53.089,58.145,55.556,49.742
25267,334.594,364.380,412.003,461.191,466.562,480.622,512.000,512.000,412.021,468.425,412.632,356.529
25268,52.106,60.016,69.323,70.761,74.201,73.725,77.000,77.000,67.954,77.305,68.485,59.033
25269,28.875,30.744,32.285,34.683,33.295,30.792,34.000,34.000,34.396,37.861,33.242,30.892
25270,83.125,93.078,97.674,109.892,111.386,113.563,122.000,122.000,98.574,116.209,100.488,88.323
25271,38.170,41.822,43.771,47.941,50.273,46.855,41.000,41.000,40.577,43.459,38.670,35.223
25273,94.461,96.555,116.026,138.117,138.493,156.177,169.000,169.000,127.730,146.299,126.697,104.308
25275,22.179,24.773,27.361,33.225,34.941,31.812,17.000,17.000,29.976,32.815,25.158,22.845
25276,87.118,74.342,98.527,119.186,128.044,124.954,118.000,118.000,107.678,117.003,98.601,86.986
25277,54.461,43.572,59.169,141.586,161.575,155.104,134.000,134.000,134.909,143.260,1.653,0.000
25278,0.000,0.000,0.000,0.000,0.121,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25280,10.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
25281,0.000,0.000,4.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25321,66.683,70.565,83.732,94.971,120.820,111.924,113.240,113.240,82.902,95.930,83.318,68.138
25322,353.180,362.205,390.089,485.056,518.328,514.898,526.810,526.810,424.058,460.948,379.055,330.090
25323,73.284,73.873,83.523,96.159,111.509,134.400,145.767,145.767,91.546,100.728,82.855,67.643
25324,107.773,110.786,117.856,102.150,104.914,98.244,55.888,55.888,114.826,108.977,91.305,101.019
25325,125.901,123.833,127.070,187.594,187.281,180.554,160.852,160.852,144.767,153.527,129.556,109.099
25326,4.173,4.306,5.352,7.019,7.951,7.423,8.456,8.456,,,,
25351,37.488,22.750,25.541,66.783,78.566,79.724,70.736,70.736,60.507,65.282,57.474,43.965
25352,244.234,157.596,182.604,371.756,428.303,395.726,404.704,404.704,320.298,343.617,297.017,287.654
25353,0.000,0.198,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25354,25.433,36.717,40.821,71.573,77.142,75.195,89.368,89.368,0.000,3.998,0.000,0.000
25356,39.998,41.530,43.173,47.100,59.304,76.668,59.120,59.120,45.364,48.422,41.138,39.772
25357,28.501,34.307,43.397,92.256,132.362,113.487,126.240,126.240,119.645,129.197,120.447,62.793
25358,97.474,91.433,97.923,113.199,113.600,111.855,64.808,64.808,108.139,110.744,89.021,102.009
25587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25588,62.418,74.831,54.556,84.200,118.878,117.310,133.920,133.920,60.472,65.651,58.049,49.764
25589,187.417,191.019,230.662,244.242,274.188,290.273,301.043,301.043,209.197,240.608,220.288,183.824
25590,44.954,42.398,51.275,27.896,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
25591,58.100,45.673,85.468,95.093,103.912,99.451,113.692,113.692,105.776,130.765,123.910,99.832
25592,17.901,26.948,33.618,36.246,39.722,40.637,43.349,43.349,38.119,39.313,35.917,31.302
25593,7.201,7.477,8.637,10.321,10.563,10.502,10.854,10.854,,,,
25790,122.225,73.545,57.574,64.179,60.498,53.201,52.019,52.019,,,,
25791,83.231,80.918,94.891,65.456,80.625,95.887,97.370,97.370,96.822,104.420,91.685,86.831
25792,386.719,388.479,429.432,454.616,487.738,493.404,466.120,466.120,443.991,476.109,427.594,372.580
25793,87.343,89.115,89.075,106.760,118.653,95.823,78.744,78.744,100.023,104.765,97.849,90.668
25794,3.674,13.759,2.961,0.527,0.000,70.431,0.000,0.000,3.418,1.173,16.824,6.425
25795,46.473,48.747,56.776,66.772,69.084,67.628,63.868,63.868,55.553,62.307,49.340,42.620
25796,100.311,126.355,149.287,161.412,167.399,154.957,156.745,156.745,161.156,172.171,143.683,135.720
25886,123.944,131.870,158.970,168.836,178.906,171.363,164.209,164.209,156.287,166.826,142.393,122.195
25887,67.703,80.288,93.141,83.786,86.656,79.925,77.547,77.547,85.802,89.901,76.609,67.857
25888,339.632,370.822,448.386,477.007,504.583,472.701,470.392,470.392,453.957,483.078,407.128,329.480
25889,61.428,64.152,73.946,77.915,81.721,79.074,78.445,78.445,77.806,83.176,68.922,61.803
25890,69.973,76.980,95.379,101.687,108.257,97.219,96.882,96.882,90.834,98.217,79.285,68.639
25891,18.528,20.474,29.868,45.306,47.814,48.852,50.754,50.754,49.442,52.574,39.997,13.585
25892,2.038,1.870,2.322,2.477,2.346,3.098,5.455,5.455,,,,
26032,24.979,34.882,27.251,43.742,28.740,44.050,0.000,0.000,26.956,29.088,19.969,21.252
26033,38.204,54.688,62.655,85.982,93.911,77.924,62.617,62.617,83.334,88.161,49.075,38.087
26034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26035,0.000,0.000,0.298,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.806,0.000
26036,71.506,30.007,50.565,84.082,97.183,107.172,108.378,108.378,90.935,97.868,83.241,78.581
26037,0.000,0.000,0.095,0.000,0.000,0.000,0.000,0.000,0.000,0.054,3.168,0.000
26038,0.967,0.963,1.075,1.169,1.043,1.243,1.696,1.696,,,,
26106,12.321,0.620,0.529,0.479,0.466,0.674,0.447,0.447,0.000,0.000,0.000,0.000
26107,6.624,6.672,7.253,11.386,8.065,11.994,6.631,6.631,16.588,5.528,7.365,7.287
26108,139.996,155.687,199.597,233.988,248.469,228.511,242.483,242.483,247.066,249.310,216.938,177.828
26109,45.259,37.526,55.835,74.450,88.846,99.036,96.084,96.084,101.714,86.735,75.060,69.275
26110,55.531,79.830,78.504,90.562,84.172,50.400,50.483,50.483,58.813,92.623,78.219,28.389
26111,19.674,24.402,47.947,52.001,60.438,60.237,64.562,64.562,60.947,53.592,47.893,66.717
26112,8.292,11.004,13.998,16.522,18.257,17.288,23.804,23.804,,,,
26204,94.464,81.398,104.050,71.679,145.690,126.250,120.164,120.164,131.601,145.181,134.937,128.169
26205,70.576,70.422,74.372,61.421,81.764,84.108,66.462,66.462,99.630,108.321,94.728,84.656
26206,54.542,68.587,79.188,65.279,58.711,75.678,62.524,62.524,44.103,47.956,74.788,74.950
26308,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26309,0.171,0.000,0.000,0.000,10.109,100.198,0.000,0.000,0.000,0.298,0.000,0.000
26310,146.698,132.775,162.528,144.716,244.111,338.329,244.725,244.725,202.137,237.678,186.156,172.839
26311,14.357,0.000,0.147,0.000,0.171,0.560,0.000,0.000,0.000,8.915,0.000,14.834
26312,105.362,108.281,124.012,140.296,153.660,151.419,144.598,144.598,128.835,141.443,122.321,103.905
26313,46.263,4.350,0.828,0.000,89.905,101.711,101.578,101.578,,,,
26314,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26317,71.573,74.013,77.126,88.452,111.026,124.962,75.423,75.423,75.104,77.847,64.611,67.631
26318,10.953,12.857,12.068,12.355,11.825,10.616,8.145,8.145,13.056,13.597,11.890,11.782
26319,248.794,258.208,267.242,274.471,300.434,332.627,271.095,271.095,274.035,281.540,255.556,248.287
26320,73.349,76.334,78.236,77.104,71.518,72.310,53.350,53.350,76.942,76.259,66.961,66.668
26321,51.186,52.312,56.573,59.148,63.138,61.989,69.803,69.803,59.531,62.948,56.687,51.463
26322,44.918,44.502,44.610,41.844,42.090,49.611,44.861,44.861,47.854,47.190,45.601,44.471
26323,15.282,15.796,17.147,18.885,20.116,19.764,21.102,21.102,19.945,21.041,21.825,16.189
26326,17.390,17.386,17.560,18.430,19.171,18.504,18.046,18.046,19.014,19.867,18.090,16.817
26327,67.989,72.100,73.198,86.806,98.108,83.562,47.261,47.261,70.584,74.156,63.924,62.742
26328,16.241,28.502,27.324,60.346,75.438,72.460,94.250,94.250,0.000,0.000,0.000,0.384
26329,275.445,315.553,326.425,393.341,439.097,402.575,361.568,361.568,298.623,317.119,271.950,251.836
26330,69.079,77.222,86.088,97.630,104.680,88.709,76.581,76.581,83.064,90.021,74.621,69.891
26331,92.144,103.545,104.094,108.772,118.592,108.973,80.150,80.150,102.886,110.703,93.530,90.777
26332,29.109,29.229,31.359,35.136,38.138,37.313,43.552,43.552,35.876,33.977,31.607,27.421
26367,26.977,33.932,32.524,41.909,42.174,34.951,24.655,24.655,30.808,30.984,27.923,25.595
26368,49.211,48.931,53.871,66.615,73.533,67.537,55.562,55.562,57.378,63.078,56.759,47.469
26369,315.411,336.218,362.436,427.445,459.636,435.107,390.074,390.074,364.328,393.565,334.308,299.834
26370,48.314,50.341,59.227,71.246,76.447,75.423,72.307,72.307,61.809,69.631,57.563,48.914
26371,25.817,27.395,29.946,34.507,36.701,32.746,33.418,33.418,29.076,32.682,28.930,26.298
26372,67.996,74.324,85.199,91.406,98.077,94.921,93.973,93.973,83.060,89.161,77.620,68.106
26373,99.557,105.762,109.699,123.420,133.954,125.626,112.936,112.936,109.783,116.750,93.835,99.204
26376,55.500,58.289,71.612,87.105,95.693,88.571,90.708,90.708,64.423,73.513,62.951,52.922
26377,51.699,54.961,59.848,74.258,79.447,71.903,66.793,66.793,59.006,62.019,54.746,49.200
26378,119.481,120.853,141.172,146.906,152.491,146.193,123.686,123.686,138.516,164.527,136.170,128.377
26379,344.851,373.679,423.616,478.617,510.125,489.874,476.224,476.224,413.777,469.898,393.040,368.967
26380,72.258,80.330,85.473,96.613,103.447,107.702,112.674,112.674,92.327,99.821,84.194,71.522
26381,52.322,56.241,67.634,76.967,85.605,77.442,83.985,83.985,67.966,76.693,62.422,54.963
26382,0.006,0.003,0.005,0.007,0.002,0.007,0.000,0.000,0.000,0.000,0.000,0.000
26385,78.336,82.108,92.820,110.140,113.996,106.708,115.264,115.264,91.742,103.493,88.367,78.578
26386,96.735,101.061,104.113,118.875,126.224,120.695,114.016,114.016,110.321,112.460,102.089,88.211
26387,314.228,326.631,359.717,407.263,432.743,405.770,383.457,383.457,356.377,383.836,354.292,297.417
26388,70.056,72.035,83.249,83.905,86.070,82.408,84.133,84.133,84.754,91.678,97.001,82.926
26389,2.156,0.976,3.570,0.489,0.000,0.129,0.000,0.000,0.000,0.000,0.000,0.131
26390,63.759,67.394,71.668,80.862,84.555,76.988,57.841,57.841,70.014,74.294,65.256,61.266
26391,7.955,8.288,9.493,11.464,12.183,12.601,11.307,11.307,,,,
26413,0.050,0.053,0.050,0.092,0.098,0.098,0.098,0.098,0.000,1.896,0.000,0.000
26414,37.654,38.058,58.375,50.237,61.610,50.437,54.591,54.591,,,,
26415,246.634,253.556,297.579,335.791,319.091,323.537,366.607,366.607,294.568,309.606,266.824,244.174
26416,77.557,82.764,84.358,91.169,89.284,93.284,104.201,104.201,106.003,101.342,87.978,78.037
26417,12.896,14.708,15.546,35.673,0.098,1.062,0.098,0.098,145.962,26.766,0.000,0.000
26418,82.095,64.368,102.474,134.580,144.361,117.317,127.834,127.834,,,,
26419,26.892,34.043,34.975,36.910,40.905,71.802,61.622,61.622,26.950,51.938,37.814,58.055
26443,25.267,25.810,30.453,35.751,39.880,34.117,30.897,30.897,32.340,48.077,43.194,27.419
26444,149.389,157.029,193.022,214.177,279.779,228.234,172.397,172.397,201.841,237.606,198.601,157.819
26445,43.549,47.130,55.959,66.229,78.867,29.246,11.851,11.851,61.399,69.175,59.789,48.428
26446,21.802,23.180,29.273,33.649,37.239,36.934,36.657,36.657,32.202,34.771,27.442,22.586
26447,42.782,44.310,51.020,58.914,71.139,61.986,72.542,72.542,57.766,60.961,50.750,44.127
26448,19.827,20.254,22.320,24.208,26.020,22.096,20.216,20.216,24.429,26.817,23.881,20.815
26450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26452,0.202,0.224,0.176,0.355,0.376,0.316,0.090,0.090,0.000,0.000,0.000,0.000
26453,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26454,66.301,64.849,54.830,56.929,65.988,54.520,64.755,64.755,53.978,51.437,47.129,66.443
26455,301.229,315.626,333.655,388.983,425.634,352.320,417.559,417.559,351.201,381.911,332.552,308.286
26456,85.162,88.375,99.345,113.618,4811.407,60.144,59.369,59.369,101.039,115.957,100.348,85.090
26457,59.478,71.110,76.528,83.737,104.010,103.768,123.911,123.911,71.389,78.322,69.084,59.840
26458,96.312,99.380,114.013,133.300,1343.175,150.666,169.443,169.443,130.913,141.871,122.092,103.712
26653,18.560,14.997,19.704,26.761,30.111,26.174,32.260,32.260,21.741,24.831,21.697,17.811
26654,86.703,57.940,78.157,67.765,87.899,103.587,99.909,99.909,85.338,96.663,89.051,76.833
26655,216.238,198.375,224.707,248.878,279.833,281.368,263.945,263.945,240.059,267.661,227.531,193.463
26656,0.035,0.000,0.035,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.386
26657,52.586,58.982,68.210,75.601,80.965,79.536,79.687,79.687,66.372,73.161,63.502,53.142
26658,67.159,67.883,65.950,91.553,88.612,78.943,50.111,50.111,75.108,75.445,60.938,58.920
26716,20.420,18.995,22.302,22.062,16.949,15.919,11.000,11.000,17.210,17.307,16.946,17.390
26717,63.525,63.602,63.290,82.262,89.673,91.186,62.000,62.000,76.355,85.655,74.823,67.498
26718,293.602,294.004,343.394,355.952,378.787,328.445,336.000,336.000,311.092,344.110,303.657,289.055
26719,36.309,36.090,40.201,48.701,51.862,45.822,30.000,30.000,38.606,44.502,36.682,37.331
26720,42.694,43.909,58.023,60.668,62.133,54.437,59.000,59.000,45.444,49.825,43.335,37.948
26721,70.868,75.950,82.699,89.738,92.087,73.194,85.000,85.000,86.294,94.199,84.084,74.755
26722,52.995,55.479,55.069,60.581,66.219,61.498,87.000,87.000,66.650,64.816,60.452,56.583
26760,84.382,91.552,100.095,105.809,108.973,113.276,120.015,120.015,108.206,116.058,98.492,84.415
26761,61.096,65.079,75.655,79.252,84.092,79.455,81.552,81.552,81.962,85.605,67.678,59.526
26762,84.107,92.070,105.029,112.508,116.442,115.860,109.933,109.933,102.397,113.118,95.639,85.805
26764,227.564,242.565,275.485,297.681,309.488,307.877,310.878,310.878,289.974,311.915,259.142,227.011
26766,78.788,84.980,97.519,111.214,113.212,116.959,114.214,114.214,125.439,132.431,97.585,82.356
26767,93.192,99.122,81.275,120.547,134.319,126.369,122.017,122.017,120.913,130.660,105.606,92.123
26768,355.882,382.427,413.696,477.903,495.543,491.112,485.860,485.860,479.131,514.640,406.369,358.204
26769,51.717,55.663,65.046,71.981,76.274,75.290,73.680,73.680,64.355,69.174,54.752,47.908
26770,39.092,41.990,43.680,40.071,40.378,46.367,42.951,42.951,51.286,51.807,43.402,42.161
26771,42.898,41.088,50.265,53.242,51.272,51.845,49.097,49.097,52.003,57.484,46.979,39.931
26772,58.743,63.586,78.528,82.523,81.773,80.858,86.386,86.386,75.238,84.820,72.940,63.837
26970,75.059,80.079,92.573,104.514,112.090,108.091,112.399,112.399,96.626,110.780,103.114,89.251
26971,103.382,107.087,118.746,136.745,146.105,135.502,113.710,113.710,120.955,133.824,117.864,110.391
26972,47.176,38.575,36.052,5.376,1.670,0.641,0.000,0.000,71.662,61.100,59.002,59.363
26973,426.143,443.946,497.870,524.692,563.566,535.171,546.024,546.024,548.993,598.232,522.035,473.915
26974,0.000,0.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
26975,84.780,84.090,97.285,98.953,109.657,121.330,115.554,115.554,102.119,120.746,99.752,92.045
26976,104.802,139.016,157.086,176.098,187.136,173.484,174.745,174.745,170.047,185.181,154.692,134.334
26979,62.952,58.683,62.058,65.171,79.249,66.199,45.313,45.313,58.117,69.709,72.321,66.769
26980,38.102,41.528,34.897,42.317,44.964,42.617,50.523,50.523,37.705,41.576,36.996,46.928
26981,37.920,37.898,44.463,52.643,53.866,51.793,50.377,50.377,54.364,60.915,51.123,42.944
26982,32.023,46.764,48.170,30.641,30.983,32.109,36.477,36.477,26.173,48.466,28.513,23.655
26983,322.363,351.215,371.205,385.507,395.679,434.513,419.657,419.657,354.836,392.040,368.944,326.854
26984,85.662,92.682,109.775,105.763,89.735,137.680,121.426,121.426,105.191,85.303,107.202,88.086
26985,76.919,69.343,79.823,95.004,105.887,104.793,103.462,103.462,85.882,98.881,86.032,71.291
27077,134.379,138.447,142.219,146.775,154.292,188.676,176.000,176.000,181.586,206.454,180.218,161.317
27078,45.131,35.493,26.341,54.530,55.916,68.347,54.000,54.000,51.510,56.134,17.569,17.444
27079,429.731,486.530,506.928,580.197,543.367,560.411,476.000,476.000,491.720,487.813,408.292,378.495
27080,37.683,82.092,79.894,60.053,16.437,49.514,0.000,0.000,0.000,0.818,0.000,0.000
27081,103.029,107.069,123.949,147.133,153.217,150.302,132.000,132.000,142.199,95.077,96.924,97.719
27082,53.288,54.557,60.850,70.783,74.062,73.321,61.000,61.000,66.279,76.786,62.995,56.160
27083,64.526,70.634,72.829,97.849,102.008,50.977,42.000,42.000,56.703,58.782,58.080,52.688
28192,74.615,72.037,75.313,83.528,87.601,84.333,99.178,99.178,76.764,86.076,75.274,64.813
28193,0.161,0.000,0.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
28194,362.638,363.667,406.173,443.546,542.948,531.591,549.787,549.787,453.178,494.514,424.306,378.878
28195,32.321,34.924,42.087,53.876,80.323,74.170,78.776,78.776,43.688,47.483,41.559,27.686
28196,54.579,48.748,56.575,55.715,60.231,60.155,42.984,42.984,60.051,67.230,53.500,49.234
28197,112.267,115.333,125.069,126.041,186.190,184.622,189.481,189.481,170.959,180.537,155.516,140.181
28198,103.246,108.235,119.629,134.123,137.202,132.994,139.412,139.412,119.229,130.063,113.739,98.134
28223,81.931,84.657,85.572,89.928,92.847,91.842,68.367,68.367,93.135,96.508,78.607,81.324
28224,52.092,51.037,60.090,62.283,56.263,53.556,42.277,42.277,56.632,57.712,50.319,50.905
28225,315.885,323.260,347.999,381.653,385.608,376.754,421.859,421.859,354.803,365.877,315.222,320.925
28226,57.238,61.955,69.877,79.472,81.504,77.839,71.506,71.506,71.872,73.378,64.498,58.393
28227,101.189,102.681,107.872,131.280,132.610,109.083,161.341,161.341,99.109,102.941,91.009,97.407
28228,4.972,9.081,5.117,4.919,4.750,4.837,4.841,4.841,5.240,5.123,5.122,4.987
28229,41.857,43.100,43.624,43.023,52.766,65.973,58.910,58.910,136.750,115.821,44.212,46.795
28267,86.401,82.296,77.499,105.842,113.150,107.728,104.540,104.540,99.977,120.127,127.048,117.154
28268,13.247,13.723,17.408,14.623,17.612,15.857,13.074,13.074,18.056,20.486,18.747,16.430
28269,337.719,324.323,357.542,460.857,506.635,507.666,566.964,566.964,378.457,433.967,391.085,329.573
28270,53.614,58.463,71.962,80.612,66.745,54.610,56.638,56.638,75.831,84.966,46.807,41.595
28271,43.081,40.658,44.420,89.662,90.899,88.354,64.525,64.525,2.626,2.596,2.526,2.702
28273,393.118,389.472,412.069,497.687,519.814,518.175,504.172,504.172,418.196,446.352,419.375,386.170
28274,1.305,1.560,2.505,0.200,4.626,0.047,0.012,0.012,0.000,0.000,0.000,0.000
28275,0.031,0.083,0.061,0.017,0.019,0.027,0.027,0.027,0.000,0.000,0.000,0.000
28276,76.033,73.590,73.819,88.504,89.303,84.903,89.505,89.505,121.766,138.417,120.968,103.515
28278,21.652,22.962,24.116,28.769,21.785,30.901,35.734,35.734,30.148,34.985,26.421,21.776
28477,93.928,108.613,114.952,105.463,122.602,108.470,105.088,105.088,107.712,107.147,99.125,103.433
28478,121.119,113.972,145.153,166.130,166.525,158.103,164.037,164.037,152.830,169.501,152.471,126.911
28479,49.264,49.759,57.179,63.125,70.784,67.084,82.175,82.175,61.079,69.133,62.019,52.902
28480,57.306,73.742,73.274,92.886,90.008,101.415,84.082,84.082,66.641,72.507,64.247,52.967
28482,403.425,425.622,451.439,503.860,531.885,513.437,526.750,526.750,452.689,495.513,442.908,376.212
28483,38.544,38.888,19.071,5.475,4.931,6.662,7.581,7.581,12.773,13.652,16.663,20.819
28484,53.940,55.443,58.259,67.579,73.332,67.722,78.192,78.192,61.815,62.242,61.096,55.676
28486,107.823,114.215,127.133,147.647,152.977,151.939,157.708,157.708,120.285,135.678,118.386,100.238
28487,354.615,383.277,420.632,483.502,505.659,457.314,467.949,467.949,397.149,432.135,396.023,330.000
28489,16.853,17.669,20.076,23.233,18.243,19.020,20.307,20.307,22.755,24.759,20.342,17.407
28490,91.535,101.494,113.500,121.864,108.616,104.746,93.969,93.969,91.097,101.555,94.601,79.296
28491,15.788,17.466,17.073,21.764,20.354,16.330,18.208,18.208,15.915,17.596,16.662,15.855
28492,66.198,63.382,77.172,84.472,103.685,96.005,86.528,86.528,89.421,79.891,86.005,69.519
28493,21.459,29.147,15.978,24.394,39.778,16.138,17.399,17.399,15.515,21.948,15.109,16.813
28494,47.708,50.007,57.635,62.470,70.230,61.928,77.044,77.044,57.050,64.373,62.296,49.155
28673,14.476,14.384,15.802,19.669,22.668,21.840,25.488,25.488,,,,
28674,123.499,131.154,148.644,164.708,186.762,198.949,190.679,190.679,163.224,181.025,155.261,131.067
28675,99.697,109.371,121.524,132.892,137.361,136.959,155.013,155.013,118.164,127.726,118.514,99.273
28676,314.115,350.489,371.499,418.014,452.237,459.737,484.858,484.858,391.694,423.987,374.801,321.183
28677,104.966,105.925,110.942,106.015,106.803,107.820,110.512,110.512,119.657,123.871,120.138,115.879
28679,16.569,10.904,9.299,23.639,22.580,23.303,28.194,28.194,21.762,23.505,20.615,17.615
