FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,FROM_SWITCH,TO_SWITCH,LATEST_DT_DATE,DT_LOAD,LOCATION
26449,26449-CAP BANK,1S-MH-MU-ZNT-RSTN-DEVI,1S-MH-MU-ZNT-RSTN-DEVI,1,26449,CAP BANK,2010-11-11,265.648275862069,1S-MH-MU-ZNT-RSTN-DEVI
26458,39425-HTCONSUMER,1S-MH-MU-ZNT-CL05-6079,NAN,5.2,39425,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26459,26459-CAP BANK,1S-MH-MU-ZNT-RSTN-DEVI,1S-MH-MU-ZNT-RSTN-DEVI,1,26459,CAP BANK,2010-11-11,265.648275862069,1S-MH-MU-ZNT-RSTN-DEVI
35413,14927-HTCONSUMER,1S-MH-MU-ZNT-CL05-6409,NAN,3.1,14927,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35416,30286-HTCONSUMER,1S-MH-MU-ZNT-CL08-7143,NAN,1.1.1,30286,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35419,35419-CAP BANK,1S-MH-MU-ZNT-RSTN-DEVI,1S-MH-MU-ZNT-RSTN-DEVI,1,35419,CAP BANK,2010-11-11,265.648275862069,1S-MH-MU-ZNT-RSTN-DEVI
25793,30969-HTCONSUMER,1S-MH-MU-ZCT-CL08-5125,NAN,3.1,30969,HTCONSUMER,2018-04-09,309.7547780678851,NAN
25793,32233-HTCONSUMER,1S-MH-MU-ZCT-CL07-5162,NAN,1.2,32233,HTCONSUMER,2018-04-09,309.7547780678851,NAN
25793,32235-HTCONSUMER,1S-MH-MU-ZCT-CL07-5162,NAN,1.3,32235,HTCONSUMER,2018-04-09,309.7547780678851,NAN
25795,32950-HTCONSUMER,1S-MH-MU-ZCT-CL08-5187,NAN,2.2,32950,HTCONSUMER,2018-04-09,309.7547780678851,NAN
25795,35134-HTCONSUMER,1S-MH-MU-ZCT-CL08-5267,NAN,1.1,35134,HTCONSUMER,2018-04-09,309.7547780678851,NAN
25797,25797-CAP BANK,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-RSTN-DIND,1,25797,CAP BANK,,,1S-MH-MU-ZCT-RSTN-DIND
40917,28773-HTCONSUMER,1S-MH-MU-ZCT-CL08-5039,NAN,2,28773,HTCONSUMER,2018-04-09,309.7547780678851,NAN
40918,41641-DT,1S-MH-MU-ZCT-CL08-4489,NAN,3.1,41641,DT,2018-04-09,309.7547780678851,NAN
40920,41301-DT,1S-MH-MU-ZCT-CL08-5539,NAN,1.1,41301,DT,2018-04-09,309.7547780678851,NAN
40921,4579-HTCONSUMER,1S-MH-MU-ZCT-CL08-4574,NAN,1.1,4579,HTCONSUMER,2018-04-09,309.7547780678851,NAN
40922,41351-HTCONSUMER,1S-MH-MU-ZCT-CL08-5062,NAN,1.2,41351,HTCONSUMER,2018-04-09,309.7547780678851,NAN
40928,40928-CAP BANK,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-RSTN-DIND,1,40928,CAP BANK,,,1S-MH-MU-ZCT-RSTN-DIND
40934,30526-HTCONSUMER,1S-MH-MU-ZCT-CL08-5115,NAN,3.1,30526,HTCONSUMER,2018-04-09,309.7547780678851,NAN
40938,40938-CAP BANK,1S-MH-MU-ZCT-RSTN-DIND,1S-MH-MU-ZCT-RSTN-DIND,1,40938,CAP BANK,,,1S-MH-MU-ZCT-RSTN-DIND
25588,9942-HTCONSUMER,1S-MH-MU-ZCT-CL06-4678,NAN,1.1,9942,HTCONSUMER,2018-04-09,309.7547780678851,NAN
25591,2916-HTCONSUMER,1S-MH-MU-ZCT-CL06-4428,NAN,3.1,2916,HTCONSUMER,2018-04-09,309.7547780678851,NAN
25593,25593-STN XMER,1S-MH-MU-ZCT-RSTN-ERAN,1S-MH-MU-ZCT-RSTN-ERAN,1,25593,STN XMER,2018-01-05,181.1542857142857,1S-MH-MU-ZCT-RSTN-ERAN
42303,GJHT 11-17051,1S-MH-MU-ZNT-CL03-6236,1S-MH-MU-ZNT-CL03-6326,16.1,GJHT 11,17051,2025-04-04,75.42196078431373,1S-MH-MU-ZNT-CL03-6326
42303,GJHT 23-12026,1S-MH-MU-ZNT-CL03-6236,1S-MH-MU-ZNT-CL03-6357,16.2,GJHT 23,12026,2025-04-04,9.287096774193548,1S-MH-MU-ZNT-CL03-6357
42303,MTHT 19-16485,1S-MH-MU-ZNT-CL03-6236,1S-MH-MU-ZNT-CL03-6666,16.3,MTHT 19,16485,2025-04-04,11.134850299401197,1S-MH-MU-ZNT-CL03-6666
42303,GJHT 27-15000,1S-MH-MU-ZNT-CL03-6236,1S-MH-MU-ZNT-CL03-6467,16.4,GJHT 27,15000,2025-04-04,23.084752475247523,1S-MH-MU-ZNT-CL03-6467
42303,35866-HTCONSUMER,1S-MH-MU-ZCT-CL06-5293,NAN,2.1,35866,HTCONSUMER,2018-04-09,309.7547780678851,NAN
41579,41579-CAP BANK,1S-MH-MU-ZSC-RSTN-ESIC,1S-MH-MU-ZSC-RSTN-ESIC,1,41579,CAP BANK,,,1S-MH-MU-ZSC-RSTN-ESIC
41582,13718-HTCONSUMER,1S-MH-MU-ZSC-CL01-2277,NAN,1.1,13718,HTCONSUMER,2018-04-09,309.7547780678851,NAN
41583,39464-HTCONSUMER,1S-MH-MU-ZSC-CL01-2615,NAN,1.1,39464,HTCONSUMER,2018-04-09,309.7547780678851,NAN
41588,41588-CAP BANK,1S-MH-MU-ZSC-RSTN-ESIC,1S-MH-MU-ZSC-RSTN-ESIC,1,41588,CAP BANK,,,1S-MH-MU-ZSC-RSTN-ESIC
41709,41709-BPT-2,1S-MH-MU-ZNT-RSTN-GHOD,1S-MH-MU-ZNT-RSTN-GHOD,1,41709,BPT-2,,,1S-MH-MU-ZNT-RSTN-GHOD
41710,41710-CAP BANK,1S-MH-MU-ZNT-RSTN-GHOD,1S-MH-MU-ZNT-RSTN-GHOD,1,41710,CAP BANK,,,1S-MH-MU-ZNT-RSTN-GHOD
41711,41711-STN XMER,1S-MH-MU-ZNT-RSTN-GHOD,1S-MH-MU-ZNT-RSTN-GHOD,1,41711,STN XMER,,,1S-MH-MU-ZNT-RSTN-GHOD
41714,10101-HTCONSUMER,1S-MH-MU-ZNT-CL04-6063,NAN,2.6,10101,HTCONSUMER,2018-04-09,309.7547780678851,NAN
41718,41718-CAP BANK,1S-MH-MU-ZNT-RSTN-GHOD,1S-MH-MU-ZNT-RSTN-GHOD,1,41718,CAP BANK,,,1S-MH-MU-ZNT-RSTN-GHOD
41719,37648-HTCONSUMER,1S-MH-MU-ZNT-CL11-7198,NAN,8.1,37648,HTCONSUMER,2018-04-09,309.7547780678851,NAN
41720,38818-HTCONSUMER,1S-MH-MU-ZNT-CL04-7876,NAN,1.1,38818,HTCONSUMER,2018-04-09,309.7547780678851,NAN
41725,41725-STN XMER,1S-MH-MU-ZNT-RSTN-GHOD,1S-MH-MU-ZNT-RSTN-GHOD,1,41725,STN XMER,,,1S-MH-MU-ZNT-RSTN-GHOD
41727,41727-CAP BANK,1S-MH-MU-ZNT-RSTN-GHOD,1S-MH-MU-ZNT-RSTN-GHOD,1,41727,CAP BANK,,,1S-MH-MU-ZNT-RSTN-GHOD
41729,42975-HTCONSUMER,1S-MH-MU-ZNT-CL04-7925,NAN,1.2,42975,HTCONSUMER,2018-04-09,309.7547780678851,NAN
36700,6540-HTCONSUMER,1S-MH-MU-ZCT-CL08-4033,NAN,11,6540,HTCONSUMER,2018-04-09,309.7547780678851,NAN
36703,36703-STN XMER,1S-MH-MU-ZCT-RSTN-GOKU,1S-MH-MU-ZCT-RSTN-GOKU,1,36703,STN XMER,2025-04-04,386.6366812227074,1S-MH-MU-ZCT-RSTN-GOKU
36704,36704-CAP BANK,1S-MH-MU-ZCT-RSTN-GOKU,1S-MH-MU-ZCT-RSTN-GOKU,1,36704,CAP BANK,2025-04-04,386.6366812227074,1S-MH-MU-ZCT-RSTN-GOKU
36712,36712-STN XMER,1S-MH-MU-ZCT-RSTN-GOKU,1S-MH-MU-ZCT-RSTN-GOKU,1,36712,STN XMER,2025-04-04,386.6366812227074,1S-MH-MU-ZCT-RSTN-GOKU
36713,36713-CAP BANK,1S-MH-MU-ZCT-RSTN-GOKU,1S-MH-MU-ZCT-RSTN-GOKU,1,36713,CAP BANK,2025-04-04,386.6366812227074,1S-MH-MU-ZCT-RSTN-GOKU
3706,3706-STN XMER,1S-MH-MU-ZCT-RSTN-GANE,1S-MH-MU-ZCT-RSTN-GANE,1,3706,STN XMER,2025-04-04,308.056338028169,1S-MH-MU-ZCT-RSTN-GANE
3708,3708-CAP BANK,1S-MH-MU-ZCT-RSTN-GANE,1S-MH-MU-ZCT-RSTN-GANE,1,3708,CAP BANK,2025-04-04,308.056338028169,1S-MH-MU-ZCT-RSTN-GANE
3710,38769-HTCONSUMER,1S-MH-MU-ZCT-CL06-5630,NAN,2.1.1,38769,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3713,29843-HTCONSUMER,1S-MH-MU-ZCT-CL06-5081,NAN,1.2.1,29843,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3717,3717-CAP BANK,1S-MH-MU-ZCT-RSTN-GANE,1S-MH-MU-ZCT-RSTN-GANE,1,3717,CAP BANK,2025-04-04,308.056338028169,1S-MH-MU-ZCT-RSTN-GANE
3628,3628-CAP BANK,1S-MH-MU-ZST-RSTN-GODR,1S-MH-MU-ZST-RSTN-GODR,1,3628,CAP BANK,,,1S-MH-MU-ZST-RSTN-GODR
3629,3629-HTCONSUMER,1S-MH-MU-ZST-RSTN-GODR,NAN,1,3629,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3630,3630-HTCONSUMER,1S-MH-MU-ZST-RSTN-GODR,NAN,1,3630,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3635,29947-HTCONSUMER,1S-MH-MU-ZST-CL05-0762,NAN,2.1,29947,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3620,34403-HTCONSUMER,1S-MH-MU-ZST-CL07-0934,NAN,4.1,34403,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3621,35923-HTCONSUMER,1S-MH-MU-ZST-CL05-1100,NAN,1.2,35923,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3624,3624-HTCONSUMER,1S-MH-MU-ZST-RSTN-GODR,NAN,1,3624,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3625,3625-HTCONSUMER,1S-MH-MU-ZST-RSTN-GODR,NAN,1,3625,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35159,36010-HTCONSUMER,1S-MH-MU-ZNT-CL06-7612,NAN,1.1,36010,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35161,35161-CAP BANK,1S-MH-MU-ZNT-RSTN-GORA,1S-MH-MU-ZNT-RSTN-GORA,1,35161,CAP BANK,,,1S-MH-MU-ZNT-RSTN-GORA
35163,35163-STN XMER,1S-MH-MU-ZNT-RSTN-GORA,1S-MH-MU-ZNT-RSTN-GORA,1,35163,STN XMER,,,1S-MH-MU-ZNT-RSTN-GORA
37690,37690-CAP BANK,1S-MH-MU-ZNT-RSTN-GORA,1S-MH-MU-ZNT-RSTN-GORA,1,37690,CAP BANK,,,1S-MH-MU-ZNT-RSTN-GORA
37694,37694-STN XMER,1S-MH-MU-ZNT-RSTN-GORA,1S-MH-MU-ZNT-RSTN-GORA,1,37694,STN XMER,,,1S-MH-MU-ZNT-RSTN-GORA
37695,19386-HTCONSUMER,1S-MH-MU-ZNT-CL06-6862,NAN,2.1,19386,HTCONSUMER,2018-04-09,309.7547780678851,NAN
42276,42276-CAP BANK,1S-MH-MU-ZNT-RSTN-GORA,1S-MH-MU-ZNT-RSTN-GORA,1,42276,CAP BANK,,,1S-MH-MU-ZNT-RSTN-GORA
42277,43250-HTCONSUMER,1S-MH-MU-ZNT-CL06-8936,NAN,2,43250,HTCONSUMER,2018-04-09,309.7547780678851,NAN
42279,13248-HTCONSUMER,1S-MH-MU-ZNT-CL08-6010,NAN,1.1,13248,HTCONSUMER,2018-04-09,309.7547780678851,NAN
1501,1501-CAP BANK,1S-MH-MU-ZCT-RSTN-GORE,1S-MH-MU-ZCT-RSTN-GORE,1,1501,CAP BANK,2025-04-04,84.47671232876712,1S-MH-MU-ZCT-RSTN-GORE
1502,41471-DT,1S-MH-MU-ZCT-CL01-5728,NAN,8,41471,DT,2018-04-09,309.7547780678851,NAN
1502,43568-DT,NAN,1S-MH-MU-ZCT-CL01-5794,8.1,43568,DT,2025-04-04,38.4,1S-MH-MU-ZCT-CL01-5794
1502,43565-DT,NAN,1S-MH-MU-ZCT-CL01-5794,8.2,43565,DT,2025-04-04,38.4,1S-MH-MU-ZCT-CL01-5794
1510,36840-NAN,1S-MH-MU-ZCT-CL01-4495,NAN,2.2,36840,NAN,2018-04-09,309.7547780678851,NAN
1510,36840-NAN,1S-MH-MU-ZCT-CL01-4495,NAN,1.1.2,36840,NAN,2018-04-09,309.7547780678851,NAN
1511,1511-CAP BANK,1S-MH-MU-ZCT-RSTN-GORE,1S-MH-MU-ZCT-RSTN-GORE,1,1511,CAP BANK,2025-04-04,84.47671232876712,1S-MH-MU-ZCT-RSTN-GORE
1514,1514-CAP BANK,1S-MH-MU-ZCT-RSTN-GORE,1S-MH-MU-ZCT-RSTN-GORE,1,1514,CAP BANK,2025-04-04,84.47671232876712,1S-MH-MU-ZCT-RSTN-GORE
1515,11498-HTCONSUMER,1S-MH-MU-ZCT-CL01-4132,NAN,1.1,11498,HTCONSUMER,2018-04-09,309.7547780678851,NAN
1516,1516-STN XMER,1S-MH-MU-ZCT-RSTN-GORE,1S-MH-MU-ZCT-RSTN-GORE,1,1516,STN XMER,2025-04-04,84.47671232876712,1S-MH-MU-ZCT-RSTN-GORE
1519,42954-DT,1S-MH-MU-ZCT-CL01-5762,NAN,1.1,42954,DT,2018-04-09,309.7547780678851,NAN
1526,1526-CAP BANK,1S-MH-MU-ZCT-RSTN-GORE,1S-MH-MU-ZCT-RSTN-GORE,1,1526,CAP BANK,2025-04-04,84.47671232876712,1S-MH-MU-ZCT-RSTN-GORE
1527,1527-CAP BANK,1S-MH-MU-ZCT-RSTN-GORE,1S-MH-MU-ZCT-RSTN-GORE,1,1527,CAP BANK,2025-04-04,84.47671232876712,1S-MH-MU-ZCT-RSTN-GORE
1529,10788-HTCONSUMER,1S-MH-MU-ZCT-CL01-4810,NAN,4.1,10788,HTCONSUMER,2018-04-09,309.7547780678851,NAN
1532,627-HTCONSUMER,1S-MH-MU-ZSC-CL08-2325,NAN,7.1,627,HTCONSUMER,2018-04-09,309.7547780678851,NAN
1539,1539-CAP BANK,1S-MH-MU-ZCT-RSTN-GORE,1S-MH-MU-ZCT-RSTN-GORE,1,1539,CAP BANK,2025-04-04,84.47671232876712,1S-MH-MU-ZCT-RSTN-GORE
31265,14779-HTCONSUMER,1S-MH-MU-ZET-CL05-8579,NAN,3.1,14779,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31267,43794-DT,1S-MH-MU-ZET-CL05-9942,DT,2.2,43794,DT,,,DT
31267,43794-DT,1S-MH-MU-ZET-CL05-9942,DT,2.3,43794,DT,,,DT
31267,34435-HTCONSUMER,1S-MH-MU-ZET-CL05-8378,NAN,1.1,34435,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31268,31268-STN XMER,1S-MH-MU-ZET-RSTN-HIND,1S-MH-MU-ZET-RSTN-HIND,1,31268,STN XMER,2025-04-04,11.903567567567567,1S-MH-MU-ZET-RSTN-HIND
31269,31269-CAP BANK,1S-MH-MU-ZET-RSTN-HIND,1S-MH-MU-ZET-RSTN-HIND,1,31269,CAP BANK,2025-04-04,11.903567567567567,1S-MH-MU-ZET-RSTN-HIND
31272,29661-HTCONSUMER,1S-MH-MU-ZET-CL05-8918,NAN,1.2,29661,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31275,7304-HTCONSUMER,1S-MH-MU-ZET-CL05-8352,NAN,1.1.1,7304,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31276,40494-HTCONSUMER,1S-MH-MU-ZET-CL05-8048,NAN,3,40494,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31277,31277-HTCONSUMER,1S-MH-MU-ZET-RSTN-HIND,NAN,1,31277,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31277,31277-DT,1S-MH-MU-ZET-RSTN-HIND,1S-MH-MU-ZET-RSTN-HIND,2,31277,DT,2025-04-04,11.903567567567567,1S-MH-MU-ZET-RSTN-HIND
31277,31277-HTCONSUMER,1S-MH-MU-ZET-RSTN-HIND,NAN,3,31277,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31278,31278-CAP BANK,1S-MH-MU-ZET-RSTN-HIND,1S-MH-MU-ZET-RSTN-HIND,1,31278,CAP BANK,2025-04-04,11.903567567567567,1S-MH-MU-ZET-RSTN-HIND
34302,34302-STN XMER,1S-MH-MU-ZET-RSTN-HING,1S-MH-MU-ZET-RSTN-HING,1,34302,STN XMER,2025-02-07,524.4782608695652,1S-MH-MU-ZET-RSTN-HING
34299,31568-HTCONSUMER,1S-MH-MU-ZET-CL06-9234,NAN,1.1,31568,HTCONSUMER,2018-04-09,309.7547780678851,NAN
34306,30777-HTCONSUMER,1S-MH-MU-ZET-CL06-9119,NAN,5.1,30777,HTCONSUMER,2018-04-09,309.7547780678851,NAN
34307,43524-DT,1S-MH-MU-ZET-CL06-9868,MH-MU-ZET-CL06-9868,3.1,43524,DT,,,MH-MU-ZET-CL06-9868
40087,40341-HTCONSUMER,1S-MH-MU-ZNT-CL07-7423,NAN,1.2,40341,HTCONSUMER,2018-04-09,309.7547780678851,NAN
40093,40093-STN XMER,1S-MH-MU-ZCT-RSTN-HERI,1S-MH-MU-ZCT-RSTN-HERI,1,40093,STN XMER,2024-12-03,27.516279069767442,1S-MH-MU-ZCT-RSTN-HERI
40094,40094-CAP BANK,1S-MH-MU-ZCT-RSTN-HERI,1S-MH-MU-ZCT-RSTN-HERI,1,40094,CAP BANK,2024-12-03,27.516279069767442,1S-MH-MU-ZCT-RSTN-HERI
40098,30818-HTCONSUMER,1S-MH-MU-ZNT-CL07-7074,NAN,5.1,30818,HTCONSUMER,2018-04-09,309.7547780678851,NAN
40102,25711-HTCONSUMER,1S-MH-MU-ZNT-CL07-6909,NAN,1.1,25711,HTCONSUMER,2018-04-09,309.7547780678851,NAN
40103,40103-CAP BANK,1S-MH-MU-ZCT-RSTN-HERI,1S-MH-MU-ZCT-RSTN-HERI,1,40103,CAP BANK,2024-12-03,27.516279069767442,1S-MH-MU-ZCT-RSTN-HERI
26368,30690-HTCONSUMER,1S-MH-MU-ZET-CL07-9193,NAN,2.1,30690,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26373,32711-HTCONSUMER,1S-MH-MU-ZET-CL14-9050,NAN,2.1,32711,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26374,26374-CAP BANK,1S-MH-MU-ZET-RSTN-HIRA,1S-MH-MU-ZET-RSTN-HIRA,1,26374,CAP BANK,2025-02-07,200.446783625731,1S-MH-MU-ZET-RSTN-HIRA
26377,28256-HTCONSUMER,1S-MH-MU-ZET-CL07-9073,NAN,3.1,28256,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26383,26383-CAP BANK,1S-MH-MU-ZET-RSTN-HIRA,1S-MH-MU-ZET-RSTN-HIRA,1,26383,CAP BANK,2025-02-07,200.446783625731,1S-MH-MU-ZET-RSTN-HIRA
26385,30793-HTCONSUMER,1S-MH-MU-ZET-CL07-9201,NAN,4.1,30793,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26385,30792-HTCONSUMER,1S-MH-MU-ZET-CL07-9201,NAN,4.2,30792,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26386,31237-HTCONSUMER,1S-MH-MU-ZET-CL05-8668,NAN,4.2,31237,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26388,41808-HTCONSUMER,1S-MH-MU-ZET-CL14-9781,NAN,4,41808,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26391,26391-STN XMER,1S-MH-MU-ZET-RSTN-HIRA,1S-MH-MU-ZET-RSTN-HIRA,1,26391,STN XMER,2025-02-07,200.446783625731,1S-MH-MU-ZET-RSTN-HIRA
26392,26392-CAP BANK,1S-MH-MU-ZET-RSTN-HIRA,1S-MH-MU-ZET-RSTN-HIRA,1,26392,CAP BANK,2025-02-07,200.446783625731,1S-MH-MU-ZET-RSTN-HIRA
35556,35556-HTCONSUMER,1S-MH-MU-ZSC-RSTN-HULL,NAN,1,35556,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35557,18702-HTCONSUMER,1S-MH-MU-ZSC-CL04-2630,NAN,4,18702,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35561,35561-CAP BANK,1S-MH-MU-ZSC-RSTN-HULL,1S-MH-MU-ZSC-RSTN-HULL,1,35561,CAP BANK,2024-12-03,8.682985074626865,1S-MH-MU-ZSC-RSTN-HULL
35564,18704-HTCONSUMER,1S-MH-MU-ZSC-CL04-2630,NAN,2.2,18704,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35565,1082-HTCONSUMER,1S-MH-MU-ZSC-CL04-2608,NAN,4.2,1082,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35566,35566-HTCONSUMER,1S-MH-MU-ZSC-RSTN-HULL,NAN,1,35566,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35569,14484-HTCONSUMER,1S-MH-MU-ZSC-CL01-2086,NAN,2.1,14484,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35570,35570-CAP BANK,1S-MH-MU-ZSC-RSTN-HULL,1S-MH-MU-ZSC-RSTN-HULL,1,35570,CAP BANK,2024-12-03,8.682985074626865,1S-MH-MU-ZSC-RSTN-HULL
40283,40283-CAP BANK,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,1,40283,CAP BANK,2025-04-04,7.983673469387755,1S-MH-MU-ZCT-RSTN-JANK
40285,42470-HTCONSUMER,1S-MH-MU-ZCT-CL06-5753,NAN,3.1,42470,HTCONSUMER,2018-04-09,309.7547780678851,NAN
40288,40288-STN XMER,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,1,40288,STN XMER,2025-04-04,7.983673469387755,1S-MH-MU-ZCT-RSTN-JANK
40293,40356-DT,1S-MH-MU-ZCT-CL06-5582,NAN,2.1,40356,DT,2018-04-09,309.7547780678851,NAN
40299,40299-CAP BANK,1S-MH-MU-ZCT-RSTN-JANK,1S-MH-MU-ZCT-RSTN-JANK,1,40299,CAP BANK,2025-04-04,7.983673469387755,1S-MH-MU-ZCT-RSTN-JANK
39003,42801-HTCONSUMER,1S-MH-MU-ZSC-CL04-3644,NAN,1.1,42801,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39003,42804-HTCONSUMER,1S-MH-MU-ZSC-CL04-3644,NAN,1.2,42804,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39004,18725-HTCONSUMER,1S-MH-MU-ZSC-CL04-2090,NAN,2,18725,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39006,9577-HTCONSUMER,1S-MH-MU-ZSC-CL04-2899,NAN,1.1,9577,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39018,39018-STN XMER,1S-MH-MU-ZSC-RSTN-JBNA,1S-MH-MU-ZSC-RSTN-JBNA,1,39018,STN XMER,2024-12-03,75.57236363636363,1S-MH-MU-ZSC-RSTN-JBNA
39020,17167-HTCONSUMER,1S-MH-MU-ZSC-CL04-2094,NAN,2.2,17167,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39020,17165-HTCONSUMER,1S-MH-MU-ZSC-CL04-2094,NAN,2.3,17165,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39021,28168-HTCONSUMER,1S-MH-MU-ZSC-CL04-2127,NAN,2,28168,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39026,12861-HTCONSUMER,1S-MH-MU-ZSC-CL04-2024,NAN,1.1,12861,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39026,12857-HTCONSUMER,1S-MH-MU-ZSC-CL04-2024,NAN,1.2,12857,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39027,39027-CAP BANK,1S-MH-MU-ZSC-RSTN-JBNA,1S-MH-MU-ZSC-RSTN-JBNA,1,39027,CAP BANK,2024-12-03,75.57236363636363,1S-MH-MU-ZSC-RSTN-JBNA
39029,19401-HTCONSUMER,1S-MH-MU-ZSC-CL04-2891,NAN,1.1,19401,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39029,19397-HTCONSUMER,1S-MH-MU-ZSC-CL04-2891,NAN,1.2,19397,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39030,17294-HTCONSUMER,1S-MH-MU-ZSC-CL04-2293,NAN,1.1,17294,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39030,17298-HTCONSUMER,1S-MH-MU-ZSC-CL04-2293,NAN,1.2,17298,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39030,17299-HTCONSUMER,1S-MH-MU-ZSC-CL04-2293,NAN,1.3,17299,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39032,28139-HTCONSUMER,1S-MH-MU-ZST-CL08-0328,NAN,7.1,28139,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39036,39036-CAP BANK,1S-MH-MU-ZSC-RSTN-JBNA,1S-MH-MU-ZSC-RSTN-JBNA,1,39036,CAP BANK,2024-12-03,75.57236363636363,1S-MH-MU-ZSC-RSTN-JBNA
39036,40813-HTCONSUMER,1S-MH-MU-ZSC-CL04-2127,NAN,3,40813,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28672,28672-CAP BANK,1S-MH-MU-ZST-RSTN-JUHN,1S-MH-MU-ZST-RSTN-JUHN,1,28672,CAP BANK,2025-02-07,377.310243902439,1S-MH-MU-ZST-RSTN-JUHN
28673,28673-STN XMER,1S-MH-MU-ZST-RSTN-JUHN,1S-MH-MU-ZST-RSTN-JUHN,1,28673,STN XMER,2025-02-07,377.310243902439,1S-MH-MU-ZST-RSTN-JUHN
28674,36135-HTCONSUMER,1S-MH-MU-ZST-CL04-0233,NAN,4.1,36135,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28677,19510-HTCONSUMER,1S-MH-MU-ZST-CL04-0194,NAN,1.1,19510,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28680,17964-HTCONSUMER,1S-MH-MU-ZST-CL04-0234,NAN,1.1,17964,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28680,18712-HTCONSUMER,1S-MH-MU-ZST-CL04-0234,NAN,1.2,18712,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28682,10382-HTCONSUMER,1S-MH-MU-ZST-CL04-0433,NAN,2.1,10382,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28683,28683-CAP BANK,1S-MH-MU-ZST-RSTN-JUHN,1S-MH-MU-ZST-RSTN-JUHN,1,28683,CAP BANK,2025-02-07,377.310243902439,1S-MH-MU-ZST-RSTN-JUHN
28478,5050-HTCONSUMER,1S-MH-MU-ZSC-CL07-2077,NAN,7.2,5050,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28481,28481-CAP BANK,1S-MH-MU-ZST-RSTN-JUHU,1S-MH-MU-ZST-RSTN-JUHU,1,28481,CAP BANK,2011-08-17,187.98095238095237,1S-MH-MU-ZST-RSTN-JUHU
28488,28488-CAP BANK,1S-MH-MU-ZST-RSTN-JUHU,1S-MH-MU-ZST-RSTN-JUHU,1,28488,CAP BANK,2011-08-17,187.98095238095237,1S-MH-MU-ZST-RSTN-JUHU
