FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,FROM_SWITCH,TO_SWITCH,LATEST_DT_DATE,DT_LOAD,LOCATION
28489,35963-HTCONSUMER,1S-MH-MU-ZST-CL04-1105,NAN,1.1,35963,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28490,14781-HTCONSUMER,1S-MH-MU-ZST-CL04-0387,NAN,6.1,14781,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28492,7213-HTCONSUMER,1S-MH-MU-ZST-CL04-0370,NAN,7,7213,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28492,12583-HTCONSUMER,1S-MH-MU-ZST-CL04-0370,NAN,6.1,12583,HTCONSUMER,2018-04-09,309.7547780678851,NAN
42139,42139-CAP BANK,1S-MH-MU-ZCT-RSTN-KADA,1S-MH-MU-ZCT-RSTN-KADA,1,42139,CAP BANK,,,1S-MH-MU-ZCT-RSTN-KADA
42148,42148-CAP BANK,1S-MH-MU-ZCT-RSTN-KADA,1S-MH-MU-ZCT-RSTN-KADA,1,42148,CAP BANK,,,1S-MH-MU-ZCT-RSTN-KADA
6528,32244-HTCONSUMER,1S-MH-MU-ZST-CL05-0836,NAN,1.2,32244,HTCONSUMER,2018-04-09,309.7547780678851,NAN
6530,35284-HTCONSUMER,1S-MH-MU-ZST-CL06-0204,NAN,1.2,35284,HTCONSUMER,2018-04-09,309.7547780678851,NAN
6531,9405-HTCONSUMER,1S-MH-MU-ZST-CL06-0185,NAN,4.2,9405,HTCONSUMER,2018-04-09,309.7547780678851,NAN
7036,37230-HTCONSUMER,1S-MH-MU-ZST-CL05-1189,NAN,2.1,37230,HTCONSUMER,2018-04-09,309.7547780678851,NAN
7039,6516-HTCONSUMER,1S-MH-MU-ZST-CL01-0061,NAN,3.2,6516,HTCONSUMER,2018-04-09,309.7547780678851,NAN
11827,11827-CAP BANK,1S-MH-MU-ZST-RSTN-KALA,1S-MH-MU-ZST-RSTN-KALA,1,11827,CAP BANK,2025-02-07,192.1870646766169,1S-MH-MU-ZST-RSTN-KALA
11828,30026-HTCONSUMER,1S-MH-MU-ZST-CL05-0778,NAN,1.1,30026,HTCONSUMER,2018-04-09,309.7547780678851,NAN
13439,15312-HTCONSUMER,1S-MH-MU-ZST-CL05-0366,NAN,3.1,15312,HTCONSUMER,2018-04-09,309.7547780678851,NAN
13440,42723-HTCONSUMER,1S-MH-MU-ZST-CL05-0201,NAN,2,42723,HTCONSUMER,2018-04-09,309.7547780678851,NAN
13441,13441-CAP BANK,1S-MH-MU-ZST-RSTN-KALA,1S-MH-MU-ZST-RSTN-KALA,1,13441,CAP BANK,2025-02-07,192.1870646766169,1S-MH-MU-ZST-RSTN-KALA
30960,30110-HTCONSUMER,1S-MH-MU-ZST-CL05-0780,NAN,2.1,30110,HTCONSUMER,2018-04-09,309.7547780678851,NAN
30961,36458-HTCONSUMER,1S-MH-MU-ZST-CL05-1141,NAN,1.1,36458,HTCONSUMER,2018-04-09,309.7547780678851,NAN
30964,10253-HTCONSUMER,1S-MH-MU-ZST-CL05-0095,NAN,1.1,10253,HTCONSUMER,2018-04-09,309.7547780678851,NAN
30966,30966-STN XMER,1S-MH-MU-ZST-RSTN-KALA,1S-MH-MU-ZST-RSTN-KALA,1,30966,STN XMER,2025-02-07,192.1870646766169,1S-MH-MU-ZST-RSTN-KALA
30967,30967-CAP BANK,1S-MH-MU-ZST-RSTN-KALA,1S-MH-MU-ZST-RSTN-KALA,1,30967,CAP BANK,2025-02-07,192.1870646766169,1S-MH-MU-ZST-RSTN-KALA
35366,5696-HTCONSUMER,1S-MH-MU-ZST-CL07-0024,NAN,2.1,5696,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35369,26102-HTCONSUMER,1S-MH-MU-ZST-CL07-0272,NAN,2.1,26102,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35370,4226-HTCONSUMER,1S-MH-MU-ZST-CL07-0024,NAN,5,4226,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35371,35371-CAP BANK,1S-MH-MU-ZST-RSTN-KALI,1S-MH-MU-ZST-RSTN-KALI,1,35371,CAP BANK,,,1S-MH-MU-ZST-RSTN-KALI
35379,35379-CAP BANK,1S-MH-MU-ZST-RSTN-KALI,1S-MH-MU-ZST-RSTN-KALI,1,35379,CAP BANK,,,1S-MH-MU-ZST-RSTN-KALI
34164,34164-STN XMER,1S-MH-MU-ZET-RSTN-KALP,1S-MH-MU-ZET-RSTN-KALP,1,34164,STN XMER,2025-02-07,57.80528301886792,1S-MH-MU-ZET-RSTN-KALP
3808,3808-STN XMER,1S-MH-MU-ZNT-RSTN-KANA,1S-MH-MU-ZNT-RSTN-KANA,1,3808,STN XMER,,,1S-MH-MU-ZNT-RSTN-KANA
3809,3809-CAP BANK,1S-MH-MU-ZNT-RSTN-KANA,1S-MH-MU-ZNT-RSTN-KANA,1,3809,CAP BANK,,,1S-MH-MU-ZNT-RSTN-KANA
3812,17250-HTCONSUMER,1S-MH-MU-ZNT-CL01-6041,NAN,3.1,17250,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3816,40771-HTCONSUMER,1S-MH-MU-ZNT-CL01-6351,NAN,6.1,40771,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3816,40771-HTCONSUMER,1S-MH-MU-ZNT-CL01-6351,NAN,1.4.1,40771,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3818,3818-CAP BANK,1S-MH-MU-ZNT-RSTN-KANA,1S-MH-MU-ZNT-RSTN-KANA,1,3818,CAP BANK,,,1S-MH-MU-ZNT-RSTN-KANA
16775,16775-STN XMER,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-RSTN-KAND,1,16775,STN XMER,2018-01-05,411.95,1S-MH-MU-ZCT-RSTN-KAND
16779,16779-CAP BANK,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-RSTN-KAND,1,16779,CAP BANK,2018-01-05,411.95,1S-MH-MU-ZCT-RSTN-KAND
16785,16785-CAP BANK,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-RSTN-KAND,1,16785,CAP BANK,2018-01-05,411.95,1S-MH-MU-ZCT-RSTN-KAND
16786,16786-STN XMER,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-RSTN-KAND,1,16786,STN XMER,2018-01-05,411.95,1S-MH-MU-ZCT-RSTN-KAND
39600,39600-CAP BANK,1S-MH-MU-ZST-RSTN-KHAR,1S-MH-MU-ZST-RSTN-KHAR,1,39600,CAP BANK,2025-04-04,102.34516129032258,1S-MH-MU-ZST-RSTN-KHAR
39605,39605-DT,1S-MH-MU-ZST-RSTN-KHAR,1S-MH-MU-ZST-RSTN-KHAR,2,39605,DT,2025-04-04,102.34516129032258,1S-MH-MU-ZST-RSTN-KHAR
26312,25646-HTCONSUMER,1S-MH-MU-ZNT-CL06-6916,NAN,9.1,25646,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26315,26315-CAP BANK,1S-MH-MU-ZCT-RSTN-KIES,1S-MH-MU-ZCT-RSTN-KIES,1,26315,CAP BANK,,,1S-MH-MU-ZCT-RSTN-KIES
30899,41949-HTCONSUMER,1S-MH-MU-ZNT-CL05-7976,NAN,1.1,41949,HTCONSUMER,2018-04-09,309.7547780678851,NAN
30899,41953-HTCONSUMER,1S-MH-MU-ZNT-CL05-7976,NAN,1.2,41953,HTCONSUMER,2018-04-09,309.7547780678851,NAN
30899,41946-HTCONSUMER,1S-MH-MU-ZNT-CL05-7976,NAN,1.3,41946,HTCONSUMER,2018-04-09,309.7547780678851,NAN
30902,30902-CAP BANK,1S-MH-MU-ZCT-RSTN-KIES,1S-MH-MU-ZCT-RSTN-KIES,1,30902,CAP BANK,,,1S-MH-MU-ZCT-RSTN-KIES
35869,4681-HTCONSUMER,1S-MH-MU-ZCT-CL05-4396,NAN,2.1,4681,HTCONSUMER,2018-04-09,309.7547780678851,NAN
35870,42225-DT,1S-MH-MU-ZCT-CL05-5740,NAN,6,42225,DT,2018-04-09,309.7547780678851,NAN
35876,35876-CAP BANK,1S-MH-MU-ZCT-RSTN-KIES,1S-MH-MU-ZCT-RSTN-KIES,1,35876,CAP BANK,,,1S-MH-MU-ZCT-RSTN-KIES
35879,35879-CAP BANK,1S-MH-MU-ZCT-RSTN-KIES,1S-MH-MU-ZCT-RSTN-KIES,1,35879,CAP BANK,,,1S-MH-MU-ZCT-RSTN-KIES
35885,41198-HTCONSUMER,1S-MH-MU-ZCT-CL05-4566,NAN,4.2,41198,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31438,35688-HTCONSUMER,1S-MH-MU-ZET-CL03-9500,NAN,1.1,35688,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31444,31444-STN XMER,1S-MH-MU-ZET-RSTN-KOHI,1S-MH-MU-ZET-RSTN-KOHI,1,31444,STN XMER,2025-02-07,70.82738095238095,1S-MH-MU-ZET-RSTN-KOHI
31445,31445-CAP BANK,1S-MH-MU-ZET-RSTN-KOHI,1S-MH-MU-ZET-RSTN-KOHI,1,31445,CAP BANK,2025-02-07,70.82738095238095,1S-MH-MU-ZET-RSTN-KOHI
31447,34489-HTCONSUMER,1S-MH-MU-ZET-CL04-8578,NAN,2.1,34489,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31447,16007-HTCONSUMER,1S-MH-MU-ZET-CL04-8578,NAN,2.2,16007,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31448,34627-HTCONSUMER,1S-MH-MU-ZET-CL03-9377,NAN,2.1,34627,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31450,32040-HTCONSUMER,1S-MH-MU-ZET-CL03-9340,NAN,1.1,32040,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31451,32404-HTCONSUMER,1S-MH-MU-ZET-CL03-9292,NAN,1.1,32404,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31451,32401-HTCONSUMER,1S-MH-MU-ZET-CL03-9292,NAN,1.2,32401,HTCONSUMER,2018-04-09,309.7547780678851,NAN
31454,31454-CAP BANK,1S-MH-MU-ZET-RSTN-KOHI,1S-MH-MU-ZET-RSTN-KOHI,1,31454,CAP BANK,2025-02-07,70.82738095238095,1S-MH-MU-ZET-RSTN-KOHI
28196,38035-HTCONSUMER,1S-MH-MU-ZET-CL03-9668,NAN,3.1,38035,HTCONSUMER,2018-04-09,309.7547780678851,NAN
134,134-CAP BANK,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-RSTN-KURL,1,134,CAP BANK,2015-05-04,267.8853658536585,1S-MH-MU-ZET-RSTN-KURL
2031,2031-CAP BANK,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-RSTN-KURL,2,2031,CAP BANK,2015-05-04,267.8853658536585,1S-MH-MU-ZET-RSTN-KURL
28197,31501-HTCONSUMER,1S-MH-MU-ZET-CL13-9235,NAN,1.2,31501,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28199,28199-CAP BANK,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-RSTN-KURL,1,28199,CAP BANK,2015-05-04,267.8853658536585,1S-MH-MU-ZET-RSTN-KURL
29977,12376-HTCONSUMER,1S-MH-MU-ZCT-CL10-4320,NAN,2,12376,HTCONSUMER,2018-04-09,309.7547780678851,NAN
29984,29984-CAP BANK,1S-MH-MU-ZCT-RSTN-LOKH,1S-MH-MU-ZCT-RSTN-LOKH,1,29984,CAP BANK,2025-04-04,178.3967741935484,1S-MH-MU-ZCT-RSTN-LOKH
29986,4735-HTCONSUMER,1S-MH-MU-ZCT-CL10-4320,NAN,2,4735,HTCONSUMER,2018-04-09,309.7547780678851,NAN
29992,29992-STN XMER,1S-MH-MU-ZCT-RSTN-LOKH,1S-MH-MU-ZCT-RSTN-LOKH,1,29992,STN XMER,2025-04-04,178.3967741935484,1S-MH-MU-ZCT-RSTN-LOKH
29993,29993-CAP BANK,1S-MH-MU-ZCT-RSTN-LOKH,1S-MH-MU-ZCT-RSTN-LOKH,1,29993,CAP BANK,2025-04-04,178.3967741935484,1S-MH-MU-ZCT-RSTN-LOKH
7818,7818-HTCONSUMER,1S-MH-MU-ZCT-RSTN-MAHA,1S-MH-MU-ZCT-RSTN-MAHA,1,7818,HTCONSUMER,2018-01-05,66.29592920353981,1S-MH-MU-ZCT-RSTN-MAHA
7819,7819-HTCONSUMER,1S-MH-MU-ZCT-RSTN-MAHA,1S-MH-MU-ZCT-RSTN-MAHA,1,7819,HTCONSUMER,2018-01-05,66.29592920353981,1S-MH-MU-ZCT-RSTN-MAHA
7825,7825-CAP BANK,1S-MH-MU-ZCT-RSTN-MAHA,1S-MH-MU-ZCT-RSTN-MAHA,1,7825,CAP BANK,2018-01-05,66.29592920353981,1S-MH-MU-ZCT-RSTN-MAHA
7828,5789-HTCONSUMER,1S-MH-MU-ZCT-CL07-4661,NAN,2.2,5789,HTCONSUMER,2018-04-09,309.7547780678851,NAN
7828,30121-HTCONSUMER,1S-MH-MU-ZCT-CL07-5086,NAN,1.1,30121,HTCONSUMER,2018-04-09,309.7547780678851,NAN
7830,32585-GOD425,1S-MH-MU-ZCT-CL07-4011,NAN,2.2.1,32585,GOD425,2018-04-09,309.7547780678851,NAN
9257,9257-HTCONSUMER,1S-MH-MU-ZCT-RSTN-MAHA,1S-MH-MU-ZCT-RSTN-MAHA,1,9257,HTCONSUMER,2018-01-05,66.29592920353981,1S-MH-MU-ZCT-RSTN-MAHA
12078,12078-HTCONSUMER,1S-MH-MU-ZCT-RSTN-MAHA,1S-MH-MU-ZCT-RSTN-MAHA,1,12078,HTCONSUMER,2018-01-05,66.29592920353981,1S-MH-MU-ZCT-RSTN-MAHA
12079,12079-CAP BANK,1S-MH-MU-ZCT-RSTN-MAHA,1S-MH-MU-ZCT-RSTN-MAHA,1,12079,CAP BANK,2018-01-05,66.29592920353981,1S-MH-MU-ZCT-RSTN-MAHA
26038,26038-STN XMER,1S-MH-MU-ZCT-RSTN-MAHA,1S-MH-MU-ZCT-RSTN-MAHA,1,26038,STN XMER,2018-01-05,66.29592920353981,1S-MH-MU-ZCT-RSTN-MAHA
26039,26039-CAP BANK,1S-MH-MU-ZCT-RSTN-MAHA,1S-MH-MU-ZCT-RSTN-MAHA,1,26039,CAP BANK,2018-01-05,66.29592920353981,1S-MH-MU-ZCT-RSTN-MAHA
3608,43544-DT,1S-MH-MU-ZET-CL10-9606,NAN,1.1,43544,DT,2018-04-09,309.7547780678851,NAN
3609,2964-HTCONSUMER,1S-MH-MU-ZET-CL10-8529,NAN,1.2,2964,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3610,3610-CAP BANK,1S-MH-MU-ZET-RSTN-MAHU,1S-MH-MU-ZET-RSTN-MAHU,1,3610,CAP BANK,,,1S-MH-MU-ZET-RSTN-MAHU
3618,3618-CAP BANK,1S-MH-MU-ZET-RSTN-MAHU,1S-MH-MU-ZET-RSTN-MAHU,1,3618,CAP BANK,,,1S-MH-MU-ZET-RSTN-MAHU
38988,38627-HTCONSUMER,1S-MH-MU-ZST-CL05-1276,NAN,2,38627,HTCONSUMER,2018-04-09,309.7547780678851,NAN
38988,38628-HTCONSUMER,1S-MH-MU-ZST-CL05-1276,NAN,1.1,38628,HTCONSUMER,2018-04-09,309.7547780678851,NAN
38994,40188-HTCONSUMER,1S-MH-MU-ZST-CL06-1342,NAN,5.1,40188,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18450,18450-STN XMER,1S-MH-MU-ZCT-RSTN-MALA,1S-MH-MU-ZCT-RSTN-MALA,1,18450,STN XMER,2018-01-05,459.6467661691542,1S-MH-MU-ZCT-RSTN-MALA
18451,18451-CAP BANK,1S-MH-MU-ZCT-RSTN-MALA,1S-MH-MU-ZCT-RSTN-MALA,1,18451,CAP BANK,2018-01-05,459.6467661691542,1S-MH-MU-ZCT-RSTN-MALA
29554,29554-CAP BANK,1S-MH-MU-ZCT-RSTN-MALA,1S-MH-MU-ZCT-RSTN-MALA,1,29554,CAP BANK,2018-01-05,459.6467661691542,1S-MH-MU-ZCT-RSTN-MALA
29560,896-HTCONSUMER,1S-MH-MU-ZCT-CL03-4443,NAN,1.2,896,HTCONSUMER,2018-04-09,309.7547780678851,NAN
29562,39394-DT,1S-MH-MU-ZCT-CL03-5450,1S-MH-MU-ZCT-CL08-5226,7.2.1,39394,DT,2025-04-04,139.3675471698113,1S-MH-MU-ZCT-CL08-5226
29565,37289-HTCONSUMER,1S-MH-MU-ZCT-CL03-5500,NAN,1.1,37289,HTCONSUMER,2018-04-09,309.7547780678851,NAN
29566,29566-CAP BANK,1S-MH-MU-ZCT-RSTN-MALA,1S-MH-MU-ZCT-RSTN-MALA,1,29566,CAP BANK,2018-01-05,459.6467661691542,1S-MH-MU-ZCT-RSTN-MALA
29567,36192-HTCONSUMER,1S-MH-MU-ZCT-CL03-4493,NAN,1.1,36192,HTCONSUMER,2018-04-09,309.7547780678851,NAN
29568,41043-HTCONSUMER,1S-MH-MU-ZCT-CL10-5724,NAN,14,41043,HTCONSUMER,2018-04-09,309.7547780678851,NAN
30134,30134-STN XMER,1S-MH-MU-ZCT-RSTN-MALA,1S-MH-MU-ZCT-RSTN-MALA,1,30134,STN XMER,2018-01-05,459.6467661691542,1S-MH-MU-ZCT-RSTN-MALA
30135,37844-HTCONSUMER,1S-MH-MU-ZCT-CL03-5133,NAN,1.2,37844,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3726,3726-STN XMER,1S-MH-MU-ZSC-RSTN-MARO,1S-MH-MU-ZSC-RSTN-MARO,1,3726,STN XMER,2024-12-03,20.283956043956042,1S-MH-MU-ZSC-RSTN-MARO
3732,28000-HTCONSUMER,1S-MH-MU-ZSC-CL04-2493,NAN,10,28000,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3732,28000-HTCONSUMER,1S-MH-MU-ZSC-CL04-2493,NAN,7.2,28000,HTCONSUMER,2018-04-09,309.7547780678851,NAN
3737,3737-CAP BANK,1S-MH-MU-ZSC-RSTN-MARO,1S-MH-MU-ZSC-RSTN-MARO,1,3737,CAP BANK,2024-12-03,20.283956043956042,1S-MH-MU-ZSC-RSTN-MARO
40362,19836-HTCONSUMER,1S-MH-MU-ZSC-CL02-2924,NAN,9.1,19836,HTCONSUMER,2018-04-09,309.7547780678851,NAN
40368,32288-HTCONSUMER,1S-MH-MU-ZSC-CL02-3223,NAN,8,32288,HTCONSUMER,2018-04-09,309.7547780678851,NAN
40368,32291-HTCONSUMER,1S-MH-MU-ZSC-CL02-3223,NAN,7.1,32291,HTCONSUMER,2018-04-09,309.7547780678851,NAN
40369,40369-CAP BANK,1S-MH-MU-ZSC-RSTN-MEGH,1S-MH-MU-ZSC-RSTN-MEGH,1,40369,CAP BANK,2012-05-30,369.36879999999996,1S-MH-MU-ZSC-RSTN-MEGH
40373,6601-NAN,1S-MH-MU-ZSC-CL02-2421,NAN,7,6601,NAN,2018-04-09,309.7547780678851,NAN
40377,40377-CAP BANK,1S-MH-MU-ZSC-RSTN-MEGH,1S-MH-MU-ZSC-RSTN-MEGH,1,40377,CAP BANK,2012-05-30,369.36879999999996,1S-MH-MU-ZSC-RSTN-MEGH
38723,41924-HTCONSUMER,1S-MH-MU-ZET-CL12-9791,NAN,8,41924,HTCONSUMER,2018-04-09,309.7547780678851,NAN
38726,34385-HTCONSUMER,1S-MH-MU-ZET-CL12-9352,NAN,1.1,34385,HTCONSUMER,2018-04-09,309.7547780678851,NAN
38727,38727-STN XMER,1S-MH-MU-ZET-RSTN-MANK,1S-MH-MU-ZET-RSTN-MANK,1,38727,STN XMER,2025-02-07,70.86075949367088,1S-MH-MU-ZET-RSTN-MANK
38728,38728-CAP BANK,1S-MH-MU-ZET-RSTN-MANK,1S-MH-MU-ZET-RSTN-MANK,1,38728,CAP BANK,2025-02-07,70.86075949367088,1S-MH-MU-ZET-RSTN-MANK
38731,42155-DT,1S-MH-MU-ZET-CL12-9775,1S-MH-MU-ZET-CL12-9795,5.1,42155,DT,2025-04-04,593.9364705882354,1S-MH-MU-ZET-CL12-9795
38737,38727-CAP BANK,1S-MH-MU-ZET-RSTN-MANK,1S-MH-MU-ZET-RSTN-MANK,1,38727,CAP BANK,2025-02-07,70.86075949367088,1S-MH-MU-ZET-RSTN-MANK
39156,39156-CAP BANK,1S-MH-MU-ZET-RSTN-MANK,1S-MH-MU-ZET-RSTN-MANK,1,39156,CAP BANK,2025-02-07,70.86075949367088,1S-MH-MU-ZET-RSTN-MANK
39142,43128-DT,1S-MH-MU-ZET-CL08-9867,NAN,5.1,43128,DT,2018-04-09,309.7547780678851,NAN
39147,39147-CAP BANK,1S-MH-MU-ZET-RSTN-SAHK,1S-MH-MU-ZET-RSTN-SAHK,1,39147,CAP BANK,2025-02-07,2.4581818181818185,1S-MH-MU-ZET-RSTN-SAHK
39149,39149-STN XMER,1S-MH-MU-ZET-RSTN-SAHK,1S-MH-MU-ZET-RSTN-SAHK,1,39149,STN XMER,2025-02-07,2.4581818181818185,1S-MH-MU-ZET-RSTN-SAHK
17805,14450-HTCONSUMER,1S-MH-MU-ZSC-CL01-2492,NAN,2.1,14450,HTCONSUMER,2018-04-09,309.7547780678851,NAN
17806,36127-HTCONSUMER,1S-MH-MU-ZSC-CL01-2194,NAN,8.1,36127,HTCONSUMER,2018-04-09,309.7547780678851,NAN
17808,18535-HTCONSUMER,1S-MH-MU-ZSC-CL01-2176,NAN,1.1,18535,HTCONSUMER,2018-04-09,309.7547780678851,NAN
17809,17809-CAP BANK,1S-MH-MU-ZSC-RSTN-MIDC,1S-MH-MU-ZSC-RSTN-MIDC,1,17809,CAP BANK,2024-12-03,381.3090909090909,1S-MH-MU-ZSC-RSTN-MIDC
17812,16296-HTCONSUMER,1S-MH-MU-ZSC-CL01-2273,NAN,5,16296,HTCONSUMER,2018-04-09,309.7547780678851,NAN
17815,14296-HTCONSUMER,1S-MH-MU-ZSC-CL01-2121,NAN,1.2,14296,HTCONSUMER,2018-04-09,309.7547780678851,NAN
17818,17818-CAP BANK,1S-MH-MU-ZSC-RSTN-MIDC,1S-MH-MU-ZSC-RSTN-MIDC,2,17818,CAP BANK,2024-12-03,381.3090909090909,1S-MH-MU-ZSC-RSTN-MIDC
17820,19256-HTCONSUMER,1S-MH-MU-ZSC-CL01-2875,NAN,1.2,19256,HTCONSUMER,2018-04-09,309.7547780678851,NAN
17823,10845-HTCONSUMER,1S-MH-MU-ZSC-CL01-2211,NAN,1.3,10845,HTCONSUMER,2018-04-09,309.7547780678851,NAN
17827,17827-CAP BANK,1S-MH-MU-ZSC-RSTN-MIDC,1S-MH-MU-ZSC-RSTN-MIDC,1,17827,CAP BANK,2024-12-03,381.3090909090909,1S-MH-MU-ZSC-RSTN-MIDC
28747,36294-HTCONSUMER,1S-MH-MU-ZSC-CL01-2199,NAN,1.1,36294,HTCONSUMER,2018-04-09,309.7547780678851,NAN
28750,28750-STN XMER,1S-MH-MU-ZSC-RSTN-MIDC,1S-MH-MU-ZSC-RSTN-MIDC,1,28750,STN XMER,2024-12-03,381.3090909090909,1S-MH-MU-ZSC-RSTN-MIDC
28751,28751-CAP BANK,1S-MH-MU-ZSC-RSTN-MIDC,1S-MH-MU-ZSC-RSTN-MIDC,1,28751,CAP BANK,2024-12-03,381.3090909090909,1S-MH-MU-ZSC-RSTN-MIDC
26969,26969-CAP BANK,1S-MH-MU-ZCT-RSTN-MIND,1S-MH-MU-ZCT-RSTN-MIND,1,26969,CAP BANK,2025-04-04,12.775599999999999,1S-MH-MU-ZCT-RSTN-MIND
26970,16431-HTCONSUMER,1S-MH-MU-ZCT-CL01-4224,NAN,13,16431,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26971,14726-HTCONSUMER,1S-MH-MU-ZCT-CL02-4285,NAN,3.2,14726,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26972,25409-HTCONSUMER,1S-MH-MU-ZCT-CL02-4887,NAN,2.1,25409,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26978,26978-CAP BANK,1S-MH-MU-ZCT-RSTN-MIND,1S-MH-MU-ZCT-RSTN-MIND,1,26978,CAP BANK,2025-04-04,12.775599999999999,1S-MH-MU-ZCT-RSTN-MIND
26980,25401-HTCONSUMER,1S-MH-MU-ZCT-CL02-4887,NAN,2,25401,HTCONSUMER,2018-04-09,309.7547780678851,NAN
39370,39370-STN XMER,1S-MH-MU-ZCT-RSTN-MIND,1S-MH-MU-ZCT-RSTN-MIND,1,39370,STN XMER,2025-04-04,12.775599999999999,1S-MH-MU-ZCT-RSTN-MIND
18632,35074-HTCONSUMER,1S-MH-MU-ZNT-CL04-7453,NAN,3.1,35074,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18633,42915-DT,1S-MH-MU-ZNT-CL04-7592,1S-MH-MU-ZNT-CL04-7210,1.3.1,42915,DT,,,1S-MH-MU-ZNT-CL04-7210
18635,26955-HTCONSUMER,1S-MH-MU-ZNT-CL04-6954,NAN,3.1,26955,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18639,18639-CAP BANK,1S-MH-MU-ZNT-RSTN-MIRA,1S-MH-MU-ZNT-RSTN-MIRA,1,18639,CAP BANK,,,1S-MH-MU-ZNT-RSTN-MIRA
18642,32076-HTCONSUMER,1S-MH-MU-ZNT-CL11-6790,NAN,1.1,32076,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18647,18647-CAP BANK,1S-MH-MU-ZNT-RSTN-MIRA,1S-MH-MU-ZNT-RSTN-MIRA,1,18647,CAP BANK,,,1S-MH-MU-ZNT-RSTN-MIRA
18648,17901-DT,1S-MH-MU-ZNT-CL09-6612,DT,4.2,17901,DT,,,DT
26106,42716-HTCONSUMER,1S-MH-MU-ZNT-CL04-7998,NAN,7.1,42716,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26107,16207-HTCONSUMER,1S-MH-MU-ZNT-CL09-6432,NAN,3,16207,HTCONSUMER,2018-04-09,309.7547780678851,NAN
26112,26112-STN XMER,1S-MH-MU-ZNT-RSTN-MIRA,1S-MH-MU-ZNT-RSTN-MIRA,1,26112,STN XMER,,,1S-MH-MU-ZNT-RSTN-MIRA
26113,26113-CAP BANK,1S-MH-MU-ZNT-RSTN-MIRA,1S-MH-MU-ZNT-RSTN-MIRA,1,26113,CAP BANK,,,1S-MH-MU-ZNT-RSTN-MIRA
18090,18863-HTCONSUMER,1S-MH-MU-ZST-CL05-0076,NAN,1.2,18863,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18094,42221-HTCONSUMER,1S-MH-MU-ZST-CL05-1364,NAN,2.2,42221,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18094,42218-HTCONSUMER,1S-MH-MU-ZST-CL05-1364,NAN,2.3,42218,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18094,42222-HTCONSUMER,1S-MH-MU-ZST-CL05-1364,NAN,2.4,42222,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18097,19749-HTCONSUMER,1S-MH-MU-ZST-CL05-0621,NAN,2.1,19749,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18100,35751-HTCONSUMER,1S-MH-MU-ZST-CL07-1062,NAN,5.1,35751,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18101,39781-HTCONSUMER,1S-MH-MU-ZST-CL07-1334,NAN,2,39781,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18102,36473-HTCONSUMER,1S-MH-MU-ZST-CL05-1142,NAN,2,36473,HTCONSUMER,2018-04-09,309.7547780678851,NAN
18102,36474-HTCONSUMER,1S-MH-MU-ZST-CL05-1142,NAN,1.1,36474,HTCONSUMER,2018-04-09,309.7547780678851,NAN
