SWNO,VOLTAGE,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12
33152,33KV,78.340,85.427,83.322,94.567,95.010,92.448,0.000,0.000,69.883,78.901,68.160,76.458,3.000,2.000,1.000,2.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,1.000
33154,22KV,31.409,31.625,36.564,41.961,50.830,34.753,0.000,0.000,29.876,33.936,28.333,29.976,1.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33155,33KV,34.253,38.959,38.599,33.780,44.143,27.135,0.000,0.000,29.660,33.076,26.681,29.883,2.000,6.000,6.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
33156,33KV,64.046,65.502,61.263,64.527,69.390,55.491,0.000,0.000,68.186,67.030,59.434,65.571,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33159,33KV,72.327,77.421,89.732,88.042,98.987,85.110,0.000,0.000,88.115,89.012,82.753,65.996,9.000,8.000,10.000,6.000,4.000,8.000,0.000,0.000,2.000,4.000,6.000,4.000
33162,22KV,111.833,101.001,102.245,125.484,156.811,120.565,0.000,0.000,139.953,110.076,97.190,100.891,5.000,2.000,8.000,1.000,0.000,0.000,0.000,0.000,4.000,0.000,1.000,0.000
33163,22KV,95.191,96.004,109.308,97.942,105.358,86.887,0.000,0.000,103.722,112.990,99.713,97.569,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
33163,33KV,,94.558,92.251,108.761,,,,,,,,,,0.000,0.000,0.000,,,,,,,,
33166,33KV,66.960,69.527,67.404,67.075,62.352,54.404,0.000,0.000,65.412,72.833,64.016,64.111,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33167,33KV,69.682,72.985,74.935,77.495,81.611,67.326,0.000,0.000,64.627,85.036,70.128,78.475,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000
33168,33KV,0.033,0.044,0.042,0.043,0.046,0.038,0.000,0.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33169,33KV,65.470,76.766,72.678,102.766,111.612,87.463,0.000,0.000,71.159,80.847,70.441,76.794,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
33170,33KV,64.972,77.209,73.655,95.006,111.817,87.819,0.000,0.000,71.413,88.973,70.934,82.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33171,33KV,0.102,0.046,8.673,6.499,0.043,0.036,0.000,0.000,,,,,0.000,0.000,3.000,2.000,0.000,0.000,0.000,0.000,,,,
33172,33KV,69.189,66.637,61.615,81.583,93.913,75.016,0.000,0.000,51.419,67.869,50.613,63.713,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,1.000
33173,33KV,69.005,66.139,62.780,84.010,94.646,74.905,0.000,0.000,51.263,58.372,41.267,73.145,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,1.000,3.000
33175,33KV,56.694,67.686,56.018,80.734,99.341,83.841,0.000,0.000,64.231,71.892,68.738,72.705,1.000,1.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
33176,33KV,73.930,73.222,62.071,90.047,90.324,82.887,0.000,0.000,60.500,83.497,62.902,60.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33177,33KV,48.273,46.617,44.575,46.071,59.442,39.531,0.000,0.000,49.467,46.353,39.040,42.962,3.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33178,33KV,61.581,67.654,61.318,69.658,110.175,67.832,0.000,0.000,50.108,52.546,49.577,59.868,3.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
33179,22KV,94.354,93.110,92.037,100.827,101.757,88.701,0.000,0.000,89.817,101.618,86.183,78.790,2.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,2.000
33179,33KV,,102.855,102.507,109.069,,,,,,,,,,0.000,0.000,0.000,,,,,,,,
33180,22KV,87.025,89.925,95.996,92.786,106.885,84.153,0.000,0.000,86.917,99.036,67.310,92.790,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000
33181,33KV,97.039,104.851,103.247,107.720,482.527,94.878,0.000,0.000,106.163,108.833,99.859,113.616,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33184,33KV,77.831,82.300,4.217,0.000,,,,,101.188,96.013,72.019,79.376,5.000,4.000,0.000,0.000,,,,,3.000,4.000,6.000,6.000
33185,33KV,70.593,85.579,92.889,101.920,99.533,87.208,0.000,0.000,100.842,97.286,76.400,80.059,9.000,9.000,12.000,5.000,5.000,8.000,0.000,0.000,3.000,4.000,8.000,6.000
33186,33KV,0.259,0.264,0.247,0.228,,,,,,,0.340,0.281,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000
33188,33KV,0.042,0.036,0.032,0.032,,,,,,,0.040,0.050,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000
33189,33KV,42.756,48.562,51.396,47.943,43.014,39.160,0.000,0.000,53.659,47.180,45.995,46.649,4.000,3.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
33190,33KV,44.631,56.164,57.635,57.318,,,,,56.837,47.234,46.548,47.772,0.000,2.000,1.000,0.000,,,,,0.000,0.000,1.000,0.000
33192,22KV,63.476,65.277,49.674,58.598,67.692,50.734,0.000,0.000,62.803,57.266,50.921,57.584,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
33193,22KV,47.898,43.503,38.001,43.417,51.804,42.227,0.000,0.000,45.219,39.342,36.956,47.683,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33194,22KV,47.845,42.298,39.079,43.368,51.994,41.805,0.000,0.000,43.869,41.724,35.544,47.073,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000
33196,22KV,34.892,29.447,28.850,52.175,36.506,21.083,0.000,0.000,31.290,28.088,25.063,30.678,0.000,11.000,8.000,2.000,1.000,13.000,0.000,0.000,0.000,0.000,0.000,1.000
33197,22KV,39.845,33.591,33.702,52.093,36.668,21.333,0.000,0.000,31.180,28.059,25.090,29.070,2.000,5.000,0.000,0.000,1.000,13.000,0.000,0.000,0.000,0.000,0.000,1.000
33198,22KV,0.000,0.000,0.020,0.036,0.019,0.019,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,5.000,30.000,7.000,1.000,0.000,0.000,0.000,0.000,0.000,
33199,33KV,92.635,86.916,74.755,91.376,,,,,,,62.850,89.289,4.000,4.000,3.000,1.000,,,,,,,0.000,4.000
33200,33KV,82.138,83.917,84.124,117.472,112.111,93.018,0.000,0.000,113.589,119.185,91.118,89.200,10.000,7.000,7.000,5.000,5.000,7.000,0.000,0.000,2.000,4.000,4.000,4.000
33201,33KV,0.015,0.014,0.374,0.539,,,,,,,0.020,0.021,0.000,0.000,14.000,0.000,,,,,,,0.000,0.000
33204,33KV,123.263,120.453,120.663,153.148,152.684,108.189,0.000,0.000,135.057,148.748,122.230,122.652,11.000,9.000,12.000,7.000,6.000,8.000,0.000,0.000,2.000,6.000,7.000,5.000
33205,33KV,131.851,117.357,117.819,160.106,,,,,,,121.638,122.694,6.000,5.000,6.000,2.000,,,,,,,1.000,5.000
33206,33KV,111.191,121.185,118.865,110.412,114.526,92.721,0.000,0.000,127.062,118.520,102.686,115.577,1.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33207,22KV,35.981,40.466,29.002,45.134,38.338,38.879,0.000,0.000,34.263,39.350,37.291,23.246,3.000,2.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000
33208,33KV,82.345,88.727,95.439,104.800,113.400,100.867,0.000,0.000,92.167,104.000,74.276,75.806,10.000,11.000,10.000,9.000,5.000,8.000,0.000,0.000,2.000,5.000,4.000,6.000
33209,22KV,29.952,26.266,28.271,28.812,37.711,31.150,0.000,0.000,21.351,23.405,27.737,31.908,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33210,22KV,25.349,25.284,32.580,33.457,42.140,34.640,0.000,0.000,22.061,27.422,25.238,30.061,10.000,3.000,4.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,13.000,9.000
33211,33KV,31.458,30.364,30.526,36.138,41.940,37.351,0.000,0.000,32.861,31.374,25.356,28.577,1.000,1.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
33212,33KV,43.795,44.613,38.303,51.907,61.948,51.118,0.000,0.000,45.018,43.487,39.146,43.306,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000
33213,33KV,70.345,69.160,73.202,74.070,91.313,88.717,0.000,0.000,77.452,64.105,53.480,70.371,1.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
33214,22KV,43.057,50.309,42.908,51.708,62.410,56.697,0.000,0.000,41.847,40.364,36.851,40.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33215,33KV,31.887,35.937,40.623,48.850,42.307,36.782,0.000,0.000,24.401,32.216,34.425,34.157,0.000,0.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33218,33KV,41.229,49.474,52.742,64.873,57.461,54.825,0.000,0.000,55.364,67.373,51.286,45.807,16.000,14.000,20.000,10.000,8.000,11.000,0.000,0.000,3.000,10.000,9.000,8.000
33219,33KV,52.461,57.751,53.210,61.525,70.310,64.226,0.000,0.000,63.617,67.724,52.615,54.533,10.000,12.000,18.000,8.000,7.000,10.000,0.000,0.000,3.000,10.000,8.000,8.000
33220,22KV,34.213,32.339,35.790,35.548,44.333,37.833,0.000,0.000,37.167,34.067,28.069,30.069,3.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
33221,22KV,76.016,87.232,67.590,71.161,77.367,75.067,0.000,0.000,68.750,75.200,64.034,72.516,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000
33222,33KV,82.289,69.258,67.813,107.862,87.661,60.122,0.000,0.000,75.039,65.357,61.062,67.926,4.000,5.000,5.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000
33223,33KV,82.427,65.926,66.523,107.278,91.790,68.519,0.000,0.000,73.980,69.186,61.848,65.833,4.000,1.000,2.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000
33224,33KV,,29.866,9.757,4.062,,,,,,,,,,3.000,12.000,0.000,,,,,,,,
33226,33KV,94.040,100.969,101.421,107.690,127.643,92.016,0.000,0.000,106.526,112.225,95.760,96.341,6.000,6.000,5.000,2.000,3.000,1.000,0.000,0.000,0.000,1.000,1.000,4.000
33227,33KV,93.432,100.518,102.595,105.081,144.524,92.297,0.000,0.000,102.937,111.099,93.546,96.265,6.000,7.000,5.000,1.000,3.000,1.000,0.000,0.000,0.000,2.000,0.000,3.000
33229,33KV,41.191,32.026,44.545,72.389,87.876,72.866,0.000,0.000,65.506,90.928,62.995,62.861,18.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33230,33KV,19.256,26.575,29.427,40.405,47.546,41.890,0.000,0.000,0.666,0.643,1.360,1.558,21.000,1.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,1.000
33231,33KV,73.475,70.250,65.452,89.422,111.067,116.467,0.000,0.000,71.000,81.600,66.069,71.548,1.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
33232,33KV,80.131,72.714,66.774,87.244,107.333,85.800,0.000,0.000,81.667,77.467,59.448,74.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33233,33KV,103.770,100.643,87.000,77.200,64.867,70.800,0.000,0.000,95.333,94.333,73.379,101.677,1.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
33234,33KV,73.213,68.185,59.288,62.182,63.467,59.067,0.000,0.000,58.333,59.600,52.138,62.323,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
33235,33KV,30.000,34.200,30.000,78.000,79.143,,,,,42.000,16.759,13.484,7.000,5.000,2.000,1.000,1.000,,,,,0.000,3.000,0.000
33236,33KV,74.793,76.528,72.333,80.800,92.828,71.600,0.000,0.000,71.833,90.000,52.759,54.903,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
33237,22KV,39.787,48.589,44.968,46.968,33.967,46.267,0.000,0.000,42.833,47.333,41.138,40.419,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33238,33KV,32.787,29.821,37.161,75.200,23.400,45.533,0.000,0.000,74.000,38.867,35.931,27.226,3.000,1.000,1.000,6.000,1.000,1.000,0.000,0.000,4.000,1.000,2.000,0.000
33239,33KV,83.213,85.189,78.839,85.956,77.400,69.933,0.000,0.000,67.833,77.533,65.724,64.581,8.000,4.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33240,33KV,82.000,98.036,76.903,80.356,92.533,81.800,0.000,0.000,101.667,103.667,87.724,95.742,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33243,22KV,39.836,41.589,39.919,51.355,84.600,77.033,0.000,0.000,39.667,45.800,43.379,36.903,6.000,9.000,4.000,5.000,2.000,12.000,0.000,0.000,0.000,2.000,3.000,1.000
33244,22KV,44.475,44.304,48.548,53.154,75.133,55.367,0.000,0.000,57.667,61.900,49.621,48.581,1.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000
33245,33KV,61.934,74.393,66.903,73.067,73.067,64.643,0.000,0.000,67.667,76.600,59.517,61.355,5.000,2.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
33246,33KV,54.222,57.960,64.935,100.000,73.667,72.067,0.000,0.000,59.667,60.133,57.310,57.935,0.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
33247,33KV,49.016,49.250,52.774,60.667,70.200,55.067,0.000,0.000,56.000,64.600,51.862,48.258,3.000,2.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000
33248,33KV,28.787,27.500,24.258,30.044,32.733,18.400,0.000,0.000,30.500,25.400,21.931,28.968,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33249,33KV,47.239,49.705,46.924,43.804,62.277,53.480,0.000,0.000,58.592,61.843,55.459,58.113,15.000,6.000,13.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
33250,33KV,47.003,49.598,46.910,43.656,62.230,53.587,0.000,0.000,,,66.450,57.829,17.000,6.000,14.000,3.000,0.000,0.000,0.000,0.000,,,1.000,0.000
33251,33KV,48.125,52.602,42.985,47.980,60.880,45.397,0.000,0.000,42.175,47.993,40.331,46.235,0.000,2.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33252,33KV,48.146,47.200,40.889,48.038,60.657,48.447,0.000,0.000,,,42.406,46.297,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,,,0.000,0.000
33253,33KV,18.667,18.345,17.419,19.517,20.267,18.267,0.000,0.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33256,33KV,20.623,19.143,19.903,20.133,20.800,18.400,0.000,0.000,,,18.556,17.742,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000
33258,33KV,41.200,52.552,45.226,60.759,68.200,57.200,0.000,0.000,,,,,9.000,8.000,10.000,6.000,9.000,11.000,0.000,0.000,,,,
33259,33KV,45.246,53.179,51.850,60.345,60.333,57.533,0.000,0.000,,,56.333,45.484,16.000,11.000,15.000,6.000,8.000,11.000,0.000,0.000,,,6.000,8.000
33260,33KV,,,,,,0.000,,,,,,,,,,,,0.000,,,,,,
33263,33KV,40.267,42.000,44.129,57.793,63.333,60.200,0.000,0.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33264,33KV,11.733,9.931,11.548,14.000,13.467,11.667,0.000,0.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33265,33KV,103.672,115.321,86.871,108.667,140.467,134.933,0.000,0.000,,,109.333,106.194,0.000,2.000,2.000,0.000,2.000,1.000,0.000,0.000,,,0.000,0.000
33266,33KV,55.933,68.966,50.774,64.069,73.133,66.800,0.000,0.000,,,,,5.000,7.000,8.000,5.000,7.000,10.000,0.000,0.000,,,,
33267,33KV,,,,,,0.000,,,,,,,,,,,,0.000,,,,,,
33269,33KV,5.167,2.273,2.600,2.692,0.875,3.385,,,,,5.455,11.565,3.000,0.000,2.000,0.000,0.000,4.000,,,,,0.000,2.000
33271,33KV,0.462,1.619,0.200,1.556,0.800,3.200,,,,,,,0.000,1.000,0.000,0.000,0.000,2.000,,,,,,
33273,33KV,53.784,57.937,62.281,62.812,,,,,,,52.533,55.823,2.000,2.000,0.000,0.000,,,,,,,0.000,0.000
33274,33KV,60.262,67.130,69.656,66.269,82.143,58.247,0.000,0.000,,,66.900,55.810,5.000,2.000,2.000,1.000,1.000,0.000,0.000,0.000,,,0.000,0.000
33276,33KV,59.846,65.491,59.331,58.029,52.317,70.908,0.000,0.000,67.994,64.758,68.452,77.108,1.000,1.000,2.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
33277,33KV,66.116,67.010,56.037,49.251,53.738,69.856,0.000,0.000,63.278,65.083,59.523,68.229,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000
33278,33KV,64.954,67.620,70.350,75.405,73.618,68.320,0.000,0.000,81.383,82.733,73.554,68.352,10.000,9.000,12.000,6.000,4.000,6.000,0.000,0.000,2.000,4.000,3.000,5.000
33279,33KV,63.548,66.688,69.110,76.376,73.736,65.330,0.000,0.000,,,84.242,72.877,10.000,9.000,11.000,6.000,4.000,6.000,0.000,0.000,,,0.000,5.000
33280,33KV,24.115,27.014,31.939,45.689,34.267,20.847,0.000,0.000,31.075,28.173,30.969,28.561,10.000,10.000,17.000,15.000,7.000,4.000,0.000,0.000,3.000,5.000,5.000,7.000
33281,33KV,24.385,27.002,31.085,45.707,34.203,20.897,0.000,0.000,,,32.570,35.823,10.000,9.000,18.000,14.000,6.000,4.000,0.000,0.000,,,1.000,9.000
33282,22KV,78.987,35.953,43.041,37.751,51.420,35.538,0.000,0.000,37.016,42.471,29.896,33.965,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33283,33KV,53.871,52.356,46.651,57.354,56.872,54.610,0.000,0.000,53.803,56.554,49.279,57.395,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33284,33KV,54.403,52.295,48.528,58.026,,,,,,,49.627,56.351,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000
33285,33KV,54.809,64.653,59.478,68.814,64.836,54.306,0.000,0.000,63.581,61.782,56.748,54.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000
33286,33KV,57.192,65.764,62.808,67.869,,,,,,,53.819,55.038,0.000,1.000,0.000,0.000,,,,,,,0.000,0.000
33287,33KV,70.513,67.146,62.871,69.746,93.992,93.959,,,90.043,86.696,69.400,85.678,1.000,0.000,1.000,0.000,1.000,0.000,,,0.000,0.000,0.000,0.000
33288,33KV,80.099,82.351,75.597,83.755,125.305,93.068,0.000,0.000,86.755,85.673,69.550,81.381,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33289,33KV,47.806,48.404,50.668,85.459,109.396,82.906,0.000,0.000,56.347,71.813,54.237,44.441,2.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33290,33KV,44.679,26.066,27.063,78.724,87.645,72.562,0.000,0.000,45.287,58.987,47.684,43.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33291,33KV,46.063,42.987,50.698,79.550,92.437,85.398,0.000,0.000,53.954,73.245,50.396,47.432,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33292,33KV,26.754,26.830,27.280,31.199,36.744,38.085,0.000,0.000,25.772,35.471,28.913,24.653,1.000,0.000,1.000,0.000,0.000,6.000,0.000,0.000,0.000,2.000,1.000,0.000
33293,33KV,32.311,31.440,32.399,51.508,58.733,36.331,0.000,0.000,30.003,46.002,28.983,26.721,0.000,1.000,1.000,4.000,1.000,4.000,0.000,0.000,0.000,1.000,1.000,0.000
33294,33KV,18.734,20.237,20.908,18.636,16.589,14.646,0.000,0.000,17.910,19.020,14.944,19.512,1.000,2.000,4.000,2.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33295,33KV,23.125,24.163,24.888,23.763,24.905,23.976,0.000,0.000,21.311,23.540,28.357,25.121,1.000,6.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000
33298,33KV,28.343,35.640,31.988,35.509,37.192,29.804,0.000,0.000,24.385,28.836,42.965,25.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
33299,33KV,39.009,35.905,37.251,46.345,71.268,175.101,0.000,0.000,45.592,51.153,43.216,39.038,1.000,0.000,0.000,0.000,2.000,6.000,0.000,0.000,0.000,0.000,2.000,0.000
33300,33KV,59.945,63.286,75.023,94.067,115.192,88.884,0.000,0.000,77.685,79.091,62.304,59.466,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000
33301,33KV,25.827,25.048,26.283,82.692,43.706,43.757,0.000,0.000,37.345,39.038,21.460,36.723,1.000,0.000,9.000,5.000,0.000,4.000,0.000,0.000,0.000,0.000,1.000,2.000
33302,33KV,32.481,32.144,37.229,67.491,69.251,55.339,0.000,0.000,33.778,39.212,33.060,36.751,0.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000
33303,22KV,1.853,2.315,1.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,6.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33304,22KV,1.020,1.378,0.738,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,9.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33305,33KV,45.244,52.798,52.079,93.360,53.526,44.899,0.000,0.000,46.968,52.030,41.037,38.589,12.000,28.000,13.000,4.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000
33306,33KV,81.506,54.207,51.012,57.109,76.746,50.271,0.000,0.000,60.767,45.028,40.918,62.982,9.000,1.000,1.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,7.000
33316,33KV,25.928,66.090,75.102,81.466,0.000,,,,32.567,0.000,0.000,0.000,3.000,1.000,1.000,1.000,0.000,,,,0.000,0.000,0.000,0.000
33317,33KV,41.585,66.494,75.618,81.522,,,,,,,52.611,53.944,9.000,1.000,1.000,1.000,,,,,,,0.000,2.000
33318,33KV,35.180,34.102,13.578,5.956,20.062,19.602,0.000,0.000,44.073,34.410,30.809,29.543,6.000,6.000,0.000,4.000,1.000,6.000,0.000,0.000,0.000,0.000,0.000,7.000
33319,33KV,0.000,0.000,35.013,53.113,,,,,,,0.000,0.000,0.000,0.000,11.000,0.000,,,,,,,0.000,0.000
33320,22KV,,39.377,38.628,45.230,,,,,,,,,,4.000,2.000,0.000,,,,,,,,
33320,33KV,24.859,29.399,20.752,62.529,39.789,22.534,0.000,0.000,35.724,42.100,36.176,38.215,16.000,11.000,8.000,17.000,13.000,11.000,0.000,0.000,3.000,2.000,3.000,0.000
33321,22KV,,72.382,76.885,88.735,,,,,,,,,,3.000,6.000,0.000,,,,,,,,
33321,33KV,57.598,51.879,61.050,64.917,55.870,58.739,0.000,0.000,54.995,58.600,57.233,66.609,11.000,5.000,8.000,2.000,4.000,11.000,0.000,0.000,2.000,6.000,7.000,3.000
33322,22KV,94.263,83.400,83.329,89.332,104.513,82.266,0.000,0.000,92.719,99.073,88.804,85.110,1.000,0.000,1.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33323,22KV,68.924,83.737,64.547,78.948,90.257,69.346,0.000,0.000,84.418,76.290,66.702,77.893,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33324,33KV,77.759,89.292,78.723,89.926,103.324,78.751,0.000,0.000,81.733,84.210,77.002,76.483,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33325,33KV,81.164,87.926,78.595,94.797,,,,,81.584,83.987,77.396,76.260,0.000,2.000,0.000,0.000,,,,,0.000,0.000,0.000,0.000
33326,33KV,86.580,100.505,91.275,109.712,130.478,98.783,0.000,0.000,98.948,108.509,84.408,98.692,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,4.000
33327,33KV,92.627,102.931,99.123,104.613,,,,,,,85.408,98.965,2.000,1.000,0.000,1.000,,,,,,,0.000,5.000
33328,33KV,84.704,92.314,90.638,101.233,119.502,87.742,0.000,0.000,95.137,101.215,94.411,87.897,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33329,33KV,85.487,94.538,97.849,112.459,,,,,,,94.629,88.097,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000
33339,33KV,73.656,71.859,67.079,127.595,102.392,112.865,0.000,0.000,79.181,85.954,68.901,73.160,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000
33340,33KV,117.062,72.659,72.620,87.452,99.685,119.057,0.000,0.000,86.294,97.564,78.144,97.402,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
33342,33KV,17.187,15.381,15.125,15.924,,,,,15.847,17.231,14.492,16.865,4.000,2.000,2.000,1.000,,,,,2.000,3.000,1.000,2.000
33343,33KV,14.721,15.248,14.728,16.005,,,,,,,14.087,16.670,2.000,2.000,1.000,1.000,,,,,,,0.000,1.000
33344,33KV,74.620,46.693,34.179,33.818,31.000,32.787,0.000,0.000,,,107.990,90.665,22.000,10.000,20.000,1.000,5.000,9.000,0.000,0.000,,,6.000,20.000
