SWNO,VOLTAGE,Month_01,Month_02,Month_03,Month_04,Month_05,Month_06,Month_07,Month_08,Month_09,Month_10,Month_11,Month_12
33290,33KV,91.463,93.851,96.652,135.897,140.839,138.342,129.840,129.840,105.677,122.159,105.185,87.954
33291,33KV,85.383,88.846,106.288,126.852,139.467,148.265,139.350,139.350,108.479,127.489,103.156,86.897
33292,33KV,41.625,42.634,51.606,53.505,59.565,64.426,52.827,52.827,55.280,57.170,51.151,44.968
33293,33KV,56.158,60.899,70.039,90.135,94.594,56.748,91.637,91.637,72.719,84.093,66.695,53.142
33294,33KV,30.098,29.864,31.886,37.082,33.982,39.098,37.004,37.004,37.850,42.221,26.441,32.766
33295,33KV,42.125,41.600,47.270,51.519,57.006,57.588,54.600,54.600,48.523,52.985,56.871,39.742
33296,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33297,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
33298,33KV,154.452,155.015,156.338,170.336,167.441,161.361,144.404,144.404,157.045,158.673,164.081,151.327
33299,33KV,52.026,53.961,63.538,70.684,89.377,112.729,42.733,42.733,76.280,84.596,68.313,57.319
33300,33KV,97.738,103.558,123.696,147.180,158.880,106.119,154.028,154.028,139.285,130.405,110.043,98.112
33301,33KV,47.599,51.501,60.048,94.567,85.233,87.346,90.184,90.184,81.649,83.612,51.825,57.481
33302,33KV,62.733,68.571,80.299,105.016,110.985,100.135,100.266,100.266,77.121,84.084,69.387,58.203
33303,22KV,3.229,3.462,3.793,4.452,4.462,4.462,4.462,4.462,4.290,4.290,4.290,4.290
33304,22KV,2.301,2.570,2.681,3.328,3.333,3.333,3.333,3.333,3.260,3.260,3.260,3.260
33305,33KV,48.388,79.573,76.486,69.974,85.732,79.595,83.417,83.417,71.771,81.264,65.909,37.992
33306,33KV,100.149,82.703,98.189,111.875,110.829,118.052,107.447,107.447,107.739,95.868,76.851,90.392
33307,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33316,33KV,35.696,38.570,53.347,6.917,0.221,0.000,0.000,0.000,74.957,81.440,81.440,81.440
33317,33KV,53.294,83.609,110.446,94.322,,,,,,,60.632,62.753
33318,33KV,22.386,23.487,39.229,16.342,37.390,33.597,31.027,31.027,63.738,66.310,54.865,39.356
33319,33KV,24.780,24.780,63.062,85.223,,,,,,,24.780,24.780
33320,22KV,,18.872,17.584,20.825,,,,,,,,
33320,33KV,11.509,7.867,10.315,50.895,26.253,10.409,5.179,5.179,16.732,17.397,14.627,16.299
33321,22KV,,54.178,58.464,62.248,,,,,,,,
33321,33KV,47.756,43.931,51.063,25.603,45.333,58.303,28.312,28.312,41.962,45.746,44.039,58.641
33322,22KV,86.162,87.788,93.700,100.314,110.174,113.290,153.802,153.802,88.696,100.251,93.213,96.218
33323,22KV,78.501,99.661,104.100,127.318,133.427,130.325,152.393,152.393,113.986,131.482,113.294,24.906
33324,33KV,120.121,128.249,137.173,160.735,190.793,174.880,185.638,185.638,142.425,149.046,142.429,116.708
33325,33KV,122.823,125.260,139.868,159.647,,,,,142.233,149.052,142.450,116.645
33326,33KV,99.214,104.116,116.662,146.750,162.718,137.184,137.583,137.583,122.875,137.840,115.507,109.939
33327,33KV,103.566,107.926,129.404,137.619,,,,,,,113.330,110.555
33328,33KV,124.697,131.255,147.021,178.405,190.743,178.477,185.906,185.906,132.061,150.216,154.876,117.254
33329,33KV,119.511,132.693,150.464,180.940,,,,,,,157.543,117.339
33330,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000
33331,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33332,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33334,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33335,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33336,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000
33339,33KV,106.224,112.261,123.114,134.058,150.558,154.314,173.048,173.048,125.193,146.104,126.652,102.004
33340,33KV,109.313,100.187,122.382,150.115,163.083,168.060,193.211,193.211,127.696,157.090,130.759,117.635
33341,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000
33342,33KV,16.244,8.960,10.296,1.958,0.000,0.000,0.000,0.000,23.647,25.379,20.458,19.102
33343,33KV,16.257,8.949,10.313,1.963,0.000,0.000,0.000,0.000,,,19.309,19.090
33344,33KV,34.934,29.580,41.290,52.452,49.488,49.533,39.084,39.084,,,28.453,41.677
33345,33KV,34.953,29.661,41.358,52.363,49.252,49.806,38.670,38.670,,,37.536,41.552
33346,33KV,86.997,87.976,96.209,96.555,120.385,120.705,135.483,135.483,,,101.171,83.269
33347,33KV,86.938,87.950,96.076,96.563,120.304,120.449,135.483,135.483,,,102.073,83.359
33348,33KV,79.074,82.324,85.214,87.431,87.217,87.459,92.117,92.117,,,87.847,89.208
33349,33KV,79.000,82.174,85.205,87.355,87.263,87.271,91.979,91.979,,,87.644,89.121
33350,33KV,43.532,42.474,48.768,29.697,28.766,26.947,26.655,26.655,23.424,32.287,29.916,27.366
33351,33KV,35.385,36.924,45.060,63.299,69.409,66.848,72.092,72.092,55.160,61.438,49.394,41.613
33352,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33353,33KV,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,,,0.000,0.000
33354,33KV,127.803,133.115,149.268,147.366,197.858,191.158,202.036,202.036,157.503,177.881,169.714,150.559
33355,22KV,96.777,102.194,127.896,132.836,141.391,133.553,162.581,162.581,131.953,145.105,126.635,103.343
33356,33KV,42.801,35.075,23.920,48.766,45.338,50.369,48.884,48.884,,,33.542,35.206
33357,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33358,33KV,15.064,9.916,15.158,28.046,21.007,23.807,23.893,23.893,,,,
33360,33KV,23.475,20.811,19.635,24.005,24.678,26.652,26.654,26.654,,,,
33361,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33362,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33370,33KV,6.505,3.794,5.695,1.271,0.000,0.000,0.000,0.000,,,10.169,11.917
33371,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33372,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33374,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33375,33KV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,
33376,33KV,0.000,0.020,2.919,1.190,0.000,0.000,0.000,0.000,,,0.000,0.000
33388,33KV,0.000,0.972,1.266,0.009,,,,,,,0.000,0.000
33389,33KV,0.000,0.000,0.408,0.009,,,,,,,0.000,0.000
33390,33KV,0.000,0.000,0.396,0.000,,,,,,,0.000,0.000
33391,33KV,0.000,0.000,0.319,0.000,,,,,,,0.000,0.000
33392,33KV,0.000,0.000,0.293,0.000,,,,,,,0.000,0.000
33393,33KV,0.000,0.000,0.346,0.000,,,,,,,0.000,0.000
33394,33KV,0.000,0.000,0.281,0.000,,,,,,,0.000,0.000
33395,33KV,0.000,0.000,0.158,0.000,,,,,,,0.000,0.000
33396,22KV,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0.000,0.000
33409,22KV,0.006,0.000,0.000,0.000,,,,,,0.360,0.000,0.000
33410,33KV,0.000,0.000,0.000,0.189,,,,,,,,0.000
33411,33KV,0.000,0.005,6.760,192.691,,,,,,,,0.000
33424,33KV,,20.684,0.000,0.000,,,,,,,,
33425,33KV,,75.512,,,,,,,,,,
33426,33KV,,142.560,,,,,,,,,,
33427,33KV,,140.906,,,,,,,,,,
33428,33KV,,22.318,0.000,0.000,,,,,,,,
33429,33KV,,134.676,,,,,,,,,,
33430,33KV,,144.846,,,,,,,,,,
33432,33KV,,21.952,0.000,0.000,,,,,,,,
33433,33KV,,144.826,,,,,,,,,,
33434,33KV,,144.826,,,,,,,,,,
33436,33KV,,0.000,1.347,0.000,,,,,,,,
33442,33KV,,0.000,1.339,0.000,,,,,,,,
