TN,FP,FN,TP,Acc,Prec,Rec,F1,Spec,thr,Pos,W
160.0,24.0,17.0,55.0,0.83984375,0.6962025316455697,0.7638888888888888,0.7284768211920529,0.8695652173913043,0.38,79.0,"{'l': 0.2099670576784609, 'u': 0.15, 'f': 0.15095373036839083, 'd': 0.13514195170907425, 'r': 0.10307363349219287, 'a': 0.0395233411731105, 's': 0.03422463018260284, 'i': 0.01462134538835255, 'c': 0.01249431000781524, 'p': 0.15}"
160.0,24.0,17.0,55.0,0.83984375,0.6962025316455697,0.7638888888888888,0.7284768211920529,0.8695652173913043,0.4,79.0,"{'l': 0.22496079986303089, 'u': 0.15000000000000002, 'f': 0.10113340536693066, 'd': 0.09949078542159785, 'r': 0.09860036430250844, 'a': 0.05707771874924811, 's': 0.05184021159713656, 'i': 0.03366947929647607, 'c': 0.03322723540307142, 'p': 0.15000000000000002}"
160.0,24.0,17.0,55.0,0.83984375,0.6962025316455697,0.7638888888888888,0.7284768211920529,0.8695652173913043,0.43,79.0,"{'l': 0.277539483475826, 'u': 0.15000000000000002, 'f': 0.10047731534004536, 'd': 0.09735241376400236, 'r': 0.09177241249974999, 'a': 0.06754648288871237, 's': 0.03378680827867027, 'i': 0.017719786769213812, 'c': 0.013805296983779795, 'p': 0.15000000000000002}"
158.0,26.0,16.0,56.0,0.8359375,0.6829268292682927,0.7777777777777778,0.7272727272727273,0.8586956521739131,0.35,82.0,"{'l': 0.16528199409199001, 'u': 0.15000000000000002, 'f': 0.15278858952859106, 'd': 0.1380115139940922, 'r': 0.1154759940961097, 'a': 0.04473313162624363, 's': 0.03443034687721881, 'i': 0.024860984996407594, 'c': 0.024417444789347063, 'p': 0.15000000000000002}"
158.0,26.0,16.0,56.0,0.8359375,0.6829268292682927,0.7777777777777778,0.7272727272727273,0.8586956521739131,0.39,82.0,"{'l': 0.23268155153690573, 'u': 0.14999999999999997, 'f': 0.1383611889512126, 'd': 0.11944394560887588, 'r': 0.10137375514660131, 'a': 0.04417747650774335, 's': 0.030936107456194958, 'i': 0.030645655089150504, 'c': 0.002380319703315673, 'p': 0.14999999999999997}"
158.0,26.0,16.0,56.0,0.8359375,0.6829268292682927,0.7777777777777778,0.7272727272727273,0.8586956521739131,0.4,82.0,"{'l': 0.25624898948028896, 'u': 0.15, 'f': 0.14102967313596038, 'd': 0.12526993644730824, 'r': 0.10239362739366299, 'a': 0.03783613156254168, 's': 0.022250855972015808, 'i': 0.012114549915110984, 'c': 0.0028562360931108795, 'p': 0.15}"
158.0,26.0,16.0,56.0,0.8359375,0.6829268292682927,0.7777777777777778,0.7272727272727273,0.8586956521739131,0.41,82.0,"{'l': 0.27953199904637926, 'u': 0.15, 'f': 0.12765816485007322, 'd': 0.1225088265740082, 'r': 0.10779246421286295, 'a': 0.03149399778097283, 's': 0.017872251894117598, 'i': 0.01301113341750521, 'c': 0.00013116222408077812, 'p': 0.15}"
158.0,26.0,16.0,56.0,0.8359375,0.6829268292682927,0.7777777777777778,0.7272727272727273,0.8586956521739131,0.36,82.0,"{'l': 0.16923665735980364, 'u': 0.15000000000000002, 'f': 0.13321783751370223, 'd': 0.12809228476107493, 'r': 0.11102520387715883, 'a': 0.07187571892742113, 's': 0.03466401294176264, 'i': 0.031648647043507026, 'c': 0.020239637575569548, 'p': 0.15000000000000002}"
158.0,26.0,16.0,56.0,0.8359375,0.6829268292682927,0.7777777777777778,0.7272727272727273,0.8586956521739131,0.37,82.0,"{'l': 0.20062225066877656, 'u': 0.15000000000000002, 'f': 0.1409088805556857, 'd': 0.12437466001599218, 'r': 0.12223990064293504, 'a': 0.0637052537667695, 's': 0.018012235005614035, 'i': 0.016141186874969293, 'c': 0.013995632469257707, 'p': 0.15000000000000002}"
158.0,26.0,16.0,56.0,0.8359375,0.6829268292682927,0.7777777777777778,0.7272727272727273,0.8586956521739131,0.38,82.0,"{'l': 0.22951309708830744, 'u': 0.15, 'f': 0.14275690623040707, 'd': 0.1356346914976917, 'r': 0.12443195072530679, 'a': 0.036827919543619934, 's': 0.020922563390366057, 'i': 0.005907102095878727, 'c': 0.0040057694284223, 'p': 0.15}"
158.0,26.0,16.0,56.0,0.8359375,0.6829268292682927,0.7777777777777778,0.7272727272727273,0.8586956521739131,0.35,82.0,"{'l': 0.1517087304506515, 'u': 0.13688523799841176, 'f': 0.13297718119416943, 'd': 0.12898694101287708, 'r': 0.1179842870541949, 'a': 0.060745922297825515, 's': 0.05820516537577731, 'i': 0.0375277557651437, 'c': 0.024978778850948763, 'p': 0.15}"
