SWITCH_ID,YEAR,PRED_FULL
1102,2025,1.021047592163086
1103,2025,0.7749936580657959
1129,2025,1.3818590641021729
1133,2025,1.202520728111267
1135,2025,0.4726545512676239
1143,2025,0.3811955153942108
1151,2025,1.3774036169052124
1159,2025,0.4263845384120941
1163,2025,0.21527786552906036
1171,2025,0.5034151673316956
1172,2025,1.0501195192337036
1192,2025,0.11981320381164551
1193,2025,0.826784610748291
1196,2025,0.39882686734199524
1285,2025,0.5396279692649841
1289,2025,0.5925766825675964
2202,2025,0.5073941349983215
2205,2025,0.46409428119659424
11540,2025,0.5701385736465454
22001,2025,0.6720136404037476
22002,2025,0.5241976976394653
22004,2025,0.39468303322792053
22026,2025,0.39617106318473816
22030,2025,0.8686615228652954
22043,2025,0.32922670245170593
22090,2025,0.485348641872406
33001,2025,0.445514053106308
33002,2025,0.819656252861023
33004,2025,0.26546621322631836
33006,2025,0.4452643394470215
33008,2025,0.3199601471424103
33010,2025,0.2438567578792572
33011,2025,0.7022377252578735
33012,2025,0.43755829334259033
33015,2025,0.4221019148826599
33017,2025,0.6029922962188721
33018,2025,0.31297942996025085
33019,2025,0.312328577041626
33020,2025,0.729634702205658
33021,2025,0.44176408648490906
33022,2025,0.2796652615070343
33024,2025,0.3846748173236847
33025,2025,0.6533216834068298
33026,2025,2.5338807106018066
33027,2025,1.1744285821914673
33028,2025,0.804520845413208
33029,2025,0.33479225635528564
33030,2025,0.7918868064880371
33031,2025,0.4093504548072815
33032,2025,0.5413405299186707
33036,2025,0.9510495662689209
33037,2025,0.47582170367240906
33038,2025,0.43670955300331116
33039,2025,0.568759560585022
33041,2025,0.4835386872291565
33043,2025,0.157766655087471
33045,2025,0.5604799389839172
33049,2025,0.799705982208252
33050,2025,0.18534207344055176
33052,2025,0.43065959215164185
33053,2025,1.3466547727584839
33054,2025,1.892512321472168
33055,2025,1.0960938930511475
33056,2025,0.7630348801612854
33059,2025,0.7376061081886292
33061,2025,0.7648584842681885
33062,2025,0.7828702330589294
33063,2025,0.9570257663726807
33064,2025,0.7652525305747986
33065,2025,0.49362602829933167
33069,2025,0.5664818286895752
33070,2025,1.0363398790359497
33074,2025,1.469604253768921
33075,2025,0.3974844813346863
33081,2025,0.8176568746566772
33082,2025,0.7544898390769958
33084,2025,1.0362533330917358
33085,2025,0.39419472217559814
33086,2025,0.32223010063171387
33087,2025,0.8470799326896667
33088,2025,0.8636389970779419
33089,2025,0.21116608381271362
33093,2025,0.33494919538497925
33094,2025,0.20674939453601837
33096,2025,0.4004709720611572
33097,2025,0.5732454657554626
33098,2025,0.412485271692276
33099,2025,0.6057538986206055
33100,2025,0.4399678707122803
33101,2025,1.319199562072754
33102,2025,0.6584709882736206
33104,2025,0.9076383113861084
33105,2025,0.3754005432128906
33106,2025,0.5469990968704224
33107,2025,1.0390336513519287
33109,2025,1.125753402709961
33111,2025,0.5033960342407227
33112,2025,0.24428462982177734
33118,2025,0.2552264630794525
33119,2025,0.334693044424057
33120,2025,0.9753834009170532
33121,2025,0.33900168538093567
33124,2025,0.9977715015411377
33125,2025,0.3328922390937805
33126,2025,0.6898486614227295
33127,2025,0.6442662477493286
33128,2025,1.0758165121078491
33129,2025,0.7631534934043884
33130,2025,1.743844985961914
33131,2025,0.32717034220695496
33134,2025,0.41845324635505676
33136,2025,0.8542819619178772
33137,2025,0.29892396926879883
33138,2025,0.950855016708374
33139,2025,0.28609228134155273
33140,2025,0.3766365051269531
33148,2025,0.8370766043663025
33149,2025,1.1245509386062622
33150,2025,0.572618305683136
33151,2025,0.698877215385437
33154,2025,1.6869406700134277
33155,2025,0.9387918710708618
33156,2025,0.3974021077156067
33159,2025,0.5028098225593567
33160,2025,0.6260970234870911
33162,2025,0.28404688835144043
33163,2025,0.7570175528526306
33164,2025,0.5999530553817749
33166,2025,0.40740764141082764
33167,2025,0.3827250003814697
33170,2025,0.4741615951061249
33172,2025,0.26241791248321533
33175,2025,0.6607282757759094
33176,2025,0.6249602437019348
33177,2025,1.288130760192871
33178,2025,0.44102945923805237
33179,2025,1.2366600036621094
33180,2025,0.4208441972732544
33181,2025,0.6908460259437561
33182,2025,0.5379226207733154
33184,2025,0.6043029427528381
33186,2025,0.6759318709373474
33190,2025,0.9329531788825989
33191,2025,1.0987690687179565
33192,2025,0.44557204842567444
33197,2025,0.543337881565094
33199,2025,0.2637034058570862
33205,2025,0.43721163272857666
33206,2025,0.5524412989616394
33207,2025,1.429314136505127
33208,2025,1.8236364126205444
33209,2025,0.35426414012908936
33210,2025,0.5142565965652466
33213,2025,0.4707494080066681
33214,2025,0.985580325126648
33215,2025,0.6422480940818787
33216,2025,0.4423286020755768
33217,2025,0.7005161046981812
33218,2025,0.39362964034080505
33220,2025,0.5583043694496155
33222,2025,0.835239052772522
33224,2025,0.5356308221817017
33226,2025,0.27487847208976746
33228,2025,0.2982822060585022
33229,2025,0.3847646713256836
33230,2025,1.5266809463500977
33234,2025,0.6732367277145386
33235,2025,0.5555381774902344
33236,2025,2.500349760055542
33237,2025,0.8933552503585815
33238,2025,0.8984898924827576
33239,2025,0.7512334585189819
33240,2025,1.0236748456954956
33243,2025,0.8043527603149414
33244,2025,0.6899363994598389
33245,2025,0.4184555113315582
33246,2025,0.47052520513534546
33248,2025,1.3478081226348877
33250,2025,0.9414898753166199
33252,2025,0.3290040194988251
33256,2025,0.26641345024108887
33259,2025,2.1373658180236816
33269,2025,0.580251157283783
33273,2025,0.9792909026145935
33276,2025,0.7514236569404602
33286,2025,0.33468708395957947
33287,2025,0.16930872201919556
33288,2025,0.38871273398399353
33289,2025,1.0665879249572754
33290,2025,0.32150542736053467
33293,2025,0.4151040017604828
33294,2025,0.9060402512550354
33299,2025,0.3851185142993927
33300,2025,0.6709708571434021
33301,2025,0.2651481628417969
33302,2025,0.7690280675888062
33303,2025,0.4847477674484253
33305,2025,0.9883100986480713
33317,2025,0.335323303937912
33319,2025,0.7830526828765869
33320,2025,0.972132682800293
33321,2025,0.4595198333263397
33322,2025,1.120363473892212
33323,2025,0.9537897109985352
33325,2025,1.1529301404953003
33327,2025,0.3835691213607788
33329,2025,1.0620856285095215
33340,2025,0.4002554416656494
33344,2025,0.8988577723503113
33346,2025,0.9435920119285583
33348,2025,0.35733848810195923
33351,2025,0.7663778066635132
33353,2025,0.6270196437835693
33355,2025,0.6162245273590088
33362,2025,1.2192621231079102
39655,2025,0.3974321782588959
220101,2025,0.5363916754722595
220814,2025,0.4566424489021301
