SWITCH_ID,YEAR,ACTUAL_COVERED,PRED_COVERED,PRED_FULL
74,2019,0.0,0.2974526882171631,0.2974526882171631
83,2019,0.0,0.30719587206840515,0.30719587206840515
171,2019,0.0,0.40821152925491333,0.40821152925491333
251,2019,0.0,0.3619000017642975,0.3619000017642975
259,2019,1.0,0.4670178294181824,0.4670178294181824
304,2019,0.0,0.43907663226127625,0.43907663226127625
318,2019,0.0,0.34110575914382935,0.34110575914382935
354,2019,0.0,0.31039029359817505,0.31039029359817505
376,2019,0.0,0.4449528157711029,0.4449528157711029
382,2019,0.0,0.40598660707473755,0.40598660707473755
394,2019,2.0,0.3975330889225006,0.3975330889225006
429,2019,0.0,0.4514765441417694,0.4514765441417694
438,2019,0.0,0.31561946868896484,0.31561946868896484
454,2019,0.0,0.4758758544921875,0.4758758544921875
493,2019,1.0,0.30773043632507324,0.30773043632507324
625,2019,0.0,0.4254017770290375,0.4254017770290375
650,2019,0.0,0.4386065602302551,0.4386065602302551
741,2019,0.0,0.41559478640556335,0.41559478640556335
756,2019,1.0,0.45759299397468567,0.45759299397468567
840,2019,0.0,0.38508275151252747,0.38508275151252747
851,2019,1.0,0.4592881202697754,0.4592881202697754
856,2019,1.0,0.37924253940582275,0.37924253940582275
893,2019,0.0,0.4484882950782776,0.4484882950782776
954,2019,0.0,0.33468538522720337,0.33468538522720337
1011,2019,0.0,0.41798651218414307,0.41798651218414307
1029,2019,0.0,0.3458295464515686,0.3458295464515686
1068,2019,0.0,0.36467331647872925,0.36467331647872925
1089,2019,1.0,0.3719310760498047,0.3719310760498047
1305,2019,0.0,0.6672606468200684,0.6672606468200684
1341,2019,0.0,0.401010662317276,0.401010662317276
1545,2019,0.0,0.2913379967212677,0.2913379967212677
1639,2019,1.0,0.3307974934577942,0.3307974934577942
2058,2019,1.0,0.3654172718524933,0.3654172718524933
2072,2019,0.0,0.4182949364185333,0.4182949364185333
2111,2019,0.0,0.3408266305923462,0.3408266305923462
2153,2019,1.0,0.3548462986946106,0.3548462986946106
2168,2019,0.0,0.2780422568321228,0.2780422568321228
2169,2019,0.0,0.4154045879840851,0.4154045879840851
2190,2019,0.0,0.3323895037174225,0.3323895037174225
2191,2019,0.0,0.37474432587623596,0.37474432587623596
2214,2019,1.0,0.3039291203022003,0.3039291203022003
2221,2019,0.0,0.4443618059158325,0.4443618059158325
2319,2019,0.0,0.3309367597103119,0.3309367597103119
2326,2019,0.0,0.4250998795032501,0.4250998795032501
2356,2019,0.0,0.3295970857143402,0.3295970857143402
2382,2019,0.0,0.48035526275634766,0.48035526275634766
2422,2019,0.0,0.43815848231315613,0.43815848231315613
2429,2019,0.0,0.3360830843448639,0.3360830843448639
2435,2019,0.0,0.44425833225250244,0.44425833225250244
2472,2019,0.0,0.3744993209838867,0.3744993209838867
2508,2019,0.0,0.28656789660453796,0.28656789660453796
2519,2019,0.0,0.3364821672439575,0.3364821672439575
2522,2019,0.0,0.4047759771347046,0.4047759771347046
2574,2019,0.0,0.3294641077518463,0.3294641077518463
2576,2019,0.0,0.3519391119480133,0.3519391119480133
2588,2019,0.0,0.3922145962715149,0.3922145962715149
2590,2019,0.0,0.3527492582798004,0.3527492582798004
2609,2019,0.0,0.3609554171562195,0.3609554171562195
2670,2019,0.0,0.4135572016239166,0.4135572016239166
2685,2019,0.0,0.368028849363327,0.368028849363327
2695,2019,0.0,0.3955652713775635,0.3955652713775635
2698,2019,0.0,0.3804797828197479,0.3804797828197479
2726,2019,0.0,0.2767961025238037,0.2767961025238037
2759,2019,0.0,0.37578386068344116,0.37578386068344116
2762,2019,0.0,0.32060471177101135,0.32060471177101135
2778,2019,0.0,0.373148649930954,0.373148649930954
2865,2019,0.0,0.482149600982666,0.482149600982666
2890,2019,2.0,0.29494866728782654,0.29494866728782654
2923,2019,1.0,0.5275631546974182,0.5275631546974182
2951,2019,1.0,0.3883432149887085,0.3883432149887085
2965,2019,1.0,0.6071807146072388,0.6071807146072388
2985,2019,0.0,0.3137247562408447,0.3137247562408447
3725,2019,0.0,0.41253015398979187,0.41253015398979187
3733,2019,2.0,0.3319128453731537,0.3319128453731537
4011,2019,0.0,0.43130040168762207,0.43130040168762207
4014,2019,0.0,0.3878641128540039,0.3878641128540039
4063,2019,0.0,0.3913778066635132,0.3913778066635132
4077,2019,1.0,0.46643275022506714,0.46643275022506714
4117,2019,0.0,0.29096323251724243,0.29096323251724243
4132,2019,0.0,0.32949286699295044,0.32949286699295044
4211,2019,0.0,0.405738890171051,0.405738890171051
4250,2019,1.0,0.388969749212265,0.388969749212265
4282,2019,0.0,0.4022517800331116,0.4022517800331116
4313,2019,0.0,0.3435947895050049,0.3435947895050049
4371,2019,0.0,0.4033190608024597,0.4033190608024597
4373,2019,0.0,0.3835162818431854,0.3835162818431854
4450,2019,1.0,0.41216394305229187,0.41216394305229187
4482,2019,0.0,0.4515431523323059,0.4515431523323059
4510,2019,0.0,0.4149762988090515,0.4149762988090515
4521,2019,2.0,0.3821030259132385,0.3821030259132385
4550,2019,0.0,0.44405144453048706,0.44405144453048706
4553,2019,0.0,0.31048205494880676,0.31048205494880676
4583,2019,0.0,0.32859715819358826,0.32859715819358826
4606,2019,1.0,0.4037160277366638,0.4037160277366638
4607,2019,0.0,0.4012184143066406,0.4012184143066406
4629,2019,1.0,0.4725935757160187,0.4725935757160187
4637,2019,0.0,0.3678712844848633,0.3678712844848633
4650,2019,0.0,0.3251221776008606,0.3251221776008606
4654,2019,0.0,0.38593152165412903,0.38593152165412903
4722,2019,0.0,0.41713595390319824,0.41713595390319824
4734,2019,0.0,0.36992597579956055,0.36992597579956055
4767,2019,0.0,0.43743717670440674,0.43743717670440674
4779,2019,0.0,0.3711491525173187,0.3711491525173187
4780,2019,0.0,0.38211536407470703,0.38211536407470703
4794,2019,1.0,0.40240031480789185,0.40240031480789185
4797,2019,0.0,0.4009847939014435,0.4009847939014435
4804,2019,1.0,0.36612966656684875,0.36612966656684875
4814,2019,0.0,0.3639174997806549,0.3639174997806549
4816,2019,2.0,0.3858858048915863,0.3858858048915863
4837,2019,0.0,0.5333139300346375,0.5333139300346375
4842,2019,1.0,0.4251152276992798,0.4251152276992798
4871,2019,0.0,0.34227508306503296,0.34227508306503296
4875,2019,0.0,0.3192574381828308,0.3192574381828308
4882,2019,0.0,0.45556581020355225,0.45556581020355225
4889,2019,0.0,0.36460715532302856,0.36460715532302856
4896,2019,0.0,0.4197623133659363,0.4197623133659363
4908,2019,2.0,0.38806483149528503,0.38806483149528503
4954,2019,0.0,0.35956597328186035,0.35956597328186035
4982,2019,0.0,0.3976249098777771,0.3976249098777771
