TN,FP,FN,TP,Acc,Prec,Rec,F1,Spec,thr,Pos,W
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.15, 'i': 0.2588997487171753, 'd': 0.18462609630041665, 'l': 0.1277123518882146, 'a': 0.04816376088749824, 's': 0.03929182198935771, 'f': 0.017034280992350163, 'r': 0.014335709654831615, 'c': 0.009936229570155674, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.15000000000000002, 'i': 0.27179799152316036, 'd': 0.1668353976823194, 'l': 0.14971360399675795, 'a': 0.030055928872749323, 's': 0.02806133562067264, 'f': 0.025968549589342114, 'r': 0.024054801468473806, 'c': 0.003512391246524344, 'p': 0.15000000000000002}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.22,990.0,"{'u': 0.15, 'i': 0.27992876499715835, 'd': 0.16109629463242559, 'l': 0.14684984528461803, 'a': 0.057233162574209365, 's': 0.03594572163585816, 'f': 0.009695317571609194, 'r': 0.005093708035739572, 'c': 0.004157185268381678, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.15, 'i': 0.24639611366656233, 'd': 0.18210256358932642, 'l': 0.15833913855797116, 'a': 0.050042684452148364, 's': 0.0350868709225008, 'f': 0.012104599364768858, 'r': 0.011526100901387695, 'c': 0.004401928545334301, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.24,990.0,"{'u': 0.15, 'i': 0.19844781157788363, 'd': 0.19013081084973033, 'l': 0.1479786862697046, 'a': 0.06663762697504062, 's': 0.052374089967141324, 'f': 0.01790639130151888, 'r': 0.01613621733817962, 'c': 0.0103883657208011, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.14999999999999997, 'i': 0.24987495098416926, 'd': 0.17356418787405517, 'l': 0.15665052939329532, 'a': 0.04170252739226817, 's': 0.03809162581077303, 'f': 0.01744202702342405, 'r': 0.01742646720662032, 'c': 0.005247684315394655, 'p': 0.14999999999999997}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.24,990.0,"{'u': 0.15000000000000002, 'i': 0.23358457882593683, 'd': 0.17636466175905172, 'l': 0.13324471542524027, 'a': 0.05090714444815067, 's': 0.04571583786713188, 'f': 0.027854533294694176, 'r': 0.02336215937053052, 'c': 0.008966369009263982, 'p': 0.15000000000000002}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.24,990.0,"{'u': 0.15000000000000002, 'i': 0.24550218520647069, 'd': 0.17788785513750474, 'l': 0.1446242863440851, 'a': 0.037685695140558556, 's': 0.027501702490034124, 'f': 0.0253469607010303, 'r': 0.024036119653244644, 'c': 0.017415195327071906, 'p': 0.15000000000000002}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.24,990.0,"{'u': 0.15, 'i': 0.25008649562779145, 'd': 0.1613651250127604, 'l': 0.1499434264906051, 'a': 0.04836728012507413, 's': 0.03286598205412895, 'f': 0.02550045564714519, 'r': 0.021348054644816643, 'c': 0.010523180397678229, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.15, 'i': 0.2701816666450265, 'd': 0.1593199333621378, 'l': 0.1384591648205352, 'a': 0.046775983503915444, 's': 0.03708299672538422, 'f': 0.02525243095998557, 'r': 0.01896340971800816, 'c': 0.003964414265007184, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.15, 'i': 0.24468001583962917, 'd': 0.18378945937304994, 'l': 0.13477338478072148, 'a': 0.05796409576656867, 's': 0.030592440072792423, 'f': 0.029785871112142398, 'r': 0.0120335431679703, 'c': 0.0063811898871255785, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.24,990.0,"{'u': 0.15, 'i': 0.2411539719247338, 'd': 0.15587098903813756, 'l': 0.1299406480973091, 'a': 0.059744902216407623, 's': 0.05015551955989771, 'f': 0.03735446279663482, 'r': 0.015147416074894619, 'c': 0.010632090291984753, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.24,990.0,"{'u': 0.15, 'i': 0.22106391061634606, 'd': 0.17390161994845588, 'l': 0.14640851649152228, 'a': 0.06387179338336718, 's': 0.04399388329657294, 'f': 0.023733670785471003, 'r': 0.014623609747219967, 'c': 0.01240299573104474, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.15, 'i': 0.2764373246263649, 'd': 0.18052562589836582, 'l': 0.13065113349042157, 'a': 0.054895268512573855, 's': 0.02028220244544941, 'f': 0.018297698334435498, 'r': 0.010496453696485135, 'c': 0.008414292995903768, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.14999999999999997, 'i': 0.24110187756152043, 'd': 0.17049837561752548, 'l': 0.164395422781935, 'a': 0.040556148949393675, 's': 0.03342133405355599, 'f': 0.02273894274113772, 'r': 0.019965490688744248, 'c': 0.007322407606187466, 'p': 0.14999999999999997}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.15, 'i': 0.25996194216567503, 'd': 0.17893970735592662, 'l': 0.1368885868731416, 'a': 0.052755612975006444, 's': 0.03585214689363261, 'f': 0.018502130373586858, 'r': 0.008734423133424303, 'c': 0.008365450229606615, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.24,990.0,"{'u': 0.15000000000000002, 'i': 0.21364250940153506, 'd': 0.17703043848621114, 'l': 0.14929152222991066, 'a': 0.05686076570207832, 's': 0.05339722829282931, 'f': 0.02421096815661027, 'r': 0.019910867462934086, 'c': 0.005655700267891137, 'p': 0.15000000000000002}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.15, 'i': 0.26507858683726654, 'd': 0.15133411670455998, 'l': 0.14215799379444952, 'a': 0.05532211186625434, 's': 0.04037498229216963, 'f': 0.03692739957050567, 'r': 0.0051236810176585905, 'c': 0.003681127917135908, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.15, 'i': 0.26065173550257614, 'd': 0.17052942441032098, 'l': 0.158458879144788, 'a': 0.04087786818596517, 's': 0.033158546069259255, 'f': 0.01889678487478861, 'r': 0.013618819189622731, 'c': 0.0038079426226791187, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.22,990.0,"{'u': 0.15, 'i': 0.302041248604916, 'd': 0.17762353572933154, 'l': 0.13736363219714262, 'a': 0.042771789719119185, 's': 0.013698327972925507, 'f': 0.013296165434365617, 'r': 0.011510381887065099, 'c': 0.0016949184551343186, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.23,990.0,"{'u': 0.15, 'i': 0.25306369022710634, 'd': 0.162295560576888, 'l': 0.15929515710665254, 'a': 0.04796349870445646, 's': 0.04221513137584359, 'f': 0.024725331001160214, 'r': 0.007287008735345943, 'c': 0.0031546222725468967, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.24,990.0,"{'u': 0.15, 'i': 0.2596373385034846, 'd': 0.1475175625490121, 'l': 0.1102960129200328, 'a': 0.06017955775139352, 's': 0.046643052352095093, 'f': 0.044148873938898645, 'r': 0.016804720202236355, 'c': 0.014772881782846881, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.24,990.0,"{'u': 0.15, 'i': 0.27618789078745065, 'd': 0.14611386131808812, 'l': 0.12391401219749268, 'a': 0.04688171825187215, 's': 0.034252966220097755, 'f': 0.0339592115543092, 'r': 0.019790158289895422, 'c': 0.01890018138079401, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.22,990.0,"{'u': 0.15, 'i': 0.2651281852741227, 'd': 0.19450219777730154, 'l': 0.1470101201218269, 'a': 0.04753447130464679, 's': 0.024093735119932465, 'f': 0.01612473691764412, 'r': 0.004795266578117449, 'c': 0.0008112869064078449, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.22,990.0,"{'u': 0.15, 'i': 0.2996220548468623, 'd': 0.16404411956616655, 'l': 0.1505211175227166, 'a': 0.046996900663620486, 's': 0.021720108617772356, 'f': 0.01174730356939909, 'r': 0.00446807871222186, 'c': 0.0008803165012408062, 'p': 0.15}"
9.0,504.0,1.0,486.0,0.495,0.4909090909090909,0.997946611909651,0.6580907244414353,0.017543859649122806,0.24,990.0,"{'u': 0.15, 'i': 0.20421325433406906, 'd': 0.1908844147770997, 'l': 0.1648517535798016, 'a': 0.04218356112229706, 's': 0.041856182375124305, 'f': 0.029258770106909797, 'r': 0.015058249450516408, 'c': 0.011693814254182014, 'p': 0.15}"
