FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,LOCATION,RANK,LATEST_DT_DATE,DT_LOAD,DT_LOAD_CAL,Month_01_cumulative_diff,Month_02_cumulative_diff,Month_03_cumulative_diff,Month_04_cumulative_diff,Month_05_cumulative_diff,Month_06_cumulative_diff,Month_07_cumulative_diff,Month_08_cumulative_diff,Month_09_cumulative_diff,Month_10_cumulative_diff,Month_11_cumulative_diff,Month_12_cumulative_diff
15454,15454-38196,1S-MH-MU-ZST-RSTN-24TH,1S-MH-MU-ZST-CL02-1238,1S-MH-MU-ZST-CL02-1238,0,2025-04-04,127.425882352941,7.04013085915752,60.74174414084248,68.21122330750916,78.03444911396078,87.24945247417581,68.88898323210424,74.64952604722781,82.67229434084247,82.67229434084248,72.79809830750915,83.7315740019536,70.91557459538794,61.23413997417581
15454,38195-34116,1S-MH-MU-ZST-CL02-1238,1S-MH-MU-ZST-CL02-0894,1S-MH-MU-ZST-CL02-0894,1,2025-04-04,233.628926553672,12.907724749879986,47.834019390962496,55.30349855762917,65.12672436408079,74.34172772429582,55.98125848222425,61.74180129734782,69.76456959096248,69.7645695909625,59.89037355762916,70.82384925207361,58.00784984550795,48.32641522429583
15454,34114-32764,1S-MH-MU-ZST-CL02-0894,1S-MH-MU-ZST-CL01-0860,1S-MH-MU-ZST-CL01-0860,2,2025-04-04,134.062122905028,7.40677538252159,40.42724400844091,47.89672317510758,57.7199489815592,66.93495234177423,48.57448309970266,54.33502591482623,62.35779420844089,62.35779420844091,52.48359817510757,63.41707386955203,50.60107446298636,40.91963984177424
15454,32766-31556,1S-MH-MU-ZST-CL01-0860,1S-MH-MU-ZST-CL02-0815,1S-MH-MU-ZST-CL02-0815,3,2025-04-04,245.58708994709,13.568399281382703,26.858844727058205,34.32832389372488,44.151549700176496,53.36655306039153,35.00608381831996,40.76662663344353,48.78939492705819,48.789394927058204,38.91519889372487,49.848674588169324,37.03267518160366,27.35124056039154
15454,31555-04467,1S-MH-MU-ZST-CL02-0815,1S-MH-MU-ZST-CL02-0054,1S-MH-MU-ZST-CL02-0054,4,2025-04-04,364.485990338164,20.137424367233145,6.721420359825061,14.190899526491734,24.01412533294335,33.22912869315839,14.868659451086813,20.629202266210385,28.651970559825045,28.65197055982506,18.777774526491726,29.71125022093618,16.895250814370513,7.213816193158394
15454,04465-17733,1S-MH-MU-ZST-CL02-0054,1S-MH-MU-ZST-CL02-0003,1S-MH-MU-ZST-CL02-0003,5,2025-04-04,199.465048543689,11.020210475657477,-19.795790357998502,-12.326311191331829,-2.5030853848802117,6.711917975334824,-11.64855126673675,-5.888008451613178,2.1347598420014826,2.134759842001497,-7.739436191331837,3.1940395031126165,-9.62195990345305,-19.30339452466517
15454,04466-35381,1S-MH-MU-ZST-CL02-0054,1S-MH-MU-ZST-CL02-0645,1S-MH-MU-ZST-CL02-0645,5,,,,,,,,,,,,,,,
15454,40767-09016,1S-MH-MU-ZST-CL02-0054,1S-MH-MU-ZST-CL02-0526,1S-MH-MU-ZST-CL02-0526,5,2025-04-04,280.494634146341,15.497000242166086,,,,,,,,,,,,
15454,17731-38557,1S-MH-MU-ZST-CL02-0003,1S-MH-MU-ZST-CL02-1240,1S-MH-MU-ZST-CL02-1240,6,2025-04-04,118.430769230769,6.543161387150138,-26.33895174514864,-18.869472578481968,-9.04624677203035,0.16875658818468597,-18.19171265388689,-12.431169838763317,-4.408401545148656,-4.408401545148641,-14.282597578481976,-3.3491218840375216,-16.16512129060319,-25.846555911815308
15454,38558-10421,1S-MH-MU-ZST-CL02-1240,1S-MH-MU-ZST-CL03-0344,1S-MH-MU-ZST-CL03-0344,7,2025-04-04,295.293658536585,16.314629018764286,-42.65358076391293,-35.184101597246254,-25.360875790794637,-16.1458724305796,-34.506341672651175,-28.745798857527603,-20.723030563912943,-20.72303056391293,-30.597226597246262,-19.66375090280181,-32.479750309367475,-42.161184930579594
