FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,LOCATION,RANK,LATEST_DT_DATE,DT_LOAD,DT_LOAD_CAL
34378,07497-10272,1S-MH-MU-ZET-CL06-8267,1S-MH-MU-ZET-CL06-8268,1S-MH-MU-ZET-CL06-8268,6,2025-04-04,425.330909090909,23.499034914670297
41741,41741-14088,1S-MH-MU-ZNT-RSTN-VAZI,1S-MH-MU-ZNT-CL07-6544,1S-MH-MU-ZNT-CL07-6544,0,2025-04-04,372.616425120773,20.586621373009987
41741,41697-41695,1S-MH-MU-ZNT-CL07-6544,1S-MH-MU-ZNT-CL06-6921,1S-MH-MU-ZNT-CL06-6921,1,2025-04-04,174.205242718447,9.624635768204735
41741,14090-14650,1S-MH-MU-ZNT-CL07-6544,1S-MH-MU-ZNT-CL07-6543,1S-MH-MU-ZNT-CL07-6543,1,2025-04-04,276.685853658537,15.286569578059115
41741,35674-40664,1S-MH-MU-ZNT-CL06-6921,1S-MH-MU-ZNT-CL07-7458,1S-MH-MU-ZNT-CL07-7458,2,2025-04-04,402.271578947368,22.225033913167344
41741,35675-40489,1S-MH-MU-ZNT-CL06-6921,1S-MH-MU-ZNT-CL07-7571,1S-MH-MU-ZNT-CL07-7571,2,2025-04-04,218.936140350877,12.09596550879584
41741,14651-17737,1S-MH-MU-ZNT-CL07-6543,1S-MH-MU-ZNT-CL07-6802,1S-MH-MU-ZNT-CL07-6802,2,2025-04-04,281.785333333333,15.568309861596964
41741,40662-42159,1S-MH-MU-ZNT-CL07-7458,1S-MH-MU-ZNT-CL06-7977,1S-MH-MU-ZNT-CL06-7977,3,2025-04-04,438.0,24.198987359335515
41741,40488-36021,1S-MH-MU-ZNT-CL07-7571,1S-MH-MU-ZNT-CL07-7400,1S-MH-MU-ZNT-CL07-7400,3,2025-04-04,219.227234042553,12.112048094561251
41741,17739-27028,1S-MH-MU-ZNT-CL07-6802,1S-MH-MU-ZNT-CL07-6958,1S-MH-MU-ZNT-CL07-6958,3,2025-04-04,183.750917874396,10.152023148193624
