SWITCH_ID,YEAR,TARGET_FAULT,cycle_pm,load_range_idx,hist_faults_cum,joint_density,i_mtbf_inv,log1p_LENGTH_KM,recent_8m,recent_24m,log1p_hist_faults_cum,log1p_age_frac
1175,2017,0,2.0833333333333335,0.9972983349712398,0,5.301959200161583,0.0,1.6015670180535313,0,0,0.0,0.0
33109,2017,1,0.25,1.0684347266289602,0,6.292827410146605,0.0,1.6039784365795653,0,0,0.0,0.0
33115,2017,0,0.75,1.0717945447201138,0,5.180005180005181,0.0,0.7693208747827877,0,0,0.0,0.0
33070,2017,3,0.16666666666666666,1.0259929906542056,1,5.472192621180266,0.0,1.4978580969623572,1,1,0.6931471805599453,0.0
33052,2017,2,0.5,0.9913940492146572,0,5.897718231793302,0.0,1.4795893299316618,0,0,0.0,0.0
33116,2017,0,1.25,1.0321339434276207,0,5.222159362896557,0.0,0.7649793507540567,0,0,0.0,0.0
33238,2017,0,1.5833333333333333,1.0661679983377723,0,0.0,0.0,1.4258835160055647,0,0,0.0,0.0
33055,2017,2,0.16666666666666666,0.9024773291453467,1,7.185055085422322,0.0,1.559785376529029,1,1,0.6931471805599453,0.0
33251,2017,0,0.8333333333333334,0.95198346624602,0,6.272768944968516,0.0,1.6380059327511578,0,0,0.0,0.0
33045,2017,0,3.75,0.9508963820005811,0,5.496770647244744,0.0,1.7134600328404468,0,0,0.0,0.0
33299,2017,0,1.8333333333333333,1.2265370523089205,0,6.892426133999168,0.0,2.162126908298444,0,0,0.0,0.0
33181,2017,3,0.08333333333333333,1.2230838575363205,0,7.610023794722289,0.0,2.335032921859898,0,0,0.0,0.29170740082774327
33088,2017,2,0.9166666666666666,0.999649564491661,0,8.20896747607086,0.0,1.9588122718391172,0,0,0.0,0.08563661802859213
33232,2017,0,0.25,0.9954988575954496,0,6.168524077805651,0.0,1.2330557652176004,0,0,0.0,0.05108304445828545
33307,2017,0,0.0,0.0,0,4.918723942474354,0.0,1.661916504079231,0,0,0.0,0.0
33175,2017,0,1.0833333333333333,1.0315593229771398,0,6.742152332983006,0.0,1.798884029170351,0,0,0.0,0.0163705966017858
33305,2017,0,2.1666666666666665,1.020904089851233,0,5.136106831022086,0.0,1.6645698298720997,0,0,0.0,0.0
33093,2017,0,0.75,0.9367554042304657,0,7.168030583597157,0.0,1.4697619663611536,0,0,0.0,0.0
33289,2017,0,1.1666666666666667,1.0313027258467933,0,6.022527508301321,0.0,1.9662168509652078,0,0,0.0,0.0
33290,2017,0,0.9166666666666666,1.1464811944131277,0,4.809233728759217,0.0,1.0547997157114566,0,0,0.0,0.0
33043,2017,0,0.5,0.9702225130890052,0,6.6735424376630474,0.0,1.457824012258812,0,0,0.0,0.0
33176,2017,0,0.3333333333333333,0.9725619535052368,0,7.553496145629815,0.0,1.7968768530554844,0,0,0.0,0.0163705966017858
33229,2017,1,1.9166666666666667,1.0221863742874129,0,7.111149420333578,0.0,1.7299904428304231,0,0,0.0,0.0
33291,2017,0,1.3333333333333333,1.0567015009757252,0,4.491242077948001,0.0,1.0999114443997298,0,0,0.0,0.0
33087,2017,1,0.16666666666666666,0.9746432869176552,1,8.588141882585516,0.0,1.970086949194804,1,1,0.6931471805599453,0.0
33231,2017,0,0.9166666666666666,0.9918183974071828,0,6.554798112218143,0.0,1.1904011242958414,0,0,0.0,0.05108304445828545
33027,2017,1,0.9166666666666666,0.9183874868535051,0,10.25126504972954,0.0,1.7200486216740547,0,0,0.0,0.0
33059,2017,0,0.9166666666666666,0.9645167943654657,0,9.991458914154029,0.0,1.9748168663362198,0,0,0.0,0.0
33230,2017,1,1.9166666666666667,1.2464199827388285,1,9.143213951206459,0.0,1.7018712307651875,1,1,0.6931471805599453,0.0
33101,2017,1,1.75,1.089417919316503,0,6.9186473512224715,0.0,2.3413153012540837,0,0,0.0,0.3756182685598206
33044,2017,0,1.1666666666666667,0.9396587420896757,0,6.488566697990783,0.0,1.699168921203694,0,0,0.0,0.0
33306,2017,0,1.9166666666666667,0.9804924781700834,0,4.916881292437369,0.0,1.6622200978730697,0,0,0.0,0.0
33339,2017,0,0.3333333333333333,1.0694141120906242,0,8.858319003699652,0.0,1.071275349592815,0,0,0.0,0.0
33170,2017,3,0.3333333333333333,0.9847761433459346,1,6.928854521770461,0.0,1.5278156245470071,1,1,0.6931471805599453,0.0
33102,2017,0,0.25,0.9833694069234569,0,10.04276544284411,0.0,1.522718129290489,0,0,0.0,0.10504952568034576
33050,2017,0,0.6666666666666666,0.9891624308745893,0,5.933144298196737,0.0,1.5844334912364773,0,0,0.0,0.0
33277,2017,0,0.6666666666666666,0.9860839671621672,0,5.477643440044895,0.0,1.8960245851545976,0,0,0.0,0.0
33172,2017,0,0.9166666666666666,0.9776995305164318,0,7.510849004117057,0.0,1.5249252292891122,0,0,0.0,0.0
33340,2017,0,0.4166666666666667,1.0522475310577069,0,10.783240687323762,0.0,1.0489772677076652,0,0,0.0,0.22258409104183527
33051,2017,0,0.25,1.007958864728241,0,4.874266090617038,0.0,1.707199630216596,0,0,0.0,0.282314215156702
33300,2017,0,0.6666666666666666,1.0070840912898116,0,4.223971885243132,0.0,1.9342134370229886,0,0,0.0,0.3650314435972564
33293,2017,0,1.25,0.9436926969481585,0,5.770247960377631,0.0,1.9794692611528735,0,0,0.0,0.0
33295,2017,0,0.6666666666666666,0.9182822278060375,0,5.003573981415297,0.0,0.8750519838575576,0,0,0.0,0.1194525992981777
33015,2017,1,0.25,0.9281188997187838,0,9.173341759217616,0.0,2.180285246890369,0,0,0.0,0.0
33279,2017,0,3.6666666666666665,0.9136543101837991,0,6.392368209706869,0.0,1.0009266897884967,0,0,0.0,0.0
33281,2017,0,4.416666666666667,1.0483705439265727,0,6.054401216692469,0.0,0.9751975496980145,0,0,0.0,0.0
33341,2017,0,0.0,0.0,0,7.3210564847665704,0.0,1.0209029676404,0,0,0.0,0.0
33343,2017,0,0.6666666666666666,1.0041117279666898,0,5.688605722737357,0.0,1.0144695205556817,0,0,0.0,0.0
33240,2017,0,0.3333333333333333,0.9405858079600896,0,8.638609183921387,0.0,1.5484769840729586,0,0,0.0,0.1194525992981777
33049,2017,0,0.5833333333333334,0.9506858676542721,0,7.417663930372861,0.0,1.1059850429975229,0,0,0.0,0.0
33167,2017,0,0.6666666666666666,0.9101213624782085,0,6.524966151738088,0.0,1.964353309277371,0,0,0.0,0.026020113378168397
33356,2017,0,2.0833333333333335,1.3338502337288745,0,0.6052499379618814,0.0,0.9753932547089702,0,0,0.0,0.0
33259,2017,0,4.916666666666667,0.9567140483532575,0,7.691017464336998,0.0,1.9616463965751334,0,0,0.0,0.41347052673416274
33126,2017,0,0.9166666666666666,1.1232962825385033,0,11.047295928825955,0.0,0.5959085925711954,0,0,0.0,0.0
33155,2017,0,1.5,0.9633672391083333,0,6.658026537975431,0.0,1.6781511448256845,0,0,0.0,0.026020113378168397
33208,2017,1,5.083333333333333,0.9453843657099019,0,10.530954784228715,0.0,1.9833763018894515,0,0,0.0,0.0
33370,2017,0,1.25,1.1043899801069972,0,0.0,0.0,0.9937653448134094,0,0,0.0,0.0
33009,2017,0,0.25,0.9783204296877827,0,6.563855757272039,0.0,1.5049743277467362,0,0,0.0,0.0
33166,2017,0,0.4166666666666667,0.898914437499683,0,7.358603212831572,0.0,1.9622461302135352,0,0,0.0,0.0
33376,2017,0,0.0,1.0599999999999998,0,8.581786262031358,0.0,0.5964606039559859,0,0,0.0,0.0
33006,2017,0,0.5,1.0227368260155145,0,7.8038687121721395,0.0,1.3058901089303447,0,0,0.0,0.0
33056,2017,1,0.25,0.9719354770010556,0,7.390321937583237,0.0,1.836919560584957,0,0,0.0,0.0633461120550541
33156,2017,0,0.16666666666666666,0.9257960487178685,0,7.232902348792044,0.0,1.764559206776937,0,0,0.0,0.0
33127,2017,0,0.16666666666666666,0.9555555555555556,0,5.653965974432766,0.0,0.7232893077800195,0,0,0.0,0.0
33081,2017,0,2.75,0.9924274980140901,0,7.287265668863335,0.0,1.3910244067951552,0,0,0.0,0.0
33346,2017,0,3.25,0.9541335772350574,0,5.950127116352031,0.0,1.046862749866026,0,0,0.0,0.0
33269,2017,0,0.9166666666666666,1.26266213712168,0,7.097481543168235,0.0,1.9340677321929625,0,0,0.0,0.0
33030,2017,2,0.25,0.9674012337313599,0,8.398320335932814,0.0,0.9809542451998772,0,0,0.0,0.05323625747441258
33020,2017,0,1.1666666666666667,0.9893830544441743,0,6.039779599047218,0.0,2.134237799769757,0,0,0.0,0.0
33104,2017,2,0.8333333333333334,0.9155796683212127,0,8.112980797910707,0.0,2.4403482565323174,0,0,0.0,0.08721506537968843
33152,2017,0,1.75,0.9382057235861654,0,4.979854226085381,0.0,1.1659281992862895,0,0,0.0,0.12229464262871279
33107,2017,0,0.16666666666666666,0.8987230113606351,0,6.69947963149965,0.0,1.8753063378443067,0,0,0.0,0.0
33032,2017,2,0.9166666666666666,0.9626653938960043,0,7.177737247749603,0.0,2.251133891402967,0,0,0.0,0.0
33040,2017,0,0.8333333333333334,0.9238875409807555,0,6.069944436662465,0.0,1.1447640546892537,0,0,0.0,0.0
33276,2017,0,0.6666666666666666,0.9363665029039901,0,7.781233487275482,0.0,2.3764941667973734,0,0,0.0,0.0
33354,2017,0,0.16666666666666666,0.9567541909921379,0,6.900258299669018,0.0,2.6421233388872354,0,0,0.0,0.029823628603851154
33105,2017,1,0.16666666666666666,0.9526927819914792,0,7.501358634231583,0.0,2.4097787474258396,0,0,0.0,0.0
33080,2017,0,0.9166666666666666,0.9219406035765297,0,5.492242207881366,0.0,1.158420891356971,0,0,0.0,0.0
33074,2017,0,2.1666666666666665,1.1653044947724185,0,8.022314591229936,0.0,1.9071702117393767,0,0,0.0,0.0
33330,2017,0,0.0,0.0,0,5.584096493187403,0.0,0.6394298980539574,0,0,0.0,0.0
33120,2017,1,0.08333333333333333,0.9612855136188236,0,6.521872885005845,0.0,2.2111822695207017,0,0,0.0,0.12754155226519054
33239,2017,0,0.9166666666666666,0.9700664698396303,0,6.525380660000031,0.0,1.2823805762200413,0,0,0.0,0.0
33084,2017,1,0.25,0.9344559924759216,0,7.045337923762399,0.0,2.0557910608814467,0,0,0.0,0.0
33329,2017,0,0.16666666666666666,0.9837536143820977,0,7.2971044127434705,0.0,2.6005169564068358,0,0,0.0,0.10870487305395343
33294,2017,0,1.0833333333333333,0.9448709716444716,0,8.053255559534001,0.0,1.765203630242281,0,0,0.0,0.0
33002,2017,0,0.16666666666666666,0.9285302010242894,2,7.751525553080157,0.0006013048314843209,1.8985642414451052,2,2,1.0986122886681096,0.0
33106,2017,0,0.16666666666666666,0.9667583418933698,0,6.686366814787287,0.0,1.8995978125338926,0,0,0.0,0.0
33124,2017,1,0.4166666666666667,0.9352553647382391,0,7.631895475030783,0.0,2.4744699598480904,0,0,0.0,0.0
33121,2017,0,0.4166666666666667,0.9131663259255327,0,1.571387670452349,0.0,1.9965763754482464,0,0,0.0,0.0
33179,2017,0,1.0833333333333333,0.9387862435724479,0,2.44494094856374,0.0,2.1237144947869493,0,0,0.0,0.0
33336,2017,0,0.0,0.0,0,4.467277194549922,0.0,0.6394298980539574,0,0,0.0,0.0
33075,2017,3,0.6666666666666666,0.9552756790672137,0,7.267154026239513,0.0,1.8724508895189778,0,0,0.0,0.16577459989511428
33039,2017,1,0.3333333333333333,0.9476717310764419,0,0.0,0.0,0.009950330853168083,0,0,0.0,0.024952531540045352
33292,2017,0,0.8333333333333334,0.9915806023624579,0,4.299394176275161,0.0,1.2693391077571887,0,0,0.0,0.0
33320,2017,0,0.25,1.0678024811731046,0,2.209456473707468,0.0,0.37335505418993076,0,0,0.0,0.0
33321,2017,0,0.5,0.9643912440451065,0,2.209456473707468,0.0,0.37335505418993076,0,0,0.0,0.0
33060,2017,0,1.4166666666666667,1.0026585620433475,0,0.0,0.0,0.044028368604430795,0,0,0.0,0.0
33149,2017,2,0.0,0.0,0,0.0,0.0,0.014842306002902443,0,0,0.0,0.0
33159,2017,1,4.583333333333333,0.9196656982609045,0,5.39490720759603,0.0,1.0485813550625447,0,0,0.0,0.0
33201,2017,0,0.8333333333333334,1.466666666666667,0,7.354805985290388,0.0,1.5979724343248223,0,0,0.0,0.0
33198,2017,0,1.5,0.0,0,0.0,0.0,0.09075436326846414,0,0,0.0,0.0
33186,2017,0,0.0,1.0048169556840079,0,6.798426649832468,0.0,1.9710068611711413,0,0,0.0,0.003202064551365375
33139,2017,3,0.3333333333333333,0.9141712843330984,0,6.9864114297691,0.0,1.3513664208186043,0,0,0.0,0.024647298702253278
33362,2017,0,0.0,0.0,0,12.237591082642199,0.0,0.4523537830525898,0,0,0.0,0.0
33273,2017,0,0.3333333333333333,1.0065417692179708,0,7.26348284002179,0.0,1.1640254272163417,0,0,0.0,0.0
33218,2017,0,5.75,0.9810538750454344,0,7.49512816669165,0.0,0.5110855899718483,0,0,0.0,0.0
33219,2017,0,5.416666666666667,0.9775776642957019,0,12.042751768779166,0.0,0.5094046146105438,0,0,0.0,0.0
33254,2017,0,0.0,0.0,0,0.0,0.0,0.019802627296179712,0,0,0.0,0.0
33096,2017,0,2.3333333333333335,0.8457173976367481,0,7.392722357687014,0.0,0.5942154006716838,0,0,0.0,0.0
33349,2017,0,0.25,0.9030795413607623,0,0.0,0.0,0.09531017980432487,0,0,0.0,0.0
33298,2017,0,0.08333333333333333,0.9485139746294706,0,0.0,0.0,0.017839918128331,0,0,0.0,0.0
33371,2017,0,0.0,0.0,0,0.0,0.0,0.03113813695992532,0,0,0.0,0.0
33375,2017,0,0.0,0.0,0,0.0,0.0,0.07696104113612832,0,0,0.0,0.0
1143,2017,0,0.25,0.9132204902673593,0,0.0,0.0,0.09531017980432487,0,0,0.0,0.0
33047,2017,0,3.3333333333333335,0.9420521836150818,0,0.0,0.0,0.09531017980432487,0,0,0.0,0.0
33196,2017,0,1.75,1.0852454760728893,0,0.0,0.0,0.09531017980432487,0,0,0.0,0.0
33322,2017,0,0.3333333333333333,0.9405090371676984,0,0.0,0.0,0.09531017980432487,0,0,0.0,0.0
33323,2017,0,0.6666666666666666,0.922970320173838,0,0.0,0.0,0.09531017980432487,0,0,0.0,0.0
33094,2017,3,1.1666666666666667,1.113109355114311,0,6.077420256649458,0.0,0.284492240342466,0,0,0.0,0.0
33304,2017,0,0.8333333333333334,2.39672131147541,0,0.17857142857142858,0.0,1.8870696490323797,0,0,0.0,0.0
33303,2017,0,0.5,2.5848484848484854,0,0.17857142857142858,0.0,1.8870696490323797,0,0,0.0,0.0
33192,2017,0,0.5833333333333334,0.9654812921575031,0,11.560693641618496,0.0,0.8318215752477052,0,0,0.0,0.0
1128,2017,0,1.5833333333333333,0.9586326276620611,0,6.741464823999616,0.0,1.1238575940241475,0,0,0.0,0.0
1129,2017,2,0.16666666666666666,0.9646175346089729,0,9.18524402959138,0.0,1.6150620671843217,0,0,0.0,0.0
33123,2017,0,0.9166666666666666,0.9916754701835295,0,6.780612125604995,0.0,1.6633388040828978,0,0,0.0,0.0
33197,2017,0,1.5,1.0946301255946485,0,9.599232061435085,0.0,0.8109746596731482,0,0,0.0,0.0
33194,2017,0,0.3333333333333333,0.9361348145762893,0,11.013215859030838,0.0,0.5460383155217331,0,0,0.0,0.49137095587211455
1151,2017,0,0.9166666666666666,0.9149738606153885,1,3.929966782711532,0.0,1.4604542604967996,1,1,0.6931471805599453,0.0
33111,2017,0,0.25,1.0644695234979829,0,7.56699011840114,0.0,1.1776082948946076,0,0,0.0,0.0
1192,2017,1,0.16666666666666666,0.9429704081254596,0,7.010688963773433,0.0,1.1440922181463256,0,0,0.0,0.0
1285,2017,11,1.6666666666666667,1.1902993601462522,0,8.169075908687159,0.0,1.5416698619761067,0,0,0.0,0.0
33355,2017,0,1.25,0.9824825859961446,0,19.463448339142243,0.0,1.6706801317332367,0,0,0.0,0.0
33154,2017,1,0.75,1.0392307426836003,0,0.0,0.0,0.012916225266546328,0,0,0.0,0.0
33065,2017,3,2.4166666666666665,1.0087217225402016,2,12.557144819196735,0.0010909685982871792,1.8077476411882802,2,2,1.0986122886681096,0.0
33282,2017,0,0.25,1.1335031634541286,0,6.214157626546881,0.0,1.8919516520330724,0,0,0.0,0.0
33135,2017,0,0.0,1.054355381950049,0,2.855873579996192,0.0,1.4234456267506834,0,0,0.0,0.0
33221,2017,0,0.5,0.9579365670715051,0,7.85433773652267,0.0,0.875677048988858,0,0,0.0,0.0
1163,2017,2,0.4166666666666667,0.9224777705164766,0,11.804923636900226,0.0,1.6225712908240633,0,0,0.0,0.0
33180,2017,1,0.4166666666666667,0.9229331316495079,0,6.940948016036793,0.0,1.5572781374975215,0,0,0.0,0.0
33220,2017,0,0.25,0.9528372613617164,0,8.508224617129892,0.0,0.8797927088339544,0,0,0.0,0.06341953214649508
33073,2017,0,1.5,0.9627059591604561,0,6.350153832476591,0.0,1.4229950748169522,0,0,0.0,0.0
1193,2017,0,1.5833333333333333,1.131900206382202,0,6.988120195667366,0.0,0.9454999584581416,0,0,0.0,0.0
33062,2017,1,1.0,2.12502363395727,0,11.874752609320637,0.0,1.7578751587830532,0,0,0.0,0.0
33064,2017,1,5.75,1.0170338283495606,2,15.200879624234256,0.004274417610600556,0.6865177543936878,2,2,1.0986122886681096,0.0
33244,2017,0,0.6666666666666666,0.9843498828011584,0,11.207535539349912,0.0,1.5945130892847517,0,0,0.0,0.0
33243,2017,0,2.8333333333333335,1.071430062412591,0,11.32568050063347,0.0,1.8260642729200454,0,0,0.0,0.0
1159,2017,2,0.5833333333333334,1.0103153978218555,0,9.808551927811436,0.0,1.473483243187895,0,0,0.0,0.0
33136,2017,0,0.25,0.9299960299736985,1,7.220354046778705,0.0,1.397961534187373,1,1,0.6931471805599453,0.0
1133,2017,2,0.5,0.9100657418189487,0,16.299315139337057,0.0,2.023491764790954,0,0,0.0,0.0
33063,2017,0,4.833333333333333,0.9466166188180704,0,12.424037812288994,0.0,1.5480942821930483,0,0,0.0,0.0
1289,2017,2,4.666666666666667,0.9629652190392208,0,17.441068265431255,0.0,1.5410519995676355,0,0,0.0,0.0
33061,2017,0,5.25,0.9143784555472487,0,10.73013017487353,0.0,1.4497016958322704,0,0,0.0,0.0
33137,2017,1,0.16666666666666666,0.9482948840615661,0,6.611391030061334,0.0,1.392545283333814,0,0,0.0,0.0
1171,2017,0,0.5,0.9998554736572947,0,4.198887294866861,0.0,1.350122993981715,0,0,0.0,0.0
33214,2017,2,0.16666666666666666,1.014456659006687,0,6.407430569082353,0.0,0.9402759723846589,0,0,0.0,0.0
33012,2017,0,0.08333333333333333,1.0506604717059755,0,8.128357364998585,0.0,1.3427603590961623,0,0,0.0,0.0
33054,2017,1,0.4166666666666667,0.9834934677370135,0,5.97980064581847,0.0,1.7663835398966328,0,0,0.0,0.0
1102,2017,0,0.4166666666666667,1.0070090837725694,0,7.145070503043048,0.0,1.2972379854542015,0,0,0.0,0.0
1135,2017,1,0.3333333333333333,0.9438642036944583,0,7.491438356164384,0.0,1.3358428176237924,0,0,0.0,0.0
1103,2017,0,0.08333333333333333,1.067893171359605,0,7.037072077601703,0.0,1.2691654239944135,0,0,0.0,0.0
22001,2017,1,0.0,1.0625404157043878,1,6.337514701874808,0.0,2.010816415066449,1,1,0.6931471805599453,0.0
33100,2017,1,0.16666666666666666,1.0039026629935721,1,9.803650389222426,0.0,1.3496508640902993,1,1,0.6931471805599453,0.0
33217,2017,1,0.0,0.0,0,7.200427281825994,0.0,1.7443082582605722,0,0,0.0,0.0
33162,2017,0,1.25,1.0052632018996022,0,3.845795986725801,0.0,2.203951898085646,0,0,0.0,0.0
33069,2017,0,0.25,1.1512536770446904,0,9.354536950420954,0.0,1.6426985921285293,0,0,0.0,0.0
33216,2017,1,0.0,0.0,0,0.499001996007984,0.0,1.6110366337977975,0,0,0.0,0.0
33066,2017,0,2.3333333333333335,0.9197155697653375,0,7.374631268436579,0.0,0.12716114561667907,0,0,0.0,0.0
33256,2017,0,0.08333333333333333,0.935073155733999,0,7.659313725490197,0.0,0.8353409462631205,0,0,0.0,0.0
33022,2017,1,1.3333333333333333,0.9316696207018788,0,6.780074716423375,0.0,1.5448513901444922,0,0,0.0,0.0
33067,2017,0,4.666666666666667,0.9132898148148149,0,20.753346477119432,0.0,0.04706009703740005,0,0,0.0,0.0
33247,2017,0,0.8333333333333334,0.9603059441123172,0,7.361361033862261,0.0,1.2369819579328816,0,0,0.0,0.01621667644756176
33265,2017,0,1.4166666666666667,1.0050433899620859,0,7.685804319422028,0.0,0.8333872694743911,0,0,0.0,0.0
33024,2017,0,0.0,0.956436370628594,0,0.0,0.0,0.05638033343610764,0,0,0.0,0.0
33233,2017,0,0.25,0.9805329944564157,0,9.854644000985465,0.0,0.5943208262530504,0,0,0.0,0.0
33019,2017,0,0.9166666666666666,0.9619134574624189,0,0.0,0.0,0.036331929247390274,0,0,0.0,0.0
33234,2017,0,0.16666666666666666,0.9418429747990334,0,3.6693881295294015,0.0,0.7372119117220458,0,0,0.0,0.0
33122,2017,0,0.0,0.9596185421162962,0,6.46628612201213,0.0,1.7019806299812688,0,0,0.0,0.0
33133,2017,0,0.0,0.9395276399110047,0,6.449301325689717,0.0,1.6460590958897456,0,0,0.0,0.0
