FROM_SWITCH,TO_SWITCH,FEEDER_ID,FEEDERID_FULL,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,COMMISSIONEDDATE,NEUTRALMATERIAL,CABLECONDUCTORMATERIAL,CABLETYPE,REMARKS,MEASUREDLENGTH,CLUSTER_TYPE,FROM_SWITCH_N,FEEDER_ID_N,PATH,NO_OF_SEGMENT,DEDUP_KEY,AGG_MEASUREDLENGTH,COMMISSIONEDDATE_DT,SWNO,COMMISSIONEDDATE_DT_OLDEST
38080,29868,31443,KOHINR_11kV_31443,KURLA MAHAJAN SRA,AUTO ACCESSERIES,1S-MH-MU-ZET-CL03-9653,1S-MH-MU-ZET-CL03-8057,2,2016-05-16,AL,AL,XLPE,,35.04638568,,38080,31443,KURLA MAHAJAN SRA TO AUTO ACCESSORIES,3,29868,188.02150304,2016-05-16 00:00:00+00:00,29868,2016-05-16 00:00:00+00:00
38086,17704,15785,BHYNDR_11kV_15785,NIRA COMPLEX,GOLDEN NEST NO 2,1S-MH-MU-ZNT-CL12-7309,1S-MH-MU-ZNT-CL11-6227,3.3,2017-04-26,AL,AL,XLPE,,16.0,,38086,15785,JT.NO.1A -> JT.NO.1C | JT.NO.1B -> JT.NO.1A | JT.NO.1C -> JT.NO.1E | JT.NO.1D -> SWNO_17704 | JT.NO.1E -> JT.NO.1D | SWNO_38086 -> JT.NO.1B,6,17704,291.3,2017-04-26 00:00:00+00:00,17704,2017-04-26 00:00:00+00:00
38089,15727,18619,CHVALI_11kV_18619,CHINCHAVALI ROMELL DIVA,AJIT PARK,1S-MH-MU-ZCT-CL03-5489,1S-MH-MU-ZCT-CL02-4035,5,2015-02-28,AL,AL,XLPE,,196.1,,38089,18619,SWNO_38089 -> JT.NO.141 | JT.NO.141 -> SWNO_15727,2,15727,221.1,2015-02-28 00:00:00+00:00,15727,2015-02-28 00:00:00+00:00
3809,CAPBANK,3809,KANA_11kV_03807,KANAKIA CCI REC-STN,PT,1S-MH-MU-ZNT-RSTN-KANA,1S-MH-MU-ZNT-RSTN-KANA,1,1999-01-01,AL,AL,PILC,AS PER HT SLD,100.0,,3809,3809,KANAKIA CCI REC-STN 33192 TO P.T.(10 MVA NO.1) | SWNO_33192 -> SWNO_33198 | KANAKIA CCI REC-STN TO PT (10 MVA NO.1) | KANAKIA CCI REC-STN 33196 TO P.T.(10 MVA NO.3) | KANAKIA CCI REC-STN TO PT (10 MVA NO.3) | KANAKIA CCI REC-STN 33192 TO P.T.(10 MVA NO.2) | KANAKIA CCI REC-STN TO PT (10 MVA NO.2) | SWNO_03807 -> SWNO_41082 | SWITCHING DEVICE TO STATION TRANSFORMER | SWITCHING DEVICE TO CAP BANK (2.72MVAR) | SWNO_03810 | SWITCHING DEVICE TO CAP BANK (2.78MVAR),12,3809|CAPBANK,861.0,,CAPBANK,1999-01-01 00:00:00+00:00
38092,34622,40920,DINDO_11kV_40920,GOVIND NAGAR WOODLAND,ABROL WINDSOR,1S-MH-MU-ZCT-CL08-5539,1S-MH-MU-ZCT-CL08-5224,2,2010-12-02,AL,AL,XLPE,,42.5,,38092,40920,SWNO_38092 -> JT.NO.103 | JT.NO.103 -> SWNO_34622,2,34622,129.3,2010-12-02 00:00:00+00:00,34622,2010-12-02 00:00:00+00:00
38095,15861,18447,MALAD_11kV_18447,UNDERAI ROAD JEWEL,DADI ROAD,1S-MH-MU-ZCT-CL02-5554,1S-MH-MU-ZCT-CL02-4161,8,2016-06-24,AL,AL,XLPE,,33.0,,38095,18447,SWNO_38095 -> JT.NO.45 | JT.NO.45 -> SWNO_15861,4,15861,673.4,2016-06-24 00:00:00+00:00,15861,2016-06-24 00:00:00+00:00
3810,3801,3810,KANA_11kV_03807,KANAKIA CCI REC-STN,PT,1S-MH-MU-ZNT-RSTN-KANA,1S-MH-MU-ZNT-RSTN-KANA,1,,AL,AL,PILC,AS PER HT SLD,100.0,,3810,3810,KANAKIA CCI REC-STN 33192 TO P.T.(10 MVA NO.1) | SWNO_33192 -> SWNO_33198 | KANAKIA CCI REC-STN TO PT (10 MVA NO.1) | KANAKIA CCI REC-STN 33196 TO P.T.(10 MVA NO.3) | KANAKIA CCI REC-STN TO PT (10 MVA NO.3) | KANAKIA CCI REC-STN 33192 TO P.T.(10 MVA NO.2) | KANAKIA CCI REC-STN TO PT (10 MVA NO.2) | SWNO_03807 -> SWNO_41082 | SWITCHING DEVICE TO STATION TRANSFORMER | SWITCHING DEVICE TO CAP BANK (2.72MVAR) | SWNO_03810 | SWITCHING DEVICE TO CAP BANK (2.78MVAR),12,3801,861.0,,3801,
38102,16948,1305,BORIVLI_11kV_01305,GANESH KRUPA CHS NO 2,KORA KENDRA NO 2,1S-MH-MU-ZNT-CL07-7771,1S-MH-MU-ZNT-CL07-6372,6,2015-12-26,AL,AL,XLPE,,28.2,,38102,1305,SWNO_38102 -> JT.NO.7F | JT.NO.7F -> JT.NO.7G | JT.NO.7G -> JT.NO.7H | JT.NO.7H -> JT.NO.7J | JT.NO.7J -> JT.NO.7K | JT.NO.7K -> JT.NO.7L | JT.NO.7L -> SWNO_16948,7,16948,653.3000000000001,2015-12-26 00:00:00+00:00,16948,2015-12-26 00:00:00+00:00
38104,25683,26323,NIRLON_11kV_26323,WALBHAT ROAD ASPEN PARK,NIRLON SRD,1S-MH-MU-ZCT-CL07-5570,1S-MH-MU-ZCT-CL07-4939,3,2010-03-15,AL,AL,XLPE,,40.8,,38104,26323,SWNO_38104 -> JT.NO.85 | JT.NO.85 -> JT.NO.85A | JT.NO.85A -> JT.NO.85B | JT.NO.85B -> JT.NO.85C | JT.NO.85C -> SWNO_25683,5,25683,200.6,2010-03-15 00:00:00+00:00,25683,2010-03-15 00:00:00+00:00
38107,37240,41712,GHOD_11KV_41712,BEVERLY PARK STP,ASHLEY GARDEN,1S-MH-MU-ZNT-CL11-7765,1S-MH-MU-ZNT-CL11-7223,4,2008-11-11,AL,AL,XLPE,,57.6,,38107,41712,JT.NO.1A | JT.NO.1A -> JT.NO.1D | JT.NO.1B -> SWNO_37240 | JT.NO.1D -> JT.NO.1B,4,37240,275.3,2008-11-11 00:00:00+00:00,37240,2008-11-11 00:00:00+00:00
38110,17724,35029,SHANTIST_11kV_35029,SHANTI NAGAR SHOPPING,RAJSHREE SHOPPING,1S-MH-MU-ZNT-CL10-6673,1S-MH-MU-ZNT-CL10-6577,2,2016-07-01,AL,AL,XLPE,,89.1,,38110,35029,SWNO_17724 -> JT.NO.21 | JT.NO.21 -> SWNO_38110,2,17724,106.5,2016-07-01 00:00:00+00:00,17724,2016-07-01 00:00:00+00:00
38113,11326,35032,SHANTIST_11kV_35032,SHANTI NAGAR SHOPPING NO 2,SHANTI NAGAR SOUTH,1S-MH-MU-ZNT-CL10-7825,1S-MH-MU-ZNT-CL10-6675,2,2015-03-30,AL,AL,XLPE,,16.5,,38113,35032,SWNO_38113 -> JT.NO.22 | JT.NO.22 -> JT.NO.22D | JT.NO.22A -> JT.NO.22B | JT.NO.22B -> JT.NO.22C | JT.NO.22C -> SWNO_11326 | JT.NO.22D -> JT.NO.22G | JT.NO.22E -> JT.NO.22F | JT.NO.22F -> JT.NO.22H | JT.NO.22G -> JT.NO.22E | JT.NO.22H -> JT.NO.22A,10,11326,660.6,2015-03-30 00:00:00+00:00,11326,2015-03-30 00:00:00+00:00
38116,42612,28490,JUHU_11kV_28490,HIRANYA,RAM NIWAS NO. 2,1S-MH-MU-ZST-CL04-1067,1S-MH-MU-ZST-CL04-0919,2,2023-01-18,AL,AL,XLPE,,175.0,,38116,28490,JT.NO.01 -> SWNO_42612 | SWNO_38116 -> JT.NO.01,2,42612,505.7,2023-01-18 00:00:00+00:00,42612,2023-01-18 00:00:00+00:00
38122,37317,40293,JANKALYAN_11KV_40293,MARINA ENCLAVE NO.1,JANKALYAN NAGAR BLISS,1S-MH-MU-ZCT-CL06-5581,1S-MH-MU-ZCT-CL06-5379,4,2015-07-07,AL,AL,XLPE,,174.0,,38122,40293,SWNO_38122 -> JT.NO.155 | JT.NO.155 -> JT.NO.155A | JT.NO.155A -> SWNO_37317,3,37317,299.5,2015-07-07 00:00:00+00:00,37317,2015-07-07 00:00:00+00:00
38126,40354,40293,JANKALYAN_11KV_40293,MARINA ENCLAVE NO.3,MARINA ENCLAVE NO.2,1S-MH-MU-ZCT-CL06-5583,1S-MH-MU-ZCT-CL06-5582,2,2015-12-25,AL,AL,XLPE,,82.5,,38126,40293,SWNO_38126 -> SWNO_40354,1,40354,82.5,2015-12-25 00:00:00+00:00,40354,2015-12-25 00:00:00+00:00
38133,36893,41743,VAZIRA_11kV_41743,MAHAVIR NAGAR SHIV SHRISHTI,KANDIVALI KESAR ASHISH,1S-MH-MU-ZNT-CL07-7540,1S-MH-MU-ZNT-CL07-7683,7,2018-10-20,AL,AL,XLPE,,247.7,,38133,41743,SWNO_36893 -> JT.NO.60 | JT.NO.60 -> JT.NO.60A | JT.NO.60A -> SWNO_38133,3,36893,428.79999999999995,2018-10-20 00:00:00+00:00,36893,2018-10-20 00:00:00+00:00
38138,31664,18617,CHVALI_11kV_18617,RAMBAUGH LOTUS,CHINCHAVLI ROAD NO.3,1S-MH-MU-ZCT-CL02-5552,1S-MH-MU-ZCT-CL02-4149,5,2016-04-15,AL,AL,XLPE,,62.1,,38138,18617,SWNO_38138 -> JT.NO.12 | JT.NO.12 -> JT.NO.12A | JT.NO.12A -> JT.NO.12B | JT.NO.12B -> JT.NO.12C | JT.NO.12C -> SWNO_31664,5,31664,424.6,2016-04-15 00:00:00+00:00,31664,2016-04-15 00:00:00+00:00
38142,26733,27083,PALMCT_11kV_27083,PALM COURT RECEIVING,INTERFACE BUILDING NO.7,1S-MH-MU-ZCT-CL03-5584,1S-MH-MU-ZCT-CL02-4971,2,2006-07-27,AL,AL,XLPE,,23.5,,38142,27083,SWNO_38142 -> JT.NO.24 | JT.NO.24 -> JT.NO.24A | JT.NO.24A -> JT.NO.24B | JT.NO.24B -> SWNO_26733,4,26733,277.2,2006-07-27 00:00:00+00:00,26733,2006-07-27 00:00:00+00:00
38145,11557,35417,DEVIDAS_11kV_35417,R R INTERNATIONAL COLLEGE,SHALINI SADAN,1S-MH-MU-ZNT-CL05-7578,1S-MH-MU-ZNT-CL05-6665,11,2022-11-25,AL,AL,XLPE,,76.0,,38145,35417,SWNO_38145 -> JT.NO.4 | JT.NO.4 -> SWNO_11557,2,11557,174.0,2022-11-25 00:00:00+00:00,11557,2022-11-25 00:00:00+00:00
38151,25860,41728,GHOD_11KV_41728,RITU PARADISE NO 2,ARPITA,1S-MH-MU-ZNT-CL11-7125,1S-MH-MU-ZNT-CL10-6911,4,2020-01-25,AL,AL,XLPE,,57.2,,38151,41728,SWNO_38151 -> JT.NO.21 | JT.NO.21 -> JT.NO.21A | JT.NO.21A -> SWNO_25860,3,25860,287.3,2020-01-25 00:00:00+00:00,25860,2020-01-25 00:00:00+00:00
38152,13377,28684,JUHUN_11kV_28684,A J COLLAGE,JUHU SCHEME NO.2,1S-MH-MU-ZST-CL04-0016,1S-MH-MU-ZST-CL04-0249,6,1998-01-21,AL,AL,XLPE,,40.4,,38152,28684,JT.NO.69A -> JT.NO.70A | SWNO_38152 -> JT.NO.69A | JT.NO.70A -> JT.NO.70E | JT.NO.70E -> JT.NO.70F | JT.NO.70F -> JT.NO.70J | JT.NO.70J -> SWNO_13377,6,13377,413.2,1998-01-21 00:00:00+00:00,13377,1998-01-21 00:00:00+00:00
38158,14723,38744,SWMSMTNGR_11KV_38744,RUNWAL ELEGANTE NO.1,SHASTRI NAGAR EAST,1S-MH-MU-ZSC-CL05-3505,1S-MH-MU-ZSC-CL05-2732,2,2016-05-22,AL,AL,XLPE,POTHEAD,69.21898127,,38158,38744,SWNO_38158 -> JT.NO.73E | JT.NO.73 -> SWNO_14723 | JT.NO.73A -> JT.NO.73 | JT.NO.73B -> JT.NO.73D | JT.NO.73D -> JT.NO.73A | JT.NO.73E -> JT.NO.73B | SWNO_38158 -> JT.NO.1 | JT.NO.1 -> SWNO_14723,8,14723,866.3485271100001,2016-05-22 00:00:00+00:00,14723,2016-05-22 00:00:00+00:00
38163,40784,16782,KANDI_11kV_16782,IRANIWADI KAILASH HEIGHTS,IRANIWADI SIDDHIVINAYAK,1S-MH-MU-ZCT-CL04-5477,1S-MH-MU-ZCT-CL04-5525,7,2016-03-31,AL,AL,XLPE,,145.9,,38163,16782,SWNO_40784 -> SWNO_38163,1,40784,145.9,2016-03-31 00:00:00+00:00,40784,2016-03-31 00:00:00+00:00
38172,26516,30032,PALMCT_11kV_30032,GURIYAPADA SRA,LOURDES HERITAGE,1S-MH-MU-ZCT-CL03-5585,1S-MH-MU-ZCT-CL03-4975,8,2009-03-26,AL,AL,XLPE,,205.5,,38172,30032,SWNO_38172 -> JT.NO.118 | JT.NO.118 -> JT.NO.118A | JT.NO.118A -> JT.NO.118B | JT.NO.118B -> JT.NO.118C | JT.NO.118C -> JT.NO.118D | JT.NO.118D -> JT.NO.118E | JT.NO.118F -> SWNO_26516,7,26516,946.6,2009-03-26 00:00:00+00:00,26516,2009-03-26 00:00:00+00:00
38176,43102,38224,SADG_11kV_38224,SAI CHARAN RESIDENCY,NG SILVER SPRING,1S-MH-MU-ZNT-CL11-7269,1S-MH-MU-ZNT-CL11-7877,12,,AL,AL,XLPE,,25.0,,38176,38224,SWNO_38176 -> SWNO_43102,1,43102,25.0,,43102,
3818,CAPBANK,3818,KANA_11kV_03807,KANAKIA CCI REC-STN,PT,1S-MH-MU-ZNT-RSTN-KANA,1S-MH-MU-ZNT-RSTN-KANA,1,1999-01-01,AL,AL,PILC,AS PER HT SLD,100.0,,3818,3818,KANAKIA CCI REC-STN 33192 TO P.T.(10 MVA NO.1) | SWNO_33192 -> SWNO_33198 | KANAKIA CCI REC-STN TO PT (10 MVA NO.1) | KANAKIA CCI REC-STN 33196 TO P.T.(10 MVA NO.3) | KANAKIA CCI REC-STN TO PT (10 MVA NO.3) | KANAKIA CCI REC-STN 33192 TO P.T.(10 MVA NO.2) | KANAKIA CCI REC-STN TO PT (10 MVA NO.2) | SWNO_03807 -> SWNO_41082 | SWITCHING DEVICE TO STATION TRANSFORMER | SWITCHING DEVICE TO CAP BANK (2.72MVAR) | SWNO_03810 | SWITCHING DEVICE TO CAP BANK (2.78MVAR),12,3818|CAPBANK,861.0,,CAPBANK,1999-01-01 00:00:00+00:00
38180,18728,40277,VINA_11kV_40277,RAM RAHEM APARTMENT,MATOSHREE NAGAR,1S-MH-MU-ZNT-CL11-7322,1S-MH-MU-ZNT-CL11-6429,7,,AL,AL,PILC,,117.8,,38180,40277,SWNO_18728 -> JT.NO.25A | JT.NO.25A -> SWNO_38180,2,18728,195.3,,18728,
38181,7921,12230,BHYNDR_11kV_12230,JESAL PARK NO 3,JESAL PARK NO 1,1S-MH-MU-ZNT-CL12-6322,1S-MH-MU-ZNT-CL12-6320,3.3,2017-07-08,AL,AL,XLPE,,79.5,,38181,12230,SWNO_07921 -> JT.NO.9A | JT.NO.9 -> SWNO_38181 | JT.NO.9A -> JT.NO.9,3,7921,471.5,2017-07-08 00:00:00+00:00,7921,2017-07-08 00:00:00+00:00
38189,43128,39142,MHADSAH_11KV_39142,CHEMBUR SUSWAGATM,CHEMBUR SEASON 1,1S-MH-MU-ZET-CL08-9586,1S-MH-MU-ZET-CL08-9867,5,2016-04-21,AL,AL,XLPE,,621.0,,38189,39142,SWNO_38189 -> SWNO_43128,1,43128,621.0,2016-04-21 00:00:00+00:00,43128,2016-04-21 00:00:00+00:00
38192,39393,29562,MALAD_11kV_29562,PEACE CASTLE,DOMNIC COLONY EROS,1S-MH-MU-ZCT-CL03-5353,1S-MH-MU-ZCT-CL03-5450,7.2,2016-02-12,AL,AL,XLPE,,63.5,,38192,29562,SWNO_38192 -> JT.NO.101 | JT.NO.101 -> SWNO_39393,2,39393,114.5,2016-02-12 00:00:00+00:00,39393,2016-02-12 00:00:00+00:00
38195,34116,15454,24THRD_11KV_15454,GANGA JAMUNA SANGAM,FORTUNE ENCLAVE,1S-MH-MU-ZST-CL02-1238,1S-MH-MU-ZST-CL02-0894,2,2008-12-26,AL,AL,XLPE,,34.0,,38195,15454,SWNO_38195 -> JT.NO.2H | JT.NO.2 -> JT.NO.2C | JT.NO.2C -> SWNO_34116 | JT.NO.2F -> JT.NO.2G | JT.NO.2G -> JT.NO.2 | JT.NO.2H -> JT.NO.2F,6,34116,510.8,2008-12-26 00:00:00+00:00,34116,2008-12-26 00:00:00+00:00
38199,17112,1315,BORIVLI_11kV_01315,DEVIPADA SRA,SADGURU NAGAR,1S-MH-MU-ZNT-CL01-7822,1S-MH-MU-ZNT-CL01-6614,4,2016-05-16,AL,AL,XLPE,,121.0,,38199,1315,SWNO_38199 -> JT.NO.1C | JT.NO.1C -> JT.NO.1D | JT.NO.1D -> SWNO_17112,3,17112,160.7,2016-05-16 00:00:00+00:00,17112,2016-05-16 00:00:00+00:00
38202,7423,29558,MALAD_11kV_29558,IRANIWADI GOKUL HEIGHT,IRANI WADI NO.2,1S-MH-MU-ZCT-CL05-5393,1S-MH-MU-ZCT-CL04-4323,6,2016-03-21,AL,AL,XLPE,,205.2,,38202,29558,SWNO_38202 -> JT.NO.102 | JT.NO.102 -> JT.NO.102A | JT.NO.102A -> SWNO_07423,3,7423,289.79999999999995,2016-03-21 00:00:00+00:00,7423,2016-03-21 00:00:00+00:00
38205,17305,38205,RAVI_11kV_38205,RAVI MHADA REC-STN,MIRA HOUSING NO 1,1S-MH-MU-ZNT-RSTN-RAVI,1S-MH-MU-ZNT-CL10-6445,1,2014-01-18,AL,AL,XLPE,,44.9,,38205,38205,SWNO_38205 -> JT.NO.38 | JT.NO.38 -> JT.NO.38A | JT.NO.38A -> SWNO_17305,3,17305,236.40000000000003,2014-01-18 00:00:00+00:00,17305,2014-01-18 00:00:00+00:00
