FROM_SWITCH,TO_SWITCH,FEEDER_ID,FEEDERID_FULL,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,COMMISSIONEDDATE,NEUTRALMATERIAL,CABLECONDUCTORMATERIAL,CABLETYPE,REMARKS,MEASUREDLENGTH,CLUSTER_TYPE,PATH,NO_OF_SEGMENT,AGG_MEASUREDLENGTH,COMMISSIONEDDATE_DT_OLDEST,NOOFJOINTS,NOOFSUBSTATION
10205.0,18556.0,10205,AMBVLI_11KV_10205,AMBIVLI REC-STN,LAXMI NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2382,1,,AL,AL,XLPE,NAN,10.0,,SWNO_10205 -> JT.NO.21 | SWNO_18556,2,188.8,,4,840
10205.0,10634.0,10205,AMBVLI_11KV_10205,AMBIVLI REC-STN,SEJAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,2,2016-06-04,AL,AL,PILC,NAN,13.5,,SWNO_10205 -> JT.NO.33F | JT.NO.33 -> JT.NO.33J | JT.NO.33F -> JT.NO.33 | JT.NO.33H -> JT.NO.33L | JT.NO.33J -> JT.NO.33H | JT.NO.33L -> JT.NO.33M | JT.NO.33M -> SWNO_10634,7,646.3,2016-06-04 00:00:00+00:00,548,840
18558.0,18559.0,10205,AMBVLI_11KV_10205,LAXMI NO.2,LAXMI NO.3,1S-MH-MU-ZSC-CL09-2382,1S-MH-MU-ZSC-CL09-2383,2,,AL,AL,PILC,NAN,11.0,RESIDENTIAL,SWNO_18559 -> SWNO_18558,1,11.0,,0,29
16951.0,4853.0,10205,AMBVLI_11KV_10205,SEJAL,KOLESITE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2366,2.1,2023-05-10,AL,AL,PILC,NAN,38.0,,SWNO_04853 -> JT.NO.23 | JT.NO.21 -> JT.NO.22 | JT.NO.22 -> SWNO_16951 | JT.NO.23 -> JT.NO.21,4,441.00954819,2023-05-10 00:00:00+00:00,31,196
4855.0,6089.0,10205,AMBVLI_11KV_10205,KOLESITE,JYOTI WIRE INDUSTRIES,1S-MH-MU-ZSC-CL09-2366,1S-MH-MU-ZSC-CL09-2348,2.2,2024-06-01,AL,AL,PILC,NAN,90.0,,SWNO_06089 -> JT.NO.1 | JT.NO.1A -> SWNO_04855,2,159.9,2024-06-01 00:00:00+00:00,6,43
6088.0,25212.0,10205,AMBVLI_11KV_10205,JYOTI WIRE INDUSTRIES,AFCONS,1S-MH-MU-ZSC-CL09-2348,1S-MH-MU-ZSC-CL09-2019,2.3,,AL,AL,XLPE,NAN,46.7,,SWNO_25212 -> JT.NO.27B | JT.NO.27 -> SWNO_06088 | JT.NO.27A -> JT.NO.27 | JT.NO.27B -> JT.NO.27C | JT.NO.27C -> JT.NO.27A,5,239.5,,12,43
10632.0,573.0,10205,AMBVLI_11KV_10205,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,,AL,AL,XLPE,NAN,173.5,RESIDENTIAL,SWNO_10632 -> JT.NO.11H | JT.NO.11 -> SWNO_00573 | JT.NO.11A -> JT.NO.11G | JT.NO.11B -> JT.NO.11C | JT.NO.11B -> JT.NO.11J | JT.NO.11C -> JT.NO.11A | JT.NO.11D -> JT.NO.11 | JT.NO.11E -> JT.NO.11D | JT.NO.11F -> JT.NO.11E | JT.NO.11G -> JT.NO.11F | JT.NO.11H -> JT.NO.11B,12,595.34858689,,42,55
572.0,39962.0,10205,AMBVLI_11KV_10205,ANDHERI SEWAGE,SAI KANWAL,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,3.1,2019-01-25,AL,AL,XLPE,NAN,112.5,,SWNO_00572 -> JT.NO.10D | JT.NO.10A -> JT.NO.10B | JT.NO.10B -> JT.NO.10C | JT.NO.10C -> JT.NO.10H | JT.NO.10D -> JT.NO.10E | JT.NO.10E -> JT.NO.10F | JT.NO.10F -> JT.NO.10G | JT.NO.10G -> JT.NO.10A | JT.NO.10H -> SWNO_39962,9,675.0,2019-01-25 00:00:00+00:00,32,55
39964.0,39632.0,10205,AMBVLI_11KV_10205,SAI KANWAL,INDIAN OIL NAGAR NO.2,1S-MH-MU-ZSC-CL06-3404,1S-MH-MU-ZSC-CL06-3489,3.2,2019-01-25,AL,AL,XLPE,NAN,130.7,,SWNO_39964 -> JT.NO.29 | JT.NO.29 -> JT.NO.29A | JT.NO.29A -> SWNO_39632,3,159.39999999999998,2019-01-25 00:00:00+00:00,2,122
39633.0,5821.0,10205,AMBVLI_11KV_10205,INDIAN OIL NAGAR NO.2,ASHISH,1S-MH-MU-ZSC-CL06-3489,1S-MH-MU-ZSC-CL06-2088,3.3,2019-01-25,AL,AL,XLPE,NAN,35.9,,SWNO_39633 -> JT.NO.10A | JT.NO.10 -> SWNO_05821 | JT.NO.10A -> JT.NO.10,3,313.4,2019-01-25 00:00:00+00:00,23,136
574.0,39130.0,10205,AMBVLI_11KV_10205,ANDHERI SEWAGE,SATYAM AMAR,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL09-3373,4,2017-12-26,AL,AL,PILC,NAN,385.5,,SWNO_00574 -> JT.NO.5 | JT.NO.5 -> SWNO_39130,2,417.93874068,2017-12-26 00:00:00+00:00,4,55
39131.0,28802.0,10205,AMBVLI_11KV_10205,SATYAM AMAR,ANAND SAGAR SOCIETY,1S-MH-MU-ZSC-CL09-3373,1S-MH-MU-ZSC-CL09-3058,5,2017-12-26,AL,AL,XLPE,NAN,39.3,,SWNO_39131 -> JT.NO.6 | JT.NO.6 -> JT.NO.7 | JT.NO.7 -> SWNO_28802,3,85.01188064,2017-12-26 00:00:00+00:00,24,150
28803.0,32963.0,10205,AMBVLI_11KV_10205,ANAND SAGAR SOCIETY,BLUE STAR SOCIETY,1S-MH-MU-ZSC-CL09-3058,1S-MH-MU-ZSC-CL08-3241,6,2010-03-28,AL,AL,XLPE,NAN,21.20181037,,SWNO_28803 -> JT.NO.91 | JT.NO.91 -> SWNO_32963,2,79.60181037,2010-03-28 00:00:00+00:00,50,771
32965.0,4857.0,10205,AMBVLI_11KV_10205,BLUE STAR SOCIETY,DHAKE COLONY NO.1,1S-MH-MU-ZSC-CL08-3241,1S-MH-MU-ZSC-CL09-2185,7,2010-03-28,AL,AL,XLPE,NAN,68.0,RESIDENTIAL,SWNO_32965 -> SWNO_04857,1,68.0,2010-03-28 00:00:00+00:00,0,67
10206.0,4804.0,10206,AMBVLI_11KV_10206,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,2017-04-17,AL,AL,PILC,NAN,185.4,,JT.NO.108B -> SWNO_04804 | SWNO_10206 -> JT.NO.108C | JT.NO.108 -> JT.NO.108N | JT.NO.108A -> JT.NO.108J | JT.NO.108C -> JT.NO.108D | JT.NO.108D -> JT.NO.108L | JT.NO.108E -> JT.NO.108B | JT.NO.108F -> JT.NO.108E | JT.NO.108G -> JT.NO.108H | JT.NO.108H -> JT.NO.108 | JT.NO.108J -> JT.NO.108K | JT.NO.108K -> JT.NO.108F | JT.NO.108L -> JT.NO.108M | JT.NO.108M -> JT.NO.108G | JT.NO.108N -> JT.NO.108O | JT.NO.108O -> JT.NO.108A,17,1085.10186724,2017-04-17 00:00:00+00:00,460,974
4806.0,4856.0,10206,AMBVLI_11KV_10206,J P ROAD NO.2,DHAKE COLONY NO.1,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2185,2,2023-03-07,AL,AL,PILC,NAN,52.4,,SWNO_04806 -> JT.NO.11A | JT.NO.11 -> JT.NO.11B | JT.NO.11A -> JT.NO.11 | JT.NO.11B -> SWNO_04856,4,170.4,2023-03-07 00:00:00+00:00,3,182
4858.0,40848.0,10206,AMBVLI_11KV_10206,DHAKE COLONY NO.1,SURYADARSHAN NO 2,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL08-3291,2.1,2024-07-24,AL,AL,XLPE,NAN,32.3,,SWNO_04858 -> SWNO_40848,3,140.4,2024-07-24 00:00:00+00:00,40,122
40847.0,29393.0,10206,AMBVLI_11KV_10206,SURYADARSHAN NO 2,DATTA PARAG SOCIETY,1S-MH-MU-ZSC-CL08-3291,1S-MH-MU-ZSC-CL09-3085,2.2,2024-07-26,AL,AL,XLPE,NAN,31.7,,SWNO_40847 | JT.NO.29 -> SWNO_29393,2,95.6,2024-07-26 00:00:00+00:00,12,122
29395.0,29956.0,10206,AMBVLI_11KV_10206,DATTA PARAG SOCIETY,PANCHVATI NO 3,1S-MH-MU-ZSC-CL09-3085,1S-MH-MU-ZSC-CL09-3112,2.3,2024-09-21,AL,AL,XLPE,NAN,142.7,RESIDENTIAL,SWNO_29395 -> SWNO_29956,1,142.7,2024-09-21 00:00:00+00:00,165,974
29954.0,29957.0,10206,AMBVLI_11KV_10206,PANCHVATI NO 3,SHREE GANESH SOCIETY,1S-MH-MU-ZSC-CL09-3112,1S-MH-MU-ZSC-CL09-3113,2.4,,AL,AL,XLPE,POTHEAD,159.6,,SWNO_29954 -> SWNO_29557,2,286.14549663,,0,974
29959.0,9025.0,10206,AMBVLI_11KV_10206,SHREE GANESH SOCIETY,ANDHERI SPORTS COMPLEX,1S-MH-MU-ZSC-CL09-3113,1S-MH-MU-ZSC-CL09-2075,2.5,2022-03-25,AL,AL,XLPE,POTHEAD,67.1,,SWNO_29959 -> JT.NO.24 | JT.NO.24 -> JT.NO.24A | JT.NO.24A -> SWNO_09025 | SWNO_29959 -> JT.NO.53D | JT.NO.53D -> JT.NO.53H | JT.NO.53E -> SWNO_09025 | JT.NO.53F -> JT.NO.53E | JT.NO.53G -> JT.NO.53F | JT.NO.53H -> JT.NO.53J | JT.NO.53J -> JT.NO.53G,11,381.4,2022-03-25 00:00:00+00:00,63,974
16854.0,18162.0,10206,AMBVLI_11KV_10206,DHAKE COLONY NO.1,AKURTI ARCADE,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL09-2027,3,,AL,AL,PILC,NAN,396.0,,SWNO_16854 -> SWNO_18162,1,396.0,,0,182
18160.0,10129.0,10206,AMBVLI_11KV_10206,AKURTI ARCADE,SHEELA GOPAL,1S-MH-MU-ZSC-CL09-2027,1S-MH-MU-ZSC-CL07-2739,4,,AL,AL,PILC,NAN,178.0,,SWNO_18160 -> SWNO_10129,1,178.0,,0,974
10131.0,35474.0,10206,AMBVLI_11KV_10206,SHEELA GOPAL,CHANDRA GUPT,1S-MH-MU-ZSC-CL07-2739,1S-MH-MU-ZSC-CL07-3317,5,,AL,AL,PILC,NAN,279.0,,SWNO_10131 -> JT.NO.19 | JT.NO.19 -> SWNO_35474,2,300.3,,55,974
35475.0,1045.0,10206,AMBVLI_11KV_10206,CHANDRA GUPT,J P ROAD NO.1,1S-MH-MU-ZSC-CL07-3317,1S-MH-MU-ZSC-CL07-2297,6,,AL,AL,XLPE,DISCONNECTED,30.3,,SWNO_35475 -> SWNO_01045,2,60.6,,0,974
1047.0,35450.0,10206,AMBVLI_11KV_10206,J P ROAD NO.1,KSHITIJ,1S-MH-MU-ZSC-CL07-2297,1S-MH-MU-ZSC-CL09-3297,7,2011-03-29,AL,AL,PILC,NAN,97.71291023,,SWNO_01047 -> JT.NO.15C | JT.NO.15 -> SWNO_35450 | JT.NO.15A -> JT.NO.15B | JT.NO.15B -> JT.NO.15 | JT.NO.15C -> JT.NO.15A,5,321.52582046,2011-03-29 00:00:00+00:00,167,1113
10207.0,41773.0,10207,AMBVLI_11KV_10207,AMBIVLI REC-STN,CONQUEROR,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3321,1,,AL,AL,PILC,NAN,22.5,,SWNO_10207 -> JT.NO.36W | JT.NO.36W -> JT.NO.36Y | JT.NO.36X -> SWNO_41773 | JT.NO.36Y -> JT.NO.36X,4,172.9,,9,24
41772.0,35754.0,10207,AMBVLI_11KV_10207,CONQUEROR,CHAMANKAR ENTERPRISES,1S-MH-MU-ZSC-CL05-3321,1S-MH-MU-ZSC-CL09-3211,2,2012-09-21,AL,AL,XLPE,NAN,58.5,,SWNO_41772 -> JT.NO.36O | JT.NO.36L -> JT.NO.36P | JT.NO.36M -> JT.NO.36N | JT.NO.36N -> JT.NO.36L | JT.NO.36O -> JT.NO.36M | JT.NO.36P -> SWNO_35754,6,401.1,2012-09-21 00:00:00+00:00,15,24
35755.0,15803.0,10207,AMBVLI_11KV_10207,CHAMANKAR ENTERPRISES,INCOME TAX COLONY,1S-MH-MU-ZSC-CL09-3211,1S-MH-MU-ZSC-CL09-2281,3,2012-09-21,AL,AL,XLPE,NAN,196.3,,SWNO_35755 -> SWNO_15803,1,196.3,2012-09-21 00:00:00+00:00,0,31
15801.0,34616.0,10207,AMBVLI_11KV_10207,INCOME TAX COLONY,RATNAGAR,1S-MH-MU-ZSC-CL09-2281,1S-MH-MU-ZSC-CL06-3280,4,2010-12-01,AL,AL,XLPE,NAN,116.3,,SWNO_15801 -> JT.NO.1B | JT.NO.1A -> JT.NO.1 | JT.NO.1A -> SWNO_34616 | JT.NO.1B -> JT.NO.1A,4,895.9000000000001,2010-12-01 00:00:00+00:00,490,927
34614.0,7119.0,10207,AMBVLI_11KV_10207,RATNAGAR,VERSOVA VIEW,1S-MH-MU-ZSC-CL06-3280,1S-MH-MU-ZSC-CL06-2835,5,2019-04-03,AL,AL,XLPE,NAN,107.5,,SWNO_34614 -> JT.NO.1 | JT.NO.1 -> JT.NO.1A | JT.NO.1A -> SWNO_07119,3,576.8,2019-04-03 00:00:00+00:00,484,904
7118.0,15373.0,10207,AMBVLI_11KV_10207,VERSOVA VIEW,FOUR BUNGLOW ROAD NO.3,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2222,5.1,2020-06-18,AL,AL,XLPE,NAN,244.0,,SWNO_07118 -> SWNO_15373,1,244.0,2020-06-18 00:00:00+00:00,48,927
7117.0,37387.0,10207,AMBVLI_11KV_10207,VERSOVA VIEW,VERSOVA PUSHPAK,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-3428,5.2,2018-11-30,AL,AL,XLPE,NAN,255.4,,SWNO_07117 -> JT.NO.1 | JT.NO.1 -> SWNO_37387,2,332.2,2018-11-30 00:00:00+00:00,115,595
32854.0,18508.0,10207,AMBVLI_11KV_10207,VERSOVA VIEW,FOUR BUNGLOW ROAD NO.2,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2221,6,,AL,AL,PILC,NAN,353.6,,SWNO_32854 -> SWNO_18508,1,353.6,,0,927
10209.0,14433.0,10209,AMBVLI_11KV_10209,AMBIVLI REC-STN,GOLDEN VILLA,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2244,1,2024-05-01,AL,AL,XLPE,NAN,206.0,,JT.NO.37A -> JT.NO.37B | JT.NO.37B -> SWNO_14433 | SWNO_10209 -> JT.NO.37 | JT.NO.37 -> JT.NO.37A,4,587.9,2024-05-01 00:00:00+00:00,457,527
14435.0,7339.0,10209,AMBVLI_11KV_10209,GOLDEN VILLA,MAHARASHTRA PLASTICS,1S-MH-MU-ZSC-CL09-2244,1S-MH-MU-ZSC-CL09-2432,2,,AL,AL,PILC,NAN,98.6,,SWNO_14435 -> JT.NO.79 | JT.NO.79 -> JT.NO.79A | JT.NO.79A -> JT.NO.79B | JT.NO.79B -> SWNO_07339,4,147.39999999999998,,165,527
7341.0,32373.0,10209,AMBVLI_11KV_10209,MAHARASHTRA PLASTICS,IDEA SQUARE,1S-MH-MU-ZSC-CL09-2432,1S-MH-MU-ZSC-CL09-3225,3,2017-11-03,AL,AL,XLPE,NAN,50.1,,SWNO_07341 -> JT.NO.96D | JT.NO.96A -> JT.NO.96C | JT.NO.96B -> JT.NO.96A | JT.NO.96C -> SWNO_32373 | JT.NO.96D -> JT.NO.96B,5,310.28451778,2017-11-03 00:00:00+00:00,177,527
32374.0,32272.0,10209,AMBVLI_11KV_10209,IDEA SQUARE,UNIVERSAL TEXTILE,1S-MH-MU-ZSC-CL09-3225,1S-MH-MU-ZSC-CL09-3168,4,,AL,AL,XLPE,NAN,106.8,,SWNO_32272,1,106.8,,0,527
32274.0,16164.0,10209,AMBVLI_11KV_10209,UNIVERSAL TEXTILE,VALECHA HOUSE,1S-MH-MU-ZSC-CL09-3168,1S-MH-MU-ZSC-CL09-2806,5,,AL,AL,XLPE,NAN,94.0,,SWNO_32274 -> JT.NO.97 | JT.NO.96 -> SWNO_16164 | JT.NO.97 -> JT.NO.96,3,274.13607516,,110,527
10210.0,38517.0,10210,AMBVLI_11KV_10210,AMBIVLI REC-STN,6 7 8 GAZDHAR,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL08-3475,1,2009-09-09,AL,AL,PILC,NAN,229.3,,SWNO_10210 | JT.NO.30J | JT.NO.30K -> SWNO_38517,3,524.4,2009-09-09 00:00:00+00:00,100,277
10210.0,18335.0,10210,AMBVLI_11KV_10210,AMBIVLI REC-STN,OCEANGRAPHY,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-2583,2,2009-04-06,AL,AL,PILC,NAN,77.3,,SWNO_10210 -> JT.NO.54A | JT.NO.54 -> SWNO_18335 | JT.NO.54A -> JT.NO.54G | JT.NO.54C -> JT.NO.54 | JT.NO.54E -> JT.NO.54C | JT.NO.54F -> JT.NO.54E | JT.NO.54G -> JT.NO.54H | JT.NO.54H -> JT.NO.54F,8,708.95602414,2009-04-06 00:00:00+00:00,358,809
38516.0,19899.0,10210,AMBVLI_11KV_10210,6 7 8 GAZDHAR,YASHRAJ FILMS,1S-MH-MU-ZSC-CL08-3475,1S-MH-MU-ZSC-CL09-2926,2,2018-12-13,AL,AL,XLPE,NAN,58.4,,SWNO_38516 -> JT.NO.1 | JT.NO.1 -> SWNO_19899,2,315.6,2018-12-13 00:00:00+00:00,121,382
18333.0,37506.0,10210,AMBVLI_11KV_10210,OCEANGRAPHY,VASTU PRECINCT,1S-MH-MU-ZSC-CL05-2583,1S-MH-MU-ZSC-CL05-3379,3,2015-01-17,AL,AL,PILC,NAN,80.2,,SWNO_18333 -> JT.NO.54E | JT.NO.1 -> SWNO_37506 | JT.NO.54D -> JT.NO.1 | JT.NO.54E -> JT.NO.54F | JT.NO.54F -> JT.NO.54D,5,179.9,2015-01-17 00:00:00+00:00,78,557
19902.0,16613.0,10210,AMBVLI_11KV_10210,YASHRAJ FILMS,PARKSON GRAPHICS,1S-MH-MU-ZSC-CL09-2926,1S-MH-MU-ZSC-CL09-2607,3,2018-12-10,AL,AL,XLPE,NAN,223.5,,SWNO_19902 -> SWNO_16613,1,223.5,2018-12-10 00:00:00+00:00,270,809
16615.0,9880.0,10210,AMBVLI_11KV_10210,PARKSON GRAPHICS,RAHEJA PLAZA,1S-MH-MU-ZSC-CL09-2607,1S-MH-MU-ZSC-CL09-3004,4,2018-12-04,AL,AL,XLPE,NAN,48.8,,SWNO_16615 -> SWNO_09880,1,48.8,2018-12-04 00:00:00+00:00,90,809
37508.0,15445.0,10210,AMBVLI_11KV_10210,VASTU PRECINCT,SHASTRI NAGAR TOWER NO.2,1S-MH-MU-ZSC-CL05-3379,1S-MH-MU-ZSC-CL05-2737,4,2015-01-17,AL,AL,XLPE,NAN,53.3,RESIDENTIAL,SWNO_37508 -> JT.NO.2 | SWNO_15445 | VASTU PRECINCT TO SHASTRI NGR TOWER NO.2 (JT. NO.71A TO JT. NO.71) | JT.NO.2 | JT.NO.54B -> JT.NO.71A | JT.NO.54B,6,315.80644876,2015-01-17 00:00:00+00:00,380,1114
15444.0,15393.0,10210,AMBVLI_11KV_10210,SHASTRI NAGAR TOWER NO.2,INDRALOK,1S-MH-MU-ZSC-CL05-2737,1S-MH-MU-ZSC-CL05-2288,5,2012-10-04,AL,AL,PILC,NAN,105.3,,SWNO_15444 -> JT.NO.29 | JT.NO.29 -> JT.NO.29A | JT.NO.29A -> JT.NO.29C | JT.NO.29B -> SWNO_15393 | JT.NO.29C -> JT.NO.29B,5,221.3,2012-10-04 00:00:00+00:00,168,809
9882.0,32413.0,10210,AMBVLI_11KV_10210,RAHEJA PLAZA,SUPREME INDUSTRIES,1S-MH-MU-ZSC-CL09-3004,1S-MH-MU-ZSC-CL09-2765,5,2017-05-30,AL,AL,XLPE,NAN,30.0,RESIDENTIAL,SWNO_09882 -> JT.NO.128 | JT.NO.128 -> JT.NO.128A | JT.NO.128A -> JT.NO.128C | JT.NO.128B -> JT.NO.128G | JT.NO.128C -> JT.NO.128D | JT.NO.128D -> JT.NO.128E | JT.NO.128E -> JT.NO.128F | JT.NO.128F -> JT.NO.128B | JT.NO.128G -> JT.NO.128H | JT.NO.128H -> JT.NO.20 | JT.NO.20 -> SWNO_32413,11,372.17,2017-05-30 00:00:00+00:00,476,809
15391.0,9312.0,10210,AMBVLI_11KV_10210,INDRALOK,APANA GHAR NO.1,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-2080,5.2,,AL,AL,PILC,NAN,45.7,,SWNO_15391 | SWNO_09312,2,128.8,,56,809
15391.0,32151.0,10210,AMBVLI_11KV_10210,INDRALOK,VERSOVA MHADA NO.3,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-3219,6,2024-12-07,AL,AL,XLPE,NAN,36.9,,SWNO_15391 -> JT.NO.5 | JT.NO.5 -> JT.NO.5A | JT.NO.5 -> SWNO_32151,3,401.5,2024-12-07 00:00:00+00:00,2,809
32415.0,7439.0,10210,AMBVLI_11KV_10210,SUPREME INDUSTRIES,AMBIVLI INDUSTRIES NO.1,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2040,6,2019-03-20,AL,AL,XLPE,NAN,273.8,,SWNO_32415 -> SWNO_07439,1,273.8,2019-03-20 00:00:00+00:00,130,694
7442.0,15923.0,10210,AMBVLI_11KV_10210,AMBIVLI INDUSTRIES NO.1,VIDIOCON TOWER,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2840,6.1,,AL,AL,PILC,NAN,197.4,,SWNO_07442 -> SWNO_15923,1,197.4,,0,809
32154.0,40189.0,10210,AMBVLI_11KV_10210,VERSOVA MHADA NO.3,NEMINATH LUXARIA,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3499,6.2,2019-06-24,AL,AL,XLPE,NAN,69.7,,SWNO_40189 -> JT.NO.66B | JT.NO.66B -> JT.NO.66D | JT.NO.66D -> JT.NO.66C | JT.NO.66C -> SWNO_32154,4,361.2000000000001,2019-06-24 00:00:00+00:00,3,18
32152.0,32146.0,10210,AMBVLI_11KV_10210,VERSOVA MHADA NO.3,VERSOVA MHADA NO.1,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3217,7,,AL,AL,XLPE,NAN,150.7,,SWNO_32152 -> SWNO_32146,1,150.7,,0,715
7440.0,14263.0,10210,AMBVLI_11KV_10210,AMBIVLI INDUSTRIES NO.1,VEERA DESAI ROAD NO.2,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2815,7,2016-04-19,AL,AL,PILC,NAN,56.0,,SWNO_07440 -> JT.NO.18 | AMBIVLI IND TO VEERA DESAI RD.NO.2 (JT.NO 18 TO JT.NO 18A) | AMBIVLI IND TO VEERA DESAI RD.NO.2 (JT.NO 18A TO JT.NO 18C) | AMBIVLI IND TO VEERA DESAI RD.NO.2 (JT.NO 18C TO JT.NO 18F) | AMBIVLI IND TO VEERA DESAI RD.NO.2 (JT.NO 18D TO JT.NO 18E) | SWNO_14263 | AMBIVLI IND TO VEERA DESAI RD.NO.2 (JT.NO 18F TO JT.NO 18G) | AMBIVLI IND TO VEERA DESAI RD.NO.2 (JT.NO 18G TO JT.NO 18H) | AMBIVLI IND TO VEERA DESAI RD.NO.2 (JT.NO 18H TO JT.NO 18J) | AMBIVLI IND TO VEERA DESAI RD.NO.2 (JT.NO 18J TO JT.NO 18D),10,299.1,2016-04-19 00:00:00+00:00,375,796
32144.0,32150.0,10210,AMBVLI_11KV_10210,VERSOVA MHADA NO.1,VERSOVA MHADA NO.2,1S-MH-MU-ZSC-CL05-3217,1S-MH-MU-ZSC-CL05-3218,8,,AL,AL,XLPE,NAN,181.7,,SWNO_32144 -> SWNO_32150,1,181.7,,0,715
10211.0,29463.0,10211,AMBVLI_11KV_10211,AMBIVLI REC-STN,K.D.A.HOSPITAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3075,1,2005-09-30,AL,AL,XLPE,NAN,831.5,,SWNO_29463 -> JT.NO.15 | JT.NO.15 -> JT.NO.15A | JT.NO.15A -> SWNO_29463 | SWNO_10223 -> JT.NO.14 | JT.NO.14 -> JT.NO.14A | JT.NO.14A -> SWNO_29460 | SWNO_28693 -> JT.NO.13 | JT.NO.13 -> JT.NO.13A | JT.NO.13A -> SWNO_29466,9,3136.8,2005-09-30 00:00:00+00:00,112,56
10214.0,38924.0,10214,AMBVLI_11KV_10212,AMBIVLI REC-STN,AMBIVLI REC-STN,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1,2017-11-05,AL,AL,XLPE,NAN,10.0,,SWITCHING DEVICE TO CAP BANK (5.5MVAR) | SWNO_10214 -> SWNO_38924 | SWITCHING DEVICE TO CAP BANK (5.56MVAR) | SWITCHING DEVICE TO CAP BANK (5.5KVAR) | AMBIVLI REC-STN 33040 TO P.T.(20 MVA NO.4) | SWNO_19689 | PT (20 MVA NO.4) TO AMBIVLI REC-STN | SWNO_10216 -> SWNO_10217 | AMBIVLI REC-STN 33040 TO PT (20 MVA NO.2) | PT (20 MVA NO.2) TO AMBIVLI REC-STN | AMBIVLI REC-STN 33080 TO P.T.(20 MVA NO.3) | SWNO_19559 -> SWNO_28691 | PT (20 MVA NO.3) TO AMBIVLI REC-STN | AMBIVLI REC-STN 33041 TO PT (20 MVA NO.1) | PT (20 MVA NO.1) TO AMBIVLI REC-STN,16,965.37804022,2017-11-05 00:00:00+00:00,0,150
38925.0,28218.0,10214,AMBVLI_11KV_10214,AMBIVLI REC-STN,MOHID,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2895,1.1,2017-11-05,AL,AL,PILC,NAN,338.4,,JT.NO.1 -> JT.NO.3 | JT.NO.3 -> JT.NO.4 | JT.NO.4 -> SWNO_28218 | SWNO_38925 -> JT.NO.2 | JT.NO.2 -> JT.NO.1,6,384.0,2017-11-05 00:00:00+00:00,50,168
12471.0,7628.0,10214,AMBVLI_11KV_10214,JAI VERSOVA,DHARTI APARTMENT,1S-MH-MU-ZSC-CL06-2309,1S-MH-MU-ZSC-CL06-2187,10,2021-03-25,AL,AL,XLPE,NAN,198.9,,SWNO_07628 -> SWNO_12471,1,198.9,2021-03-25 00:00:00+00:00,40,342
