FROM_SWITCH,TO_SWITCH,FEEDER_ID,FEEDERID_FULL,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,COMMISSIONEDDATE,NEUTRALMATERIAL,CABLECONDUCTORMATERIAL,CABLETYPE,REMARKS,MEASUREDLENGTH,CLUSTER_TYPE,PATH,NO_OF_SEGMENT,AGG_MEASUREDLENGTH,COMMISSIONEDDATE_DT_OLDEST,NOOFJOINTS,NOOFSUBSTATION
15804.0,10815.0,18448,MALAD_11KV_18448,TRIMURTI TOWERS,ZAKERIA ROAD,1S-MH-MU-ZCT-CL03-4757,1S-MH-MU-ZCT-CL03-4823,6.3,2020-02-12,AL,AL,XLPE,NAN,54.7,COMMERCIAL,SWNO_15804 -> JT.NO.56 | JT.NO.56 -> JT.NO.56A | JT.NO.56A -> JT.NO.56B | JT.NO.56B -> SWNO_10815,4,351.7,2020-02-12 00:00:00+00:00,22,143
6893.0,4335.0,18448,MALAD_11KV_18448,MAMLEDAR WADI ROAD,LIBERTY GARDEN,1S-MH-MU-ZCT-CL03-4474,1S-MH-MU-ZCT-CL03-4412,7,,AL,AL,PILC,NAN,264.0,,SWNO_06893 -> SWNO_04335,1,264.0,,0,648
4336.0,34804.0,18448,MALAD_11KV_18448,LIBERTY GARDEN,LIBERTY GARDEN SAVASHRAM,1S-MH-MU-ZCT-CL03-4412,1S-MH-MU-ZCT-CL03-5238,8,2011-01-25,AL,AL,XLPE,NAN,119.8,,SWNO_04336 -> JT.NO.131 | JT.NO.131 -> SWNO_34804,2,217.7,2011-01-25 00:00:00+00:00,53,540
34802.0,29059.0,18448,MALAD_11KV_18448,LIBERTY GARDEN SAVASHRAM,LIBERTY GARDEN NO.3,1S-MH-MU-ZCT-CL03-5238,1S-MH-MU-ZCT-CL03-5049,9,2007-06-05,AL,AL,XLPE,NAN,115.6,,SWNO_34802 -> JT.NO.31 | JT.NO.31 -> JT.NO.31A | JT.NO.31A -> SWNO_29059,3,251.6,2007-06-05 00:00:00+00:00,385,540
18449.0,40084.0,18449,MALAD_11KV_18449,MALAD REC-STN,BHARAT OPTIMUS,1S-MH-MU-ZCT-RSTN-MALA,1S-MH-MU-ZCT-CL03-5647,1,2023-01-09,AL,AL,XLPE,NAN,287.0,,SWNO_18449 -> JT.NO.25 | JT.NO.25 -> JT.NO.25A | JT.NO.25A -> SWNO_40084,3,624.9,2023-01-09 00:00:00+00:00,4,14
40085.0,42519.0,18449,MALAD_11KV_18449,BHARAT OPTIMUS,R.C.LANE EXTENSION,1S-MH-MU-ZCT-CL03-5647,1S-MH-MU-ZCT-CL03-5289,2,2011-09-23,AL,AL,XLPE,NAN,254.2,,SWNO_40085 -> JT.NO.25 | JT.NO.25 -> JT.NO.25A | JT.NO.25A -> JT.NO.25B | JT.NO.25B -> JT.NO.25C | JT.NO.25C -> SWNO_42519,5,642.8,2011-09-23 00:00:00+00:00,8,14
42518.0,35177.0,18449,MALAD_11KV_18449,R.C.LANE EXTENSION,NEO CORPORATE PARK,1S-MH-MU-ZCT-CL03-5289,1S-MH-MU-ZCT-CL03-5265,2.1,2011-09-23,AL,AL,XLPE,NAN,78.1,,SWNO_42518 -> JT.NO.138 | JT.NO.138 -> SWNO_35177,2,329.6,2011-09-23 00:00:00+00:00,,
35174.0,29064.0,18449,MALAD_11KV_18449,NEO CORPORATE PARK,GEMSTAR COMMERCIAL COMPLEX,1S-MH-MU-ZCT-CL03-5265,1S-MH-MU-ZCT-CL03-5048,2.2,2025-03-04,AL,AL,XLPE,NAN,157.0,,SWNO_35174 -> SWNO_29064,1,157.0,2025-03-04 00:00:00+00:00,22,49
42517.0,42542.0,18449,MALAD_11KV_18449,R.C.LANE EXTENSION,ASHISH UDYOG BHAVAN,1S-MH-MU-ZCT-CL03-5289,1S-MH-MU-ZCT-CL03-4074,3,2022-12-18,AL,AL,XLPE,NAN,89.8,,SWNO_42517 -> JT.NO.190 | JT.NO.190 -> SWNO_42517,2,122.8,2022-12-18 00:00:00+00:00,2,14
15833.0,10667.0,18449,MALAD_11KV_18449,ASHISH UDYOG BHAVAN,RAMCHANDRA LANE NO.1,1S-MH-MU-ZCT-CL03-4074,1S-MH-MU-ZCT-CL03-4646,3.1,2023-01-26,AL,AL,XLPE,NAN,37.0,,SWNO_15833 | JT.NO.94 -> JT.NO.94A | JT.NO.94A -> JT.NO.94B | JT.NO.94B -> SWNO_10667,4,366.5,2023-01-26 00:00:00+00:00,2,9
10668.0,32581.0,18449,MALAD_11KV_18449,RAMCHANDRA LANE NO.1,SUNRISE,1S-MH-MU-ZCT-CL03-4646,1S-MH-MU-ZCT-CL03-5153,3.2,2023-01-10,AL,AL,XLPE,NAN,28.0,,SWNO_10668 -> JT.NO.196 | JT.NO.196 -> SWNO_32581,2,312.0,2023-01-10 00:00:00+00:00,0,9
15835.0,14369.0,18449,MALAD_11KV_18449,ASHISH UDYOG BHAVAN,RAJ RATAN IND.ESTATE,1S-MH-MU-ZCT-CL03-4074,1S-MH-MU-ZCT-CL03-4641,4,2014-09-21,AL,AL,XLPE,NAN,20.0,,SWNO_15835 -> JT.NO.191 | JT.NO.191 -> JT.NO.191A | JT.NO.191A -> SWNO_14369,3,229.5,2014-09-21 00:00:00+00:00,,
14371.0,4287.0,18449,MALAD_11KV_18449,RAJ RATAN IND.ESTATE,ADARSH COLONY,1S-MH-MU-ZCT-CL03-4641,1S-MH-MU-ZCT-CL03-4026,5,2014-09-21,AL,AL,XLPE,NAN,144.5,,SWNO_14371 -> JT.NO.79 | JT.NO.79 -> SWNO_04287,2,266.5,2014-09-21 00:00:00+00:00,2,14
18614.0,11818.0,18614,CHVALI_11KV_18614,CHINCHAVLI REC-STN,CHINCHAVLI CENTRAL NO.3,1S-MH-MU-ZCT-RSTN-CHIN,1S-MH-MU-ZCT-CL02-4139,1,2017-08-20,AL,AL,XLPE,NAN,102.0,,SWNO_18614 -> JT.NO.80 | JT.NO.80 -> JT.NO.80A | JT.NO.80A -> SWNO_11818,3,332.3,2017-08-20 00:00:00+00:00,43,164
7329.0,11251.0,18614,CHVALI_11KV_18614,CHINCHAVLI CENTRAL NO.3,UPAVAN,1S-MH-MU-ZCT-CL02-4139,1S-MH-MU-ZCT-CL08-4772,1.1,2010-11-26,AL,AL,XLPE,NAN,68.5,RESIDENTIAL,SWNO_07329 -> JT.NO.36 | JT.NO.36 -> JT.NO.36A | JT.NO.36B -> JT.NO.36C | JT.NO.36C -> JT.NO.36D | JT.NO.36D -> JT.NO.36E | JT.NO.36E -> JT.NO.36F | JT.NO.36F -> SWNO_11250 | JT.NO.36A -> JT.NO.36B,8,389.1,2010-11-26 00:00:00+00:00,57,138
11250.0,14668.0,18614,CHVALI_11KV_18614,UPAVAN,SQUATERS COLONY NO.1,1S-MH-MU-ZCT-CL08-4772,1S-MH-MU-ZCT-CL08-4721,1.2,2018-05-28,AL,AL,XLPE,NAN,65.4,,SWNO_14668 -> JT.NO.55 | JT.NO.55 -> JT.NO.55A | JT.NO.55A -> JT.NO.55B | JT.NO.55B -> SWNO_11251,4,388.5,2018-05-28 00:00:00+00:00,3,10
7330.0,41679.0,18614,CHVALI_11KV_18614,CHINCHAVLI CENTRAL NO.3,CHINCHAVLI DAZE,1S-MH-MU-ZCT-CL02-4139,1S-MH-MU-ZCT-CL02-5262,2,2011-11-26,AL,AL,XLPE,NAN,50.9,,SWNO_07330 -> JT.NO.35 | JT.NO.35 -> JT.NO.35A | JT.NO.35A -> JT.NO.35B | JT.NO.35B -> JT.NO.35C | JT.NO.35D -> SWNO_41679,5,277.9,2011-11-26 00:00:00+00:00,20,51
41680.0,11660.0,18614,CHVALI_11KV_18614,CHINCHAVLI DAZE,CHINCHAVLI CENTRAL NO.2,1S-MH-MU-ZCT-CL02-5262,1S-MH-MU-ZCT-CL02-4138,3,2011-11-26,AL,AL,XLPE,NAN,65.5,,SWNO_41680 -> JT.NO.126 | JT.NO.126 -> JT.NO.126A | JT.NO.126A -> JT.NO.126B | JT.NO.126B -> SWNO_11660,4,211.3,2011-11-26 00:00:00+00:00,5,51
11662.0,34112.0,18614,CHVALI_11KV_18614,CHINCHAVLI CENTRAL NO.2,DAFFODIL HOUSE,1S-MH-MU-ZCT-CL02-4138,1S-MH-MU-ZCT-CL02-5197,4,2010-04-16,AL,AL,XLPE,NAN,47.5,,JT.NO.89 -> SWNO_34112 | SWITCHING DEVICE TO DT,2,57.5,2010-04-16 00:00:00+00:00,56,705
34110.0,15700.0,18614,CHVALI_11KV_18614,DAFFODIL HOUSE,CHINCHAVLI CENTRAL NO.1,1S-MH-MU-ZCT-CL02-5197,1S-MH-MU-ZCT-CL02-4140,5,2010-04-16,AL,AL,XLPE,NAN,48.0,,SWNO_34110 -> JT.NO.40 | JT.NO.40 -> SWNO_15700,2,100.5,2010-04-16 00:00:00+00:00,51,673
15701.0,12170.0,18614,CHVALI_11KV_18614,CHINCHAVLI CENTRAL NO.1,LILAYA NAGAR,1S-MH-MU-ZCT-CL02-4140,1S-MH-MU-ZCT-CL02-4416,6,2017-12-29,AL,AL,PILC,NAN,77.2,,SWNO_15701 -> JT.NO.106 | JT.NO.106 -> JT.NO.106A | JT.NO.106A,3,273.9,2017-12-29 00:00:00+00:00,24,661
12172.0,25913.0,18614,CHVALI_11KV_18614,LILAYA NAGAR,SOLITAIRE PARK,1S-MH-MU-ZCT-CL02-4416,1S-MH-MU-ZCT-CL02-4973,7,2024-12-19,AL,AL,XLPE,NAN,166.1,,SWNO_12172 -> SWNO_25913,1,166.1,2024-12-19 00:00:00+00:00,132,673
25915.0,19741.0,18614,CHVALI_11KV_18614,SOLITAIRE PARK,KRISHNA COMMERCIAL CENTER,1S-MH-MU-ZCT-CL02-4973,1S-MH-MU-ZCT-CL02-4903,8,2024-12-20,AL,AL,XLPE,NAN,243.8,COMMERCIAL,SWNO_25915 -> SWNO_19741,1,243.8,2024-12-20 00:00:00+00:00,9,39
18615.0,2519.0,18615,CHVALI_11KV_18615,CHINCHAVLI REC-STN,VIJAYKAR WADI,1S-MH-MU-ZCT-RSTN-CHIN,1S-MH-MU-ZCT-CL02-4800,1,2017-07-23,AL,AL,XLPE,NAN,115.8,,SWNO_18615 -> JT.NO.6 | JT.NO.6 -> JT.NO.6A | JT.NO.6A -> JT.NO.6B | JT.NO.6B -> SWNO_02519,4,493.7,2017-07-23 00:00:00+00:00,109,552
2520.0,34049.0,18615,CHVALI_11KV_18615,VIJAYKAR WADI,NADIADWALA COLONY,1S-MH-MU-ZCT-CL02-4800,1S-MH-MU-ZCT-CL02-5191,2,2011-09-04,AL,AL,XLPE,NAN,110.0,,SWNO_02520 -> JT.NO.5 | JT.NO.5 -> JT.NO.5A | JT.NO.5A -> JT.NO.5B | JT.NO.5B -> SWNO_34049,4,294.13276143,2011-09-04 00:00:00+00:00,24,80
34047.0,9925.0,18615,CHVALI_11KV_18615,NADIADWALA COLONY,BABULINE COMPOUND,1S-MH-MU-ZCT-CL02-5191,1S-MH-MU-ZCT-CL02-4087,3,2010-04-09,AL,AL,XLPE,NAN,41.8,,SWNO_34047 -> JT.NO.9 | JT.NO.9 -> JT.NO.9A | JT.NO.9A -> JT.NO.9B | JT.NO.9B -> SWNO_09925,4,223.6,2010-04-09 00:00:00+00:00,130,552
9923.0,11878.0,18615,CHVALI_11KV_18615,BABULINE COMPOUND,HEMU CLASSIC SHOPPING CENTRE,1S-MH-MU-ZCT-CL02-4087,1S-MH-MU-ZCT-CL03-4303,4,2011-09-05,AL,AL,XLPE,NAN,37.5,,SWNO_09923 -> JT.NO.4 | JT.NO.4 -> JT.NO.4A | JT.NO.4A -> JT.NO.4B | JT.NO.4B -> JT.NO.4C | JT.NO.4C -> JT.NO.4D | JT.NO.4D -> SWNO_11878,6,546.48013996,2011-09-05 00:00:00+00:00,344,552
11880.0,35584.0,18615,CHVALI_11KV_18615,HEMU CLASSIC SHOPPING CENTRE,SKY COURT MALL,1S-MH-MU-ZCT-CL03-4303,1S-MH-MU-ZCT-CL03-5130,5,2011-09-04,AL,AL,XLPE,NAN,249.9,,SWNO_11880 -> JT.NO.3 | JT.NO.3 -> JT.NO.3A | JT.NO.3A -> JT.NO.3B | JT.NO.3B -> JT.NO.3C | JT.NO.3C -> JT.NO.3D | JT.NO.3D -> JT.NO.3E | JT.NO.3E -> SWNO_35584,7,684.0,2011-09-04 00:00:00+00:00,431,986
31474.0,83.0,18615,CHVALI_11KV_18615,SKY COURT MALL,MALAD,1S-MH-MU-ZCT-CL03-5130,1S-MH-MU-ZCT-CL03-4442,5.1,2009-12-18,AL,AL,XLPE,NAN,127.5,,SWNO_31474 -> JT.NO.1 | JT.NO.1 -> JT.NO.1A | JT.NO.1A -> SWNO_00086,3,242.6,2009-12-18 00:00:00+00:00,0,132
31476.0,31210.0,18615,CHVALI_11KV_18615,SKY COURT MALL,PENTA HEIGHT,1S-MH-MU-ZCT-CL03-5130,1S-MH-MU-ZCT-CL03-5128,6,2009-02-11,AL,AL,XLPE,NAN,143.3,,SWNO_31476 -> SWNO_31210,1,143.3,2009-02-11 00:00:00+00:00,0,534
31212.0,12024.0,18615,CHVALI_11KV_18615,PENTA HEIGHT,ANAND ROAD,1S-MH-MU-ZCT-CL03-5128,1S-MH-MU-ZCT-CL03-4056,7,2024-11-21,AL,AL,XLPE,NAN,66.7,,SWNO_31212 -> SWNO_12024,1,66.7,2024-11-21 00:00:00+00:00,0,564
12025.0,10086.0,18615,CHVALI_11KV_18615,ANAND ROAD,MALAD SHOPPING CENTRE,1S-MH-MU-ZCT-CL03-4056,1S-MH-MU-ZCT-CL03-4452,8,2024-11-17,AL,AL,XLPE,NAN,118.1,,SWNO_12025 -> SWNO_10086,1,118.1,2024-11-17 00:00:00+00:00,0,564
10087.0,18708.0,18615,CHVALI_11KV_18615,MALAD SHOPPING CENTRE,MALAD STATION,1S-MH-MU-ZCT-CL03-4452,1S-MH-MU-ZCT-CL03-4454,9,2024-12-21,AL,AL,XLPE,NAN,210.0,,SWNO_10087 -> SWNO_18708,1,210.0,2024-12-21 00:00:00+00:00,13,132
18616.0,2221.0,18616,CHVALI_11KV_18616,CHINCHAVLI REC-STN,EXTRUSION PROCESS,1S-MH-MU-ZCT-RSTN-CHIN,1S-MH-MU-ZCT-CL02-4222,1,2017-04-07,AL,AL,XLPE,NAN,88.6,,SWNO_18616 -> JT.NO.42 | JT.NO.42 -> JT.NO.42A | JT.NO.42A -> JT.NO.42B | JT.NO.42B -> JT.NO.42C | JT.NO.42C -> JT.NO.42D | JT.NO.42D -> SWNO_02221,6,406.4,2017-04-07 00:00:00+00:00,442,241
2884.0,31971.0,18616,CHVALI_11KV_18616,EXTRUSION PROCESS,ADVENT ATRIA,1S-MH-MU-ZCT-CL02-4222,1S-MH-MU-ZCT-CL02-5152,2,2009-07-19,AL,AL,XLPE,NAN,79.5,INDUSTRIAL,SWNO_02884 -> JT.NO.42 | JT.NO.42 -> JT.NO.42A | JT.NO.42A -> SWNO_31971,3,125.5,2009-07-19 00:00:00+00:00,22,53
31970.0,42765.0,18616,CHVALI_11KV_18616,ADVENT ATRIA,RAM BAUG ADVENT PLAZZO,1S-MH-MU-ZCT-CL02-5152,1S-MH-MU-ZCT-CL02-5667,3,2010-05-28,AL,AL,XLPE,NAN,185.8,,SWNO_31970 -> JT.NO.144 | JT.NO.144 -> JT.NO.144A | JT.NO.144A -> SWNO_42765,3,328.3,2010-05-28 00:00:00+00:00,4,8
42764.0,34248.0,18616,CHVALI_11KV_18616,RAM BAUG ADVENT PLAZZO,KALPATARU PLAZA,1S-MH-MU-ZCT-CL02-5667,1S-MH-MU-ZCT-CL02-5200,4,2010-05-28,AL,AL,XLPE,NAN,99.0,,SWNO_42764 -> JT.NO.154 | JT.NO.154 -> JT.NO.154A | JT.NO.154A -> SWNO_34248,3,165.0,2010-05-28 00:00:00+00:00,4,8
18617.0,16712.0,18617,CHVALI_11KV_18617,CHINCHAVLI REC-STN,CHINCHAVLI ROAD NO.1,1S-MH-MU-ZCT-RSTN-CHIN,1S-MH-MU-ZCT-CL02-4151,1,2020-12-03,AL,AL,XLPE,NAN,92.5,INDUSTRIAL,SWNO_18617 -> JT.NO.42 | JT.NO.42 -> SWNO_16712,2,184.5,2020-12-03 00:00:00+00:00,442,800
2870.0,34250.0,18617,CHVALI_11KV_18617,CHINCHAVLI ROAD NO.1,KALPATARU PLAZA,1S-MH-MU-ZCT-CL02-4151,1S-MH-MU-ZCT-CL02-5200,2,2017-04-01,AL,AL,XLPE,NAN,82.3,,SWNO_02870 -> SWNO_34248,1,82.3,2017-04-01 00:00:00+00:00,0,104
34249.0,36229.0,18617,CHVALI_11KV_18617,KALPATARU PLAZA,RAMBAUGH LOVEDALE,1S-MH-MU-ZCT-CL02-5200,1S-MH-MU-ZCT-CL02-5609,3,2010-05-28,AL,AL,XLPE,NAN,90.5,,SWNO_34249 -> JT.NO.116 | JT.NO.116 -> SWNO_38139,2,145.5,2010-05-28 00:00:00+00:00,15,112
36230.0,38139.0,18617,CHVALI_11KV_18617,RAMBAUGH LOVEDALE,RAMBAUGH LOTUS,1S-MH-MU-ZCT-CL02-5609,1S-MH-MU-ZCT-CL02-5552,4,2016-04-15,AL,AL,XLPE,NAN,80.1,,SWNO_36230 -> JT.NO.12 | JT.NO.12 -> SWNO_38139,2,141.2,2016-04-15 00:00:00+00:00,26,184
38138.0,31664.0,18617,CHVALI_11KV_18617,RAMBAUGH LOTUS,CHINCHAVLI ROAD NO.3,1S-MH-MU-ZCT-CL02-5552,1S-MH-MU-ZCT-CL02-4149,5,2016-04-15,AL,AL,XLPE,NAN,62.1,,SWNO_38138 -> JT.NO.12 | JT.NO.12 -> JT.NO.12A | JT.NO.12A -> JT.NO.12B | JT.NO.12B -> JT.NO.12C | JT.NO.12C -> SWNO_31664,5,424.6,2016-04-15 00:00:00+00:00,157,184
31665.0,13495.0,18617,CHVALI_11KV_18617,CHINCHAVLI ROAD NO.3,CHINCHAVLI ROAD NO.4,1S-MH-MU-ZCT-CL02-4149,1S-MH-MU-ZCT-CL02-4147,5.1,2024-04-05,AL,AL,XLPE,NAN,274.0,,SWNO_31665 -> SWNO_31665,1,274.0,2024-04-05 00:00:00+00:00,142,296
17024.0,42558.0,18617,CHVALI_11KV_18617,CHINCHAVLI ROAD NO.3,SUNDER NAGAR NO.3,1S-MH-MU-ZCT-CL02-4149,1S-MH-MU-ZCT-CL02-5272,6,2011-04-04,AL,AL,XLPE,NAN,38.3,,SWNO_38475 -> JT.NO.143 | JT.NO.143A -> JT.NO.143B | JT.NO.143B -> SWNO_42558,4,291.2,2011-04-04 00:00:00+00:00,6,16
42557.0,19600.0,18617,CHVALI_11KV_18617,SUNDER NAGAR NO.3,KRISHNA RESIDENCY,1S-MH-MU-ZCT-CL02-5272,1S-MH-MU-ZCT-CL02-4852,7,2023-04-24,AL,AL,XLPE,AS PER HT SLD,78.0,,SWNO_42557 -> JT.NO.31 | JT.NO.31 -> SWNO_19600,2,157.0,2023-04-24 00:00:00+00:00,2,16
19598.0,18463.0,18617,CHVALI_11KV_18617,KRISHNA RESIDENCY,ATMARAM COMPOUND,1S-MH-MU-ZCT-CL02-4852,1S-MH-MU-ZCT-CL02-4082,8,2020-11-13,AL,AL,XLPE,NAN,191.7,,SWNO_19598 -> SWNO_18463,1,191.7,2020-11-13 00:00:00+00:00,7,104
18619.0,18944.0,18619,CHVALI_11KV_18619,CHINCHAVLI REC-STN,KINGSTON PALACE,1S-MH-MU-ZCT-RSTN-CHIN,1S-MH-MU-ZCT-CL02-4851,1,2020-12-04,AL,AL,XLPE,NAN,94.5,,SWNO_18619 -> JT.NO.74 | JT.NO.74 -> JT.NO.74A | JT.NO.74K -> SWNO_18944,3,522.5,2020-12-04 00:00:00+00:00,441,618
41803.0,19893.0,18619,CHVALI_11KV_18619,LIBERTY GARDEN LAD PARISHAD,LIBERTY GARDEN SOUTH NO.2,1S-MH-MU-ZCT-CL03-5386,1S-MH-MU-ZCT-CL03-4902,10,2014-03-24,AL,AL,XLPE,NAN,145.4,RESIDENTIAL,SWNO_41803 -> JT.NO.93 | JT.NO.93 -> SWNO_19893,2,180.9,2014-03-24 00:00:00+00:00,3,39
18942.0,41655.0,18619,CHVALI_11KV_18619,KINGSTON PALACE,CHINCHVALI SOLITAIRE,1S-MH-MU-ZCT-CL02-4851,1S-MH-MU-ZCT-CL02-5704,2,2011-04-02,AL,AL,XLPE,NAN,124.0,,SWNO_18942 -> JT.NO.124 | JT.NO.124 -> JT.NO.124A | JT.NO.124A -> JT.NO.124B | JT.NO.124B -> JT.NO.124C | JT.NO.124C -> JT.NO.124D | JT.NO.124D -> JT.NO.124E | JT.NO.124E -> SWNO_41655,7,779.14584798,2011-04-02 00:00:00+00:00,21,51
41656.0,35006.0,18619,CHVALI_11KV_18619,CHINCHVALI SOLITAIRE,AMBIKA RESIDENCY,1S-MH-MU-ZCT-CL02-5704,1S-MH-MU-ZCT-CL02-5258,3,2020-05-25,AL,AL,XLPE,NAN,59.6,,SWNO_41656 -> SWNO_35006,1,59.6,2020-05-25 00:00:00+00:00,0,51
35004.0,38090.0,18619,CHVALI_11KV_18619,AMBIKA RESIDENCY,CHINCHAVALI ROMELL DIVA,1S-MH-MU-ZCT-CL02-5258,1S-MH-MU-ZCT-CL03-5489,4,2011-04-02,AL,AL,XLPE,NAN,136.0,,SWNO_35004 -> JT.NO.76 | JT.NO.76 -> JT.NO.76A | JT.NO.76A -> JT.NO.76B | JT.NO.76B -> JT.NO.76C | JT.NO.76C -> SWNO_38090,5,619.5,2011-04-02 00:00:00+00:00,232,300
38089.0,15727.0,18619,CHVALI_11KV_18619,CHINCHAVALI ROMELL DIVA,AJIT PARK,1S-MH-MU-ZCT-CL03-5489,1S-MH-MU-ZCT-CL02-4035,5,2015-02-28,AL,AL,XLPE,NAN,196.1,,SWNO_38089 -> JT.NO.141 | JT.NO.141 -> SWNO_15727,2,221.1,2015-02-28 00:00:00+00:00,28,300
15725.0,6900.0,18619,CHVALI_11KV_18619,AJIT PARK,TUREL PAKHADI NO.1,1S-MH-MU-ZCT-CL02-4035,1S-MH-MU-ZCT-CL03-4760,6,2020-06-24,AL,AL,XLPE,NAN,34.5,,SWNO_15725 -> JT.NO.39 | JT.NO.39 -> JT.NO.39A | JT.NO.39A -> SWNO_06900,3,340.1,2020-06-24 00:00:00+00:00,120,618
4119.0,16844.0,18619,CHVALI_11KV_18619,TUREL PAKHADI NO.1,SHREENATH APARTMENT,1S-MH-MU-ZCT-CL03-4760,1S-MH-MU-ZCT-CL04-4701,6.1,2022-05-30,AL,AL,XLPE,NAN,160.7,,SWNO_04119 -> SWNO_16844,1,160.7,2022-05-30 00:00:00+00:00,42,618
16846.0,28637.0,18619,CHVALI_11KV_18619,SHREENATH APARTMENT,BOMBAY TALKIES (NEW),1S-MH-MU-ZCT-CL04-4701,1S-MH-MU-ZCT-CL02-4528,6.2,2022-04-17,AL,AL,XLPE,NAN,177.5,,SWNO_16846 | JT.NO.33 -> SWNO_28637,2,332.7,2022-04-17 00:00:00+00:00,342,608
6899.0,5271.0,18619,CHVALI_11KV_18619,TUREL PAKHADI NO.1,TUREL PAKHADI NO.2,1S-MH-MU-ZCT-CL03-4760,1S-MH-MU-ZCT-CL03-4761,7,2016-07-18,AL,AL,XLPE,NAN,145.4,,SWNO_06899 -> JT.NO.32 | JT.NO.32 -> JT.NO.32A | JT.NO.32A -> SWNO_05271,3,243.4,2016-07-18 00:00:00+00:00,105,618
5272.0,34599.0,18619,CHVALI_11KV_18619,TUREL PAKHADI NO.2,SITA KUNJ,1S-MH-MU-ZCT-CL03-4761,1S-MH-MU-ZCT-CL03-5215,8,2010-11-20,AL,AL,XLPE,NAN,23.0,,SWNO_05272 -> JT.NO.49 | JT.NO.49 -> JT.NO.49A | JT.NO.49A -> SWNO_34599,3,159.5,2010-11-20 00:00:00+00:00,156,618
34597.0,41802.0,18619,CHVALI_11KV_18619,SITA KUNJ,LIBERTY GARDEN LAD PARISHAD,1S-MH-MU-ZCT-CL03-5215,1S-MH-MU-ZCT-CL03-5386,9,2010-11-20,AL,AL,XLPE,NAN,225.6,,SWNO_34597 -> JT.NO.129 | JT.NO.129 -> JT.NO.129A | JT.NO.129A -> SWNO_41802,3,597.5,2010-11-20 00:00:00+00:00,6,39
18624.0,19804.0,18624,CHVALI_11KV_18624,CHINCHAVLI REC-STN,GOVIND KUNJ,1S-MH-MU-ZCT-RSTN-CHIN,1S-MH-MU-ZCT-CL02-4900,1,2006-07-29,AL,AL,XLPE,NAN,211.7,,SWNO_18624 -> JT.NO.10 | JT.NO.10 -> SWNO_19804,2,264.1,2006-07-29 00:00:00+00:00,134,303
19802.0,6757.0,18624,CHVALI_11KV_18624,GOVIND KUNJ,CHINCHAVLI SOUTH NO.2,1S-MH-MU-ZCT-CL02-4900,1S-MH-MU-ZCT-CL02-4152,2,2005-08-06,AL,AL,XLPE,NAN,65.5,,JT.NO.10 -> JT.NO.10A | JT.NO.10A -> JT.NO.10B | JT.NO.10B -> JT.NO.10C | JT.NO.10C -> SWNO_06757,5,187.3,2005-08-06 00:00:00+00:00,274,303
6759.0,4788.0,18624,CHVALI_11KV_18624,CHINCHAVLI SOUTH NO.2,UDYOG NAGAR NO.2,1S-MH-MU-ZCT-CL02-4152,1S-MH-MU-ZCT-CL02-4765,3,2020-11-12,AL,AL,XLPE,NAN,269.3,,SWNO_06759 -> JT.NO.33 | JT.NO.33 -> JT.NO.33A | JT.NO.33A -> JT.NO.33B | JT.NO.33B -> JT.NO.33C | JT.NO.33C -> SWNO_04788,5,676.1,2020-11-12 00:00:00+00:00,833,303
13668.0,28392.0,18624,CHVALI_11KV_18624,UDYOG NAGAR NO.2,A.K. PLAZA,1S-MH-MU-ZCT-CL02-4765,1S-MH-MU-ZCT-CL02-5016,4,2006-10-27,AL,AL,XLPE,NAN,35.0,,SWNO_13668 -> SWNO_28392,1,35.0,2006-10-27 00:00:00+00:00,0,183
28393.0,5109.0,18624,CHVALI_11KV_18624,A.K. PLAZA,UDYOG NAGAR NO.1,1S-MH-MU-ZCT-CL02-5016,1S-MH-MU-ZCT-CL02-4764,5,2006-10-27,AL,AL,XLPE,NAN,32.7,COMMERCIAL,SWNO_28393 -> JT.NO.37 | JT.NO.37 -> JT.NO.37A | JT.NO.37A -> SWNO_05109,3,348.3,2006-10-27 00:00:00+00:00,248,118
13606.0,19740.0,18624,CHVALI_11KV_18624,UDYOG NAGAR NO.1,KRISHNA COMMERCIAL CENTER,1S-MH-MU-ZCT-CL02-4764,1S-MH-MU-ZCT-CL02-4903,6,2024-12-17,AL,AL,XLPE,NAN,197.5,,SWNO_13606 -> SWNO_19740,1,197.5,2024-12-17 00:00:00+00:00,12,12
18626.0,39327.0,18626,CHVALI_11KV_18626,CHINCHAVLI REC-STN,CHINCHAVLI NO.2,1S-MH-MU-ZCT-RSTN-CHIN,1S-MH-MU-ZCT-CL02-4143,1,2020-02-24,AL,AL,XLPE,NAN,155.5,,SWNO_18627 -> SWNO_39327,2,312.3,2020-02-24 00:00:00+00:00,25,125
10379.0,5316.0,18626,CHVALI_11KV_18626,NIVATIA ROAD NO.2,NIVATIA ROAD NO.1,1S-MH-MU-ZCT-CL08-4537,1S-MH-MU-ZCT-CL08-4536,10,,AL,AL,XLPE,NAN,114.9,,SWNO_10379 -> SWNO_05316,1,114.9,,0,581
