FEEDER_ID,FEEDERID_FULL,FROM_SWITCH,TO_SWITCH,SOURCE_SS,DESTINATION_SS,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,COMMISSIONEDDATE,COMMENTS,NEUTRALMATERIAL,CABLECONDUCTORMATERIAL,CABLETYPE,REMARKS,MEASUREDLENGTH
29212,ACRO_11KV_29212,2927,14001,TROMBAY TOWNSHIP CLY,ASHA PICTURE,1S-MH-MU-ZET-CL11-8877,1S-MH-MU-ZET-CL11-8049,4,2019-06-27 00:00:00+00:00,TROMBAY TOWNSHIP COLONY TO ASHA PICTURE (JT NO.10J TO JT.NO.10C),AL,AL,XLPE,NAN,190.0
29212,ACRO_11KV_29212,2927,14001,TROMBAY TOWNSHIP CLY,ASHA PICTURE,1S-MH-MU-ZET-CL11-8877,1S-MH-MU-ZET-CL11-8049,4,2019-06-27 00:00:00+00:00,TROMBAY TOWNSHIP COLONY TO ASHA PICTURE (JT NO.13G TO JT.NO.10B),AL,AL,XLPE,NAN,134.05
29212,ACRO_11KV_29212,2927,14001,TROMBAY TOWNSHIP CLY,ASHA PICTURE,1S-MH-MU-ZET-CL11-8877,1S-MH-MU-ZET-CL11-8049,4,2019-06-27 00:00:00+00:00,TROMBAY TOWNSHIP COLONY TO ASHA PICTURE (JT.NO.1C TO SWNO_14001),AL,AL,XLPE,NAN,35.1
29213,ACRO_11KV_29213,29213,14919,ACROPOLIS REC-STN,ASSOCIATED ENGG,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8054,1,2019-01-25 00:00:00+00:00,ACROPOLIS REC-STN TO ASSOCIATED ENGG (FROM SWNO_29213 TO SWNO_14919),AL,AL,XLPE,NAN,280.0
29213,ACRO_11KV_29213,14921,28926,ASSOCIATED ENGG,U.S.VITAMIN 2,1S-MH-MU-ZET-CL11-8054,1S-MH-MU-ZET-CL11-9108,2,2022-11-02 00:00:00+00:00,ASSOCIATED ENGG TO U S VITAMIN NO.2 (FROM SWNO_14921 TO SWNO_28926),AL,AL,XLPE,NAN,175.0
29213,ACRO_11KV_29213,28925,15620,U.S.VITAMIN 2,HINDUSTAN RUBBER,1S-MH-MU-ZET-CL11-9108,1S-MH-MU-ZET-CL11-8357,3,NAN,U S VITAMIN NO.2 TO HINDUSTAN RUBBER (FROM SWNO_28925 TO SWNO_15620),AL,AL,XLPE,NAN,16.0
29213,ACRO_11KV_29213,15622,14292,HINDUSTAN RUBBER,U.S.VITAMIN,1S-MH-MU-ZET-CL11-8357,1S-MH-MU-ZET-CL11-8889,4,NAN,HINDUSTAN RUBBER TO U S VITAMIN (FROM SWNO_15622 TO JT.NO.1),AL,AL,XLPE,NAN,72.3
29213,ACRO_11KV_29213,15622,14292,HINDUSTAN RUBBER,U.S.VITAMIN,1S-MH-MU-ZET-CL11-8357,1S-MH-MU-ZET-CL11-8889,4,NAN,HINDUSTAN RUBBER TO U S VITAMIN (JT.NO.1 TO SWNO_14292),AL,AL,PILC,NAN,151.03349241
10205,AMBVLI_11KV_10205,10205,18556,AMBIVLI REC-STN,LAXMI NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2382,1,NAN,AMBIVLI REC-STN TO LAXMI NO.2 (FROM SWNO_10205 TO JT.NO.21),AL,AL,XLPE,NAN,10.0
10205,AMBVLI_11KV_10205,10205,18556,AMBIVLI REC-STN,LAXMI NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2382,1,NAN,AMBIVLI REC-STN TO LAXMI NO.2 (JY.NO.21 TO SWNO_18556),AL,AL,PILC,NAN,178.8
10205,AMBVLI_11KV_10205,18558,18559,LAXMI NO.2,LAXMI NO.3,1S-MH-MU-ZSC-CL09-2382,1S-MH-MU-ZSC-CL09-2383,2,NAN,LAXMI NO.3 TO LAXMI NO.2 TO (FROM SWNO_18559 TO SWNO_18558),AL,AL,PILC,NAN,11.0
10205,AMBVLI_11KV_10205,10205,10634,AMBIVLI REC-STN,SEJAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,2,NAN,AMBIVLI REC-STN TO SEJAL (FROM SWNO_10205 TO JT.NO.33F),AL,AL,PILC,NAN,13.5
10205,AMBVLI_11KV_10205,10205,10634,AMBIVLI REC-STN,SEJAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,2,NAN,AMBIVLI REC-STN TO SEJAL (JT.NO.33 TO JT.NO.33J),AL,AL,PILC,NAN,45.0
10205,AMBVLI_11KV_10205,10205,10634,AMBIVLI REC-STN,SEJAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,2,NAN,AMBIVLI REC-STN TO SEJAL (JT.NO.33F TO JT.NO.33),AL,AL,PILC,NAN,208.1
10205,AMBVLI_11KV_10205,10205,10634,AMBIVLI REC-STN,SEJAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,2,2016-06-04 00:00:00+00:00,AMBIVLI REC-STN TO SEJAL (JT.NO.33H TO JT.NO.33L),AL,AL,XLPE,NAN,201.1
10205,AMBVLI_11KV_10205,10205,10634,AMBIVLI REC-STN,SEJAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,2,NAN,AMBIVLI REC-STN TO SEJAL (JT.NO.33J TO JT.NO.33H),AL,AL,PILC,NAN,77.5
10205,AMBVLI_11KV_10205,10205,10634,AMBIVLI REC-STN,SEJAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,2,2016-06-04 00:00:00+00:00,AMBIVLI REC-STN TO SEJAL (JT.NO.33L TO JT.NO.33M),AL,AL,XLPE,NAN,54.2
10205,AMBVLI_11KV_10205,10205,10634,AMBIVLI REC-STN,SEJAL,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2723,2,NAN,AMBIVLI REC-STN TO SEJAL (JT.NO.33M TO SWNO_10634),AL,AL,PILC,NAN,46.9
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (FROM SWNO_10632 TO JT.NO.11H),AL,AL,XLPE,NAN,173.5
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (JT.NO.11 TO SWNO_00573),AL,AL,PILC,NAN,21.0
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (JT.NO.11A TO JT.NO.11G),AL,AL,PILC,NAN,4.6
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (JT.NO.11B TO JT.NO.11C),AL,AL,PILC,NAN,52.3
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (JT.NO.11B TO JT.NO.11C),AL,AL,PILC,NAN,56.81443084
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (JT.NO.11B TO JT.NO.11J),AL,AL,PILC,NAN,20.93415605
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (JT.NO.11C TO JT.NO.11A),AL,AL,PILC,NAN,6.3
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (JT.NO.11D TO JT.NO.11),AL,AL,PILC,NAN,40.3
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (JT.NO.11E TO JT.NO.11D),AL,AL,PILC,NAN,8.0
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (JT.NO.11F TO JT.NO.11E),AL,AL,PILC,NAN,29.0
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (JT.NO.11G TO JT.NO.11F),AL,AL,PILC,NAN,10.8
10205,AMBVLI_11KV_10205,10632,573,SEJAL,ANDHERI SEWAGE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2074,3,NAN,SEJAL TO ANDHERI SEWAGE (JT.NO.11H TO JT.NO.11B),AL,AL,XLPE,NAN,171.8
10205,AMBVLI_11KV_10205,574,39130,ANDHERI SEWAGE,SATYAM AMAR,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL09-3373,4,NAN,ANDHERI SEWAGE TO SATYAM AMAR (FROM SWNO_00574 TO JT.NO.5),AL,AL,PILC,NAN,385.5
10205,AMBVLI_11KV_10205,574,39130,ANDHERI SEWAGE,SATYAM AMAR,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL09-3373,4,2017-12-26 00:00:00+00:00,ANDHERI SEWAGE TO SATYAM AMAR (JT.NO.5 TO SWNO_39130),AL,AL,XLPE,NAN,32.43874068
10205,AMBVLI_11KV_10205,39131,28802,SATYAM AMAR,ANAND SAGAR SOCIETY,1S-MH-MU-ZSC-CL09-3373,1S-MH-MU-ZSC-CL09-3058,5,2017-12-26 00:00:00+00:00,SATYAM AMAR TO ANAND SAGAR SOCIETY (FROM SWNO_39131 TO JT.NO.6),AL,AL,XLPE,NAN,39.3
10205,AMBVLI_11KV_10205,39131,28802,SATYAM AMAR,ANAND SAGAR SOCIETY,1S-MH-MU-ZSC-CL09-3373,1S-MH-MU-ZSC-CL09-3058,5,NAN,SATYAM AMAR TO ANAND SAGAR SOCIETY (JT.NO.6 TO JT.NO.7),AL,AL,XLPE,NAN,15.71188064
10205,AMBVLI_11KV_10205,39131,28802,SATYAM AMAR,ANAND SAGAR SOCIETY,1S-MH-MU-ZSC-CL09-3373,1S-MH-MU-ZSC-CL09-3058,5,NAN,SATYAM AMAR TO ANAND SAGAR SOCIETY (JT.NO.7 TO SWNO_28802),AL,AL,XLPE,NAN,30.0
10205,AMBVLI_11KV_10205,28803,32963,ANAND SAGAR SOCIETY,BLUE STAR SOCIETY,1S-MH-MU-ZSC-CL09-3058,1S-MH-MU-ZSC-CL08-3241,6,2010-03-28 00:00:00+00:00,ANAND SAGAR SOCIETY TO BLUE STAR SOCIETY (FROM SWNO_28803 TO JT.NO.91),AL,AL,XLPE,NAN,21.20181037
10205,AMBVLI_11KV_10205,28803,32963,ANAND SAGAR SOCIETY,BLUE STAR SOCIETY,1S-MH-MU-ZSC-CL09-3058,1S-MH-MU-ZSC-CL08-3241,6,2010-03-28 00:00:00+00:00,ANAND SAGAR SOCIETY TO BLUE STAR SOCITY (JT.NO.91 TO SWNO_32963),AL,AL,XLPE,NAN,58.4
10205,AMBVLI_11KV_10205,32965,4857,BLUE STAR SOCIETY,DHAKE COLONY NO.1,1S-MH-MU-ZSC-CL08-3241,1S-MH-MU-ZSC-CL09-2185,7,2010-03-28 00:00:00+00:00,BLUE STAR SOCIETY TO DHAKE COLONY (FROM SWNO_32965 TO SWNO_04857),AL,AL,XLPE,NAN,68.0
10205,AMBVLI_11KV_10205,572,39962,ANDHERI SEWAGE,SAI KANWAL,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,3.1,NAN,ANDHERI SEWAGE TO SAI KANWAL (FROM SWNO_00572 TO JT.NO.10D),AL,AL,XLPE,NAN,112.5
10205,AMBVLI_11KV_10205,572,39962,ANDHERI SEWAGE,SAI KANWAL,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,3.1,NAN,ANDHERI SEWAGE TO SAI KANWAL (JT.NO.10A TO JT.NO.10B),AL,AL,XLPE,NAN,4.4
10205,AMBVLI_11KV_10205,572,39962,ANDHERI SEWAGE,SAI KANWAL,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,3.1,NAN,ANDHERI SEWAGE TO SAI KANWAL (JT.NO.10B TO JT.NO.10C),AL,AL,XLPE,NAN,49.6
10205,AMBVLI_11KV_10205,572,39962,ANDHERI SEWAGE,SAI KANWAL,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,3.1,NAN,ANDHERI SEWAGE TO SAI KANWAL (JT.NO.10C TO JT.NO.10H),AL,AL,XLPE,NAN,48.0
10205,AMBVLI_11KV_10205,572,39962,ANDHERI SEWAGE,SAI KANWAL,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,3.1,NAN,ANDHERI SEWAGE TO SAI KANWAL (JT.NO.10D TO JT.NO.10E),AL,AL,XLPE,NAN,47.5
10205,AMBVLI_11KV_10205,572,39962,ANDHERI SEWAGE,SAI KANWAL,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,3.1,NAN,ANDHERI SEWAGE TO SAI KANWAL (JT.NO.10E TO JT.NO.10F),AL,AL,XLPE,NAN,9.2
10205,AMBVLI_11KV_10205,572,39962,ANDHERI SEWAGE,SAI KANWAL,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,3.1,NAN,ANDHERI SEWAGE TO SAI KANWAL (JT.NO.10F TO JT.NO.10G),AL,AL,XLPE,NAN,128.0
10205,AMBVLI_11KV_10205,572,39962,ANDHERI SEWAGE,SAI KANWAL,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,3.1,NAN,ANDHERI SEWAGE TO SAI KANWAL (JT.NO.10G TO JT.NO.10A),AL,AL,XLPE,NAN,130.0
10205,AMBVLI_11KV_10205,572,39962,ANDHERI SEWAGE,SAI KANWAL,1S-MH-MU-ZSC-CL09-2074,1S-MH-MU-ZSC-CL06-3404,3.1,2019-01-25 00:00:00+00:00,ANDHERI SEWAGE TO SAI KANWAL (JT.NO.10H TO SWNO_39962),AL,AL,XLPE,NAN,145.8
10205,AMBVLI_11KV_10205,39964,39632,SAI KANWAL,INDIAN OIL NAGAR NO.2,1S-MH-MU-ZSC-CL06-3404,1S-MH-MU-ZSC-CL06-3489,3.2,2019-01-25 00:00:00+00:00,SAI KANWAL TO INDIAN OIL NAGAR NO.2 (FROM SWNO_39964 TO JT.NO.29),AL,AL,XLPE,NAN,130.7
10205,AMBVLI_11KV_10205,39964,39632,SAI KANWAL,INDIAN OIL NAGAR NO.2,1S-MH-MU-ZSC-CL06-3404,1S-MH-MU-ZSC-CL06-3489,3.2,2023-12-20 00:00:00+00:00,SAI KANWAL TO INDIAN OIL NAGAR NO.2 (JT.NO.29 TO JT.NO.29A),AL,AL,XLPE,NAN,8.0
10205,AMBVLI_11KV_10205,39964,39632,SAI KANWAL,INDIAN OIL NAGAR NO.2,1S-MH-MU-ZSC-CL06-3404,1S-MH-MU-ZSC-CL06-3489,3.2,2019-01-25 00:00:00+00:00,SAI KANWAL TO INDIAN OIL NAGAR NO.2 (JT.NO.29A TO SWNO_39632),AL,AL,XLPE,NAN,20.7
10205,AMBVLI_11KV_10205,39633,5821,INDIAN OIL NAGAR NO.2,ASHISH,1S-MH-MU-ZSC-CL06-3489,1S-MH-MU-ZSC-CL06-2088,3.3,2019-01-25 00:00:00+00:00,INDIAN OIL NAGAR NO.2 TO ASHISH (FROM SWNO_39633 TO JT.NO.10A),AL,AL,XLPE,NAN,35.9
10205,AMBVLI_11KV_10205,39633,5821,INDIAN OIL NAGAR NO.2,ASHISH,1S-MH-MU-ZSC-CL06-3489,1S-MH-MU-ZSC-CL06-2088,3.3,NAN,INDIAN OIL NAGAR NO.2 TO ASHISH (JT.NO.10 TO SWNO_05821),AL,AL,XLPE,NAN,132.5
10205,AMBVLI_11KV_10205,39633,5821,INDIAN OIL NAGAR NO.2,ASHISH,1S-MH-MU-ZSC-CL06-3489,1S-MH-MU-ZSC-CL06-2088,3.3,NAN,INDIAN OIL NAGAR NO.2 TO ASHISH (JT.NO.10A TO JT.NO.10),AL,AL,XLPE,NAN,145.0
10205,AMBVLI_11KV_10205,16951,4853,SEJAL,KOLESITE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2366,2.1,NAN,KOLESITE TO SEJAL (FROM SWNO_04853 TO JT.NO.23),AL,AL,PILC,NAN,38.0
10205,AMBVLI_11KV_10205,16951,4853,SEJAL,KOLESITE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2366,2.1,2023-05-10 00:00:00+00:00,KOLESITE TO SEJAL (JT.NO.21 TO JT.NO.22),AL,AL,XLPE,NAN,6.0
10205,AMBVLI_11KV_10205,16951,4853,SEJAL,KOLESITE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2366,2.1,NAN,KOLESITE TO SEJAL (JT.NO.22 TO SWNO_16951),AL,AL,PILC,NAN,372.00954819
10205,AMBVLI_11KV_10205,16951,4853,SEJAL,KOLESITE,1S-MH-MU-ZSC-CL09-2723,1S-MH-MU-ZSC-CL09-2366,2.1,2024-03-16 00:00:00+00:00,KOLESITE TO SEJAL (JT.NO.23 TO JT.NO.21),AL,AL,XLPE,NAN,25.0
10205,AMBVLI_11KV_10205,4855,6089,KOLESITE,JYOTI WIRE INDUSTRIES,1S-MH-MU-ZSC-CL09-2366,1S-MH-MU-ZSC-CL09-2348,2.2,NAN,JYOTI WIRE INDUSTRIES TO KOLESITE (FROM SWNO_06089 TO JT.NO.1),AL,AL,PILC,NAN,90.0
10205,AMBVLI_11KV_10205,4855,6089,KOLESITE,JYOTI WIRE INDUSTRIES,1S-MH-MU-ZSC-CL09-2366,1S-MH-MU-ZSC-CL09-2348,2.2,2024-06-01 00:00:00+00:00,JYOTI WIRE INDUSTRIES TO KOLESITE (JT.NO.1A TO SWNO_04855),AL,AL,XLPE,NAN,69.9
10205,AMBVLI_11KV_10205,6088,25212,JYOTI WIRE INDUSTRIES,AFCONS,1S-MH-MU-ZSC-CL09-2348,1S-MH-MU-ZSC-CL09-2019,2.3,NAN,AFCON TO JYOTI WIRE INDUSTRIES (FROM SWNO_25212 TO JT.NO.27B),AL,AL,XLPE,NAN,46.7
10205,AMBVLI_11KV_10205,6088,25212,JYOTI WIRE INDUSTRIES,AFCONS,1S-MH-MU-ZSC-CL09-2348,1S-MH-MU-ZSC-CL09-2019,2.3,NAN,AFCON TO JYOTI WIRE INDUSTRIES (JT.NO.27 TO SWNO_06088),AL,AL,PILC,NAN,94.3
10205,AMBVLI_11KV_10205,6088,25212,JYOTI WIRE INDUSTRIES,AFCONS,1S-MH-MU-ZSC-CL09-2348,1S-MH-MU-ZSC-CL09-2019,2.3,NAN,AFCON TO JYOTI WIRE INDUSTRIES (JT.NO.27A TO JT.NO.27),AL,AL,PILC,NAN,44.4
10205,AMBVLI_11KV_10205,6088,25212,JYOTI WIRE INDUSTRIES,AFCONS,1S-MH-MU-ZSC-CL09-2348,1S-MH-MU-ZSC-CL09-2019,2.3,NAN,AFCON TO JYOTI WIRE INDUSTRIES (JT.NO.27B TO JT.NO.27C),AL,AL,PILC,NAN,8.7
10205,AMBVLI_11KV_10205,6088,25212,JYOTI WIRE INDUSTRIES,AFCONS,1S-MH-MU-ZSC-CL09-2348,1S-MH-MU-ZSC-CL09-2019,2.3,NAN,AFCON TO JYOTI WIRE INDUSTRIES (JT.NO.27C TO JT.NO.27A),AL,AL,PILC,NAN,45.4
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J P ROAD NO.2 (JT.NO.108B TO SWNO_04804),AL,AL,PILC,NAN,185.4
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (FROM SWNO_10206 TO JT.NO.108C),AL,AL,PILC,NAN,238.1
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,2024-04-18 00:00:00+00:00,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108 TO JT.NO.108N),AL,AL,XLPE,NAN,1.3
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,2024-04-18 00:00:00+00:00,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108 TO JT.NO.108N),AL,AL,XLPE,NAN,0.70186724
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108A TO JT.NO.108J),AL,AL,PILC,NAN,183.9
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108C TO JT.NO.108D),AL,AL,XLPE,NAN,13.0
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108D TO JT.NO.108L),AL,AL,PILC,NAN,28.1
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108E TO JT.NO.108B),AL,AL,PILC,NAN,3.0
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108F TO JT.NO.108E),AL,AL,XLPE,NAN,4.1
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,2017-04-17 00:00:00+00:00,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108G TO JT.NO.108H),AL,AL,XLPE,NAN,5.0
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108H TO JT.NO.108),AL,AL,XLPE,NAN,2.0
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108J TO JT.NO.108K),AL,AL,PILC,NAN,5.6
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108K TO JT.NO.108F),AL,AL,PILC,NAN,113.8
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,2019-04-01 00:00:00+00:00,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108L TO JT.NO.108M),AL,AL,XLPE,NAN,10.6
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108M TO JT.NO.108G),AL,AL,PILC,NAN,5.3
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108N TO JT.NO.108O),AL,AL,PILC,NAN,7.0
10206,AMBVLI_11KV_10206,10206,4804,AMBIVLI REC-STN,J P ROAD NO.2,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1,NAN,AMBIVLI REC-STN TO J.P. ROAD NO.2 (JT.NO.108O TO JT.NO.108A),AL,AL,PILC,NAN,278.2
10206,AMBVLI_11KV_10206,4806,4856,J P ROAD NO.2,DHAKE COLONY NO.1,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2185,2,NAN,J P ROAD NO.2 TO DHAKE COLONY NO.1 (FROM SWNO_04806 TO JT.NO.11A),AL,AL,PILC,NAN,52.4
10206,AMBVLI_11KV_10206,4806,4856,J P ROAD NO.2,DHAKE COLONY NO.1,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2185,2,NAN,J P ROAD NO.2 TO DHAKE COLONY NO.1 (JT.NO.11 TO JT.NO.11B),AL,AL,XLPE,NAN,3.0
10206,AMBVLI_11KV_10206,4806,4856,J P ROAD NO.2,DHAKE COLONY NO.1,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2185,2,2023-03-07 00:00:00+00:00,J P ROAD NO.2 TO DHAKE COLONY NO.1 (JT.NO.11A TO JT.NO.11),AL,AL,XLPE,NAN,65.8
10206,AMBVLI_11KV_10206,4806,4856,J P ROAD NO.2,DHAKE COLONY NO.1,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2185,2,NAN,J P ROAD NO.2 TO DHAKE COLONY NO.1 (JT.NO.11B TO SWNO_04856),AL,AL,PILC,NAN,49.2
