FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,LOCATION,RANK,LATEST_DT_DATE,DT_LOAD,DT_LOAD_CAL,SUM_DT_LOAD_CAL,FRACTION,feeder_Month_01,feeder_Month_02,feeder_Month_03,feeder_Month_04,feeder_Month_05,feeder_Month_06,feeder_Month_07,feeder_Month_08,feeder_Month_09,feeder_Month_10,feeder_Month_11,feeder_Month_12,node_load_Month_01,node_load_Month_02,node_load_Month_03,node_load_Month_04,node_load_Month_05,node_load_Month_06,node_load_Month_07,node_load_Month_08,node_load_Month_09,node_load_Month_10,node_load_Month_11,node_load_Month_12,sec_cum_Month_01,sec_cum_Month_02,sec_cum_Month_03,sec_cum_Month_04,sec_cum_Month_05,sec_cum_Month_06,sec_cum_Month_07,sec_cum_Month_08,sec_cum_Month_09,sec_cum_Month_10,sec_cum_Month_11,sec_cum_Month_12
16773,16773-18322,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-CL04-4699,1S-MH-MU-ZCT-CL04-4699,1,2025-04-04,482.6854368932039,26.667805447292196,89.16280976056485,0.2990911291255303,42.144,36.192,48.145,53.992,53.222,49.445,47.991,47.991,43.629,46.417,43.053,36.259,13,11,15,17,16,15,15,15,14,14,13,11,46.0,87.0,139.0,197.0,252.0,305.0,355.0,405.0,452.0,500.0,546.0,587.0
16773,18320-37152,1S-MH-MU-ZCT-CL04-4699,1S-MH-MU-ZCT-CL04-5467,1S-MH-MU-ZCT-CL04-5467,2,2025-04-04,95.20778761061946,5.260118833104294,89.16280976056485,0.058994538723372,42.144,36.192,48.145,53.992,53.222,49.445,47.991,47.991,43.629,46.417,43.053,36.259,3,3,3,4,4,3,3,3,3,3,3,3,33.0,63.0,100.0,141.0,180.0,218.0,253.0,288.0,321.0,355.0,388.0,418.0
16773,37151-28732,1S-MH-MU-ZCT-CL04-5467,1S-MH-MU-ZCT-CL04-5030,1S-MH-MU-ZCT-CL04-5030,3,2025-04-04,268.80827586206897,14.85134262481959,89.16280976056485,0.1665643182925812,42.144,36.192,48.145,53.992,53.222,49.445,47.991,47.991,43.629,46.417,43.053,36.259,8,7,9,9,9,9,8,8,8,8,8,7,30.0,57.0,91.0,128.0,163.0,198.0,230.0,262.0,292.0,323.0,353.0,380.0
16773,28730-38452,1S-MH-MU-ZCT-CL04-5030,1S-MH-MU-ZCT-CL04-5287,1S-MH-MU-ZCT-CL04-5287,4,2025-04-04,269.1678260869565,14.871207353922557,89.16280976056485,0.16678710993807006,42.144,36.192,48.145,53.992,53.222,49.445,47.991,47.991,43.629,46.417,43.053,36.259,8,7,9,10,9,9,9,9,8,8,8,7,22.0,42.0,67.0,95.0,121.0,147.0,171.0,195.0,217.0,240.0,262.0,282.0
16773,43268-43266,1S-MH-MU-ZCT-CL04-5287,1S-MH-MU-ZCT-CL04-4759,1S-MH-MU-ZCT-CL04-4759,4.1,2025-04-04,363.8313725490197,20.10125750055575,89.16280976056485,0.22544441516070507,42.144,36.192,48.145,53.992,53.222,49.445,47.991,47.991,43.629,46.417,43.053,36.259,10,9,11,13,12,12,11,11,10,11,10,9,10.0,19.0,30.0,43.0,55.0,67.0,78.0,89.0,99.0,110.0,120.0,129.0
16773,38454-41315,1S-MH-MU-ZCT-CL04-5287,1S-MH-MU-ZCT-CL04-5709,1S-MH-MU-ZCT-CL04-5709,5,2025-04-04,134.14,7.411078000870469,89.16280976056485,0.08311848875974139,42.144,36.192,48.145,53.992,53.222,49.445,47.991,47.991,43.629,46.417,43.053,36.259,4,4,5,5,5,5,4,4,4,4,4,4,4.0,8.0,13.0,18.0,23.0,28.0,32.0,36.0,40.0,44.0,48.0,52.0
16777,16777-34816,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-CL04-5229,1S-MH-MU-ZCT-CL04-5229,1,2025-04-04,351.78941176470585,19.435953261283544,195.79594929943642,0.09926637058032073,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,9,8,11,12,13,13,13,13,12,13,11,10,97.0,175.0,286.0,409.0,545.0,681.0,817.0,953.0,1073.0,1204.0,1321.0,1425.0
16777,35102-41321,1S-MH-MU-ZCT-CL04-5254,1S-MH-MU-ZCT-CL04-5668,1S-MH-MU-ZCT-CL04-5668,10,2025-04-04,142.35833333333332,7.86513129869727,195.79594929943642,0.04017004093720497,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,4,3,5,5,6,6,6,6,5,5,5,4,17.0,31.0,51.0,73.0,98.0,123.0,148.0,173.0,195.0,217.0,237.0,255.0
16777,41322-37358,1S-MH-MU-ZCT-CL04-5668,1S-MH-MU-ZCT-CL04-5311,1S-MH-MU-ZCT-CL04-5311,11,2025-04-04,224.82057142857144,12.421073438626912,195.79594929943642,0.06343886828644757,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,6,5,7,8,9,9,9,9,8,8,7,7,13.0,24.0,39.0,56.0,75.0,94.0,113.0,132.0,149.0,166.0,181.0,195.0
16777,37356-42690,1S-MH-MU-ZCT-CL04-5311,1S-MH-MU-ZCT-CL04-5741,1S-MH-MU-ZCT-CL04-5741,12,2024-11-04,252.6776470588235,13.960144262929477,195.79594929943642,0.0712994539104577,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,7,6,8,9,10,10,10,10,9,9,8,7,7.0,13.0,21.0,30.0,40.0,50.0,60.0,70.0,79.0,88.0,96.0,103.0
16777,34818-19081,1S-MH-MU-ZCT-CL04-5229,1S-MH-MU-ZCT-CL04-4858,1S-MH-MU-ZCT-CL04-4858,2,2025-04-04,119.69541463414636,6.613031565529979,195.79594929943642,0.033775119399515656,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,4,3,4,4,5,5,5,5,4,5,4,4,88.0,158.0,258.0,369.0,492.0,615.0,738.0,861.0,969.0,1087.0,1193.0,1287.0
16777,19079-39457,1S-MH-MU-ZCT-CL04-4858,1S-MH-MU-ZCT-CL04-5474,1S-MH-MU-ZCT-CL04-5474,3,2025-04-04,186.42777777777775,10.299916524825237,195.79594929943642,0.052605360640394436,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,5,4,6,7,7,7,7,7,6,7,6,6,84.0,151.0,247.0,354.0,472.0,590.0,708.0,826.0,930.0,1043.0,1145.0,1235.0
16777,39456-37623,1S-MH-MU-ZCT-CL04-5474,1S-MH-MU-ZCT-CL04-5309,1S-MH-MU-ZCT-CL04-5309,4,2025-04-04,118.17371428571428,6.528959402296179,195.79594929943642,0.033345732767490775,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,4,3,4,4,5,5,5,5,4,5,4,4,79.0,142.0,232.0,332.0,443.0,554.0,665.0,776.0,874.0,980.0,1076.0,1160.0
16777,37625-38083,1S-MH-MU-ZCT-CL04-5309,1S-MH-MU-ZCT-CL04-5154,1S-MH-MU-ZCT-CL04-5154,5,2025-04-04,238.36243654822337,13.169245636919797,195.79594929943642,0.06726005151812252,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,7,5,8,8,9,9,9,9,8,9,8,7,75.0,135.0,221.0,317.0,423.0,529.0,635.0,741.0,835.0,936.0,1028.0,1108.0
16777,32090-16362,1S-MH-MU-ZCT-CL04-5154,1S-MH-MU-ZCT-CL04-4486,1S-MH-MU-ZCT-CL04-4486,5.1,2025-04-04,336.38952380952384,18.58512747598073,195.79594929943642,0.0949208987340078,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,9,7,10,12,13,13,13,13,11,12,11,10,9.0,16.0,26.0,38.0,51.0,64.0,77.0,90.0,101.0,113.0,124.0,134.0
16777,32089-2458,1S-MH-MU-ZCT-CL04-5154,1S-MH-MU-ZCT-CL04-4731,1S-MH-MU-ZCT-CL04-4731,6,2025-04-04,322.3096143958869,17.80722896017893,195.79594929943642,0.09094789255801108,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,9,7,10,11,12,12,12,12,11,12,11,9,59.0,107.0,175.0,251.0,335.0,419.0,503.0,587.0,662.0,742.0,815.0,878.0
16777,2460-6813,1S-MH-MU-ZCT-CL04-4731,1S-MH-MU-ZCT-CL04-4154,1S-MH-MU-ZCT-CL04-4154,7,2025-01-03,458.6260606060607,25.338553066821703,195.79594929943642,0.1294130606760956,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,12,10,14,16,17,17,17,17,15,16,15,13,50.0,91.0,149.0,214.0,286.0,358.0,430.0,502.0,566.0,634.0,696.0,750.0
16777,11336-41192,1S-MH-MU-ZCT-CL04-4154,1S-MH-MU-ZCT-CL04-5672,1S-MH-MU-ZCT-CL04-5672,7.1,2025-04-04,267.33478260869566,14.769933847165602,195.79594929943642,0.07543533918864437,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,7,6,8,9,10,10,10,10,9,10,9,8,7.0,13.0,21.0,30.0,40.0,50.0,60.0,70.0,79.0,89.0,98.0,106.0
16777,6812-37561,1S-MH-MU-ZCT-CL04-4154,1S-MH-MU-ZCT-CL04-5325,1S-MH-MU-ZCT-CL04-5325,8,2025-04-04,290.0587155963303,16.02540454835774,195.79594929943642,0.08184747746670502,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,8,6,9,10,11,11,11,11,10,11,10,8,31.0,56.0,92.0,132.0,177.0,222.0,267.0,312.0,352.0,394.0,432.0,465.0
16777,37563-35104,1S-MH-MU-ZCT-CL04-5325,1S-MH-MU-ZCT-CL04-5254,1S-MH-MU-ZCT-CL04-5254,9,2025-04-04,234.86915662650603,12.976246009823315,195.79594929943642,0.06627433333658178,90.31,72.688,104.691,117.227,127.636,128.943,129.839,129.839,113.59,122.365,110.323,95.172,6,5,7,8,9,9,9,9,8,9,8,7,23.0,42.0,69.0,99.0,133.0,167.0,201.0,235.0,265.0,296.0,324.0,349.0
16778,16778-19345,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-CL04-4861,1S-MH-MU-ZCT-CL04-4861,1,2025-04-04,338.6699029126213,18.711115752442712,118.0425550014109,0.15851161263172478,30.164,30.163,38.585,43.753,50.483,50.381,49.573,49.573,38.028,44.229,45.247,32.054,5,5,7,7,9,8,8,8,7,8,8,6,33.0,66.0,108.0,154.0,209.0,262.0,313.0,364.0,406.0,454.0,503.0,538.0
16778,19346-15965,1S-MH-MU-ZCT-CL04-4861,1S-MH-MU-ZCT-CL04-4371,1S-MH-MU-ZCT-CL04-4371,2,2025-04-04,327.6618811881188,18.10293543608991,118.0425550014109,0.15335940022539782,30.164,30.163,38.585,43.753,50.483,50.381,49.573,49.573,38.028,44.229,45.247,32.054,5,5,6,7,8,8,8,8,6,7,7,5,28.0,56.0,91.0,130.0,176.0,221.0,264.0,307.0,342.0,382.0,423.0,452.0
16778,15967-31199,1S-MH-MU-ZCT-CL04-4371,1S-MH-MU-ZCT-CL04-5127,1S-MH-MU-ZCT-CL04-5127,3,2025-04-04,172.13020833333334,9.509992547073338,118.0425550014109,0.08056410289458467,30.164,30.163,38.585,43.753,50.483,50.381,49.573,49.573,38.028,44.229,45.247,32.054,3,3,4,4,5,5,4,4,4,4,4,3,23.0,46.0,75.0,107.0,145.0,182.0,217.0,252.0,281.0,314.0,348.0,372.0
16778,31197-18349,1S-MH-MU-ZCT-CL04-5127,1S-MH-MU-ZCT-CL04-4685,1S-MH-MU-ZCT-CL04-4685,4,2025-04-04,195.32019900497517,10.791212389827148,118.0425550014109,0.09141798387622299,30.164,30.163,38.585,43.753,50.483,50.381,49.573,49.573,38.028,44.229,45.247,32.054,3,3,4,4,5,5,5,5,4,5,5,3,20.0,40.0,65.0,93.0,126.0,158.0,189.0,220.0,245.0,274.0,304.0,325.0
16778,18347-42457,1S-MH-MU-ZCT-CL04-4685,1S-MH-MU-ZCT-CL04-5342,1S-MH-MU-ZCT-CL04-5342,5,2025-04-04,82.76666666666667,4.57276146219407,118.0425550014109,0.03873824539073569,30.164,30.163,38.585,43.753,50.483,50.381,49.573,49.573,38.028,44.229,45.247,32.054,2,2,2,2,2,2,2,2,2,2,2,2,17.0,34.0,55.0,79.0,107.0,134.0,160.0,186.0,207.0,231.0,256.0,274.0
16778,42456-6774,1S-MH-MU-ZCT-CL04-5342,1S-MH-MU-ZCT-CL04-4684,1S-MH-MU-ZCT-CL04-4684,6,2025-04-04,256.9715686274509,14.197378403936764,118.0425550014109,0.12027339126781074,30.164,30.163,38.585,43.753,50.483,50.381,49.573,49.573,38.028,44.229,45.247,32.054,4,4,5,6,7,7,6,6,5,6,6,4,15.0,30.0,49.0,71.0,97.0,122.0,146.0,170.0,189.0,211.0,234.0,250.0
16778,6774-7109,1S-MH-MU-ZCT-CL04-4684,1S-MH-MU-ZCT-CL04-4686,1S-MH-MU-ZCT-CL04-4686,6.1,2025-04-04,381.5208333333333,21.07857950492348,118.0425550014109,0.3571352637135233,30.164,30.163,38.585,43.753,50.483,50.381,49.573,49.573,38.028,44.229,45.247,32.054,11,11,14,16,19,18,18,18,14,16,17,12,11.0,22.0,36.0,52.0,71.0,89.0,107.0,125.0,139.0,155.0,172.0,184.0
16778,6772-7109,1S-MH-MU-ZCT-CL04-4684,1S-MH-MU-ZCT-CL04-4686,1S-MH-MU-ZCT-CL04-4686,7,2025-04-04,381.5208333333333,21.07857950492348,118.0425550014109,0.3571352637135233,30.164,30.163,38.585,43.753,50.483,50.381,49.573,49.573,38.028,44.229,45.247,32.054,11,11,14,16,19,18,18,18,14,16,17,12,11.0,22.0,36.0,52.0,71.0,89.0,107.0,125.0,139.0,155.0,172.0,184.0
16781,16781-13895,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-CL10-4049,1S-MH-MU-ZCT-CL10-4049,1,2025-04-04,225.92836272040304,12.48227761092786,164.48710966346047,0.07588605354222903,55.158,59.831,77.514,80.227,84.494,77.51,77.666,77.666,69.26,83.669,70.212,57.913,5,5,6,7,7,6,6,6,6,7,6,5,5.0,10.0,16.0,23.0,30.0,36.0,42.0,48.0,54.0,61.0,67.0,72.0
16781,16781-11527,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-CL04-4424,1S-MH-MU-ZCT-CL04-4424,2,2025-04-04,422.6864077669903,23.35292931168113,164.48710966346047,0.14197422132020598,55.158,59.831,77.514,80.227,84.494,77.51,77.666,77.666,69.26,83.669,70.212,57.913,8,9,12,12,12,12,12,12,10,12,10,9,54.0,114.0,189.0,267.0,350.0,425.0,501.0,577.0,645.0,726.0,794.0,852.0
16781,11526-36481,1S-MH-MU-ZCT-CL04-4424,1S-MH-MU-ZCT-CL04-5418,1S-MH-MU-ZCT-CL04-5418,3,2025-04-04,86.49375,4.778678454135905,164.48710966346047,0.029051993581217697,55.158,59.831,77.514,80.227,84.494,77.51,77.666,77.666,69.26,83.669,70.212,57.913,2,2,3,3,3,3,3,3,3,3,3,2,46.0,97.0,160.0,226.0,297.0,360.0,424.0,488.0,546.0,615.0,673.0,722.0
16781,36480-10628,1S-MH-MU-ZCT-CL04-5418,1S-MH-MU-ZCT-CL04-4700,1S-MH-MU-ZCT-CL04-4700,4,2025-04-04,362.02941176470586,20.00170127625979,164.48710966346047,0.1216004179122798,55.158,59.831,77.514,80.227,84.494,77.51,77.666,77.666,69.26,83.669,70.212,57.913,7,8,10,10,11,10,10,10,9,11,9,8,44.0,93.0,153.0,216.0,284.0,344.0,405.0,466.0,521.0,587.0,642.0,689.0
16781,10630-43936,1S-MH-MU-ZCT-CL04-4700,1S-MH-MU-ZCT-CL04-4441,1S-MH-MU-ZCT-CL04-4441,4.1,2025-04-04,460.3920398009951,25.43612135041775,164.48710966346047,0.15463899513135032,55.158,59.831,77.514,80.227,84.494,77.51,77.666,77.666,69.26,83.669,70.212,57.913,9,10,12,13,14,12,13,13,11,13,11,9,9.0,19.0,31.0,44.0,58.0,70.0,83.0,96.0,107.0,120.0,131.0,140.0
16781,10629-34037,1S-MH-MU-ZCT-CL04-4700,1S-MH-MU-ZCT-CL04-5189,1S-MH-MU-ZCT-CL04-5189,5,2025-04-04,363.6539325842697,20.09145415018126,164.48710966346047,0.12214607084584464,55.158,59.831,77.514,80.227,84.494,77.51,77.666,77.666,69.26,83.669,70.212,57.913,7,8,10,10,11,10,10,10,9,11,9,8,28.0,59.0,97.0,137.0,180.0,218.0,256.0,294.0,329.0,371.0,406.0,436.0
16781,34035-2144,1S-MH-MU-ZCT-CL04-5189,1S-MH-MU-ZCT-CL04-4370,1S-MH-MU-ZCT-CL04-4370,6,2025-04-04,330.0605774278215,18.235460595869483,164.48710966346047,0.11086255107272001,55.158,59.831,77.514,80.227,84.494,77.51,77.666,77.666,69.26,83.669,70.212,57.913,7,7,9,9,10,9,9,9,8,10,8,7,21.0,44.0,72.0,102.0,134.0,162.0,190.0,218.0,244.0,275.0,301.0,323.0
16781,2142-41191,1S-MH-MU-ZCT-CL04-4370,1S-MH-MU-ZCT-CL04-5672,1S-MH-MU-ZCT-CL04-5672,7,2025-04-04,267.33478260869566,14.769933847165602,164.48710966346047,0.08979386820879026,55.158,59.831,77.514,80.227,84.494,77.51,77.666,77.666,69.26,83.669,70.212,57.913,5,6,7,8,8,7,7,7,7,8,7,6,14.0,30.0,49.0,70.0,92.0,111.0,130.0,149.0,167.0,188.0,206.0,221.0
16781,41193-11336,1S-MH-MU-ZCT-CL04-5672,1S-MH-MU-ZCT-CL04-4154,1S-MH-MU-ZCT-CL04-4154,8,2025-01-03,458.6260606060607,25.338553066821703,164.48710966346047,0.15404582838536232,55.158,59.831,77.514,80.227,84.494,77.51,77.666,77.666,69.26,83.669,70.212,57.913,9,10,12,13,14,12,12,12,11,13,11,9,9.0,19.0,31.0,44.0,58.0,70.0,82.0,94.0,105.0,118.0,129.0,138.0
16782,16782-11650,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-CL04-4365,1S-MH-MU-ZCT-CL04-4365,1,2025-04-04,456.81658536585365,25.23858167763266,180.13503729073932,0.1401092317031994,79.524,61.768,73.267,85.083,101.08,89.75,97.805,97.805,96.613,90.691,79.507,55.483,12,9,11,12,15,13,14,14,14,13,12,8,23.0,41.0,62.0,86.0,115.0,141.0,169.0,197.0,225.0,251.0,274.0,290.0
16782,11648-525,1S-MH-MU-ZCT-CL04-4365,1S-MH-MU-ZCT-CL04-4570,1S-MH-MU-ZCT-CL04-4570,2,2025-04-04,441.83203883495145,24.41070301990052,180.13503729073932,0.13551335368755307,79.524,61.768,73.267,85.083,101.08,89.75,97.805,97.805,96.613,90.691,79.507,55.483,11,9,10,12,14,13,14,14,14,13,11,8,11.0,20.0,30.0,42.0,56.0,69.0,83.0,97.0,111.0,124.0,135.0,143.0
16782,16782-10909,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-CL04-4485,1S-MH-MU-ZCT-CL04-4485,2,2025-04-04,397.90871794871794,21.98399094933887,180.13503729073932,0.12204172647354852,79.524,61.768,73.267,85.083,101.08,89.75,97.805,97.805,96.613,90.691,79.507,55.483,10,8,9,11,13,11,12,12,12,12,10,7,62.0,112.0,169.0,235.0,314.0,383.0,458.0,533.0,607.0,679.0,741.0,786.0
16782,13965-40686,1S-MH-MU-ZCT-CL04-4485,1S-MH-MU-ZCT-CL04-5466,1S-MH-MU-ZCT-CL04-5466,2.1,2025-04-04,113.64,6.278476994326228,180.13503729073932,0.034854279815606994,79.524,61.768,73.267,85.083,101.08,89.75,97.805,97.805,96.613,90.691,79.507,55.483,3,3,3,3,4,4,4,4,4,4,3,2,9.0,17.0,26.0,36.0,48.0,59.0,71.0,83.0,95.0,106.0,115.0,122.0
16782,40687-34015,1S-MH-MU-ZCT-CL04-5466,1S-MH-MU-ZCT-CL04-5154,1S-MH-MU-ZCT-CL04-5154,2.2,2025-04-04,238.36243654822337,13.169245636919797,180.13503729073932,0.0731076298924819,79.524,61.768,73.267,85.083,101.08,89.75,97.805,97.805,96.613,90.691,79.507,55.483,6,5,6,7,8,7,8,8,8,7,6,5,6.0,11.0,17.0,24.0,32.0,39.0,47.0,55.0,63.0,70.0,76.0,81.0
16782,13966-13625,1S-MH-MU-ZCT-CL04-4485,1S-MH-MU-ZCT-CL04-4324,1S-MH-MU-ZCT-CL04-4324,3,2025-04-04,472.1182692307693,26.08398180188755,180.13503729073932,0.1448023782279946,79.524,61.768,73.267,85.083,101.08,89.75,97.805,97.805,96.613,90.691,79.507,55.483,12,9,11,13,15,13,15,15,14,14,12,9,43.0,77.0,116.0,161.0,215.0,262.0,313.0,364.0,414.0,463.0,506.0,537.0
16782,13624-29457,1S-MH-MU-ZCT-CL04-4324,1S-MH-MU-ZCT-CL04-5065,1S-MH-MU-ZCT-CL04-5065,4,2025-04-04,180.45126213592232,9.969721030601194,180.13503729073932,0.05534581822918763,79.524,61.768,73.267,85.083,101.08,89.75,97.805,97.805,96.613,90.691,79.507,55.483,5,4,5,5,6,5,6,6,6,6,5,4,31.0,56.0,84.0,116.0,155.0,189.0,225.0,261.0,297.0,332.0,363.0,385.0
16782,29459-18196,1S-MH-MU-ZCT-CL04-5065,1S-MH-MU-ZCT-CL04-4498,1S-MH-MU-ZCT-CL04-4498,5,2025-04-04,291.771359223301,16.120026104248407,180.13503729073932,0.08948856561553076,79.524,61.768,73.267,85.083,101.08,89.75,97.805,97.805,96.613,90.691,79.507,55.483,8,6,7,8,10,9,9,9,9,9,8,5,26.0,47.0,70.0,97.0,130.0,159.0,189.0,219.0,249.0,278.0,304.0,322.0
16782,18198-38164,1S-MH-MU-ZCT-CL04-4498,1S-MH-MU-ZCT-CL04-5477,1S-MH-MU-ZCT-CL04-5477,6,2025-04-04,164.78252427184464,9.104041602497182,180.13503729073932,0.05054009336231013,79.524,61.768,73.267,85.083,101.08,89.75,97.805,97.805,96.613,90.691,79.507,55.483,5,4,4,5,6,5,5,5,5,5,5,3,18.0,33.0,49.0,68.0,91.0,111.0,132.0,153.0,174.0,194.0,212.0,225.0
16782,38163-40784,1S-MH-MU-ZCT-CL04-5477,1S-MH-MU-ZCT-CL04-5525,1S-MH-MU-ZCT-CL04-5525,7,2025-04-04,264.5692307692308,14.617140344871544,180.13503729073932,0.08114545934381087,79.524,61.768,73.267,85.083,101.08,89.75,97.805,97.805,96.613,90.691,79.507,55.483,7,6,6,7,9,8,8,8,8,8,7,5,13.0,24.0,36.0,50.0,67.0,82.0,98.0,114.0,130.0,145.0,158.0,168.0
16782,40783-31646,1S-MH-MU-ZCT-CL04-5525,1S-MH-MU-ZCT-CL04-4322,1S-MH-MU-ZCT-CL04-4322,8,2025-04-04,238.1793103448276,13.159128128515373,180.13503729073932,0.07305146364877611,79.524,61.768,73.267,85.083,101.08,89.75,97.805,97.805,96.613,90.691,79.507,55.483,6,5,6,7,8,7,8,8,8,7,6,5,6.0,11.0,17.0,24.0,32.0,39.0,47.0,55.0,63.0,70.0,76.0,81.0
16784,16784-38432,1S-MH-MU-ZCT-RSTN-KAND,1S-MH-MU-ZCT-CL04-5523,1S-MH-MU-ZCT-CL04-5523,1,2025-04-04,79.97065217391305,4.418284933959678,133.2028059062725,0.03316960858218394,56.997,50.045,86.706,81.312,78.01,81.29,70.474,70.474,58.17,69.841,68.777,67.81,2,2,3,3,3,3,3,3,2,3,3,3,61.0,115.0,205.0,292.0,374.0,461.0,535.0,609.0,670.0,744.0,818.0,891.0
16784,38431-7072,1S-MH-MU-ZCT-CL04-5523,1S-MH-MU-ZCT-CL04-4570,1S-MH-MU-ZCT-CL04-4570,2,2025-04-04,441.83203883495145,24.41070301990052,133.2028059062725,0.18325967575395516,56.997,50.045,86.706,81.312,78.01,81.29,70.474,70.474,58.17,69.841,68.777,67.81,11,10,16,15,15,15,13,13,11,13,13,13,59.0,111.0,198.0,282.0,361.0,445.0,516.0,587.0,646.0,717.0,788.0,858.0
16784,524-18047,1S-MH-MU-ZCT-CL04-4570,1S-MH-MU-ZCT-CL04-4720,1S-MH-MU-ZCT-CL04-4720,3,2025-04-04,123.51584158415842,6.82410568304278,133.2028059062725,0.05123094544903603,56.997,50.045,86.706,81.312,78.01,81.29,70.474,70.474,58.17,69.841,68.777,67.81,3,3,5,5,4,5,4,4,3,4,4,4,48.0,90.0,161.0,230.0,294.0,363.0,421.0,479.0,527.0,585.0,643.0,700.0
16784,18045-15956,1S-MH-MU-ZCT-CL04-4720,1S-MH-MU-ZCT-CL04-4382,1S-MH-MU-ZCT-CL04-4382,4,2025-04-04,359.6517766497462,19.870339718972073,133.2028059062725,0.14917358222133656,56.997,50.045,86.706,81.312,78.01,81.29,70.474,70.474,58.17,69.841,68.777,67.81,9,8,13,13,12,13,11,11,9,11,11,11,45.0,84.0,150.0,214.0,274.0,338.0,392.0,446.0,491.0,545.0,599.0,652.0
16784,15955-30018,1S-MH-MU-ZCT-CL04-4382,1S-MH-MU-ZCT-CL04-5085,1S-MH-MU-ZCT-CL04-5085,5,2025-04-04,369.3715151515152,20.407343895091604,133.2028059062725,0.15320506018057256,56.997,50.045,86.706,81.312,78.01,81.29,70.474,70.474,58.17,69.841,68.777,67.81,9,8,14,13,12,13,11,11,9,11,11,11,36.0,67.0,120.0,171.0,219.0,270.0,313.0,356.0,392.0,435.0,478.0,520.0
16784,30019-11992,1S-MH-MU-ZCT-CL04-5085,1S-MH-MU-ZCT-CL04-4366,1S-MH-MU-ZCT-CL04-4366,6,2025-04-04,270.6497512437811,14.953081984373426,133.2028059062725,0.11225801050238454,56.997,50.045,86.706,81.312,78.01,81.29,70.474,70.474,58.17,69.841,68.777,67.81,7,6,10,10,9,10,8,8,7,8,8,8,27.0,50.0,89.0,127.0,163.0,201.0,233.0,265.0,292.0,324.0,356.0,387.0
16784,11993-40337,1S-MH-MU-ZCT-CL04-4366,1S-MH-MU-ZCT-CL04-5551,1S-MH-MU-ZCT-CL04-5551,6.1,2025-04-04,141.46666666666667,7.815867758981729,133.2028059062725,0.05867644983756068,56.997,50.045,86.706,81.312,78.01,81.29,70.474,70.474,58.17,69.841,68.777,67.81,4,3,6,5,5,5,5,5,4,5,5,4,4.0,7.0,13.0,18.0,23.0,28.0,33.0,38.0,42.0,47.0,52.0,56.0
16784,14238-37081,1S-MH-MU-ZCT-CL04-4366,1S-MH-MU-ZCT-CL04-5469,1S-MH-MU-ZCT-CL04-5469,7,2025-04-04,160.16631578947369,8.849001486714187,133.2028059062725,0.06643254566980177,56.997,50.045,86.706,81.312,78.01,81.29,70.474,70.474,58.17,69.841,68.777,67.81,4,4,6,6,6,6,5,5,4,5,5,5,16.0,30.0,53.0,76.0,98.0,121.0,140.0,159.0,175.0,194.0,213.0,232.0
16784,37079-16621,1S-MH-MU-ZCT-CL04-5469,1S-MH-MU-ZCT-CL04-4338,1S-MH-MU-ZCT-CL04-4338,8,2025-04-04,330.1970297029703,18.24299942436601,133.2028059062725,0.13695657009809994,56.997,50.045,86.706,81.312,78.01,81.29,70.474,70.474,58.17,69.841,68.777,67.81,8,7,12,12,11,12,10,10,8,10,10,10,12.0,22.0,39.0,56.0,72.0,89.0,103.0,117.0,129.0,143.0,157.0,171.0
