FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,LOCATION,RANK,LATEST_DT_DATE,DT_LOAD,DT_LOAD_CAL
10205,28803-32963,1S-MH-MU-ZSC-CL09-3058,1S-MH-MU-ZSC-CL08-3241,1S-MH-MU-ZSC-CL08-3241,7,2025-04-04,103.74257668711655,5.731655940357143
10205,32965-4857,1S-MH-MU-ZSC-CL08-3241,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL09-2185,8,2025-03-06,225.7628717948718,12.473134430984903
10206,10206-4804,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2298,1,2025-04-04,335.92400000000004,18.559407830359415
10206,4806-4856,1S-MH-MU-ZSC-CL09-2298,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL09-2185,2,2025-03-06,225.7628717948718,12.473134430984903
10206,4858-40848,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL08-3291,1S-MH-MU-ZSC-CL08-3291,2.1,2025-04-04,105.8,5.84532617036004
10206,40847-29393,1S-MH-MU-ZSC-CL08-3291,1S-MH-MU-ZSC-CL09-3085,1S-MH-MU-ZSC-CL09-3085,2.2,2025-03-06,115.4530612244898,6.3786465049498124
10206,29395-29956,1S-MH-MU-ZSC-CL09-3085,1S-MH-MU-ZSC-CL09-3112,1S-MH-MU-ZSC-CL09-3112,2.3,2025-03-06,92.78115183246074,5.126050046525814
10206,29954-29957,1S-MH-MU-ZSC-CL09-3112,1S-MH-MU-ZSC-CL09-3113,1S-MH-MU-ZSC-CL09-3113,2.4,2025-04-04,86.8979411764706,4.80100954356551
10206,29959-9025,1S-MH-MU-ZSC-CL09-3113,1S-MH-MU-ZSC-CL09-2075,1S-MH-MU-ZSC-CL09-2075,2.5,2025-03-06,69.71960199004975,3.851926409258258
10206,16854-18162,1S-MH-MU-ZSC-CL09-2185,1S-MH-MU-ZSC-CL09-2027,1S-MH-MU-ZSC-CL09-2027,3,2025-04-04,450.488730964467,24.888975128155785
10206,18160-10129,1S-MH-MU-ZSC-CL09-2027,1S-MH-MU-ZSC-CL07-2739,1S-MH-MU-ZSC-CL07-2739,4,2024-11-04,302.0321243523316,16.686921368299828
10206,10131-35474,1S-MH-MU-ZSC-CL07-2739,1S-MH-MU-ZSC-CL07-3317,1S-MH-MU-ZSC-CL07-3317,5,2025-04-04,139.49333333333334,7.7068434019290155
10206,35475-1045,1S-MH-MU-ZSC-CL07-3317,1S-MH-MU-ZSC-CL07-2297,1S-MH-MU-ZSC-CL07-2297,6,2025-04-04,247.09425742574257,13.65166852057064
10206,1047-35450,1S-MH-MU-ZSC-CL07-2297,1S-MH-MU-ZSC-CL09-3297,1S-MH-MU-ZSC-CL09-3297,7,2025-03-06,245.2669387755102,13.550711303861846
10207,10207-41773,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3321,1S-MH-MU-ZSC-CL05-3321,1,2025-03-06,51.82222222222222,2.863117124402355
10207,41772-35754,1S-MH-MU-ZSC-CL05-3321,1S-MH-MU-ZSC-CL09-3211,1S-MH-MU-ZSC-CL09-3211,2,,,
10207,35755-15803,1S-MH-MU-ZSC-CL09-3211,1S-MH-MU-ZSC-CL09-2281,1S-MH-MU-ZSC-CL09-2281,3,2025-03-06,174.99920398009948,9.668501198648869
10207,15801-34616,1S-MH-MU-ZSC-CL09-2281,1S-MH-MU-ZSC-CL06-3280,1S-MH-MU-ZSC-CL06-3280,4,2025-04-04,221.5306832298137,12.239310966171738
10207,34614-7119,1S-MH-MU-ZSC-CL06-3280,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2835,5,2025-04-04,369.524,20.41576850450022
10207,7118-15373,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2222,1S-MH-MU-ZSC-CL06-2222,5.1,2025-04-04,149.6213725490196,8.266405714612226
10207,7117-37387,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-3428,1S-MH-MU-ZSC-CL06-3428,5.2,2025-04-04,93.34205607476636,5.157039349423877
10207,32854-18508,1S-MH-MU-ZSC-CL06-2835,1S-MH-MU-ZSC-CL06-2221,1S-MH-MU-ZSC-CL06-2221,6,2025-04-04,362.4808510638297,20.026642769166195
10209,10209-14433,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2244,1S-MH-MU-ZSC-CL09-2244,1,2025-03-06,431.8323529411765,23.85823207802658
10209,14435-7339,1S-MH-MU-ZSC-CL09-2244,1S-MH-MU-ZSC-CL09-2432,1S-MH-MU-ZSC-CL09-2432,2,2025-03-06,297.31549019607843,16.4263328515743
10209,7341-32373,1S-MH-MU-ZSC-CL09-2432,1S-MH-MU-ZSC-CL09-3225,1S-MH-MU-ZSC-CL09-3225,3,2025-04-04,237.83647058823527,13.140186633227575
10209,32374-32272,1S-MH-MU-ZSC-CL09-3225,1S-MH-MU-ZSC-CL09-3168,1S-MH-MU-ZSC-CL09-3168,4,2025-04-04,281.452081871345,15.549898108363795
10209,32274-16164,1S-MH-MU-ZSC-CL09-3168,1S-MH-MU-ZSC-CL09-2806,1S-MH-MU-ZSC-CL09-2806,5,2025-04-04,280.2227722772277,15.4819801920881
10210,10210-38517,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL08-3475,1S-MH-MU-ZSC-CL08-3475,1,2025-04-04,216.4774193548387,11.960124051482454
10210,38516-19899,1S-MH-MU-ZSC-CL08-3475,1S-MH-MU-ZSC-CL09-2926,1S-MH-MU-ZSC-CL09-2926,2,2025-04-04,559.0067750677507,30.88447005398952
10210,10210-18335,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-2583,1S-MH-MU-ZSC-CL05-2583,3,2025-02-07,145.45333333333332,8.036126426270657
10210,19902-16613,1S-MH-MU-ZSC-CL09-2926,1S-MH-MU-ZSC-CL09-2607,1S-MH-MU-ZSC-CL09-2607,4,,,
10210,18333-37506,1S-MH-MU-ZSC-CL05-2583,1S-MH-MU-ZSC-CL05-3379,1S-MH-MU-ZSC-CL05-3379,5,2025-04-04,122.25283018867924,6.754325781686849
10210,16615-9880,1S-MH-MU-ZSC-CL09-2607,1S-MH-MU-ZSC-CL09-3004,1S-MH-MU-ZSC-CL09-3004,6,2025-04-04,324.4504950495049,17.9255101105779
10210,37508-15445,1S-MH-MU-ZSC-CL05-3379,1S-MH-MU-ZSC-CL05-2737,1S-MH-MU-ZSC-CL05-2737,7,2025-04-04,240.75902702702703,13.301654455874303
10210,9882-32413,1S-MH-MU-ZSC-CL09-3004,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2765,8,2025-04-04,267.0874576271187,14.756269431405718
10210,15444-15393,1S-MH-MU-ZSC-CL05-2737,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-2288,9,2025-03-06,212.0994871794872,11.71824842278072
10210,15391-9312,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-2080,1S-MH-MU-ZSC-CL05-2080,9.1,2025-04-04,646.4742574257426,35.71694608123598
10210,32415-7439,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2040,10,2025-04-04,84.74545454545454,4.6820871764990795
10210,15391-32151,1S-MH-MU-ZSC-CL05-2288,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3219,11,2025-04-04,289.5607843137255,15.997894427778814
10210,7442-15923,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2840,1S-MH-MU-ZSC-CL09-2840,11.1,2025-03-06,132.5070588235294,7.320859912085195
10210,32154-40189,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3499,1S-MH-MU-ZSC-CL05-3499,11.2,2025-03-06,148.07999999999998,8.181246685320554
10210,7440-14263,1S-MH-MU-ZSC-CL09-2040,1S-MH-MU-ZSC-CL09-2815,1S-MH-MU-ZSC-CL09-2815,12,2025-03-06,348.0820512820513,19.23112593375784
10210,32152-32146,1S-MH-MU-ZSC-CL05-3219,1S-MH-MU-ZSC-CL05-3217,1S-MH-MU-ZSC-CL05-3217,13,2025-04-04,326.1573170731708,18.01981002969965
10210,32144-32150,1S-MH-MU-ZSC-CL05-3217,1S-MH-MU-ZSC-CL05-3218,1S-MH-MU-ZSC-CL05-3218,14,2025-04-04,229.3938650306748,12.673742557503234
10211,10211-29463,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3075,1S-MH-MU-ZSC-CL05-3075,1,,,
10214,10214-38924,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-RSTN-AMBI,1,2012-09-21,581.4,32.12166952218646
10214,38925-28218,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2895,1S-MH-MU-ZSC-CL09-2895,1.1,2025-04-04,217.0543046357616,11.991996288059715
10214,38926-14475,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL05-2828,2,2025-04-04,141.24,7.803344690941891
10214,14473-14574,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL05-2833,1S-MH-MU-ZSC-CL05-2833,2.1,2025-04-04,166.69735064935065,9.209833518717709
10214,14573-15349,1S-MH-MU-ZSC-CL05-2833,1S-MH-MU-ZSC-CL05-2832,1S-MH-MU-ZSC-CL05-2832,2.2,2025-04-04,252.6355043227666,13.957815926086715
10214,14474-42675,1S-MH-MU-ZSC-CL05-2828,1S-MH-MU-ZSC-CL06-3484,1S-MH-MU-ZSC-CL06-3484,3,2025-04-04,113.52,6.271847134775725
10214,42676-14258,1S-MH-MU-ZSC-CL06-3484,1S-MH-MU-ZSC-CL06-2144,1S-MH-MU-ZSC-CL06-2144,4,2025-04-04,454.7164179104478,25.122549883783677
10214,14257-34656,1S-MH-MU-ZSC-CL06-2144,1S-MH-MU-ZSC-CL06-3254,1S-MH-MU-ZSC-CL06-3254,5,2025-03-06,256.5011464968153,14.171388131807078
10214,34658-9766,1S-MH-MU-ZSC-CL06-3254,1S-MH-MU-ZSC-CL06-2097,1S-MH-MU-ZSC-CL06-2097,6,2025-04-04,285.448128342246,15.770674998858428
10214,9765-6024,1S-MH-MU-ZSC-CL06-2097,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2229,7,2025-03-06,379.2051282051282,20.950639506920318
10214,6026-6084,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2433,1S-MH-MU-ZSC-CL06-2433,7.1,2025-03-06,512.243,28.30082621440206
10214,6082-10264,1S-MH-MU-ZSC-CL06-2433,1S-MH-MU-ZSC-CL06-2726,1S-MH-MU-ZSC-CL06-2726,7.2,2025-04-04,168.45643564356433,9.30702090579299
10214,14442-6372,1S-MH-MU-ZSC-CL06-2229,1S-MH-MU-ZSC-CL06-2827,1S-MH-MU-ZSC-CL06-2827,8,2025-03-06,404.5739393939394,22.35223663312902
10214,6374-12473,1S-MH-MU-ZSC-CL06-2827,1S-MH-MU-ZSC-CL06-2309,1S-MH-MU-ZSC-CL06-2309,9,2025-03-06,582.7782178217822,32.197814443756585
10214,12471-7628,1S-MH-MU-ZSC-CL06-2309,1S-MH-MU-ZSC-CL06-2187,1S-MH-MU-ZSC-CL06-2187,10,2025-04-04,213.1581632653061,11.776739037434515
10217,10217-11238,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2132,1S-MH-MU-ZSC-CL09-2132,1,2025-03-06,357.43519999999995,19.747876453382556
10217,11240-35525,1S-MH-MU-ZSC-CL09-2132,1S-MH-MU-ZSC-CL06-3340,1S-MH-MU-ZSC-CL06-3340,2,2025-03-06,196.11666666666667,10.835216295939917
10217,39662-9170,1S-MH-MU-ZSC-CL06-3340,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2564,3,2025-04-04,159.87,8.832630386157463
10217,9169-12456,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2598,1S-MH-MU-ZSC-CL06-2598,3.1,2025-04-04,203.80554455445545,11.26001780008164
10217,12454-37388,1S-MH-MU-ZSC-CL06-2598,1S-MH-MU-ZSC-CL06-3428,1S-MH-MU-ZSC-CL06-3428,3.2,2025-04-04,93.34205607476636,5.157039349423877
10217,9171-15123,1S-MH-MU-ZSC-CL06-2564,1S-MH-MU-ZSC-CL06-2677,1S-MH-MU-ZSC-CL06-2677,4,2025-04-04,378.417756097561,20.90713811952737
10217,15125-11679,1S-MH-MU-ZSC-CL06-2677,1S-MH-MU-ZSC-CL06-2029,1S-MH-MU-ZSC-CL06-2029,5,2025-04-04,170.2717171717172,9.407313085595288
10217,11681-31830,1S-MH-MU-ZSC-CL06-2029,1S-MH-MU-ZSC-CL06-3194,1S-MH-MU-ZSC-CL06-3194,6,2025-04-04,140.07976878612718,7.7392432743245045
10217,31832-26683,1S-MH-MU-ZSC-CL06-3194,1S-MH-MU-ZSC-CL06-2998,1S-MH-MU-ZSC-CL06-2998,7,2025-04-04,320.7061224489796,17.718637906859282
10219,10219-12470,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2376,1S-MH-MU-ZSC-CL09-2376,1,2025-04-04,536.0243902439024,29.614720191341828
10219,12468-7093,1S-MH-MU-ZSC-CL09-2376,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2377,2,2025-04-04,801.1753846153847,44.26400229433439
10219,7095-10340,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2378,1S-MH-MU-ZSC-CL09-2378,2.1,2025-04-04,118.52081218274112,6.548136154859203
10219,12467-11778,1S-MH-MU-ZSC-CL09-2377,1S-MH-MU-ZSC-CL09-2381,1S-MH-MU-ZSC-CL09-2381,3,2025-04-04,335.3206106870229,18.52607127703181
10219,19605-19780,1S-MH-MU-ZSC-CL09-2381,1S-MH-MU-ZSC-CL09-2537,1S-MH-MU-ZSC-CL09-2537,4,2025-03-06,546.0731707317074,30.169903552075002
10220,10220-14237,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2358,1S-MH-MU-ZSC-CL09-2358,1,2025-03-06,563.1401960784314,31.112836727022106
10220,14235-28375,1S-MH-MU-ZSC-CL09-2358,,,1.1,,,
10220,15118-16367,1S-MH-MU-ZSC-CL09-2358,1S-MH-MU-ZSC-CL09-2372,1S-MH-MU-ZSC-CL09-2372,2,2025-03-06,538.3852216748768,29.745153364756604
10222,10222-42332,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-3613,1S-MH-MU-ZSC-CL09-3613,1,2025-04-04,381.2068965517241,21.0612348651751
10222,42331-7258,1S-MH-MU-ZSC-CL09-3613,1S-MH-MU-ZSC-CL09-2380,1S-MH-MU-ZSC-CL09-2380,2,2025-04-04,428.20746113989634,23.65796104862444
10222,10222-4722,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2765,3,2025-04-04,267.0874576271187,14.756269431405718
10222,7260-13666,1S-MH-MU-ZSC-CL09-2380,1S-MH-MU-ZSC-CL09-2379,1S-MH-MU-ZSC-CL09-2379,3.1,2025-04-04,142.05989847715736,7.848643122185428
10222,13665-10338,1S-MH-MU-ZSC-CL09-2379,1S-MH-MU-ZSC-CL09-2378,1S-MH-MU-ZSC-CL09-2378,3.2,2025-04-04,118.52081218274112,6.548136154859203
10222,4723-11990,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-2617,1S-MH-MU-ZSC-CL09-2617,3.3,2025-03-06,325.3558333333333,17.975528991140195
10222,7258-12368,1S-MH-MU-ZSC-CL09-2380,1S-MH-MU-ZSC-CL05-2735,1S-MH-MU-ZSC-CL05-2735,4,2025-04-04,337.5367346938775,18.64850953463134
10222,4721-37314,1S-MH-MU-ZSC-CL09-2765,1S-MH-MU-ZSC-CL09-3455,1S-MH-MU-ZSC-CL09-3455,5,,,
10222,12370-30600,1S-MH-MU-ZSC-CL05-2735,1S-MH-MU-ZSC-CL05-3144,1S-MH-MU-ZSC-CL05-3144,5.1,2025-04-04,148.05475935828878,8.17985216940797
10222,12371-9305,1S-MH-MU-ZSC-CL05-2735,1S-MH-MU-ZSC-CL05-2733,1S-MH-MU-ZSC-CL05-2733,6,2025-04-04,382.8926424870466,21.15437035508359
10222,37312-32306,1S-MH-MU-ZSC-CL09-3455,1S-MH-MU-ZSC-CL09-3226,1S-MH-MU-ZSC-CL09-3226,7,2025-04-04,170.62923976608187,9.427065790485031
10222,32308-25210,1S-MH-MU-ZSC-CL09-3226,1S-MH-MU-ZSC-CL09-2019,1S-MH-MU-ZSC-CL09-2019,8,2025-03-06,212.9743842364532,11.766585461187661
10223,10223-29460,1S-MH-MU-ZSC-RSTN-AMBI,1S-MH-MU-ZSC-CL05-3075,1S-MH-MU-ZSC-CL05-3075,1,,,
104,104-6824,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-CL03-8462,1S-MH-MU-ZET-CL03-8462,1,2025-04-04,495.17673267326734,27.357934919172276
104,6826-6461,1S-MH-MU-ZET-CL03-8462,1S-MH-MU-ZET-CL03-8463,1S-MH-MU-ZET-CL03-8463,2,2025-04-04,161.23618090452263,8.908110282137162
104,6463-36176,1S-MH-MU-ZET-CL03-8463,1S-MH-MU-ZET-CL13-8407,1S-MH-MU-ZET-CL13-8407,3,2025-04-04,449.900925925926,24.856499587750747
104,15968-43701,1S-MH-MU-ZET-CL13-8407,1S-MH-MU-ZET-CL03-8411,1S-MH-MU-ZET-CL03-8411,3.1,2025-04-04,117.80754716981131,6.508729097709101
104,15968-9130,1S-MH-MU-ZET-CL13-8407,1S-MH-MU-ZET-CL03-8412,1S-MH-MU-ZET-CL03-8412,4,2024-04-05,105.18,5.8110718960157755
104,9129-15143,1S-MH-MU-ZET-CL03-8412,1S-MH-MU-ZET-CL03-8800,1S-MH-MU-ZET-CL03-8800,5,2025-04-04,359.70646766169153,19.873361333371008
105,105-4911,1S-MH-MU-ZET-RSTN-KURL,1S-MH-MU-ZET-CL03-8527,1S-MH-MU-ZET-CL03-8527,1,2025-04-04,233.60100502512563,12.906182118107505
105,4913-9427,1S-MH-MU-ZET-CL03-8527,1S-MH-MU-ZET-CL03-8692,1S-MH-MU-ZET-CL03-8692,2,2025-04-04,506.4548717948718,27.98103890556619
105,9429-37932,1S-MH-MU-ZET-CL03-8692,1S-MH-MU-ZET-CL03-9457,1S-MH-MU-ZET-CL03-9457,3,2025-04-04,169.94343434343435,9.389175843558979
105,37931-7381,1S-MH-MU-ZET-CL03-9457,1S-MH-MU-ZET-CL03-8811,1S-MH-MU-ZET-CL03-8811,4,2025-04-04,360.13231552162847,19.896888929214878
105,7382-36618,1S-MH-MU-ZET-CL03-8811,1S-MH-MU-ZET-CL03-9571,1S-MH-MU-ZET-CL03-9571,5,2025-04-04,231.414,12.78535265016728
105,36619-14802,1S-MH-MU-ZET-CL03-9571,1S-MH-MU-ZET-CL03-8335,1S-MH-MU-ZET-CL03-8335,6,2025-04-04,379.4666666666667,20.965089200812443
105,14800-38273,1S-MH-MU-ZET-CL03-8335,1S-MH-MU-ZET-CL03-9399,1S-MH-MU-ZET-CL03-9399,7,2025-04-04,231.40827586206896,12.785036398246193
105,38274-5116,1S-MH-MU-ZET-CL03-9399,1S-MH-MU-ZET-CL02-8806,1S-MH-MU-ZET-CL02-8806,8,,,
105,4920-6348,1S-MH-MU-ZET-CL02-8806,1S-MH-MU-ZET-CL02-8545,1S-MH-MU-ZET-CL02-8545,8.1,2025-04-04,3.4324752475247524,0.18964024001388932
105,4921-39289,1S-MH-MU-ZET-CL02-8806,1S-MH-MU-ZET-CL02-9597,1S-MH-MU-ZET-CL02-9597,8.2,2025-04-04,234.53636363636363,12.957859586623016
105,4919-28146,1S-MH-MU-ZET-CL02-8806,1S-MH-MU-ZET-CL02-8543,1S-MH-MU-ZET-CL02-8543,9,2025-04-04,32.601592039801,1.8011998028889444
105,28145-7299,1S-MH-MU-ZET-CL02-8543,1S-MH-MU-ZET-CL03-8057,1S-MH-MU-ZET-CL03-8057,10,2025-04-04,511.83417085427135,28.278238882599283
10558,10558-11438,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-CL07-8343,1S-MH-MU-ZET-CL07-8343,1,2025-04-04,487.2115625,26.9178685896338
10558,11440-10624,1S-MH-MU-ZET-CL07-8343,1S-MH-MU-ZET-CL07-8342,1S-MH-MU-ZET-CL07-8342,2,2025-04-04,475.43232323232326,26.267079406663257
10558,10622-31718,1S-MH-MU-ZET-CL07-8342,1S-MH-MU-ZET-CL07-9257,1S-MH-MU-ZET-CL07-9257,3,2025-04-04,404.6073446327684,22.354082233476415
10560,10560-42798,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-CL07-9853,1S-MH-MU-ZET-CL07-9853,1,2025-04-04,201.24,11.11827446619333
10560,42799-42547,1S-MH-MU-ZET-CL07-9853,1S-MH-MU-ZET-CL07-9820,1S-MH-MU-ZET-CL07-9820,2,2025-04-04,8.208,0.45348239325439704
10560,42546-13079,1S-MH-MU-ZET-CL07-9820,1S-MH-MU-ZET-CL07-8840,1S-MH-MU-ZET-CL07-8840,3,2025-04-04,705.08,38.95484476557143
10560,41600-2690,1S-MH-MU-ZET-CL07-8840,1S-MH-MU-ZET-CL07-8311,1S-MH-MU-ZET-CL07-8311,4,2025-04-04,187.196,10.342359903466143
10560,2691-38960,1S-MH-MU-ZET-CL07-8311,1S-MH-MU-ZET-CL07-9678,1S-MH-MU-ZET-CL07-9678,4.1,2025-04-04,228.01,12.597285634251348
10560,38961-26489,1S-MH-MU-ZET-CL07-9678,1S-MH-MU-ZET-CL07-9043,1S-MH-MU-ZET-CL07-9043,4.2,2025-04-04,380.7164179104478,21.0341364943069
10560,2689-42336,1S-MH-MU-ZET-CL07-8311,1S-MH-MU-ZET-CL07-9801,1S-MH-MU-ZET-CL07-9801,5,,,
10560,42335-12465,1S-MH-MU-ZET-CL07-9801,1S-MH-MU-ZET-CL07-8349,1S-MH-MU-ZET-CL07-8349,6,2025-04-04,51.20633663366337,2.8290901664746553
10560,34126-5672,1S-MH-MU-ZET-CL07-8349,1S-MH-MU-ZET-CL06-8927,1S-MH-MU-ZET-CL06-8927,6.1,2025-04-04,186.25829145728645,10.290552603986997
10560,12464-25206,1S-MH-MU-ZET-CL07-8349,1S-MH-MU-ZET-CL07-8997,1S-MH-MU-ZET-CL07-8997,7,2025-04-04,163.03336683417086,9.007402701301395
10560,25204-40224,1S-MH-MU-ZET-CL07-8997,1S-MH-MU-ZET-CL07-9727,1S-MH-MU-ZET-CL07-9727,8,2025-04-04,308.4792452830189,17.043117253929527
10560,40225-40829,1S-MH-MU-ZET-CL07-9727,1S-MH-MU-ZET-CL07-9726,1S-MH-MU-ZET-CL07-9726,9,2025-04-04,181.40645161290325,10.02249413123871
10563,10563-41257,1S-MH-MU-ZET-RSTN-TAGO,1S-MH-MU-ZET-CL07-8841,1S-MH-MU-ZET-CL07-8841,1,2025-04-04,400.56666666666666,22.130839505109197
10563,10555-11369,1S-MH-MU-ZET-CL07-8841,1S-MH-MU-ZET-CL07-8843,1S-MH-MU-ZET-CL07-8843,1.1,2025-04-04,616.990206185567,34.08798675871769
10563,10556-36225,1S-MH-MU-ZET-CL07-8841,1S-MH-MU-ZET-CL07-9560,1S-MH-MU-ZET-CL07-9560,2,2025-04-04,177.7984496124031,9.823156243561632
10563,36224-41360,1S-MH-MU-ZET-CL07-9560,1S-MH-MU-ZET-CL07-9759,1S-MH-MU-ZET-CL07-9759,3,2025-04-04,228.57209302325583,12.628340615905547
10563,41359-41363,1S-MH-MU-ZET-CL07-9759,1S-MH-MU-ZET-CL07-9725,1S-MH-MU-ZET-CL07-9725,4,2025-04-04,328.57209302325583,18.153223574657947
10563,41362-41475,1S-MH-MU-ZET-CL07-9725,1S-MH-MU-ZET-CL07-9746,1S-MH-MU-ZET-CL07-9746,5,2025-04-04,239.98967741935485,13.259148790506794
10563,41476-38046,1S-MH-MU-ZET-CL07-9746,1S-MH-MU-ZET-CL07-9593,1S-MH-MU-ZET-CL07-9593,6,2025-04-04,307.5672,16.992727819511913
10563,38047-42584,1S-MH-MU-ZET-CL07-9593,1S-MH-MU-ZET-CL07-9279,1S-MH-MU-ZET-CL07-9279,6.1,2025-04-04,387.0622714681441,21.38473747610345
10563,7841-12443,1S-MH-MU-ZET-CL07-9279,1S-MH-MU-ZET-CL07-8420,1S-MH-MU-ZET-CL07-8420,6.2,2025-04-04,213.98994974874373,11.822694267111167
10563,12441-12082,1S-MH-MU-ZET-CL07-8420,1S-MH-MU-ZET-CL07-8425,1S-MH-MU-ZET-CL07-8425,6.3,2025-04-04,639.251867219917,35.317917475539716
