FEEDER_ID,FROM_TO,SOURCE_LOCATION,DESTINATION_LOCATION,RANK,LATEST_DT_DATE,DT_LOAD
29203,1S-MH-MU-ZET-CL11-8548-1S-MH-MU-ZET-CL11-9681,1S-MH-MU-ZET-CL11-8548,1S-MH-MU-ZET-CL11-9681,1.1.2.1.2.1.1.1,2025-04-04,184.4284
29203,1S-MH-MU-ZET-CL11-9681-1S-MH-MU-ZET-CL11-8218,1S-MH-MU-ZET-CL11-9681,1S-MH-MU-ZET-CL11-8218,1.1.2.1.2.1.1.1.1,2025-04-04,282.133
29203,1S-MH-MU-ZET-CL11-8218-1S-MH-MU-ZET-CL11-8218,1S-MH-MU-ZET-CL11-8218,1S-MH-MU-ZET-CL11-8218,1.1.2.1.2.1.1.1.1.1,2025-04-04,282.133
29203,1S-MH-MU-ZET-CL11-9681-1S-MH-MU-ZET-CL11-9183,1S-MH-MU-ZET-CL11-9681,1S-MH-MU-ZET-CL11-9183,1.1.2.1.2.1.1.1.2,2025-04-04,191.03434065934067
29203,1S-MH-MU-ZET-CL11-9681-1S-MH-MU-ZET-CL11-9681,1S-MH-MU-ZET-CL11-9681,1S-MH-MU-ZET-CL11-9681,1.1.2.1.2.1.1.1.3,2025-04-04,184.4284
29203,1S-MH-MU-ZET-CL11-9014-1S-MH-MU-ZET-CL11-9014,1S-MH-MU-ZET-CL11-9014,1S-MH-MU-ZET-CL11-9014,1.1.2.1.2.1.2,2025-04-04,212.68282828282827
29203,1S-MH-MU-ZET-CL11-9871-1S-MH-MU-ZET-CL11-9871,1S-MH-MU-ZET-CL11-9871,1S-MH-MU-ZET-CL11-9871,1.1.2.1.2.2,2025-04-04,295.10769230769233
29207,ROOT-1S-MH-MU-ZET-RSTN-ACRO,,1S-MH-MU-ZET-RSTN-ACRO,1,2011-03-29,154.31034482758622
29207,1S-MH-MU-ZET-RSTN-ACRO-1S-MH-MU-ZET-CL11-8898,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8898,1.1,2025-04-04,234.64494623655912
29207,1S-MH-MU-ZET-CL11-8898-1S-MH-MU-ZET-CL11-8324,1S-MH-MU-ZET-CL11-8898,1S-MH-MU-ZET-CL11-8324,1.1.1,2025-04-04,118.4146
29207,1S-MH-MU-ZET-CL11-8324-1S-MH-MU-ZET-CL11-8116,1S-MH-MU-ZET-CL11-8324,1S-MH-MU-ZET-CL11-8116,1.1.1.1,,
29207,1S-MH-MU-ZET-CL11-8116-1S-MH-MU-ZET-RSTN-CHEM,1S-MH-MU-ZET-CL11-8116,1S-MH-MU-ZET-RSTN-CHEM,1.1.1.1.1,2025-02-07,462.57939698492464
29207,1S-MH-MU-ZET-CL11-8116-nan,1S-MH-MU-ZET-CL11-8116,nan,1.1.1.1.2,,
29207,1S-MH-MU-ZET-CL11-8324-1S-MH-MU-ZET-CL11-8324,1S-MH-MU-ZET-CL11-8324,1S-MH-MU-ZET-CL11-8324,1.1.1.2,2025-04-04,118.4146
29207,1S-MH-MU-ZET-CL11-8324-1S-MH-MU-ZET-CL11-9139,1S-MH-MU-ZET-CL11-8324,1S-MH-MU-ZET-CL11-9139,1.1.1.3,2021-04-16,278.70198675496687
29207,1S-MH-MU-ZET-CL11-9139-1S-MH-MU-ZET-CL11-8749,1S-MH-MU-ZET-CL11-9139,1S-MH-MU-ZET-CL11-8749,1.1.1.3.1,2025-04-04,296.75879396984925
29207,1S-MH-MU-ZET-CL11-9139-1S-MH-MU-ZET-CL11-9139,1S-MH-MU-ZET-CL11-9139,1S-MH-MU-ZET-CL11-9139,1.1.1.3.2,2021-04-16,278.70198675496687
29207,1S-MH-MU-ZET-CL11-8898-1S-MH-MU-ZET-CL11-8898,1S-MH-MU-ZET-CL11-8898,1S-MH-MU-ZET-CL11-8898,1.1.2,2025-04-04,234.64494623655912
29209,ROOT-1S-MH-MU-ZET-RSTN-ACRO,,1S-MH-MU-ZET-RSTN-ACRO,1,2011-03-29,154.31034482758622
29209,1S-MH-MU-ZET-RSTN-ACRO-1S-MH-MU-ZET-CL11-9060,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-9060,1.1,2025-04-04,236.16
29209,1S-MH-MU-ZET-CL11-9060-1S-MH-MU-ZET-CL11-8878,1S-MH-MU-ZET-CL11-9060,1S-MH-MU-ZET-CL11-8878,1.1.1,,
29209,1S-MH-MU-ZET-CL11-8878-1S-MH-MU-ZET-CL11-8878,1S-MH-MU-ZET-CL11-8878,1S-MH-MU-ZET-CL11-8878,1.1.1.1,,
29209,1S-MH-MU-ZET-CL11-8878-1S-MH-MU-ZET-CL11-9866,1S-MH-MU-ZET-CL11-8878,1S-MH-MU-ZET-CL11-9866,1.1.1.2,,
29209,1S-MH-MU-ZET-CL11-9866-1S-MH-MU-ZET-CL11-8534,1S-MH-MU-ZET-CL11-9866,1S-MH-MU-ZET-CL11-8534,1.1.1.2.1,2025-04-04,444.6482051282051
29209,1S-MH-MU-ZET-CL11-8534-1S-MH-MU-ZET-CL11-8534,1S-MH-MU-ZET-CL11-8534,1S-MH-MU-ZET-CL11-8534,1.1.1.2.1.1,2025-04-04,444.6482051282051
29209,1S-MH-MU-ZET-CL11-8534-1S-MH-MU-ZET-CL11-8871,1S-MH-MU-ZET-CL11-8534,1S-MH-MU-ZET-CL11-8871,1.1.1.2.1.2,2025-04-04,565.1673267326732
29209,1S-MH-MU-ZET-CL11-8871-1S-MH-MU-ZET-CL11-8871,1S-MH-MU-ZET-CL11-8871,1S-MH-MU-ZET-CL11-8871,1.1.1.2.1.2.1,2025-04-04,565.1673267326732
29209,1S-MH-MU-ZET-CL11-9060-1S-MH-MU-ZET-CL11-9060,1S-MH-MU-ZET-CL11-9060,1S-MH-MU-ZET-CL11-9060,1.1.2,2025-04-04,236.16
29211,ROOT-1S-MH-MU-ZET-CL11-8240,,1S-MH-MU-ZET-CL11-8240,1,2025-04-04,10.603636363636364
29211,1S-MH-MU-ZET-CL11-8240-1S-MH-MU-ZET-CL11-8322,1S-MH-MU-ZET-CL11-8240,1S-MH-MU-ZET-CL11-8322,1.1,2025-04-04,250.51144278606967
29211,1S-MH-MU-ZET-CL11-8322-1S-MH-MU-ZET-CL11-8322,1S-MH-MU-ZET-CL11-8322,1S-MH-MU-ZET-CL11-8322,1.1.1,2025-04-04,250.51144278606967
29211,1S-MH-MU-ZET-CL11-8322-1S-MH-MU-ZET-CL11-8909,1S-MH-MU-ZET-CL11-8322,1S-MH-MU-ZET-CL11-8909,1.1.2,,
29211,1S-MH-MU-ZET-CL11-8909-1S-MH-MU-ZET-CL11-8706,1S-MH-MU-ZET-CL11-8909,1S-MH-MU-ZET-CL11-8706,1.1.2.1,2025-04-04,90.65748743718594
29211,1S-MH-MU-ZET-CL11-8706-1S-MH-MU-ZET-CL11-8323,1S-MH-MU-ZET-CL11-8706,1S-MH-MU-ZET-CL11-8323,1.1.2.1.1,2025-04-04,253.17326732673268
29211,1S-MH-MU-ZET-CL11-8323-1S-MH-MU-ZET-CL11-8323,1S-MH-MU-ZET-CL11-8323,1S-MH-MU-ZET-CL11-8323,1.1.2.1.1.1,2025-04-04,253.17326732673268
29211,1S-MH-MU-ZET-CL11-8323-1S-MH-MU-ZET-CL11-9353,1S-MH-MU-ZET-CL11-8323,1S-MH-MU-ZET-CL11-9353,1.1.2.1.1.2,2025-04-04,255.99375
29211,1S-MH-MU-ZET-CL11-9353-1S-MH-MU-ZET-CL11-8605,1S-MH-MU-ZET-CL11-9353,1S-MH-MU-ZET-CL11-8605,1.1.2.1.1.2.1,2025-04-04,396.5402985074627
29211,1S-MH-MU-ZET-CL11-9353-1S-MH-MU-ZET-CL11-9353,1S-MH-MU-ZET-CL11-9353,1S-MH-MU-ZET-CL11-9353,1.1.2.1.1.2.2,2025-04-04,255.99375
29211,1S-MH-MU-ZET-CL11-8706-1S-MH-MU-ZET-CL11-8706,1S-MH-MU-ZET-CL11-8706,1S-MH-MU-ZET-CL11-8706,1.1.2.1.2,2025-04-04,90.65748743718594
29211,1S-MH-MU-ZET-CL11-8909-nan,1S-MH-MU-ZET-CL11-8909,nan,1.1.2.2,,
29211,ROOT-1S-MH-MU-ZET-RSTN-ACRO,,1S-MH-MU-ZET-RSTN-ACRO,2,2011-03-29,154.31034482758622
29211,1S-MH-MU-ZET-RSTN-ACRO-1S-MH-MU-ZET-CL11-8322,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8322,2.1,2025-04-04,250.51144278606967
29212,ROOT-1S-MH-MU-ZET-RSTN-ACRO,,1S-MH-MU-ZET-RSTN-ACRO,1,2011-03-29,154.31034482758622
29212,1S-MH-MU-ZET-RSTN-ACRO-1S-MH-MU-ZET-CL11-8890,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8890,1.1,2025-04-04,93.50121212121213
29212,1S-MH-MU-ZET-CL11-8890-1S-MH-MU-ZET-CL11-8060,1S-MH-MU-ZET-CL11-8890,1S-MH-MU-ZET-CL11-8060,1.1.1,,
29212,1S-MH-MU-ZET-CL11-8060-1S-MH-MU-ZET-CL11-8877,1S-MH-MU-ZET-CL11-8060,1S-MH-MU-ZET-CL11-8877,1.1.1.1,2008-08-25,24.02333333333333
29212,1S-MH-MU-ZET-CL11-8877-1S-MH-MU-ZET-CL11-8049,1S-MH-MU-ZET-CL11-8877,1S-MH-MU-ZET-CL11-8049,1.1.1.1.1,2025-04-04,149.08871287128713
29212,1S-MH-MU-ZET-CL11-8060-nan,1S-MH-MU-ZET-CL11-8060,nan,1.1.1.2,,
29212,1S-MH-MU-ZET-CL11-8890-1S-MH-MU-ZET-CL11-8890,1S-MH-MU-ZET-CL11-8890,1S-MH-MU-ZET-CL11-8890,1.1.2,2025-04-04,93.50121212121213
29213,ROOT-1S-MH-MU-ZET-RSTN-ACRO,,1S-MH-MU-ZET-RSTN-ACRO,1,2011-03-29,154.31034482758622
29213,1S-MH-MU-ZET-RSTN-ACRO-1S-MH-MU-ZET-CL11-8054,1S-MH-MU-ZET-RSTN-ACRO,1S-MH-MU-ZET-CL11-8054,1.1,2025-04-04,477.5970149253731
29213,1S-MH-MU-ZET-CL11-8054-1S-MH-MU-ZET-CL11-8054,1S-MH-MU-ZET-CL11-8054,1S-MH-MU-ZET-CL11-8054,1.1.1,2025-04-04,477.5970149253731
29213,1S-MH-MU-ZET-CL11-8054-1S-MH-MU-ZET-CL11-9108,1S-MH-MU-ZET-CL11-8054,1S-MH-MU-ZET-CL11-9108,1.1.2,,
29213,1S-MH-MU-ZET-CL11-9108-1S-MH-MU-ZET-CL11-8357,1S-MH-MU-ZET-CL11-9108,1S-MH-MU-ZET-CL11-8357,1.1.2.1,2025-04-04,169.89910828025478
29213,1S-MH-MU-ZET-CL11-8357-1S-MH-MU-ZET-CL11-8357,1S-MH-MU-ZET-CL11-8357,1S-MH-MU-ZET-CL11-8357,1.1.2.1.1,2025-04-04,169.89910828025478
29213,1S-MH-MU-ZET-CL11-8357-1S-MH-MU-ZET-CL11-8889,1S-MH-MU-ZET-CL11-8357,1S-MH-MU-ZET-CL11-8889,1.1.2.1.2,,
29272,ROOT-1S-MH-MU-ZET-RSTN-VIHA,,1S-MH-MU-ZET-RSTN-VIHA,1,2014-07-30,500.6918918918918
29272,1S-MH-MU-ZET-RSTN-VIHA-1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-RSTN-VIHA,1S-MH-MU-ZET-CL14-9741,1.1,,
29272,1S-MH-MU-ZET-CL14-9741-1S-MH-MU-ZET-CL14-9740,1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-CL14-9740,1.1.1,,
29272,1S-MH-MU-ZET-CL14-9741-1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-CL14-9741,1.1.2,,
29273,ROOT-1S-MH-MU-ZET-RSTN-VIHA,,1S-MH-MU-ZET-RSTN-VIHA,1,2014-07-30,500.6918918918918
29273,1S-MH-MU-ZET-RSTN-VIHA-1S-MH-MU-ZET-CL14-9479,1S-MH-MU-ZET-RSTN-VIHA,1S-MH-MU-ZET-CL14-9479,1.1,2025-04-04,558.9878048780488
29273,1S-MH-MU-ZET-RSTN-VIHA-1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-RSTN-VIHA,1S-MH-MU-ZET-CL14-9741,1.2,,
29273,1S-MH-MU-ZET-CL14-9741-nan,1S-MH-MU-ZET-CL14-9741,nan,1.2.1,,
29273,nan-1S-MH-MU-ZET-CL14-9479,nan,1S-MH-MU-ZET-CL14-9479,1.2.1.1,2025-04-04,558.9878048780488
29277,ROOT-1S-MH-MU-ZET-RSTN-VIHA,,1S-MH-MU-ZET-RSTN-VIHA,1,2014-07-30,500.6918918918918
29277,1S-MH-MU-ZET-RSTN-VIHA-1S-MH-MU-ZET-CL14-9740,1S-MH-MU-ZET-RSTN-VIHA,1S-MH-MU-ZET-CL14-9740,1.1,,
29277,1S-MH-MU-ZET-CL14-9740-nan,1S-MH-MU-ZET-CL14-9740,nan,1.1.1,,
29279,ROOT-1S-MH-MU-ZET-RSTN-VIHA,,1S-MH-MU-ZET-RSTN-VIHA,1,2014-07-30,500.6918918918918
29279,1S-MH-MU-ZET-RSTN-VIHA-1S-MH-MU-ZET-CL14-9740,1S-MH-MU-ZET-RSTN-VIHA,1S-MH-MU-ZET-CL14-9740,1.1,,
29279,1S-MH-MU-ZET-CL14-9740-nan,1S-MH-MU-ZET-CL14-9740,nan,1.1.1,,
29281,ROOT-1S-MH-MU-ZET-RSTN-VIHA,,1S-MH-MU-ZET-RSTN-VIHA,1,2014-07-30,500.6918918918918
29281,1S-MH-MU-ZET-RSTN-VIHA-1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-RSTN-VIHA,1S-MH-MU-ZET-CL14-9741,1.1,,
29281,1S-MH-MU-ZET-CL14-9741-nan,1S-MH-MU-ZET-CL14-9741,nan,1.1.1,,
29284,ROOT-1S-MH-MU-ZET-RSTN-VIHA,,1S-MH-MU-ZET-RSTN-VIHA,1,2014-07-30,500.6918918918918
29284,1S-MH-MU-ZET-RSTN-VIHA-1S-MH-MU-ZET-CL14-9740,1S-MH-MU-ZET-RSTN-VIHA,1S-MH-MU-ZET-CL14-9740,1.1,,
29284,1S-MH-MU-ZET-CL14-9740-nan,1S-MH-MU-ZET-CL14-9740,nan,1.1.1,,
29287,ROOT-1S-MH-MU-ZET-RSTN-VIHA,,1S-MH-MU-ZET-RSTN-VIHA,1,2014-07-30,500.6918918918918
29287,1S-MH-MU-ZET-RSTN-VIHA-1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-RSTN-VIHA,1S-MH-MU-ZET-CL14-9741,1.1,,
29287,1S-MH-MU-ZET-CL14-9741-1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-CL14-9741,1.1.1,,
29288,ROOT-1S-MH-MU-ZET-RSTN-VIHA,,1S-MH-MU-ZET-RSTN-VIHA,1,2014-07-30,500.6918918918918
29288,1S-MH-MU-ZET-RSTN-VIHA-1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-RSTN-VIHA,1S-MH-MU-ZET-CL14-9741,1.1,,
29288,1S-MH-MU-ZET-CL14-9741-nan,1S-MH-MU-ZET-CL14-9741,nan,1.1.1,,
29289,ROOT-1S-MH-MU-ZET-CL14-9479,,1S-MH-MU-ZET-CL14-9479,1,2025-04-04,558.9878048780488
29289,1S-MH-MU-ZET-CL14-9479-1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-CL14-9479,1S-MH-MU-ZET-CL14-9741,1.1,,
29289,1S-MH-MU-ZET-CL14-9741-nan,1S-MH-MU-ZET-CL14-9741,nan,1.1.1,,
29289,ROOT-1S-MH-MU-ZET-RSTN-VIHA,,1S-MH-MU-ZET-RSTN-VIHA,2,2014-07-30,500.6918918918918
29289,1S-MH-MU-ZET-RSTN-VIHA-1S-MH-MU-ZET-CL14-9741,1S-MH-MU-ZET-RSTN-VIHA,1S-MH-MU-ZET-CL14-9741,2.1,,
29318,ROOT-1S-MH-MU-ZET-CL01-8394,,1S-MH-MU-ZET-CL01-8394,1,2025-04-04,336.27408163265306
29318,1S-MH-MU-ZET-CL01-8394-1S-MH-MU-ZET-CL01-8393,1S-MH-MU-ZET-CL01-8394,1S-MH-MU-ZET-CL01-8393,1.1,2025-04-04,337.28484848484845
29318,1S-MH-MU-ZET-CL01-8393-1S-MH-MU-ZET-CL01-8393,1S-MH-MU-ZET-CL01-8393,1S-MH-MU-ZET-CL01-8393,1.1.1,2025-04-04,337.28484848484845
29318,1S-MH-MU-ZET-CL01-8393-1S-MH-MU-ZET-CL01-8824,1S-MH-MU-ZET-CL01-8393,1S-MH-MU-ZET-CL01-8824,1.1.2,2025-04-04,951.8190954773869
29318,1S-MH-MU-ZET-CL01-8824-1S-MH-MU-ZET-CL01-8824,1S-MH-MU-ZET-CL01-8824,1S-MH-MU-ZET-CL01-8824,1.1.2.1,2025-04-04,951.8190954773869
29318,ROOT-1S-MH-MU-ZET-RSTN-CHUN,,1S-MH-MU-ZET-RSTN-CHUN,2,2025-02-07,277.45702564102567
29318,1S-MH-MU-ZET-RSTN-CHUN-1S-MH-MU-ZET-CL01-8111,1S-MH-MU-ZET-RSTN-CHUN,1S-MH-MU-ZET-CL01-8111,2.1,2025-04-04,311.85200000000003
29318,1S-MH-MU-ZET-CL01-8111-1S-MH-MU-ZET-CL01-8111,1S-MH-MU-ZET-CL01-8111,1S-MH-MU-ZET-CL01-8111,2.1.1,2025-04-04,311.85200000000003
29318,1S-MH-MU-ZET-CL01-8111-1S-MH-MU-ZET-CL01-8329,1S-MH-MU-ZET-CL01-8111,1S-MH-MU-ZET-CL01-8329,2.1.2,2025-04-04,156.51874999999998
29318,1S-MH-MU-ZET-CL01-8329-1S-MH-MU-ZET-CL01-8329,1S-MH-MU-ZET-CL01-8329,1S-MH-MU-ZET-CL01-8329,2.1.2.1,2025-04-04,156.51874999999998
29318,1S-MH-MU-ZET-CL01-8329-1S-MH-MU-ZET-CL01-8393,1S-MH-MU-ZET-CL01-8329,1S-MH-MU-ZET-CL01-8393,2.1.2.2,2025-04-04,337.28484848484845
29318,1S-MH-MU-ZET-CL01-8329-1S-MH-MU-ZET-CL01-9223,1S-MH-MU-ZET-CL01-8329,1S-MH-MU-ZET-CL01-9223,2.1.2.3,,
29318,1S-MH-MU-ZET-CL01-9223-1S-MH-MU-ZET-CL01-9137,1S-MH-MU-ZET-CL01-9223,1S-MH-MU-ZET-CL01-9137,2.1.2.3.1,2025-04-04,361.904
29318,1S-MH-MU-ZET-CL01-9137-1S-MH-MU-ZET-CL01-9137,1S-MH-MU-ZET-CL01-9137,1S-MH-MU-ZET-CL01-9137,2.1.2.3.1.1,2025-04-04,361.904
29318,1S-MH-MU-ZET-CL01-9137-1S-MH-MU-ZET-CL01-9748,1S-MH-MU-ZET-CL01-9137,1S-MH-MU-ZET-CL01-9748,2.1.2.3.1.2,2025-04-04,168.8740740740741
29318,1S-MH-MU-ZET-CL01-9748-1S-MH-MU-ZET-CL01-8465,1S-MH-MU-ZET-CL01-9748,1S-MH-MU-ZET-CL01-8465,2.1.2.3.1.2.1,2025-04-04,587.1459907834101
29318,1S-MH-MU-ZET-CL01-9748-1S-MH-MU-ZET-CL01-9748,1S-MH-MU-ZET-CL01-9748,1S-MH-MU-ZET-CL01-9748,2.1.2.3.1.2.2,2025-04-04,168.8740740740741
29318,1S-MH-MU-ZET-CL01-9137-1S-MH-MU-ZET-CL01-9817,1S-MH-MU-ZET-CL01-9137,1S-MH-MU-ZET-CL01-9817,2.1.2.3.1.3,2025-04-04,428.48400000000004
29318,1S-MH-MU-ZET-CL01-9817-1S-MH-MU-ZET-CL01-8677,1S-MH-MU-ZET-CL01-9817,1S-MH-MU-ZET-CL01-8677,2.1.2.3.1.3.1,2025-04-04,1001.7254301075268
29318,1S-MH-MU-ZET-CL01-9817-1S-MH-MU-ZET-CL01-9817,1S-MH-MU-ZET-CL01-9817,1S-MH-MU-ZET-CL01-9817,2.1.2.3.1.3.2,2025-04-04,428.48400000000004
29318,1S-MH-MU-ZET-CL01-9137-1S-MH-MU-ZET-CL01-9832,1S-MH-MU-ZET-CL01-9137,1S-MH-MU-ZET-CL01-9832,2.1.2.3.1.4,2025-04-04,376.6
29318,1S-MH-MU-ZET-CL01-9832-1S-MH-MU-ZET-CL01-9832,1S-MH-MU-ZET-CL01-9832,1S-MH-MU-ZET-CL01-9832,2.1.2.3.1.4.1,2025-04-04,376.6
29318,1S-MH-MU-ZET-CL01-9223-nan,1S-MH-MU-ZET-CL01-9223,nan,2.1.2.3.2,,
29319,ROOT-1S-MH-MU-ZET-RSTN-CHUN,,1S-MH-MU-ZET-RSTN-CHUN,1,2025-02-07,277.45702564102567
29319,1S-MH-MU-ZET-RSTN-CHUN-1S-MH-MU-ZET-CL01-8194,1S-MH-MU-ZET-RSTN-CHUN,1S-MH-MU-ZET-CL01-8194,1.1,2024-04-05,166.6337777777778
29319,1S-MH-MU-ZET-CL01-8194-1S-MH-MU-ZET-CL01-8192,1S-MH-MU-ZET-CL01-8194,1S-MH-MU-ZET-CL01-8192,1.1.1,2025-04-04,468.28121827411167
29319,1S-MH-MU-ZET-CL01-8192-1S-MH-MU-ZET-CL01-8192,1S-MH-MU-ZET-CL01-8192,1S-MH-MU-ZET-CL01-8192,1.1.1.1,2025-04-04,468.28121827411167
29319,1S-MH-MU-ZET-CL01-8192-1S-MH-MU-ZET-CL01-9471,1S-MH-MU-ZET-CL01-8192,1S-MH-MU-ZET-CL01-9471,1.1.1.2,2025-04-04,170.430796460177
29319,1S-MH-MU-ZET-CL01-9471-1S-MH-MU-ZET-CL01-9471,1S-MH-MU-ZET-CL01-9471,1S-MH-MU-ZET-CL01-9471,1.1.1.2.1,2025-04-04,170.430796460177
29319,1S-MH-MU-ZET-CL01-9471-1S-MH-MU-ZET-CL01-9859,1S-MH-MU-ZET-CL01-9471,1S-MH-MU-ZET-CL01-9859,1.1.1.2.2,2025-04-04,193.71428571428572
29319,1S-MH-MU-ZET-CL01-9859-1S-MH-MU-ZET-CL01-8195,1S-MH-MU-ZET-CL01-9859,1S-MH-MU-ZET-CL01-8195,1.1.1.2.2.1,2025-04-04,194.75183673469388
29319,1S-MH-MU-ZET-CL01-8195-1S-MH-MU-ZET-CL01-8195,1S-MH-MU-ZET-CL01-8195,1S-MH-MU-ZET-CL01-8195,1.1.1.2.2.1.1,2025-04-04,194.75183673469388
29319,1S-MH-MU-ZET-CL01-8195-1S-MH-MU-ZET-CL01-9472,1S-MH-MU-ZET-CL01-8195,1S-MH-MU-ZET-CL01-9472,1.1.1.2.2.1.2,2025-04-04,211.96615384615384
29319,1S-MH-MU-ZET-CL01-9472-1S-MH-MU-ZET-CL01-9472,1S-MH-MU-ZET-CL01-9472,1S-MH-MU-ZET-CL01-9472,1.1.1.2.2.1.2.1,2025-04-04,211.96615384615384
29319,1S-MH-MU-ZET-CL01-9472-1S-MH-MU-ZET-CL01-9475,1S-MH-MU-ZET-CL01-9472,1S-MH-MU-ZET-CL01-9475,1.1.1.2.2.1.2.2,2025-04-04,308.0260273972603
29319,1S-MH-MU-ZET-CL01-9475-1S-MH-MU-ZET-CL01-9475,1S-MH-MU-ZET-CL01-9475,1S-MH-MU-ZET-CL01-9475,1.1.1.2.2.1.2.2.1,2025-04-04,308.0260273972603
29319,1S-MH-MU-ZET-CL01-9475-1S-MH-MU-ZET-CL01-9646,1S-MH-MU-ZET-CL01-9475,1S-MH-MU-ZET-CL01-9646,1.1.1.2.2.1.2.2.2,2025-04-04,45.14181818181818
29319,1S-MH-MU-ZET-CL01-9646-1S-MH-MU-ZET-CL01-9456,1S-MH-MU-ZET-CL01-9646,1S-MH-MU-ZET-CL01-9456,1.1.1.2.2.1.2.2.2.1,2025-04-04,186.7751633986928
29319,1S-MH-MU-ZET-CL01-9456-1S-MH-MU-ZET-CL01-8188,1S-MH-MU-ZET-CL01-9456,1S-MH-MU-ZET-CL01-8188,1.1.1.2.2.1.2.2.2.1.1,2025-04-04,276.8170297029703
29319,1S-MH-MU-ZET-CL01-8188-1S-MH-MU-ZET-CL01-8188,1S-MH-MU-ZET-CL01-8188,1S-MH-MU-ZET-CL01-8188,1.1.1.2.2.1.2.2.2.1.1.1,2025-04-04,276.8170297029703
29319,1S-MH-MU-ZET-CL01-8188-1S-MH-MU-ZET-CL01-8230,1S-MH-MU-ZET-CL01-8188,1S-MH-MU-ZET-CL01-8230,1.1.1.2.2.1.2.2.2.1.1.2,2025-04-04,153.79306122448978
29319,1S-MH-MU-ZET-CL01-9456-1S-MH-MU-ZET-CL01-9456,1S-MH-MU-ZET-CL01-9456,1S-MH-MU-ZET-CL01-9456,1.1.1.2.2.1.2.2.2.1.2,2025-04-04,186.7751633986928
29319,1S-MH-MU-ZET-CL01-9646-1S-MH-MU-ZET-CL01-9646,1S-MH-MU-ZET-CL01-9646,1S-MH-MU-ZET-CL01-9646,1.1.1.2.2.1.2.2.2.2,2025-04-04,45.14181818181818
29319,1S-MH-MU-ZET-CL01-9475-1S-MH-MU-ZET-CL01-9804,1S-MH-MU-ZET-CL01-9475,1S-MH-MU-ZET-CL01-9804,1.1.1.2.2.1.2.2.3,,
29319,1S-MH-MU-ZET-CL01-9804-1S-MH-MU-ZET-CL01-8191,1S-MH-MU-ZET-CL01-9804,1S-MH-MU-ZET-CL01-8191,1.1.1.2.2.1.2.2.3.1,2025-04-04,390.20816326530615
29319,1S-MH-MU-ZET-CL01-8191-1S-MH-MU-ZET-CL01-8189,1S-MH-MU-ZET-CL01-8191,1S-MH-MU-ZET-CL01-8189,1.1.1.2.2.1.2.2.3.1.1,2025-04-04,381.10820512820516
29319,1S-MH-MU-ZET-CL01-8191-1S-MH-MU-ZET-CL01-8191,1S-MH-MU-ZET-CL01-8191,1S-MH-MU-ZET-CL01-8191,1.1.1.2.2.1.2.2.3.1.2,2025-04-04,390.20816326530615
29319,1S-MH-MU-ZET-CL01-9804-1S-MH-MU-ZET-CL01-9804,1S-MH-MU-ZET-CL01-9804,1S-MH-MU-ZET-CL01-9804,1.1.1.2.2.1.2.2.3.2,,
29319,1S-MH-MU-ZET-CL01-8195-nan,1S-MH-MU-ZET-CL01-8195,nan,1.1.1.2.2.1.3,,
29319,1S-MH-MU-ZET-CL01-9859-1S-MH-MU-ZET-CL01-9859,1S-MH-MU-ZET-CL01-9859,1S-MH-MU-ZET-CL01-9859,1.1.1.2.2.2,2025-04-04,193.71428571428572
29319,1S-MH-MU-ZET-CL01-8194-1S-MH-MU-ZET-CL01-8194,1S-MH-MU-ZET-CL01-8194,1S-MH-MU-ZET-CL01-8194,1.1.2,2024-04-05,166.6337777777778
29319,1S-MH-MU-ZET-CL01-8194-1S-MH-MU-ZET-CL10-8897,1S-MH-MU-ZET-CL01-8194,1S-MH-MU-ZET-CL10-8897,1.1.3,2025-04-04,395.06169154228854
29319,1S-MH-MU-ZET-CL10-8897-1S-MH-MU-ZET-CL10-8243,1S-MH-MU-ZET-CL10-8897,1S-MH-MU-ZET-CL10-8243,1.1.3.1,2025-04-04,128.84954314720812
29319,1S-MH-MU-ZET-CL10-8897-1S-MH-MU-ZET-CL10-8698,1S-MH-MU-ZET-CL10-8897,1S-MH-MU-ZET-CL10-8698,1.1.3.2,,
29319,1S-MH-MU-ZET-CL10-8698-1S-MH-MU-ZET-CL10-8698,1S-MH-MU-ZET-CL10-8698,1S-MH-MU-ZET-CL10-8698,1.1.3.2.1,,
