DESTINATION_LOCATION,FEEDER_ID,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12
1S-MH-MU-ZSC-CL09-2382,10205,2.945,3.058,2.427,6.149,3.201,2.176,0.0,0.685,5.148,3.122,1.913,1.487,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL09-2383,10205,1.683,1.768,1.358,3.362,1.734,1.171,0.0,0.377,2.818,1.783,1.055,0.794,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL09-2723,10205,5.925,6.074,4.699,12.496,6.778,4.757,0.0,1.456,10.369,6.977,4.062,3.165,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL09-2366,10205,1.283,1.315,1.078,2.992,1.501,0.99,0.0,0.326,2.646,1.622,0.971,0.724,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL09-2348,10205,1.267,1.297,1.064,2.949,1.482,0.979,0.0,0.278,2.271,1.478,0.893,0.669,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL09-2019,10205,0.201,0.207,0.153,0.436,0.222,0.148,0.0,0.045,0.319,0.208,0.121,0.112,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL09-2074,10205,3.491,3.612,2.852,7.245,3.993,2.835,0.0,0.864,6.351,4.464,2.44,1.903,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL06-3404,10205,1.929,1.903,1.417,3.445,1.882,1.328,0.0,0.42,3.393,2.455,1.228,1.086,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL06-3489,10205,1.929,1.903,1.417,3.445,1.882,1.328,0.0,0.42,3.393,2.455,1.228,1.086,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL06-2088,10205,1.228,1.216,0.885,2.18,1.196,0.846,0.0,0.254,2.218,1.703,0.894,0.757,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL09-3373,10205,1.28,1.401,1.155,3.13,1.794,1.309,0.0,0.382,2.555,1.685,1.013,0.675,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL09-3058,10205,1.159,1.271,1.04,2.871,1.505,1.029,0.0,0.329,2.159,1.402,0.834,0.52,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL08-3241,10205,1.015,1.12,0.93,2.576,1.327,0.894,0.0,0.291,1.935,1.247,0.738,0.449,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL09-2185,10205,0.732,0.859,0.711,1.925,0.978,0.653,0.0,0.213,1.359,0.873,0.533,0.278,1,1,1,2,1,0,0,1,0,1,3,0
1S-MH-MU-ZSC-CL09-2298,10206,11.417,6.224,7.38,19.43,13.603,6.087,0.0,3.898,23.38,14.989,11.942,6.022,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2185,10206,10.15,5.458,6.509,17.281,12.109,5.422,0.0,3.463,20.701,13.205,10.444,5.312,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL08-3291,10206,3.288,1.702,2.076,5.756,4.268,1.995,0.0,1.235,7.226,4.3,3.509,1.997,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-3085,10206,2.782,1.436,1.737,4.876,3.642,1.711,0.0,1.052,6.237,3.634,2.963,1.676,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-3112,10206,1.854,0.968,1.2,3.447,2.582,1.215,0.0,0.72,4.151,2.256,1.843,1.109,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-3113,10206,1.122,0.624,0.777,2.333,1.746,0.822,0.0,0.454,2.792,1.267,1.093,0.685,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2075,10206,0.42,0.212,0.263,1.071,0.965,0.508,0.0,0.257,1.406,0.338,0.315,0.255,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2027,10206,5.572,2.953,3.45,8.83,6.003,2.622,0.0,1.677,10.529,7.049,5.397,2.778,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL07-2739,10206,3.834,1.955,2.327,6.325,4.296,1.875,0.0,1.208,7.524,5.116,4.169,2.12,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL07-3317,10206,3.169,1.617,1.907,5.273,3.591,1.571,0.0,1.019,6.404,4.091,3.314,1.71,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL07-2297,10206,2.507,1.302,1.496,4.171,2.875,1.27,0.0,0.825,5.214,3.328,2.869,1.493,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-3297,10206,0.784,0.448,0.486,1.312,0.889,0.387,0.0,0.238,1.529,0.94,0.862,0.467,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL05-3321,10207,3.851,3.202,1.906,11.409,8.853,13.247,0.0,2.129,8.567,8.796,4.194,1.528,1,0,0,2,2,2,0,1,0,2,1,0
1S-MH-MU-ZSC-CL09-3211,10207,3.695,3.071,1.829,10.92,8.508,12.765,0.0,2.048,8.247,8.469,4.011,1.466,1,0,0,2,2,2,0,1,0,2,1,0
1S-MH-MU-ZSC-CL09-2281,10207,3.695,3.071,1.829,10.92,8.508,12.765,0.0,2.048,8.247,8.469,4.011,1.466,1,0,0,2,2,2,0,1,0,2,1,0
1S-MH-MU-ZSC-CL06-3280,10207,3.223,2.692,1.603,9.627,7.461,11.155,0.0,1.859,7.342,7.589,3.512,1.272,1,0,0,2,2,2,0,1,0,2,1,0
1S-MH-MU-ZSC-CL06-2835,10207,2.475,2.126,1.236,7.358,5.855,8.908,0.0,1.505,5.333,5.892,2.79,0.984,1,0,0,2,2,2,0,1,0,2,1,0
1S-MH-MU-ZSC-CL06-2222,10207,0.407,0.333,0.213,1.303,1.009,1.509,0.0,0.229,0.956,0.908,0.518,0.171,1,0,0,2,2,2,0,1,0,2,1,0
1S-MH-MU-ZSC-CL06-3428,10207,0.339,0.267,0.177,0.856,0.804,1.343,0.0,0.17,1.024,1.096,0.571,0.174,1,0,0,2,2,2,0,1,0,2,1,0
1S-MH-MU-ZSC-CL06-2221,10207,0.896,0.798,0.46,2.933,2.23,3.289,0.0,0.569,1.726,1.992,0.886,0.32,1,0,0,2,2,2,0,1,0,2,1,0
1S-MH-MU-ZSC-CL09-2244,10209,5.552,0.967,1.17,6.962,7.159,1.805,0.0,2.581,19.786,7.384,6.941,1.291,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2432,10209,4.527,0.785,0.958,5.645,5.844,1.482,0.0,2.129,16.366,6.051,5.759,1.043,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-3225,10209,3.025,0.522,0.648,3.728,3.841,0.97,0.0,1.413,10.695,4.01,3.718,0.631,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-3168,10209,2.173,0.387,0.5,2.712,2.791,0.704,0.0,0.908,6.805,2.571,2.408,0.426,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2806,10209,0.621,0.098,0.128,0.711,0.759,0.197,0.0,0.285,2.079,0.938,0.849,0.143,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL08-3475,10210,5.311,4.198,6.256,8.963,8.84,4.544,0.0,1.667,9.812,7.701,6.571,5.187,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL09-2926,10210,4.626,3.682,5.489,7.827,7.746,3.993,0.0,1.475,8.633,6.723,5.755,4.494,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL05-2583,10210,5.874,4.345,6.079,10.213,10.314,5.398,0.0,2.006,10.378,8.705,7.55,6.605,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL09-2607,10210,3.378,2.672,3.965,5.44,5.567,2.941,0.0,1.066,6.155,4.843,4.139,3.221,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL05-3379,10210,5.874,4.345,6.078,10.211,10.313,5.398,0.0,2.006,10.376,8.703,7.549,6.604,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL09-3004,10210,3.378,2.672,3.965,5.44,5.567,2.941,0.0,1.066,6.155,4.843,4.139,3.221,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL05-2737,10210,5.419,4.017,5.579,9.508,9.652,5.07,0.0,1.879,9.755,8.097,7.015,6.133,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL09-2765,10210,2.697,2.204,3.313,4.288,4.434,2.361,0.0,0.833,4.945,3.946,3.327,2.554,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL05-2288,10210,5.059,3.596,5.036,8.495,8.61,4.518,0.0,1.669,8.553,7.2,6.233,5.411,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL05-2080,10210,1.469,1.065,1.517,2.894,2.781,1.401,0.0,0.518,2.944,1.925,1.742,1.567,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL09-2040,10210,1.493,1.19,1.737,2.095,2.41,1.375,0.0,0.49,2.931,2.376,1.971,1.498,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL05-3219,10210,3.172,2.25,3.119,4.92,5.166,2.779,0.0,1.016,5.008,4.697,3.95,3.359,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL09-2840,10210,0.253,0.217,0.368,0.255,0.38,0.246,0.0,0.091,0.584,0.473,0.388,0.28,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL05-3499,10210,0.458,0.4,0.426,0.671,0.706,0.381,0.0,0.135,0.65,0.642,0.552,0.459,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL09-2815,10210,1.055,0.821,1.139,1.498,1.694,0.957,0.0,0.337,2.011,1.628,1.342,1.026,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL05-3217,10210,1.719,1.182,1.661,2.621,2.753,1.482,0.0,0.554,2.862,2.518,2.119,1.786,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL05-3218,10210,0.683,0.492,0.723,1.127,1.146,0.603,0.0,0.231,1.363,1.077,0.884,0.729,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZSC-CL05-3075,10211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZSC-RSTN-AMBI,10214,13.732,3.518,5.939,14.393,14.982,6.972,0.0,5.404,22.033,13.266,11.335,4.803,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2895,10214,0.703,0.182,0.325,0.728,0.627,0.245,0.0,0.179,1.069,0.483,0.572,0.171,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2187,10214,0.444,0.105,0.171,0.423,0.421,0.189,0.0,0.181,0.861,0.425,0.481,0.19,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL05-2828,10214,13.028,3.336,5.614,13.665,14.355,6.726,0.0,5.225,20.964,12.783,10.762,4.632,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL05-2833,10214,1.323,0.372,0.631,1.513,1.51,0.679,0.0,0.532,2.839,1.394,1.233,0.498,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL05-2832,10214,0.837,0.252,0.41,0.979,0.974,0.437,0.0,0.347,2.136,0.942,0.818,0.328,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-3484,10214,11.143,2.895,4.856,11.826,12.538,5.915,0.0,4.602,17.756,11.006,9.362,4.072,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2144,10214,10.678,2.769,4.658,11.338,11.988,5.644,0.0,4.386,16.988,10.535,8.966,3.905,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-3254,10214,9.881,2.552,4.283,10.405,11.066,5.233,0.0,3.882,15.885,9.741,8.373,3.515,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2097,10214,8.392,2.141,3.587,8.74,9.382,4.466,0.0,3.342,13.62,8.227,7.118,3.017,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2229,10214,7.703,1.948,3.263,7.902,8.511,4.062,0.0,3.054,12.418,7.467,6.473,2.754,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2433,10214,2.238,0.597,0.897,2.173,2.488,1.238,0.0,0.924,3.392,2.01,1.802,0.774,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2726,10214,0.648,0.157,0.296,0.672,0.728,0.349,0.0,0.262,0.976,0.662,0.538,0.225,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2827,10214,4.102,1.01,1.76,4.276,4.403,2.032,0.0,1.49,6.803,4.054,3.42,1.452,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2309,10214,2.69,0.672,1.167,2.791,2.653,1.145,0.0,0.877,3.957,2.394,2.097,0.874,2,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2132,10217,3.861,4.355,8.611,8.25,5.621,5.339,0.0,3.649,12.326,5.816,5.071,2.818,1,1,2,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-3340,10217,3.236,3.672,7.314,6.981,4.706,4.433,0.0,3.077,10.905,5.073,4.425,2.404,1,1,2,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2564,10217,2.868,3.291,6.502,6.239,4.174,3.908,0.0,2.757,8.934,4.483,3.942,2.127,1,1,2,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2598,10217,0.615,0.67,1.355,1.203,0.89,0.896,0.0,0.555,1.872,0.892,0.82,0.422,1,1,2,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-3428,10217,0.241,0.235,0.539,0.383,0.338,0.375,0.0,0.189,0.846,0.397,0.394,0.184,1,1,2,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2677,10217,2.014,2.399,4.687,4.587,2.97,2.71,0.0,1.988,6.468,3.267,2.883,1.543,1,1,2,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2029,10217,1.321,1.449,2.928,2.755,1.881,1.789,0.0,1.437,4.381,2.175,1.873,1.009,1,1,2,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-3194,10217,1.032,1.164,2.408,2.276,1.509,1.404,0.0,1.181,3.615,1.827,1.574,0.841,1,1,2,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZSC-CL06-2998,10217,0.754,0.882,1.807,1.69,1.126,1.051,0.0,0.956,2.864,1.449,1.222,0.676,1,1,2,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2376,10219,14.26,11.364,15.129,22.655,20.321,15.456,0.0,0.92,13.165,14.848,10.896,8.392,5,4,5,5,5,5,0,1,0,5,3,3
1S-MH-MU-ZSC-CL09-2377,10219,10.833,8.605,11.376,17.234,15.257,11.482,0.0,0.68,9.915,11.286,8.228,6.286,5,4,5,5,5,5,0,1,0,5,3,3
1S-MH-MU-ZSC-CL09-2378,10219,0.861,0.684,0.891,1.321,1.168,0.879,0.0,0.051,0.715,0.854,0.562,0.434,5,4,5,5,5,5,0,1,0,5,3,3
1S-MH-MU-ZSC-CL09-2381,10219,5.127,4.213,5.63,8.424,7.378,5.503,0.0,0.324,4.868,5.688,4.243,3.293,5,4,5,5,5,5,0,1,0,5,3,3
1S-MH-MU-ZSC-CL09-2537,10219,3.161,2.649,3.589,5.48,4.749,3.511,0.0,0.202,3.116,3.761,2.617,2.142,5,4,5,5,5,5,0,1,0,5,3,3
1S-MH-MU-ZSC-CL09-2358,10220,13.318,10.549,11.285,20.307,20.252,13.135,0.0,1.62,13.642,15.16,11.72,6.979,5,4,5,5,5,4,0,1,0,4,3,0
NAN,10220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZSC-CL09-2372,10220,4.746,3.781,3.819,6.82,6.879,4.505,0.0,0.544,4.664,5.356,4.026,2.388,5,4,5,5,5,4,0,1,0,4,3,0
1S-MH-MU-ZSC-CL09-3613,10222,8.419,5.888,6.333,11.768,12.473,6.084,0.0,1.829,13.288,8.698,7.257,4.865,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2380,10222,6.859,4.732,4.971,9.293,9.802,4.763,0.0,1.455,11.34,6.543,5.634,3.746,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2765,10222,3.749,3.122,3.626,6.443,6.493,3.04,0.0,0.898,6.735,4.378,3.64,2.164,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2379,10222,0.986,0.733,0.791,1.489,1.558,0.753,0.0,0.226,1.688,1.064,0.878,0.567,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2378,10222,0.585,0.453,0.484,0.916,0.941,0.448,0.0,0.129,0.949,0.65,0.5,0.316,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2617,10222,0.994,0.842,0.984,1.718,1.687,0.772,0.0,0.235,1.888,1.244,1.0,0.564,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL05-2735,10222,4.091,2.761,2.756,5.066,5.52,2.749,0.0,0.837,6.805,3.73,3.138,2.23,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-3455,10222,1.038,0.813,0.934,1.766,1.856,0.899,0.0,0.279,1.902,1.268,1.091,0.675,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL05-3144,10222,1.148,0.818,0.458,0.779,0.853,0.426,0.0,0.129,1.827,0.633,0.505,0.34,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL05-2733,10222,1.52,0.929,1.078,1.903,1.989,0.96,0.0,0.303,2.044,1.348,1.084,0.736,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-3226,10222,1.038,0.813,0.934,1.766,1.856,0.899,0.0,0.279,1.902,1.268,1.091,0.675,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL09-2019,10222,0.285,0.225,0.23,0.472,0.481,0.228,0.0,0.068,0.472,0.304,0.246,0.181,1,1,0,2,1,0,0,1,0,1,1,0
1S-MH-MU-ZSC-CL05-3075,10223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZET-CL03-8462,104,7.571,4.901,8.512,8.719,10.418,4.325,0.0,1.902,14.243,7.837,10.524,3.674,1,0,1,1,2,0,0,1,0,1,2,0
1S-MH-MU-ZET-CL03-8463,104,4.715,2.972,5.062,5.556,6.962,3.011,0.0,1.389,9.5,5.958,8.008,2.806,1,0,1,1,2,0,0,1,0,1,2,0
1S-MH-MU-ZET-CL13-8407,104,3.809,2.445,4.113,4.46,5.601,2.427,0.0,1.138,8.349,4.791,6.515,2.25,1,0,1,1,2,0,0,1,0,1,2,0
1S-MH-MU-ZET-CL03-8411,104,0.365,0.252,0.459,0.451,0.499,0.192,0.0,0.083,0.638,0.354,0.471,0.155,1,0,1,1,2,0,0,1,0,1,2,0
1S-MH-MU-ZET-CL03-8412,104,2.387,1.494,2.521,2.695,3.074,1.221,0.0,0.556,4.164,2.471,3.37,1.165,1,0,1,1,2,0,0,1,0,1,2,0
1S-MH-MU-ZET-CL03-8800,104,1.646,0.983,1.614,1.785,2.046,0.817,0.0,0.374,2.724,1.654,2.256,0.789,1,0,1,1,2,0,0,1,0,1,2,0
1S-MH-MU-ZET-CL03-8527,105,7.393,3.135,3.547,10.842,12.276,3.765,0.0,3.496,17.6,12.688,8.406,3.488,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL03-8057,105,1.176,0.5,0.565,1.656,1.886,0.581,0.0,0.631,2.55,2.133,1.437,0.624,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL03-8692,105,6.965,2.947,3.299,10.097,11.52,3.554,0.0,3.317,16.799,12.035,7.995,3.312,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL03-9457,105,5.619,2.342,2.578,8.025,9.397,2.956,0.0,2.481,13.514,9.239,6.24,2.631,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL03-8811,105,5.151,2.144,2.334,7.319,8.649,2.739,0.0,2.265,12.532,8.43,5.684,2.416,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL03-9571,105,4.186,1.74,1.946,5.942,7.003,2.214,0.0,2.122,10.319,7.026,4.721,2.081,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL03-8335,105,3.674,1.559,1.748,5.296,6.151,1.923,0.0,1.881,9.201,6.375,4.274,1.867,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL03-9399,105,2.826,1.196,1.378,4.125,4.817,1.512,0.0,1.47,6.963,4.793,3.188,1.449,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL02-8806,105,1.933,0.83,0.943,2.808,3.195,0.983,0.0,1.049,4.654,3.295,2.199,1.041,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL02-8545,105,0.005,0.002,0.002,0.006,0.007,0.002,0.0,0.002,0.006,0.005,0.003,0.001,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL02-9597,105,0.682,0.291,0.335,1.042,1.197,0.371,0.0,0.373,1.924,0.973,0.667,0.383,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL02-8543,105,1.246,0.537,0.606,1.76,1.991,0.61,0.0,0.674,2.724,2.317,1.529,0.656,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL07-8343,10558,0.005,4.637,0.0,0.005,1.831,0.13,0.0,0.002,0.0,0.0,0.087,0.0,1,1,0,1,2,1,0,1,0,0,0,0
1S-MH-MU-ZET-CL07-8342,10558,0.003,3.084,0.0,0.003,1.202,0.085,0.0,0.001,0.0,0.0,0.066,0.0,1,1,0,1,2,1,0,1,0,0,0,0
1S-MH-MU-ZET-CL07-9257,10558,0.001,1.264,0.0,0.001,0.499,0.036,0.0,0.001,0.0,0.0,0.026,0.0,1,1,0,1,2,1,0,1,0,0,0,0
1S-MH-MU-ZET-CL07-9853,10560,10.442,3.175,2.843,9.517,11.215,5.835,0.0,3.201,18.26,19.491,9.303,5.069,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL07-9820,10560,10.207,3.097,2.765,9.011,10.689,5.591,0.0,2.906,16.719,17.729,8.521,4.667,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL07-8840,10560,10.181,3.089,2.754,8.977,10.652,5.573,0.0,2.898,16.666,17.658,8.488,4.65,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL07-8311,10560,6.944,2.125,1.892,6.252,7.51,3.968,0.0,2.018,11.319,12.039,5.747,2.958,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL07-9678,10560,2.598,0.812,0.729,2.439,2.956,1.573,0.0,0.732,4.716,5.063,2.313,1.192,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL07-9043,10560,1.632,0.51,0.478,1.489,1.797,0.953,0.0,0.442,2.725,3.174,1.427,0.737,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL07-9801,10560,3.65,1.086,0.969,3.158,3.771,1.982,0.0,0.957,5.684,5.887,2.974,1.53,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL07-8349,10560,3.65,1.086,0.969,3.158,3.771,1.982,0.0,0.957,5.684,5.887,2.974,1.53,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL06-8927,10560,0.269,0.084,0.081,0.266,0.285,0.136,0.0,0.063,0.438,0.501,0.239,0.124,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL07-8997,10560,3.168,0.931,0.823,2.638,3.204,1.707,0.0,0.824,4.802,4.903,2.566,1.319,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL07-9727,10560,2.099,0.667,0.571,1.895,2.356,1.278,0.0,0.622,3.506,3.593,1.854,0.954,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL07-9726,10560,0.848,0.248,0.243,0.707,0.906,0.503,0.0,0.245,1.366,1.386,0.742,0.382,1,0,0,1,1,0,0,1,0,3,2,0
1S-MH-MU-ZET-CL07-8841,10563,12.761,11.041,12.448,16.805,18.945,14.378,0.0,5.676,26.953,24.368,15.165,14.999,1,1,2,1,1,1,0,1,0,2,2,1
1S-MH-MU-ZET-CL07-8843,10563,3.072,1.71,1.86,2.556,3.08,2.46,0.0,0.845,4.397,4.03,2.325,2.498,1,1,2,1,1,1,0,1,0,2,2,1
1S-MH-MU-ZET-CL07-9560,10563,8.019,8.422,9.534,12.852,14.24,10.653,0.0,4.413,20.441,18.35,11.621,11.006,1,1,2,1,1,1,0,1,0,2,2,1
1S-MH-MU-ZET-CL07-9759,10563,7.433,7.871,8.778,11.946,13.282,9.965,0.0,4.094,19.295,16.938,10.751,10.165,1,1,2,1,1,1,0,1,0,2,2,1
1S-MH-MU-ZET-CL07-9725,10563,7.045,7.432,8.214,11.071,12.002,8.812,0.0,3.851,17.693,15.511,9.813,9.279,1,1,2,1,1,1,0,1,0,2,2,1
1S-MH-MU-ZET-CL07-9746,10563,5.972,6.297,6.835,9.32,9.942,7.195,0.0,3.314,15.631,13.588,8.634,8.167,1,1,2,1,1,1,0,1,0,2,2,1
1S-MH-MU-ZET-CL07-9593,10563,5.193,5.573,6.065,8.174,8.712,6.299,0.0,2.94,13.811,12.179,7.704,7.288,1,1,2,1,1,1,0,1,0,2,2,1
1S-MH-MU-ZET-CL07-9279,10563,4.415,4.714,5.038,6.853,7.357,5.355,0.0,2.488,11.856,10.23,6.456,6.11,1,1,2,1,1,1,0,1,0,2,2,1
