DESTINATION_LOCATION,FEEDER_ID,VAR_Month_01,VAR_Month_02,VAR_Month_03,VAR_Month_04,VAR_Month_05,VAR_Month_06,VAR_Month_07,VAR_Month_08,VAR_Month_09,VAR_Month_10,VAR_Month_11,VAR_Month_12,CYCLE_Month_01,CYCLE_Month_02,CYCLE_Month_03,CYCLE_Month_04,CYCLE_Month_05,CYCLE_Month_06,CYCLE_Month_07,CYCLE_Month_08,CYCLE_Month_09,CYCLE_Month_10,CYCLE_Month_11,CYCLE_Month_12
1S-MH-MU-ZST-CL05-0311,26720,2.466,1.247,1.915,3.955,3.389,1.231,0.0,0.903,5.199,2.079,1.79,0.594,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZST-CL05-0060,26720,1.234,0.598,0.937,1.818,1.491,0.522,0.0,0.329,1.714,0.67,0.736,0.239,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZST-CL05-1361,26720,0.466,0.228,0.35,0.76,0.672,0.251,0.0,0.195,1.202,0.497,0.588,0.195,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZST-CL05-1378,26720,0.559,0.262,0.405,0.775,0.603,0.201,0.0,0.1,0.271,0.082,0.075,0.022,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZST-CL05-1085,26720,0.559,0.262,0.405,0.775,0.603,0.201,0.0,0.1,0.271,0.082,0.075,0.022,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZST-CL05-0753,26721,11.832,10.075,10.504,20.987,19.278,14.006,0.0,2.833,27.172,18.497,14.843,9.703,2,2,0,3,2,4,0,1,0,1,1,0
1S-MH-MU-ZST-CL05-0149,26721,9.062,7.793,8.038,15.924,14.778,10.824,0.0,2.223,20.996,14.288,11.357,7.55,2,2,0,3,2,4,0,1,0,1,1,0
1S-MH-MU-ZST-CL05-0084,26721,3.41,2.778,2.945,5.837,5.581,4.181,0.0,0.827,7.651,5.086,3.973,2.251,2,2,0,3,2,4,0,1,0,1,1,0
1S-MH-MU-ZST-CL05-1284,26721,2.09,1.618,1.686,3.338,3.358,2.606,0.0,0.53,4.594,3.03,2.319,1.258,2,2,0,3,2,4,0,1,0,1,1,0
1S-MH-MU-ZST-CL05-0317,26721,4.97,4.479,4.714,9.315,8.424,6.044,0.0,1.288,11.982,8.145,6.431,4.787,2,2,0,3,2,4,0,1,0,1,1,0
1S-MH-MU-ZST-CL05-0381,26721,3.536,3.201,3.512,6.532,5.833,4.143,0.0,0.86,7.17,5.012,3.947,3.159,2,2,0,3,2,4,0,1,0,1,1,0
1S-MH-MU-ZST-CL05-0150,26721,2.44,2.292,2.557,4.58,4.052,2.856,0.0,0.627,4.783,3.491,2.802,2.01,2,2,0,3,2,4,0,1,0,1,1,0
1S-MH-MU-ZST-CL07-0173,26722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZST-CL05-1401,26723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZET-RSTN-NATW,26760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZET-CL12-8168,26760,8.33,5.208,3.009,10.509,10.692,3.848,0.0,4.001,26.292,11.663,9.685,9.348,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-8169,26760,2.42,1.507,0.892,3.186,3.147,1.101,0.0,1.278,7.729,3.198,2.741,2.587,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-8172,26760,2.002,1.241,0.741,2.653,2.61,0.91,0.0,1.028,6.441,2.669,2.211,2.131,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-8171,26760,0.947,0.541,0.329,1.249,1.265,0.454,0.0,0.528,3.372,1.235,1.05,1.016,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-8170,26760,0.638,0.348,0.212,0.825,0.84,0.303,0.0,0.332,2.323,0.776,0.663,0.647,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-9587,26760,4.854,2.988,1.681,5.883,6.08,2.22,0.0,2.227,15.108,6.943,5.706,5.553,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-9752,26760,4.064,2.468,1.355,4.708,4.854,1.768,0.0,1.763,11.781,5.002,4.084,4.071,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-8386,26760,4.064,2.468,1.355,4.708,4.854,1.768,0.0,1.763,11.781,5.002,4.084,4.071,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-8173,26760,1.823,1.099,0.571,1.926,1.994,0.729,0.0,0.788,4.94,2.072,1.771,1.686,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-8603,26761,6.339,4.507,2.786,7.747,8.923,1.721,0.0,2.718,20.33,8.739,6.631,3.424,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8066,26761,4.312,3.055,1.892,5.346,6.153,1.186,0.0,1.853,14.075,6.002,4.536,2.377,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8065,26761,1.983,1.364,0.853,2.447,2.737,0.514,0.0,0.783,5.98,2.631,2.087,1.013,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8777,26761,1.503,1.102,0.675,1.895,2.215,0.433,0.0,0.716,5.146,2.082,1.459,0.863,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8410,26762,7.964,8.723,2.854,11.148,10.524,3.859,0.0,3.664,25.415,10.908,9.402,5.247,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL08-8220,26762,6.392,6.972,2.26,8.875,8.391,3.081,0.0,2.894,20.361,8.771,7.492,4.181,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL08-8222,26762,1.505,1.882,0.586,2.468,2.49,0.966,0.0,0.76,6.693,2.476,2.157,1.281,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL08-9370,26762,2.903,3.203,1.052,3.877,3.47,1.21,0.0,1.25,8.555,3.919,3.322,1.751,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL08-8983,26762,2.429,2.605,0.887,3.209,2.831,0.972,0.0,1.063,6.88,3.147,2.67,1.413,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL08-8224,26762,1.892,1.938,0.675,2.466,2.164,0.74,0.0,0.881,5.267,2.41,2.043,1.087,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL08-9055,26762,0.334,0.576,0.218,0.72,0.576,0.177,0.0,0.185,1.425,0.652,0.548,0.288,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-9232,26766,6.724,5.99,2.325,13.543,11.548,14.154,0.0,3.807,30.482,13.29,15.481,3.836,1,1,0,1,1,1,0,1,0,1,2,0
1S-MH-MU-ZET-CL08-9044,26766,6.724,5.99,2.325,13.543,11.548,14.154,0.0,3.807,30.482,13.29,15.481,3.836,1,1,0,1,1,1,0,1,0,1,2,0
1S-MH-MU-ZET-CL12-9795,26766,1.53,1.414,0.541,4.034,3.465,4.275,0.0,1.123,9.311,4.216,4.811,1.225,1,1,0,1,1,1,0,1,0,1,2,0
1S-MH-MU-ZET-CL08-9045,26766,3.099,2.617,1.026,5.204,4.459,5.488,0.0,1.562,11.656,4.975,5.89,1.391,1,1,0,1,1,1,0,1,0,1,2,0
1S-MH-MU-ZET-CL08-9011,26766,1.397,1.208,0.455,2.423,2.18,2.8,0.0,0.903,6.038,2.454,2.846,0.673,1,1,0,1,1,1,0,1,0,1,2,0
1S-MH-MU-ZET-CL12-9784,26767,8.876,4.079,3.662,12.951,11.999,3.496,0.0,4.067,29.776,12.808,9.813,4.863,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8772,26767,8.874,4.067,3.649,12.872,11.912,3.467,0.0,4.019,29.343,12.59,9.63,4.767,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8784,26767,1.3,0.611,0.51,1.951,1.774,0.509,0.0,0.639,3.563,1.66,1.463,0.708,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8774,26767,4.539,2.089,1.897,6.97,6.521,1.916,0.0,2.157,15.575,6.716,5.136,2.569,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8778,26767,2.592,1.144,0.983,3.87,3.718,1.116,0.0,1.274,8.918,3.904,2.831,1.447,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8202,26769,5.246,3.14,1.498,6.428,6.842,2.278,0.0,2.456,15.566,6.15,5.178,2.314,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8409,26769,3.41,1.947,0.941,4.016,4.335,1.461,0.0,1.494,9.853,3.925,3.331,1.487,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8776,26769,1.828,0.997,0.47,2.071,2.268,0.774,0.0,0.765,5.139,2.085,1.794,0.805,1,0,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-RSTN-NATW,26770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZET-CL12-8812,26770,5.824,8.685,3.948,6.099,5.562,6.979,0.0,1.432,13.846,5.662,6.979,5.493,1,1,0,1,1,1,0,1,0,1,2,1
1S-MH-MU-ZET-CL12-8813,26770,5.268,7.9,3.594,5.56,5.049,6.311,0.0,1.272,12.45,5.097,6.309,4.957,1,1,0,1,1,1,0,1,0,1,2,1
1S-MH-MU-ZET-CL12-8176,26770,4.914,7.338,3.36,5.186,4.707,5.881,0.0,1.165,11.435,4.674,5.834,4.554,1,1,0,1,1,1,0,1,0,1,2,1
1S-MH-MU-ZET-CL12-9675,26770,1.357,2.174,1.081,1.459,1.423,1.896,0.0,0.357,3.431,1.412,1.693,1.348,1,1,0,1,1,1,0,1,0,1,2,1
1S-MH-MU-ZET-CL12-9412,26771,4.184,10.445,1.616,5.074,5.073,1.658,0.0,1.637,12.79,5.31,5.146,1.564,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8167,26771,3.903,9.39,1.438,4.555,4.561,1.492,0.0,1.485,11.82,4.849,4.679,1.422,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-9637,26771,0.543,1.264,0.204,0.748,0.733,0.235,0.0,0.207,1.676,0.751,0.719,0.245,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8174,26771,2.942,7.146,1.07,3.359,3.403,1.126,0.0,1.138,8.167,3.656,3.514,1.053,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8173,26771,1.7,4.148,0.604,1.839,1.852,0.609,0.0,0.671,4.798,2.121,2.043,0.587,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-8175,26771,0.681,1.657,0.261,0.791,0.775,0.249,0.0,0.295,2.222,0.994,0.956,0.265,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZET-CL12-9081,26772,5.384,2.567,2.212,11.157,8.031,2.13,0.0,2.88,18.503,7.967,6.909,6.518,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-8777,26772,1.308,0.673,0.571,2.789,2.04,0.549,0.0,0.727,4.4,1.97,1.487,1.615,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-8783,26772,2.914,1.391,1.178,6.156,4.433,1.176,0.0,1.618,10.538,4.329,4.069,3.625,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZET-CL12-8780,26772,0.566,0.267,0.216,1.392,1.02,0.275,0.0,0.464,2.422,1.084,1.261,1.152,1,0,0,1,1,0,0,1,0,1,1,1
1S-MH-MU-ZCT-CL01-5033,26970,6.338,9.354,2.967,14.107,16.334,5.002,0.0,3.747,24.378,13.662,12.86,5.921,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5494,26970,1.123,1.501,0.428,2.294,2.588,0.776,0.0,0.616,3.418,1.05,0.907,0.463,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4768,26970,0.8,1.117,0.326,1.812,2.0,0.59,0.0,0.478,2.668,0.586,0.522,0.267,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4224,26970,0.257,0.331,0.091,1.167,1.471,0.479,0.0,0.389,2.142,0.271,0.223,0.137,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5061,26970,5.588,8.261,2.688,12.816,14.748,4.495,0.0,3.329,22.225,12.269,11.662,5.377,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5490,26970,4.997,7.486,2.45,11.819,13.528,4.106,0.0,3.062,20.571,11.232,10.774,4.947,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4747,26970,4.394,6.5,2.14,10.5,12.184,3.737,0.0,2.811,18.624,9.861,9.596,4.442,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4496,26970,0.514,0.685,0.392,0.924,1.275,0.439,0.0,0.343,2.676,1.859,1.582,0.706,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5034,26970,3.18,4.765,1.471,8.077,9.426,2.904,0.0,2.188,13.928,7.333,6.752,3.175,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4769,26970,2.573,3.932,1.23,6.985,8.203,2.539,0.0,1.9,12.152,6.255,5.809,2.769,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5295,26970,1.964,3.149,0.993,5.951,6.866,2.097,0.0,1.575,10.274,5.154,4.837,2.316,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5680,26970,1.547,2.62,0.836,5.238,6.118,1.886,0.0,1.423,9.304,4.462,3.72,1.857,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4770,26970,1.229,1.635,0.462,2.485,2.788,0.833,0.0,0.662,3.648,1.177,1.017,0.702,1,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-5116,26971,20.531,16.833,14.82,27.699,32.358,15.774,0.0,3.79,35.778,24.617,21.286,18.531,2,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-5236,26971,9.367,8.673,7.544,13.266,15.47,7.531,0.0,1.811,17.726,12.407,10.979,9.186,2,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-5146,26971,7.001,6.34,5.555,10.009,11.627,5.642,0.0,1.406,13.885,9.836,8.853,7.215,2,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5540,26971,1.597,1.347,1.159,2.081,2.239,1.015,0.0,0.342,3.691,2.632,2.264,1.781,2,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-4001,26971,1.986,1.762,1.728,2.798,3.412,1.721,0.0,0.398,3.801,2.572,2.457,1.958,2,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-4286,26971,0.838,0.649,0.763,1.095,1.302,0.644,0.0,0.166,1.826,1.255,1.068,1.003,2,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-5117,26971,9.471,6.995,6.216,12.393,14.413,7.0,0.0,1.67,15.27,10.26,8.617,7.692,2,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-4285,26971,6.669,4.931,4.402,8.911,10.171,4.863,0.0,1.115,10.444,7.298,6.066,5.199,2,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-4765,26971,0.857,0.626,0.617,1.234,1.233,0.518,0.0,0.142,1.597,1.187,0.948,0.868,2,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-4438,26971,5.001,3.797,3.4,6.855,8.026,3.92,0.0,0.869,7.944,5.437,4.628,3.848,2,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-5113,26971,3.346,2.331,2.172,4.362,4.833,2.251,0.0,0.461,4.559,3.195,2.658,2.191,2,1,0,1,2,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-5020,26972,4.091,3.756,0.394,0.363,0.421,0.242,0.0,0.0,17.701,12.731,7.3,2.26,1,4,0,3,1,3,0,0,0,2,1,0
1S-MH-MU-ZCT-CL02-4887,26972,3.751,3.452,0.362,0.334,0.388,0.224,0.0,0.0,16.155,11.609,6.684,2.055,1,4,0,3,1,3,0,0,0,2,1,0
1S-MH-MU-ZCT-CL02-5750,26972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1S-MH-MU-ZCT-CL03-4929,26975,9.468,2.712,2.697,10.346,10.0,8.955,0.0,3.852,26.012,17.256,10.667,10.804,1,0,0,1,1,1,0,1,0,2,1,1
1S-MH-MU-ZCT-CL01-5679,26975,8.309,2.376,2.321,9.124,8.932,8.073,0.0,3.481,23.727,13.849,8.638,9.371,1,0,0,1,1,1,0,1,0,2,1,1
1S-MH-MU-ZCT-CL01-4326,26975,1.49,0.431,0.426,1.426,1.304,1.117,0.0,0.535,3.462,1.996,1.84,1.614,1,0,0,1,1,1,0,1,0,2,1,1
1S-MH-MU-ZCT-CL01-4237,26975,6.335,1.768,1.725,5.717,5.73,5.269,0.0,2.122,14.295,8.183,5.521,6.51,1,0,0,1,1,1,0,1,0,2,1,1
1S-MH-MU-ZCT-CL01-4872,26975,3.928,1.113,1.086,3.446,3.6,3.405,0.0,1.346,9.005,5.216,3.41,3.981,1,0,0,1,1,1,0,1,0,2,1,1
1S-MH-MU-ZCT-CL01-5251,26975,1.938,0.557,0.538,1.807,1.82,1.679,0.0,0.651,4.593,2.622,1.913,2.058,1,0,0,1,1,1,0,1,0,2,1,1
1S-MH-MU-ZCT-CL01-5524,26975,0.157,0.125,0.127,0.246,0.279,0.278,0.0,0.064,0.481,0.474,0.128,0.157,1,0,0,1,1,1,0,1,0,2,1,1
1S-MH-MU-ZCT-CL01-5126,26976,8.356,6.835,6.755,20.706,20.36,17.915,0.0,5.825,43.756,20.418,20.915,8.892,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4883,26976,3.58,3.086,3.048,9.27,8.792,7.512,0.0,2.656,20.435,9.723,9.874,4.06,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4841,26976,3.09,2.625,2.612,7.951,7.551,6.458,0.0,2.342,17.79,8.42,8.494,3.482,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4293,26976,1.729,1.48,1.444,4.547,3.951,3.116,0.0,1.06,8.26,3.955,4.109,1.783,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4272,26976,0.393,0.309,0.301,1.087,0.964,0.775,0.0,0.288,2.379,1.149,1.194,0.527,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5767,26976,2.271,1.99,1.957,5.681,5.431,4.671,0.0,1.677,12.678,6.066,6.037,2.43,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5281,26976,1.458,1.253,1.214,3.901,3.361,2.628,0.0,0.827,6.386,3.036,3.19,1.402,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4943,26976,2.026,1.765,1.736,5.162,4.824,4.069,0.0,1.462,11.037,5.187,5.149,2.059,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4411,26976,1.02,0.87,0.852,2.559,2.244,1.786,0.0,0.578,4.525,2.202,2.317,1.03,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4106,26976,1.297,1.089,1.083,3.305,3.196,2.775,0.0,0.96,7.244,3.459,3.587,1.436,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5184,26976,0.324,0.267,0.268,0.943,0.799,0.614,0.0,0.193,1.491,0.722,0.755,0.325,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4980,26976,2.547,1.927,1.93,5.901,6.56,6.299,0.0,1.777,12.719,5.718,5.704,2.576,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5071,26976,0.51,0.375,0.364,1.162,1.272,1.21,0.0,0.416,2.634,1.243,1.159,0.546,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5015,26976,1.333,0.974,1.001,2.987,3.294,3.147,0.0,0.889,6.195,2.886,2.884,1.221,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5538,26976,1.333,0.974,1.001,2.987,3.294,3.147,0.0,0.889,6.195,2.886,2.884,1.221,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-5533,26976,0.754,0.528,0.536,1.601,1.736,1.64,0.0,0.577,3.644,1.665,1.615,0.734,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL01-4872,26976,0.524,0.345,0.345,1.043,1.175,1.137,0.0,0.391,2.488,1.122,1.079,0.502,0,0,0,1,1,1,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-5117,26979,17.956,13.234,10.977,16.839,19.338,15.121,0.0,1.51,19.033,16.142,13.835,12.293,4,4,4,4,4,3,0,1,0,1,1,2
1S-MH-MU-ZCT-CL02-5288,26979,14.082,10.484,8.727,13.436,15.224,11.77,0.0,1.125,14.717,12.866,10.984,9.491,4,4,4,4,4,3,0,1,0,1,1,2
1S-MH-MU-ZCT-CL02-5106,26979,12.796,9.738,8.095,12.446,13.959,10.698,0.0,1.019,13.484,11.793,10.19,8.493,4,4,4,4,4,3,0,1,0,1,1,2
1S-MH-MU-ZCT-CL02-4225,26979,2.042,1.684,1.496,2.024,2.178,1.608,0.0,0.169,2.214,2.095,1.982,1.643,4,4,4,4,4,3,0,1,0,1,1,2
1S-MH-MU-ZCT-CL02-5113,26979,4.626,3.107,2.695,4.261,4.687,3.53,0.0,0.32,4.077,3.534,2.971,2.462,4,4,4,4,4,3,0,1,0,1,1,2
1S-MH-MU-ZCT-CL02-5790,26979,4.682,3.718,2.98,4.691,5.247,4.012,0.0,0.41,5.484,4.671,4.014,3.27,4,4,4,4,4,3,0,1,0,1,1,2
1S-MH-MU-ZCT-CL02-4766,26979,4.682,3.718,2.98,4.691,5.247,4.012,0.0,0.41,5.484,4.671,4.014,3.27,4,4,4,4,4,3,0,1,0,1,1,2
1S-MH-MU-ZCT-CL02-4706,26979,3.27,2.541,2.062,3.045,3.357,2.534,0.0,0.264,3.681,3.203,2.77,2.187,4,4,4,4,4,3,0,1,0,1,1,2
1S-MH-MU-ZCT-CL02-4226,26979,0.941,0.662,0.534,0.829,1.017,0.838,0.0,0.087,1.14,0.912,0.781,0.717,4,4,4,4,4,3,0,1,0,1,1,2
1S-MH-MU-ZCT-CL02-4887,26980,4.439,3.432,3.778,9.052,6.558,7.109,0.0,1.684,10.153,7.838,4.814,9.433,1,0,0,2,1,2,0,1,0,2,1,1
1S-MH-MU-ZCT-CL02-4987,26981,4.54,3.614,4.9,7.845,8.141,5.565,0.0,1.679,15.117,9.255,9.248,4.448,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-4988,26981,4.54,3.614,4.9,7.845,8.141,5.565,0.0,1.679,15.117,9.255,9.248,4.448,1,1,0,1,1,0,0,1,0,1,1,0
1S-MH-MU-ZCT-CL02-4821,26982,5.282,0.865,1.895,4.262,4.991,1.349,0.0,1.216,6.442,6.31,2.614,0.902,2,0,1,2,2,0,0,1,0,2,1,0
1S-MH-MU-ZCT-CL02-4822,26982,2.801,0.444,1.115,2.092,2.719,0.791,0.0,0.837,4.173,4.625,1.882,0.677,2,0,1,2,2,0,0,1,0,2,1,0
1S-MH-MU-ZCT-CL02-5040,26982,1.854,0.306,0.756,1.374,1.552,0.407,0.0,0.438,2.21,2.363,0.949,0.339,2,0,1,2,2,0,0,1,0,2,1,0
1S-MH-MU-ZCT-CL02-4976,26984,1.508,0.792,1.358,2.144,1.748,1.678,0.0,0.675,4.97,2.817,1.764,1.734,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL02-5123,26984,0.453,0.231,0.388,0.621,0.509,0.491,0.0,0.182,1.439,0.813,0.502,0.518,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL01-4326,26984,7.475,3.644,6.006,10.365,8.413,8.048,0.0,3.373,24.138,14.051,8.594,9.387,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL02-5091,26984,0.245,0.126,0.211,0.338,0.266,0.249,0.0,0.08,0.634,0.38,0.249,0.258,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL01-4598,26984,6.777,3.289,5.41,9.399,7.634,7.308,0.0,3.012,21.66,12.583,7.397,8.453,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL02-4790,26984,4.454,2.146,3.445,6.136,5.068,4.918,0.0,1.951,13.437,7.72,4.422,5.477,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL01-5796,26984,0.678,0.331,0.415,1.088,0.817,0.729,0.0,0.199,1.643,0.662,0.43,0.462,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL02-4821,26984,0.678,0.331,0.415,1.088,0.817,0.729,0.0,0.199,1.643,0.662,0.43,0.462,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL02-4734,26984,3.032,1.408,2.439,3.88,3.431,3.504,0.0,1.475,9.985,5.989,3.398,4.074,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL02-4152,26984,1.093,0.581,0.945,1.559,1.328,1.32,0.0,0.509,3.165,1.858,1.067,1.202,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL02-4735,26984,1.383,0.624,1.139,1.73,1.513,1.533,0.0,0.697,4.87,2.921,1.578,2.092,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL02-4286,26984,0.778,0.349,0.651,0.924,0.743,0.706,0.0,0.313,2.439,1.441,0.832,0.971,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL02-4285,26984,0.383,0.153,0.218,0.396,0.306,0.281,0.0,0.121,0.807,0.504,0.262,0.316,1,0,1,1,1,0,0,1,0,2,1,1
1S-MH-MU-ZCT-CL01-4102,26985,12.079,2.328,3.214,13.374,11.964,6.145,0.0,3.449,21.612,9.977,9.643,3.141,2,0,0,1,1,0,0,1,0,1,1,0
